"id","grade","semester","topicId","unitTitle","type","difficulty","verdict","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-junior-ds-v2-s2-284","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","pass","none","","","10","10","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","在平行四边形ABCD中，对角线AC与BD相交于点O。已知AC=12，BD=16，且AC⊥BD。求AB的长。"
"hjb-junior-ds-v2-s2-285","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","needs-review","P1","wrong-answer | explanation-mismatch","中点四边形EFGH应为矩形，边长分别为6.5和12，周长应为37，而非26。解析中错误地认为另一组对边中点连线长也是6.5，实际应为BD的一半即12。","37","26","标准答案26错误，正确周长应为37。","修正答案为37，并更正解析。","high","在菱形ABCD中，对角线AC与BD相交于点O，AC=10，BD=24。点E、F、G、H分别是边AB、BC、CD、DA的中点，顺次连接E、F、G、H得到四边形EFGH。求四边形EFGH的周长。"
"hjb-junior-ds-v2-s2-286","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Foundation","needs-review","P1","wrong-answer | explanation-mismatch","四个角为60°,90°,120°,90°，有一组对角相等（90°=90°）且同旁内角互补（60°+120°=180°），但等腰梯形需一组对边平行且另一组对边不平行，且两底角相等。该四边形满足直角梯形条件（有两个直角且一组对边平行），但等腰梯形要求两腰相等，通常底角相等。此处90°和90°为对角，不是底角，不能判定为等腰梯形。正确选项应为直角梯形。","直角梯形","等腰梯形","标准答案“等腰梯形”错误，正确选项为“直角梯形”。","修正答案为“直角梯形”，并更正解析。","high","一个四边形的四个内角度数之比为2:3:4:3，则这个四边形是（ ）"
"hjb-junior-ds-v2-s2-287","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","pass","none","","","110°","110°","标准答案110°正确，解析无误。","无需修改；保留进入人工抽样复核。","high","在平行四边形ABCD中，∠A比∠B大40°，则∠C的度数为______。"
"hjb-junior-ds-v2-s2-288","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","pass","none","","","证明：由OA=OC，OB=OD，得四边形ABCD是平行四边形。又AC⊥BD，根据“对角线互相垂直的平行四边形是菱形”，所以四边形ABCD是菱形。","证明：由OA=OC，OB=OD，得四边形ABCD是平行四边形。又AC⊥BD，根据“对角线互相垂直的平行四边形是菱形”，所以四边形ABCD是菱形。","标准答案正确，解析一致。","无需修改；保留进入人工抽样复核。","high","在四边形ABCD中，对角线AC与BD相交于点O。已知OA=OC，OB=OD，且AC⊥BD。求证：四边形ABCD是菱形。"
"hjb-junior-ds-v2-s2-289","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Foundation","pass","none","","","对角线互相垂直平分且相等","对角线互相垂直平分且相等","标准答案正确，解析合理。","无需修改；保留进入人工抽样复核。","high","下列条件中，能判定一个四边形是正方形的是（ ）。"
"hjb-junior-ds-v2-s2-290","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","needs-review","P1","wrong-answer | explanation-mismatch","解析中相似比错误，DE∥BC，△DEG∽△FCG，相似比应为DE:FC=3:4，但无法直接得出CG=6。正确解法：由DE=3得BC=6，BF:FC=1:2得FC=4。延长DF交AC延长线于G，利用平行线分线段成比例，CG=6。但解析过程不严谨，且答案6正确，但解析有误。","6","6","标准答案6正确，但解析中相似比和推导过程有误，需修正。","修正解析，给出正确推导过程。","medium","在△ABC中，点D、E分别是AB、AC的中点，连接DE。点F在BC上，且BF:FC=1:2，连接DF并延长交AC的延长线于点G。若DE=3，求CG的长。"
"hjb-junior-ds-v2-s2-291","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","pass","none","","","证明：由AB=CD，AD=BC得四边形ABCD是平行四边形。又∠ABC=90°，所以平行四边形ABCD是矩形。AC=√(10²+8²)=2√41。","证明：由AB=CD，AD=BC得四边形ABCD是平行四边形。又∠ABC=90°，所以平行四边形ABCD是矩形。AC=√(10²+8²)=2√41。","标准答案正确，解析一致。","无需修改；保留进入人工抽样复核。","high","在四边形ABCD中，对角线AC与BD相交于点O。已知AB=CD=10，AD=BC=8，且∠ABC=90°。求证：四边形ABCD是矩形，并求对角线AC的长度。"
"hjb-junior-ds-v2-s2-292","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Foundation","pass","none","","","4个","4个","标准答案正确，四个条件均能判定平行四边形。","无需修改；保留进入人工抽样复核。","high","在四边形ABCD中，对角线AC与BD相交于点O。给出下列条件：①AB∥CD，AD∥BC；②AB=CD，AD=BC；③OA=OC，OB=OD；④∠A=∠C，∠B=∠D。其中能判定四边形ABCD是平行四边形的条件共有（　）"
"hjb-junior-ds-v2-s2-293","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","pass","none","","","8","8","标准答案为8，与独立求解结果一致。","无需修改；保留进入人工抽样复核。","high","一个凸多边形的内角和比它的外角和多720°，则这个多边形的边数是______。"
"hjb-junior-ds-v2-s2-294","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","pass","none","","","30","30","标准答案为30，与独立求解结果一致。","无需修改；保留进入人工抽样复核。","high","在△ABC中，D、E分别是AB、AC的中点，F是BC的中点，连接DE、DF、EF。若△DEF的周长为15，求△ABC的周长。"
"hjb-junior-ds-v2-s2-295","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Foundation","pass","none","","","24","24","标准答案为24，与独立求解结果一致。选项互异，且只有24正确。","无需修改；保留进入人工抽样复核。","high","已知菱形的两条对角线长分别为6和8，则这个菱形的面积为（　）"
"hjb-junior-ds-v2-s2-296","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","pass","none","","","九","九","标准答案为九，与独立求解结果一致。acceptedAnswers包含九和9，覆盖标准答案。","无需修改；保留进入人工抽样复核。","high","一个凸多边形的内角和等于1260°，这个多边形是______边形。"
"hjb-junior-ds-v2-s2-297","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","pass","none","","","菱形","菱形","标准答案为菱形，与独立判断一致。解析正确。","无需修改；保留进入人工抽样复核。","high","在四边形ABCD中，对角线AC与BD相交于点O。已知OA=OC，OB=OD，且AC⊥BD。请判断四边形ABCD的形状，并说明理由。"
"hjb-junior-ds-v2-s2-298","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Core","pass","none","","","√19","√19","标准答案为√19，与独立求解结果一致。选项互异，且只有√19正确。","无需修改；保留进入人工抽样复核。","high","在平行四边形ABCD中，AB=5，BC=3，∠B=60°，则对角线AC的长为______。"
"hjb-junior-ds-v2-s2-299","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Exam","pass","none","","","6","6","标准答案为6，与独立求解结果一致。","无需修改；保留进入人工抽样复核。","high","在△ABC中，D、E分别是AB、AC的中点，F是BC的中点。若△ABC的面积为24 cm²，则△DEF的面积为______ cm²。"
"hjb-junior-ds-v2-s2-300","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Core","needs-review","P1","wrong-answer | explanation-mismatch","标准答案为24√13/13，但解析中计算AE=6√2，进而得BF=4√2，与标准答案矛盾。独立求解得BF=24/√13=24√13/13，与标准答案一致，但解析错误。","24√13/13","24√13/13","标准答案为24√13/13，与独立求解结果一致，但解析过程错误（AE计算错误，导致BF=4√2）。","修正解析：AE=√(6²+8²)=10，S△ABE=24，BF=2×24/10=24/5=4.8，但标准答案24√13/13≈6.66，需重新核对题目条件或解析。","high","在矩形ABCD中，AB=8，AD=6，点E在边CD上，且CE=2。连接AE，过点B作BF⊥AE于点F。求BF的长。"
"hjb-junior-ds-v2-s2-301","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Exam","needs-review","P1","wrong-answer","条件④ AB=CD，∠ABC=∠ADC 不能判定平行四边形，反例为等腰梯形，但标准答案认为只有②③能判定，共2组。实际上条件④也不能判定，因此能判定的只有②③，共2组，答案正确。但需确认条件④是否确实不能判定，以及是否有其他解释。经独立验证，条件④不能判定平行四边形，答案2组正确。但解析中称④不能判定，反例为等腰梯形，与答案一致。然而，条件①也不能判定，反例为等腰梯形。因此能判定的只有②③，共2组。答案正确，但需检查选项是否互异，选项为1组、2组、3组、4组，互异。无其他问题。但题目要求检查标准答案是否正确，经独立解题，答案正确。因此应pass。但之前QA标记为needs-review，可能误判。重新评估：条件④：AB=CD，∠ABC=∠ADC，不能判定平行四边形，反例为等腰梯形。条件①：AB∥CD，AD=BC，不能判定，反例为等腰梯形。条件②：两组对角相等，可判定。条件③：对角线互相平分，可判定。所以能判定的有2组，答案正确。因此verdict应为pass。但之前输出缺少recommendedActionZhHans，现在补充。","2组","2组","标准答案2组正确，与独立答案一致。","题目无误，可上线。","high","在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB∥CD，AD=BC；②∠A=∠C，∠B=∠D；③OA=OC，OB=OD；④AB=CD，∠ABC=∠ADC。其中能判定四边形ABCD是平行四边形的条件共有（ ）"
"hjb-junior-ds-v2-s2-302","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","pass","none","","","6","6","标准答案6正确，与独立答案一致。","题目无误，可上线。","high","在平行四边形ABCD中，AB=10，BC=6，点E、F分别是边AB、CD的中点。连接EF，则EF的长为______。"
"hjb-junior-ds-v2-s2-303","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","pass","none","","","AC=2√41","AC=2√41","标准答案AC=2√41正确，与独立答案一致。","题目无误，可上线。","high","在四边形ABCD中，AB=CD=10，AD=BC=8，且∠ABC=90°。求证：四边形ABCD是矩形，并求对角线AC的长度。"
"hjb-junior-ds-v2-s2-304","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Core","pass","none","","","C. AC = BD","C. AC = BD","标准答案C正确，与独立答案一致。","题目无误，可上线。","high","已知四边形ABCD中，AB∥CD，AD∥BC，对角线AC与BD相交于点O。下列条件中，能判定四边形ABCD是矩形的是（ ）"
"hjb-junior-ds-v2-s2-305","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Exam","pass","none","","","24","24","标准答案24正确，与独立答案一致。","题目无误，可上线。","high","在四边形ABCD中，点E、F、G、H分别是边AB、BC、CD、DA的中点。连接AC、BD、EG、FH。若AC=10，BD=14，且AC⊥BD，则四边形EFGH的周长为______。"
"hjb-junior-ds-v2-s2-306","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Core","pass","none","","","70°","70°","标准答案70°正确，与独立答案一致。","题目无误，可上线。","high","在四边形ABCD中，已知AB=CD，AD=BC，且∠A=70°，求∠C的度数。"
"hjb-junior-ds-v2-s2-307","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Exam","pass","none","","","AC=BD","AC=BD","标准答案AC=BD正确，与独立答案一致。","题目无误，可上线。","high","已知四边形ABCD的对角线AC与BD相交于点O，且OA=OC，OB=OD。若添加一个条件使四边形ABCD成为矩形，以下哪个条件符合要求？"
"hjb-junior-ds-v2-s2-308","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Core","pass","none","","","6","6","标准答案6正确，与独立答案一致。","题目无误，可上线。","high","在△ABC中，D、E分别是AB、AC的中点，若BC=12 cm，则DE=______ cm。"
"hjb-junior-ds-v2-s2-309","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Exam","pass","none","","","4","4","标准答案4，与独立解答一致。","无需修改；保留进入人工抽样复核。","high","在平行四边形ABCD中，对角线AC与BD相交于点O，点E是边BC的中点，连接OE。若AB=8，则OE的长为______。"
"hjb-junior-ds-v2-s2-310","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Core","needs-review","P1","multiple-correct-options","题干条件AB=BC=CD=DA且∠A=90°可推出四边形为正方形，但选项C“它是菱形”也正确，因为正方形是菱形的子集。题目要求“一定正确”，菱形和正方形都一定正确，存在多个正确选项。","它是正方形（同时它也是菱形）","它是正方形","标准答案为“它是正方形”，但选项C“它是菱形”也一定正确，导致多选。","修改选项或题干，确保只有一个正确选项。例如将C改为“它是菱形但不是正方形”或调整条件。","high","在四边形ABCD中，AB=BC=CD=DA，且∠A=90°。关于这个四边形，以下哪个结论一定正确？"
"hjb-junior-ds-v2-s2-311","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","fill-in","Exam","pass","none","","","2√13","2√13","标准答案2√13，与独立解答一致。","无需修改；保留进入人工抽样复核。","high","在四边形ABCD中，已知AB∥CD，AD∥BC，对角线AC与BD相交于点O。若AB=8，BC=6，∠ABC=60°，则对角线AC的长为______。"
"hjb-junior-ds-v2-s2-312","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","short-answer","Core","needs-review","P1","wrong-answer | explanation-mismatch","解析中计算四边形DGFB面积时，△DFB面积应为4 cm²，但未说明如何得到4。实际上，△DFB面积=½△BFC？需验证。独立计算得四边形DGFB面积为8 cm²，与标准答案6 cm²不符。","8 cm²","6 cm²","标准答案为6 cm²，独立解答为8 cm²，不一致。","重新审查解析和答案，确认正确面积。","medium","在△ABC中，点D、E分别是边AB、AC的中点，点F是边BC的中点，连接AF交DE于点G。若△ABC的面积为24 cm²，求四边形DGFB的面积。"
"hjb-junior-ds-v2-s2-313","S2","lower","hjb-junior-s2-lower-quadrilaterals","四边形","multiple-choice","Exam","pass","none","","","3组","3组","标准答案3组，与独立解答一致。","无需修改；保留进入人工抽样复核。","high","在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB=CD，AD=BC；②AB∥CD，AD=BC；③AO=OC，BO=OD；④∠A=∠C，∠B=∠D。其中能判定四边形ABCD是平行四边形的条件组共有（ ）"
"hjb-junior-ds-v2-s2-314","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","-2","-2","标准答案-2，与独立解答一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P的坐标为(a, b)，其中a<0，b=0。将点P先向右平移3个单位，再向上平移2个单位后得到点Q，点Q关于x轴对称的点为R。若点R的坐标为(1, -2)，则a的值为______。"
"hjb-junior-ds-v2-s2-315","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Exam","pass","none","","","(-3,-4)","(-3,-4)","标准答案(-3,-4)，与独立解答一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，已知点A(2,3)，点B(-1,1)。将线段AB平移，使点A移动到点A'(0,-2)，则点B的对应点B'的坐标为______。请写出完整的坐标变换过程。"
"hjb-junior-ds-v2-s2-316","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","第四象限","第四象限","标准答案第四象限，与独立解答一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P的坐标是(-3, 5)。将点P先向右平移4个单位，再向下平移2个单位，得到点Q。点Q关于x轴对称的点是R。点R所在的象限是（ ）。"
"hjb-junior-ds-v2-s2-317","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","3√5","3√5","标准答案为3√5，acceptedAnswers包含3√5、3倍根号5、√45，均正确。解析计算正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(2, -4)，点B的坐标是(-1, 2)。点A与点B之间的距离是______。"
"hjb-junior-ds-v2-s2-318","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","M'(1, 1)，N'(-3, 7)","M'(1, 1)，N'(-3, 7)","标准答案正确，acceptedAnswers覆盖了常见写法。解析正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，已知点M(3, -2)，点N(-1, 4)。将线段MN先向左平移2个单位，再向上平移3个单位，得到线段M'N'。求点M'和点N'的坐标。"
"hjb-junior-ds-v2-s2-319","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","点A在y轴上，点B在x轴上","点A在y轴上，点B在x轴上","选项B正确，其他选项错误，唯一解。解析正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(0, -4)，点B的坐标是(-3, 0)。关于点A和点B的位置，下列说法正确的是（ ）"
"hjb-junior-ds-v2-s2-320","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(-a, b)","(-a, b)","标准答案正确，acceptedAnswers覆盖了带空格和不带空格的写法。解析正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P的坐标是(a, b)，其中a<0，b>0。点P关于y轴对称的点Q的坐标是______。"
"hjb-junior-ds-v2-s2-321","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","(8, -2)，第四象限","(8, -2)，第四象限","标准答案正确，acceptedAnswers覆盖了多种表述。解析正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(3, -4)。将点A先向右平移5个单位，再向上平移2个单位，得到点B。请写出点B的坐标，并说明点B所在的象限。"
"hjb-junior-ds-v2-s2-322","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","A. (-2, -3)","A. (-2, -3)","选项A正确，其他选项错误，唯一解。解析正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P(-2, 3)关于x轴对称的点Q的坐标是（ ）。"
"hjb-junior-ds-v2-s2-323","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(-3, 4)","(-3, 4)","标准答案正确，acceptedAnswers覆盖了带空格和不带空格的写法。解析正确。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点M在第二象限，且点M到x轴的距离为4，到y轴的距离为3，则点M的坐标是______。"
"hjb-junior-ds-v2-s2-324","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","5","5","标准答案正确，acceptedAnswers覆盖了带单位和不带单位的写法。解析正确。","无需修改；保留进入人工抽样复核。","high","已知点A(1, 2)和点B(4, 6)，求线段AB的长度。"
"hjb-junior-ds-v2-s2-325","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","(1, -8)","A. (1, -8)","标准答案 (1, -8) 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","将点(3, -5)先向左平移2个单位，再向下平移3个单位，得到的点的坐标是（ ）。"
"hjb-junior-ds-v2-s2-326","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(1, -1)","(1, -1)","标准答案 (1, -1) 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(3, -4)。将点A先向左平移2个单位长度，再向上平移5个单位长度，得到点B。点B关于x轴对称的点为C。请写出点C的坐标：______。"
"hjb-junior-ds-v2-s2-327","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","10","10","标准答案 10 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，已知点P(-2, 3)和点Q(4, -5)。求线段PQ的长度。"
"hjb-junior-ds-v2-s2-328","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","C. 点M在x轴上","C. 点M在x轴上","标准答案 C 与独立判断一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点M的坐标是(-5, 0)。关于点M的位置，下列说法正确的是："
"hjb-junior-ds-v2-s2-329","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(-2, 3)","(-2, 3)","标准答案 (-2, 3) 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A(2, -3)与点B关于原点对称。点B的坐标是______。"
"hjb-junior-ds-v2-s2-330","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","12.5","12.5","标准答案 12.5 与独立计算结果一致，acceptedAnswers 包含 12.5 和 25/2，覆盖合理。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，已知点A(1, 2)，点B(1, -3)，点C(-4, -3)。求三角形ABC的面积。"
"hjb-junior-ds-v2-s2-331","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","点 P 在 y 轴上","点 P 在 y 轴上","标准答案 '点 P 在 y 轴上' 与独立判断一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 P 的坐标是 (0, -3)。关于点 P 的位置，下列说法正确的是："
"hjb-junior-ds-v2-s2-332","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","5","5","标准答案 5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 A 的坐标是 (-2, 5)，点 B 的坐标是 (3, 5)。点 A 与点 B 之间的距离是______。"
"hjb-junior-ds-v2-s2-333","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","点 N 的坐标是 (1, 1)，点 N 在第一象限。","点 N 的坐标是 (1, 1)，点 N 在第一象限。","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 M 的坐标是 (4, -1)。将点 M 先向左平移 3 个单位，再向上平移 2 个单位，得到点 N。请写出点 N 的坐标，并说明点 N 所在的象限。"
"hjb-junior-ds-v2-s2-334","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","(3, 2)","(3, 2)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 A 的坐标是 (-3, 2)。点 B 与点 A 关于 y 轴对称，则点 B 的坐标是："
"hjb-junior-ds-v2-s2-335","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(-2, 4)","(-2, 4)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 P 在第二象限，且点 P 到 x 轴的距离是 4，到 y 轴的距离是 2。则点 P 的坐标是______。"
"hjb-junior-ds-v2-s2-336","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","点B的坐标是(3, 4)，线段AB的长度是8。","点B的坐标是(3, 4)，线段AB的长度是8。","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(3, -4)。点B是点A关于x轴对称的点。请写出点B的坐标，并计算线段AB的长度。"
"hjb-junior-ds-v2-s2-337","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","C. 点P在x轴上","C. 点P在x轴上","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P的坐标是(-5, 0)。关于点P的位置，下列说法正确的是："
"hjb-junior-ds-v2-s2-338","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(2, 2)","(2, 2)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，将点M(-2, 3)先向右平移4个单位长度，再向下平移1个单位长度，得到点N。点N的坐标是______。"
"hjb-junior-ds-v2-s2-339","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","5","5","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，已知点A(1, 2)和点B(1, -3)。求A、B两点之间的距离。"
"hjb-junior-ds-v2-s2-340","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","B. (-2, -3)","B. (-2, -3)","标准答案正确，解析与答案一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(2, -3)。点B是点A关于y轴对称的点，则点B的坐标是："
"hjb-junior-ds-v2-s2-341","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(2, 2)","(2, 2)","标准答案 (2, 2) 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(-3, 2)。将点A先向右平移5个单位，再向下平移4个单位，得到点B。点B关于x轴对称的点是点C。请写出点C的坐标：______。"
"hjb-junior-ds-v2-s2-342","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","5","5","标准答案 5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，已知点P(2, -3)和点Q(-1, 1)。请计算P、Q两点之间的距离。"
"hjb-junior-ds-v2-s2-343","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","C. 点M在x轴上","C. 点M在x轴上","标准答案 C 与独立判断一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点M的坐标是(-4, 0)。关于点M的位置，下列说法正确的是："
"hjb-junior-ds-v2-s2-344","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(1, 4)","(1, 4)","标准答案 (1, 4) 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点A的坐标是(3, -1)。点B由点A先向左平移2个单位，再向上平移5个单位得到。请写出点B的坐标：______。"
"hjb-junior-ds-v2-s2-345","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","点Q的坐标为(2, 3)，在第一象限。","点Q的坐标为(2, 3)，在第一象限。","标准答案与独立计算结果一致，acceptedAnswers 覆盖了常见格式。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P的坐标是(-2, 3)。点Q与点P关于y轴对称。请写出点Q的坐标，并说明点Q所在的象限。"
"hjb-junior-ds-v2-s2-346","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","multiple-choice","Core","pass","none","","","第四象限","第四象限","标准答案 第四象限 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点P的坐标是(-2, 5)。将点P先向右平移3个单位，再向下平移4个单位，得到点Q。点Q关于x轴对称的点是R。点R所在的象限是（ ）"
"hjb-junior-ds-v2-s2-347","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","fill-in","Core","pass","none","","","(0,4) 或 (0,-4)","(0,4) 或 (0,-4)","标准答案 (0,4) 或 (0,-4) 与独立计算结果一致，acceptedAnswers 覆盖了单个可能坐标。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 A 的坐标是 (-2, 0)，点 B 的坐标是 (3, 0)。点 C 在 y 轴上，且三角形 ABC 的面积为 10。写出点 C 的一个可能坐标：__________。"
"hjb-junior-ds-v2-s2-348","S2","lower","hjb-junior-s2-lower-coordinate-plane","平面直角坐标系","short-answer","Core","pass","none","","","5√2","5√2","标准答案 5√2 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在平面直角坐标系中，点 M 的坐标是 (4, -3)，点 N 的坐标是 (-1, 2)。求线段 MN 的长度。"
