"id","grade","unitTitle","type","difficulty","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-junior-ds-v2-s2-197","S2","直角三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","标准答案为3√10，但解析计算得9√5/2，两者不一致。独立计算得AD=9√5/2，故答案错误。","9√5/2","3√10","标准答案3√10与解析9√5/2矛盾，且3√10≈9.49，9√5/2≈10.06，不相等。","修正答案为9√5/2，并更新acceptedAnswers。","high","在△ABC中，∠C=90°，AD平分∠BAC交BC于点D。已知AC=9，BC=12，求AD的长。"
"hjb-junior-ds-v2-s2-198","S2","直角三角形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","标准答案为84/11，但独立计算得DE=84/11，答案正确。然而解析中提及余弦定理但未使用，且acceptedAnswers包含完整解析文本，不符合规范。","84/11","证明：∵AD平分∠BAC，DE⊥AB，DF⊥AC，∴DE=DF（角平分线上的点到角两边的距离相等）。求DE：设BD=x，则CD=21-x。由角平分线性质得AB/AC=BD/CD，即13/20=x/(21-x)，解得x=7，BD=7，CD=14。在△ABD中，由余弦定理求cos∠BAD：cos∠BAD=(AB²+AD²-BD²)/(2·AB·AD)，但AD未知。改用面积法：S△ABC=S△ABD+S△ACD。由海伦公式，半周长p=(13+20+21)/2=27，S△ABC=√[27(27-13)(27-20)(27-21)]=√(27×14×7×6)=√15876=126。又S△ABD=(1/2)·AB·DE=(1/2)·13·DE，S△ACD=(1/2)·AC·DF=(1/2)·20·DE，故(1/2)·13·DE+(1/2)·20·DE=126，解得DE=84/11。","答案84/11正确，但acceptedAnswers应仅包含数值或简化表达式，不应包含完整解析。","将acceptedAnswers改为['84/11']，并简化解析。","high","在△ABC中，AD是∠BAC的平分线，交BC于点D。已知AB=13，AC=20，BC=21。过点D作DE⊥AB于点E，DF⊥AC于点F。请证明DE=DF，并求DE的长度。"
"hjb-junior-ds-v2-s2-199","S2","直角三角形","multiple-choice","Foundation","P1","wrong-answer | explanation-mismatch","标准答案为√(240)，但独立计算得AD=4√34/5，√(240)=4√15，不一致。解析计算得AD=4√34/5，与答案矛盾。","4√34/5","△ABC是直角三角形，且AD=√(240)","标准答案√(240)与解析4√34/5不相等，且√(240)≈15.49，4√34/5≈4.66，差异大。","修正答案为4√34/5，并更新选项和acceptedAnswers。","high","在△ABC中，AB=8，BC=15，AC=17，AD平分∠BAC交BC于点D。下列说法正确的是（ ）。"
"hjb-junior-ds-v2-s2-201","S2","直角三角形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","标准答案为12，但独立计算得AD≈12.95，解析计算得AD≈12.95，与答案12不一致。","约12.95","12","答案12与解析12.95矛盾，且12不是精确值。","修正答案为精确值或近似值，如12.95或分数形式。","high","在△ABC中，AB=14，AC=15，BC=13，AD平分∠BAC交BC于点D。求AD的长。"
"hjb-junior-ds-v2-s2-204","S2","直角三角形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","标准答案为√(65)，但独立计算得BD=√(65)？需验证。解析未完成BD计算，且∠BCD不是180°，需重新计算。","√(65)","证明：在Rt△ABC中，AC=√(3²+4²)=5。在△ACD中，AC²+CD²=5²+12²=169=13²=DA²，故∠ACD=90°，△ACD是直角三角形。BD的长为√(65)。","答案√(65)可能正确，但解析不完整，未给出BD计算过程。","补充BD计算过程，确保解析完整。","medium","在四边形ABCD中，AB=3，BC=4，CD=12，DA=13，且∠ABC=90°。连接AC、BD。求证：△ACD是直角三角形，并求BD的长。"
"hjb-junior-ds-v2-s2-209","S2","直角三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","标准答案为120/23，但独立计算得24/5。解析中“点D到AB的距离等于点C到AB的距离乘以DC/BC”错误，因为D不在从C到AB的垂线上。正确解法：由角平分线性质得DC=24/5，D到AB的距离等于D到AC的距离（角平分线性质），即DC×sinC？实际上D到AB的距离等于D到AC的距离，而D到AC的距离等于DC×sinC？∠C=90°，sinC=1，所以D到AC的距离就是DC？不对，D在BC上，到AC的距离就是DC本身，因为AC⊥BC。所以D到AC的距离=DC=24/5。角平分线上的点到角两边距离相等，所以D到AB的距离也等于24/5。因此正确答案应为24/5，而非120/23。","24/5","120/23","标准答案错误，解析推导有误。","修正答案为24/5，并更正解析。","high","在△ABC中，∠C=90°，AC=8，BC=15。点D在BC上，且AD平分∠BAC。求点D到AB的距离。"
"hjb-junior-ds-v2-s2-216","S2","直角三角形","short-answer","Exam","P1","wrong-answer","标准答案中DE=84/11，但独立计算得DE=84/11，然而解析中面积和计算有误：1/2*13*DE+1/2*20*DE=33/2*DE，但13+20=33，33/2=16.5，126/16.5=84/11，计算正确。但题干要求证明DE=DF并求DE长度，答案中已包含证明和计算，但答案格式为完整句子，与acceptedAnswers中的长字符串匹配，但acceptedAnswers中仅有一个长字符串，可能不便于自动批改。建议将答案拆分为证明部分和数值部分，或接受多种表述。","证明：由角平分线性质得DE=DF。由海伦公式得S△ABC=126，又S△ABC=S△ABD+S△ACD=1/2*13*DE+1/2*20*DF=33/2*DE，故DE=84/11。","证明：由角平分线性质得DE=DF。由海伦公式得S△ABC=126，又S△ABC=S△ABD+S△ACD=1/2*13*DE+1/2*20*DF=33/2*DE，故DE=84/11。","标准答案与独立解题结果一致，但acceptedAnswers仅包含一个长字符串，可能无法匹配学生不同的表述方式。","建议将acceptedAnswers扩展为包含数值84/11及常见变体，或明确答案格式要求。","medium","在△ABC中，AB=13，AC=20，BC=21，AD是∠BAC的平分线，交BC于点D。过点D作DE⊥AB于点E，DF⊥AC于点F。求证DE=DF，并求DE的长度。"
"hjb-junior-ds-v2-s2-220","S2","直角三角形","multiple-choice","Foundation","P1","wrong-answer | explanation-mismatch","标准答案为BD=4，CD=8，但根据角平分线性质，BD:DC=AB:AC=9:15=3:5，设BD=3k，DC=5k，则3k+5k=12，k=1.5，BD=4.5，DC=7.5。选项中没有4.5和7.5，最接近的选项是BD=4，CD=8，但并非精确值。解析中称“选项中最接近且正确为BD=4，CD=8”，但数学上不精确，且选项D为BD=3，CD=9，也不正确。因此无正确选项。","BD=4.5，CD=7.5","BD=4，CD=8","标准答案与独立解题结果不一致，且无精确匹配选项。","建议修改选项或题干，使答案精确匹配，或明确要求近似值。","high","在△ABC中，AB=9，BC=12，AC=15，AD平分∠BAC交BC于点D。下列结论正确的是（ ）"
"hjb-junior-ds-v2-s2-221","S2","直角三角形","fill-in","Core","P1","wrong-answer | explanation-mismatch","题目要求点D到边BC的距离，但标准答案和解析均计算的是点D到直角边AC和BC的等距离（即角平分线上的点到两边的距离），而点D到BC的距离应为该等距离，但解析中设x为D到AC和BC的距离，解得x=36/7，此即D到BC的距离，答案正确。然而，解析中面积法使用(1/2)*9*x+(1/2)*12*x=54，其中x是D到AC和BC的距离，但△ACD的面积应为(1/2)*AC*D到AC的距离，△BCD的面积应为(1/2)*BC*D到BC的距离，由于CD平分直角，D到AC和BC的距离相等，设为x，则面积和为(1/2)*9*x+(1/2)*12*x=54，解得x=36/7，此即D到BC的距离。因此答案正确，解析也正确。但需注意：点D在AB上，CD平分∠ACB，D到BC的距离即为D到AC的距离，答案36/7正确。然而，检查发现解析中写的是“D到AC和BC的距离相等，设为x”，然后利用面积，但面积公式中△ACD的面积应为(1/2)*AC*D到AC的距离，△BCD的面积应为(1/2)*BC*D到BC的距离，两者相等，所以正确。但题目问的是“点D到边BC的距离”，答案36/7正确。但解析中最后一句“解得x=36/7”后没有明确说明这就是D到BC的距离，但可以理解。因此，本题答案和解析一致，无错误。但需确认：点D在AB上，CD平分∠ACB，D到BC的距离是否等于D到AC的距离？是的，因为角平分线上的点到角两边的距离相等。所以答案正确。但为什么标记为needs-review？因为最初判断可能有误，实际上本题无误。但根据指令，如果答案和解析不一致才标记，这里一致。所以应pass。但再仔细看：解析中写“利用面积：△ABC面积=54，等于△ACD与△BCD面积之和，即(1/2)*9*x+(1/2)*12*x=54”，这里△ACD的面积是(1/2)*AC*D到AC的距离，△BCD的面积是(1/2)*BC*D到BC的距离，由于D到AC和BC的距离相等，设为x，所以正确。因此答案正确。但题目是“求点D到边BC的距离”，答案36/7正确。所以verdict应为pass。但之前可能误判，现在纠正。","36/7","36/7","标准答案36/7正确，与独立解题结果一致。","无需修改，题目无误。","high","在△ABC中，∠C=90°，AC=9，BC=12，点D在AB上，且CD平分∠ACB。求点D到边BC的距离。"
"hjb-junior-ds-v2-s2-225","S2","直角三角形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","解析中计算DC=4.5，但由角平分线性质得BD/DC=AB/AC=15/9=5/3，设DC=3k，BD=5k，BC=12=8k，k=1.5，DC=4.5正确。但解析随后用面积法：1/2×12×9=1/2×15×DE+1/2×9×DC，其中DE为D到AB的距离，DC为D到AC的距离？实际上，△ABC面积=△ABD面积+△ACD面积，△ABD面积=1/2×AB×DE，△ACD面积=1/2×AC×D到AC的距离，而D到AC的距离等于DC？因为D在BC上，AD平分∠BAC，D到AC的距离等于D到AB的距离？不，角平分线上的点到角两边距离相等，所以D到AB的距离等于D到AC的距离，设为h。但解析中用了DC，DC是D到C的距离，不是D到AC的距离。正确做法：设D到AB和AC的距离均为h，则△ABD面积=1/2×15×h，△ACD面积=1/2×9×h，△ABC面积=1/2×12×9=54，所以1/2×15×h+1/2×9×h=54，解得h=4.5。但解析中写的是1/2×15×DE+1/2×9×DC，其中DE=h，DC=4.5，但DC不是h，h应为4.5？实际上，由角平分线性质，D到AC的距离等于D到AB的距离，而D在BC上，D到AC的距离就是点D到线段AC的垂线段长度，不一定等于DC。解析错误地将DC当作D到AC的距离。正确计算：由角平分线性质，点D到AB的距离等于点D到AC的距离，设为h。又因为D在BC上，且∠C=90°，所以D到AC的距离就是点D到AC的垂线段长度，由于AC是直角边，D到AC的距离等于DC？不对，因为如果从D向AC作垂线，垂足在AC上，由于∠C=90°，BC⊥AC，所以D在BC上，则D到AC的距离就是DC的长度。因为BC⊥AC，所以点D到AC的距离等于DC。所以解析中DC就是D到AC的距离。因此，解析中1/2×9×DC是正确的，因为△ACD的面积=1/2×AC×DC（因为DC是AC边上的高）。而△ABD的面积=1/2×AB×DE，其中DE是D到AB的距离。由角平分线性质，DE=DC。所以面积方程应为1/2×12×9=1/2×15×DE+1/2×9×DC，且DE=DC。解析中设DC=4.5，然后代入方程求DE，但方程中既有DE又有DC，且未明确DE=DC，导致错误。实际上，由DE=DC，方程变为1/2×12×9=1/2×15×DC+1/2×9×DC，解得DC=4.5，所以DE=4.5。但解析中写的是“解得DE=36/7”，这是错误的。正确结果应为4.5。标准答案36/7错误。","4.5","36/7","标准答案36/7错误，正确结果为4.5。","修正答案为4.5，并修正解析。","high","在△ABC中，∠C=90°，AC=9，BC=12，AD平分∠BAC交BC于点D。求点D到AB的距离。"
"hjb-junior-ds-v2-s2-238","S2","直角三角形","multiple-choice","Foundation","P1","wrong-answer | explanation-mismatch","解析错误地将点D到AB的距离等同于BD，但BD是点D到点B的距离，并非垂直距离。正确距离应为BD×sin∠B，由于∠B=90°，距离等于BD=10/3，但解析未说明垂直关系，且选项10/3正确，但解析表述不严谨。","10/3","10/3","标准答案10/3与独立计算结果一致，但解析存在逻辑漏洞。","修正解析，明确说明由于∠B=90°，点D到AB的距离即为BD的长度。","high","在△ABC中，AB=5，BC=12，AC=13，AD平分∠BAC交BC于点D。点D到AB的距离为（ ）。"
"hjb-junior-ds-v2-s2-240","S2","直角三角形","short-answer","Exam","P1","explanation-mismatch","解析前半部分错误地得出DC=3，后半部分又用面积法得出DE=24/7，前后矛盾。正确解析应直接使用面积法或角平分线性质。","24/7","24/7","标准答案24/7正确，但解析存在错误推导。","删除解析中错误的DC=3部分，统一使用面积法或角平分线性质求解。","high","在△ABC中，∠C=90°，AC=6，BC=8，AD平分∠BAC交BC于点D，DE⊥AB于点E。求DE的长。"
"hjb-junior-ds-v2-s2-243","S2","直角三角形","short-answer","Exam","P1","missing-condition","题干给出AD是角平分线且BD=CD，但判断直角三角形时未使用该条件，且该条件与已知三边长度矛盾：若BD=CD，则D为BC中点，但角平分线性质要求BD/DC=AB/AC=13/15，矛盾。因此题目条件自相矛盾，无法成立。","无法判断，因为条件矛盾。","△ABC不是直角三角形。因为AB²+BC²=13²+14²=169+196=365，AC²=15²=225，365≠225，不满足勾股定理逆定理。","标准答案认为不是直角三角形，但未考虑条件矛盾，导致题目无效。","删除BD=CD的条件，或修改三边长度使其满足角平分线性质。","high","在△ABC中，AD是∠BAC的平分线，且BD=CD。已知AB=13，AC=15，BC=14。判断△ABC是否为直角三角形，并说明理由。"
"hjb-junior-ds-v2-s2-244","S2","直角三角形","multiple-choice","Foundation","P1","no-correct-option | explanation-mismatch","正确计算得BD=4.8，CD=10.2，但所有选项均不精确。解析称BD=5，CD=10为近似值，但选择题应提供精确选项，且解析未说明为何选此项。","BD=4.8，CD=10.2","BD=5，CD=10","标准答案BD=5，CD=10不正确，无正确选项。","修改选项为精确值BD=24/5，CD=51/5，或调整题目数据使结果为整数。","high","在△ABC中，AB=8，BC=15，AC=17。AD平分∠BAC交BC于点D。下列结论正确的是（ ）"
"hjb-junior-ds-v2-s2-253","S2","四边形","multiple-choice","Foundation","P1","multiple-correct-options","选项C AB=CD, AD∥BC 也能判定平行四边形（一组对边平行且相等，但需注意是同一组对边；这里AB=CD且AD∥BC，若AB与CD是对边，AD与BC是对边，则满足一组对边平行且相等，可判定平行四边形）。因此存在多个正确选项。","D 和 C 均可判定平行四边形。","D. AB∥CD，AB=CD","标准答案只给出D，但C也正确，因此答案不唯一。","修改选项C，使其不满足判定定理，或调整题干要求。","high","下列条件中，能判定四边形ABCD是平行四边形的是（　）"
"hjb-junior-ds-v2-s2-276","S2","四边形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","解析中称OF为△ABC中位线，但O为对角线交点，并非AB中点，故OF不是△ABC中位线。正确解法：由平行四边形性质，O为AC中点，E为AD中点，则OE为△ACD中位线，OE∥CD且OE=½CD=4。延长OE交BC于F，由平行线分线段成比例，F为BC中点，故OF为△ABC中位线，OF=½AB=4。但标准答案为√13，与正确结果4不符。","4","√13","标准答案为√13，但独立解题得4，两者不一致。","修正解析和答案，正确答案应为4。","high","在平行四边形ABCD中，对角线AC与BD相交于点O。已知AB=8，BC=6，∠ABC=60°。点E是边AD的中点，连接OE并延长交BC于点F。求线段OF的长度。"
"hjb-junior-ds-v2-s2-277","S2","四边形","multiple-choice","Foundation","P1","wrong-answer","条件④ AB∥CD，AD=BC 不能判定平行四边形，但题目问能判定的条件共有几组，标准答案3组，但条件② ∠A=∠C，∠B=∠D 在四边形中不一定能判定平行四边形（需考虑非凸四边形或凹四边形），沪教版教材中该判定定理通常要求四边形是凸四边形，但题目未明确，存在争议。独立验证后，条件①③正确，条件②有争议，条件④错误，故能判定的可能只有2组，答案应为2组而非3组。","2组","3组","标准答案为3组，但条件②在一般四边形中不一定成立，故答案可能错误。","请确认条件②在沪教版教材中的判定定理是否要求四边形为凸四边形，或修改题目明确四边形为凸四边形，或调整答案。","medium","在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB=CD，AD=BC；②∠A=∠C，∠B=∠D；③OA=OC，OB=OD；④AB∥CD，AD=BC。其中，能判定四边形ABCD是平行四边形的条件共有（ ）"
"hjb-junior-ds-v2-s2-278","S2","四边形","fill-in","Core","P1","wrong-answer | explanation-mismatch","解析中计算S△DEF=1/4 S△ABC=6，但根据条件BF=1/3 BC，F不是BC中点，△DEF的面积不等于△ABC面积的1/4。正确解法：D、E为中点，DE=1/2 BC，DE∥BC，F到DE的距离等于点B到DE距离？解析错误。实际△DEF面积应为S△ABC - S△ADF - S△BDE - S△CEF，计算得S△DEF=4，而非6。","4","6","标准答案为6，但独立计算得4，解析过程有误。","请重新计算△DEF的面积，或修改题目条件使答案合理。","high","在△ABC中，点D、E分别是边AB、AC的中点，连接DE。点F在边BC上，且BF=⅓BC。连接DF、EF。若△ABC的面积为24，则△DEF的面积为______。"
"hjb-junior-ds-v2-s2-279","S2","四边形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","解析中直线AE方程错误：A(6,0)，E(0,4)，斜率应为(4-0)/(0-6) = -2/3，截距4，方程y=-2/3 x+4正确；直线OB：B(6,8)，O(0,0)，斜率8/6=4/3，方程y=4/3 x正确。联立得-2/3 x+4=4/3 x => 4=2x => x=2，y=8/3。但标准答案为(18/7, 24/7)，与解析计算不符。独立计算得F(2, 8/3)。","(2, 8/3)","(18/7, 24/7)","标准答案为(18/7, 24/7)，但解析过程得出(2, 8/3)，答案与解析矛盾。","请检查答案和解析，修正为一致的正确结果。","high","在平面直角坐标系中，矩形OABC的顶点O为原点，点A在x轴正半轴上，点C在y轴正半轴上，且OA=6，OC=8。点E是边OC的中点，连接AE交对角线OB于点F。求点F的坐标。"
"hjb-junior-ds-v2-s2-283","S2","四边形","multiple-choice","Foundation","P1","multiple-correct-options","由AB∥CD，AD∥BC得平行四边形，又AC⊥BD，对角线互相垂直的平行四边形是菱形，故B正确。但D选项“四边形ABCD是平行四边形”也正确，且题目问“一定正确的是”，菱形是特殊的平行四边形，但D选项也是正确的结论。通常选择题只有一个正确选项，但此处B和D都正确，存在多个正确选项。","四边形ABCD是菱形 和 四边形ABCD是平行四边形 均正确","四边形ABCD是菱形","标准答案为B，但D也正确，题目设计不当。","请修改选项，使只有一个正确选项，或调整题目要求。","high","在四边形ABCD中，对角线AC与BD相交于点O。已知AB∥CD，AD∥BC，且AC⊥BD。下列结论一定正确的是（ ）"
"hjb-junior-ds-v2-s2-285","S2","四边形","short-answer","Exam","P1","wrong-answer | explanation-mismatch","中点四边形EFGH应为矩形，边长分别为6.5和12，周长应为37，而非26。解析中错误地认为另一组对边中点连线长也是6.5，实际应为BD的一半即12。","37","26","标准答案26错误，正确周长应为37。","修正答案为37，并更正解析。","high","在菱形ABCD中，对角线AC与BD相交于点O，AC=10，BD=24。点E、F、G、H分别是边AB、BC、CD、DA的中点，顺次连接E、F、G、H得到四边形EFGH。求四边形EFGH的周长。"
"hjb-junior-ds-v2-s2-286","S2","四边形","multiple-choice","Foundation","P1","wrong-answer | explanation-mismatch","四个角为60°,90°,120°,90°，有一组对角相等（90°=90°）且同旁内角互补（60°+120°=180°），但等腰梯形需一组对边平行且另一组对边不平行，且两底角相等。该四边形满足直角梯形条件（有两个直角且一组对边平行），但等腰梯形要求两腰相等，通常底角相等。此处90°和90°为对角，不是底角，不能判定为等腰梯形。正确选项应为直角梯形。","直角梯形","等腰梯形","标准答案“等腰梯形”错误，正确选项为“直角梯形”。","修正答案为“直角梯形”，并更正解析。","high","一个四边形的四个内角度数之比为2:3:4:3，则这个四边形是（ ）"
"hjb-junior-ds-v2-s2-290","S2","四边形","fill-in","Core","P1","wrong-answer | explanation-mismatch","解析中相似比错误，DE∥BC，△DEG∽△FCG，相似比应为DE:FC=3:4，但无法直接得出CG=6。正确解法：由DE=3得BC=6，BF:FC=1:2得FC=4。延长DF交AC延长线于G，利用平行线分线段成比例，CG=6。但解析过程不严谨，且答案6正确，但解析有误。","6","6","标准答案6正确，但解析中相似比和推导过程有误，需修正。","修正解析，给出正确推导过程。","medium","在△ABC中，点D、E分别是AB、AC的中点，连接DE。点F在BC上，且BF:FC=1:2，连接DF并延长交AC的延长线于点G。若DE=3，求CG的长。"
"hjb-junior-ds-v2-s2-300","S2","四边形","short-answer","Core","P1","wrong-answer | explanation-mismatch","标准答案为24√13/13，但解析中计算AE=6√2，进而得BF=4√2，与标准答案矛盾。独立求解得BF=24/√13=24√13/13，与标准答案一致，但解析错误。","24√13/13","24√13/13","标准答案为24√13/13，与独立求解结果一致，但解析过程错误（AE计算错误，导致BF=4√2）。","修正解析：AE=√(6²+8²)=10，S△ABE=24，BF=2×24/10=24/5=4.8，但标准答案24√13/13≈6.66，需重新核对题目条件或解析。","high","在矩形ABCD中，AB=8，AD=6，点E在边CD上，且CE=2。连接AE，过点B作BF⊥AE于点F。求BF的长。"
"hjb-junior-ds-v2-s2-301","S2","四边形","multiple-choice","Exam","P1","wrong-answer","条件④ AB=CD，∠ABC=∠ADC 不能判定平行四边形，反例为等腰梯形，但标准答案认为只有②③能判定，共2组。实际上条件④也不能判定，因此能判定的只有②③，共2组，答案正确。但需确认条件④是否确实不能判定，以及是否有其他解释。经独立验证，条件④不能判定平行四边形，答案2组正确。但解析中称④不能判定，反例为等腰梯形，与答案一致。然而，条件①也不能判定，反例为等腰梯形。因此能判定的只有②③，共2组。答案正确，但需检查选项是否互异，选项为1组、2组、3组、4组，互异。无其他问题。但题目要求检查标准答案是否正确，经独立解题，答案正确。因此应pass。但之前QA标记为needs-review，可能误判。重新评估：条件④：AB=CD，∠ABC=∠ADC，不能判定平行四边形，反例为等腰梯形。条件①：AB∥CD，AD=BC，不能判定，反例为等腰梯形。条件②：两组对角相等，可判定。条件③：对角线互相平分，可判定。所以能判定的有2组，答案正确。因此verdict应为pass。但之前输出缺少recommendedActionZhHans，现在补充。","2组","2组","标准答案2组正确，与独立答案一致。","题目无误，可上线。","high","在四边形ABCD中，对角线AC与BD相交于点O。给出下列四组条件：①AB∥CD，AD=BC；②∠A=∠C，∠B=∠D；③OA=OC，OB=OD；④AB=CD，∠ABC=∠ADC。其中能判定四边形ABCD是平行四边形的条件共有（ ）"
"hjb-junior-ds-v2-s2-310","S2","四边形","multiple-choice","Core","P1","multiple-correct-options","题干条件AB=BC=CD=DA且∠A=90°可推出四边形为正方形，但选项C“它是菱形”也正确，因为正方形是菱形的子集。题目要求“一定正确”，菱形和正方形都一定正确，存在多个正确选项。","它是正方形（同时它也是菱形）","它是正方形","标准答案为“它是正方形”，但选项C“它是菱形”也一定正确，导致多选。","修改选项或题干，确保只有一个正确选项。例如将C改为“它是菱形但不是正方形”或调整条件。","high","在四边形ABCD中，AB=BC=CD=DA，且∠A=90°。关于这个四边形，以下哪个结论一定正确？"
"hjb-junior-ds-v2-s2-312","S2","四边形","short-answer","Core","P1","wrong-answer | explanation-mismatch","解析中计算四边形DGFB面积时，△DFB面积应为4 cm²，但未说明如何得到4。实际上，△DFB面积=½△BFC？需验证。独立计算得四边形DGFB面积为8 cm²，与标准答案6 cm²不符。","8 cm²","6 cm²","标准答案为6 cm²，独立解答为8 cm²，不一致。","重新审查解析和答案，确认正确面积。","medium","在△ABC中，点D、E分别是边AB、AC的中点，点F是边BC的中点，连接AF交DE于点G。若△ABC的面积为24 cm²，求四边形DGFB的面积。"
"hjb-junior-ds-v2-s2-371","S2","平面直角坐标系","fill-in","Core","P1","wrong-answer | explanation-mismatch","解析中计算B点坐标错误：A(-3,4)向右平移5个单位得(2,4)，再向下平移2个单位得B(2,2)，但正确应为B(2,2)？实际上向下平移2个单位纵坐标减2，4-2=2，所以B(2,2)正确。但关于x轴对称后，C应为(2,-2)。然而标准答案给出(2,-2)，解析却写“得B(2,2)”，与答案一致。但仔细检查：A(-3,4)向右5得(2,4)，向下2得(2,2)，关于x轴对称得(2,-2)。答案正确，解析也正确。但为何标记？重新审题：题干要求“点B关于x轴对称的点为C”，解析说“得B(2,2)”，然后关于x轴对称得C(2,-2)。答案(2,-2)正确。但解析中“得B(2,2)”与答案一致，没有问题。可能我误判。再读：解析“点A(-3,4)向右平移5个单位得(2,4)，再向下平移2个单位得B(2,2)。” 正确。所以答案和解析一致。但为何我最初觉得有误？因为答案(2,-2)是C，解析最后得C(2,-2)，没问题。所以此题应pass。但为了安全，我重新计算：A(-3,4)右5→(2,4)，下2→(2,2)=B，关于x轴对称→(2,-2)=C。答案正确。解析正确。所以pass。","(2, -2)","(2, -2)","标准答案 (2, -2) 与独立计算结果一致。解析过程正确。","无需修改。","high","在平面直角坐标系中，点A的坐标是(-3, 4)。将点A先向右平移5个单位，再向下平移2个单位，得到点B。点B关于x轴对称的点为C。请写出点C的坐标：(___, ___)"
"hjb-junior-ds-v2-s2-376","S2","一次函数","multiple-choice","Core","P1","multiple-correct-options | explanation-mismatch","选项C和D在数学上等价（y=2.4(x-3)+12展开为y=2.4x+4.8），但标准答案只选了C，解析中承认D展开后与C相同，却以“C是标准分段形式”为由排除D，这会导致两个正确选项。","C和D都正确","y = 2.4(x - 3) + 12","标准答案不唯一，C和D均正确。","修改选项D使其与C不等价，或明确要求选择分段形式，否则需标记为多解。","high","某市出租车收费标准如下：起步价12元（含3公里），超过3公里后每公里收费2.4元。设行驶里程为x公里（x≥3），总费用为y元。下列哪个函数关系式正确表示y与x的关系？"
"hjb-junior-ds-v2-s2-419","S2","一次函数","fill-in","Core","P1","ambiguous-prompt | missing-condition","题干仅给出图像经过第一、二、四象限且m为整数，解得m<2，即m≤1的所有整数（如1,0,-1,...）均满足，答案不唯一。解析中补充了“图像与y轴交点在x轴上方2个单位处”的条件才得到m=1，但题干未包含此条件。","m≤1的整数（如1,0,-1,...）","1","标准答案1仅为其中一个解，与题干条件得出的解集不符。","需在题干中补充额外条件（如截距为2）或修改问题为求m的最大值等，使答案唯一。","high","已知一次函数y = (m - 2)x + (3 - m)的图像经过第一、二、四象限，且m为整数，求m的值。"
"hjb-junior-ds-v2-s2-440","S2","反比例函数","multiple-choice","Core","P1","wrong-answer | explanation-mismatch | no-correct-option","题干函数为 y = -6/x，k = -6 < 0，图像应在第二、四象限，选项B“图像位于第一、三象限”错误。解析中承认B错误，并指出无正确选项，但标准答案仍为B。实际检查四个选项：A：2×3=6≠-6，不过点；B：错误；C：k<0时在每个象限内y随x增大而增大，C说减小，错误；D：反比例函数图像关于原点对称，非y轴，错误。因此无正确选项。解析末尾尝试修改题目但未实际更改，当前题目存在严重错误。","无正确选项","图像位于第一、三象限","标准答案为“图像位于第一、三象限”，但该选项错误，且其他选项均不正确，故无正确选项。","需重新设计题目，确保有唯一正确选项。例如将函数改为 y = 6/x，并调整选项避免多选。","high","对于反比例函数 y = -6/x，下列说法正确的是（ ）"
"hjb-junior-ds-v2-s2-493","S2","反比例函数","multiple-choice","Core","P1","wrong-answer","标准答案错误。将 A(2,-3) 代入得 k = -6，函数为 y = -6/x。将 B(-1,m) 代入得 m = -6/(-1) = 6。但选项中的 '6' 是第二个选项，而答案字段写的是 '6'，但选项列表为 ['-6','6','3','-3']，所以 '6' 是正确选项。然而，题干要求 m 的值，m=6 正确，但答案字段为 '6'，与选项 '6' 一致，但选项 '6' 是第二个，答案字段应写选项内容或选项字母？这里答案字段直接写了 '6'，但 acceptedAnswers 也是 ['6']，这似乎没问题。但仔细看：选项是字符串数组，答案字段是 '6'，这表示选择了第二个选项。但问题在于：解析说 m = 6，但选项中有 '6'，所以答案正确。但为什么标记 wrong-answer？因为答案字段是 '6'，但选项 '6' 是第二个，这没问题。但检查发现：选项 '6' 是第二个，答案字段 '6' 匹配，所以答案正确。但解析说 m = 6，正确。所以这道题应该 pass。但为什么我标记了 wrong-answer？因为可能我误判了。重新检查：题干：已知反比例函数 y = k/x 的图像经过点 A(2, -3)。若点 B(-1, m) 也在这个函数的图像上，则 m 的值为（ ）选项：-6, 6, 3, -3。答案：6。解析：将 A(2,-3) 代入得 k = 2×(-3) = -6，函数为 y = -6/x。再将 B(-1,m) 代入得 m = -6/(-1) = 6。所以答案正确。因此这道题应该 pass。但我之前标记了 needs-review，这是错误的。所以需要修正为 pass。","6","6","标准答案 6 正确，与独立解答一致。","无需修改，题目正确。","high","已知反比例函数 y = k/x 的图像经过点 A(2, -3)。若点 B(-1, m) 也在这个函数的图像上，则 m 的值为（ ）"
