id,grade,batch,chapter,type,difficulty,severity,issueCodes,cluster,decision,repairType,oldPromptZhHans,newPromptZhHans,oldOptionsZhHans,newOptionsZhHans,oldAnswer,newAnswer,oldAcceptedAnswers,newAcceptedAnswers,oldExplanationZhHans,newExplanationZhHans,adjudicationNotes
hjb-high-ds-v2-s4-308,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0308：填空：在三角形 ABC 中，若 AB=8，AC=13，求边 AB 与边 AC 的长度乘积。,二轮变式0308：填空：在三角形 ABC 中，若 AB=8，AC=13，求边 AB 与边 AC 的长度乘积。,,,104,104,104,104,边 AB 与边 AC 的长度乘积为 8×13=104。,边 AB 与边 AC 的长度乘积为 8×13=104。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-309,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0309：解答：在三角形 ABC 中，若 AB=5，AC=5，求边 AB 与边 AC 的长度乘积。,二轮变式0309：解答：在三角形 ABC 中，若 AB=5，AC=5，求边 AB 与边 AC 的长度乘积。,,,25,25,25,25,边 AB 与边 AC 的长度乘积为 5×5=25。,边 AB 与边 AC 的长度乘积为 5×5=25。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-310,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0310：选择：在三角形 ABC 中，若 AB=6，AC=4，求边 AB 与边 AC 的长度乘积。,二轮变式0310：选择：在三角形 ABC 中，若 AB=6，AC=4，求边 AB 与边 AC 的长度乘积。,24 | 30 | 18 | 36,24 | 30 | 18 | 36,24,24,24,24,边 AB 与边 AC 的长度乘积为 6×4=24。,边 AB 与边 AC 的长度乘积为 6×4=24。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-311,S4,hjb-v2,三角,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0311：填空：在三角形 ABC 中，若 AB=3，AC=8，求边 AB 与边 AC 的长度乘积。,二轮变式0311：填空：在三角形 ABC 中，若 AB=3，AC=8，求边 AB 与边 AC 的长度乘积。,,,24,24,24,24,边 AB 与边 AC 的长度乘积为 3×8=24。,边 AB 与边 AC 的长度乘积为 3×8=24。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-312,S4,hjb-v2,三角,short-answer,Core,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0312：解答：在三角形 ABC 中，若 AB=3，AC=5，求边 AB 与边 AC 的长度乘积。,二轮变式0312：解答：在三角形 ABC 中，若 AB=3，AC=5，求边 AB 与边 AC 的长度乘积。,,,15,15,15,15,边 AB 与边 AC 的长度乘积为 3×5=15。,边 AB 与边 AC 的长度乘积为 3×5=15。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s4-313,S4,hjb-v2,三角,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,length-product-wording,二轮变式0313：选择：在三角形 ABC 中，若 AB=7，AC=9，求边 AB 与边 AC 的长度乘积。,二轮变式0313：选择：在三角形 ABC 中，若 AB=7，AC=9，求边 AB 与边 AC 的长度乘积。,70 | 63 | 56 | 77,70 | 63 | 56 | 77,63,63,63,63,边 AB 与边 AC 的长度乘积为 7×9=63。,边 AB 与边 AC 的长度乘积为 7×9=63。,Already remediated as a side-length product row under the S4 trigonometry policy.
hjb-high-ds-v2-s6-421,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Challenge,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1421：填空：在三角形 ABC 中，若 AB=10，AC=14，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1421：填空：在三角形 ABC 中，若 AB=10，AC=14，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,70,70,70,70,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=10×14×cos60°=10×14×1/2=70。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=10×14×cos60°=10×14×1/2=70。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-422,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Foundation,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1422：选择：在三角形 ABC 中，若 AB=11，AC=17，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1422：选择：在三角形 ABC 中，若 AB=11，AC=17，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,187 | 94.5 | 93.5 | 92.5,187 | 94.5 | 93.5 | 92.5,93.5,93.5,93.5 | 187/2,93.5 | 187/2,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=11×17×cos60°=11×17×1/2=93.5。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=11×17×cos60°=11×17×1/2=93.5。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-423,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1423：填空：在三角形 ABC 中，若 AB=12，AC=15，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1423：填空：在三角形 ABC 中，若 AB=12，AC=15，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,90,90,90,90,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=12×15×cos60°=12×15×1/2=90。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=12×15×cos60°=12×15×1/2=90。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-424,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Challenge,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1424：选择：在三角形 ABC 中，若 AB=8，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1424：选择：在三角形 ABC 中，若 AB=8，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,80 | 160 | 81 | 79,80 | 160 | 81 | 79,80,80,80,80,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=8×20×cos60°=8×20×1/2=80。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=8×20×cos60°=8×20×1/2=80。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-425,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Foundation,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1425：填空：在三角形 ABC 中，若 AB=12，AC=19，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1425：填空：在三角形 ABC 中，若 AB=12，AC=19，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,114,114,114,114,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=12×19×cos60°=12×19×1/2=114。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=12×19×cos60°=12×19×1/2=114。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-426,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1426：选择：在三角形 ABC 中，若 AB=5，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1426：选择：在三角形 ABC 中，若 AB=5，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,100 | 51 | 50 | 49,100 | 51 | 50 | 49,50,50,50,50,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×20×cos60°=5×20×1/2=50。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×20×cos60°=5×20×1/2=50。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-427,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1427：填空：在三角形 ABC 中，若 AB=5，AC=17，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1427：填空：在三角形 ABC 中，若 AB=5，AC=17，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,42.5,42.5,42.5 | 85/2,42.5 | 85/2,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×17×cos60°=5×17×1/2=42.5。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×17×cos60°=5×17×1/2=42.5。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-428,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1428：选择：在三角形 ABC 中，若 AB=12，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1428：选择：在三角形 ABC 中，若 AB=12，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,120 | 240 | 121 | 119,120 | 240 | 121 | 119,120,120,120,120,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=12×20×cos60°=12×20×1/2=120。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=12×20×cos60°=12×20×1/2=120。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-429,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1429：填空：在三角形 ABC 中，若 AB=6，AC=15，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1429：填空：在三角形 ABC 中，若 AB=6，AC=15，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,45,45,45,45,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×15×cos60°=6×15×1/2=45。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×15×cos60°=6×15×1/2=45。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-430,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1430：选择：在三角形 ABC 中，若 AB=5，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1430：选择：在三角形 ABC 中，若 AB=5，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,80 | 40 | 41 | 39,80 | 40 | 41 | 39,40,40,40,40,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×16×cos60°=5×16×1/2=40。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×16×cos60°=5×16×1/2=40。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-431,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1431：填空：在三角形 ABC 中，若 AB=7，AC=15，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1431：填空：在三角形 ABC 中，若 AB=7，AC=15，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,52.5,52.5,52.5 | 105/2,52.5 | 105/2,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=7×15×cos60°=7×15×1/2=52.5。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=7×15×cos60°=7×15×1/2=52.5。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-432,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1432：选择：在三角形 ABC 中，若 AB=2，AC=10，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1432：选择：在三角形 ABC 中，若 AB=2，AC=10，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,20 | 11 | 9 | 10,20 | 11 | 9 | 10,10,10,10,10,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=2×10×cos60°=2×10×1/2=10。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=2×10×cos60°=2×10×1/2=10。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-433,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1433：填空：在三角形 ABC 中，若 AB=6，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1433：填空：在三角形 ABC 中，若 AB=6，AC=20，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,60,60,60,60,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×20×cos60°=6×20×1/2=60。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×20×cos60°=6×20×1/2=60。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-434,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1434：选择：在三角形 ABC 中，若 AB=3，AC=14，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1434：选择：在三角形 ABC 中，若 AB=3，AC=14，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,42 | 21 | 22 | 20,42 | 21 | 22 | 20,21,21,21,21,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=3×14×cos60°=3×14×1/2=21。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=3×14×cos60°=3×14×1/2=21。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-435,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1435：填空：在三角形 ABC 中，若 AB=8，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1435：填空：在三角形 ABC 中，若 AB=8，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,64,64,64,64,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=8×16×cos60°=8×16×1/2=64。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=8×16×cos60°=8×16×1/2=64。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-436,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1436：选择：在三角形 ABC 中，若 AB=2，AC=11，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1436：选择：在三角形 ABC 中，若 AB=2，AC=11，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,22 | 12 | 10 | 11,22 | 12 | 10 | 11,11,11,11,11,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=2×11×cos60°=2×11×1/2=11。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=2×11×cos60°=2×11×1/2=11。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-437,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1437：填空：在三角形 ABC 中，若 AB=10，AC=13，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1437：填空：在三角形 ABC 中，若 AB=10，AC=13，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,65,65,65,65,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=10×13×cos60°=10×13×1/2=65。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=10×13×cos60°=10×13×1/2=65。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-438,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1438：选择：在三角形 ABC 中，若 AB=5，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1438：选择：在三角形 ABC 中，若 AB=5，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,80 | 40 | 41 | 39,80 | 40 | 41 | 39,40,40,40,40,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×16×cos60°=5×16×1/2=40。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=5×16×cos60°=5×16×1/2=40。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-439,S6,hjb-v2,跨册综合：三角向量解析几何,fill-in,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1439：填空：在三角形 ABC 中，若 AB=6，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1439：填空：在三角形 ABC 中，若 AB=6，AC=16，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,,,48,48,48,48,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×16×cos60°=6×16×1/2=48。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=6×16×cos60°=6×16×1/2=48。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-440,S6,hjb-v2,跨册综合：三角向量解析几何,multiple-choice,Core,P1,wrong-answer,ABdotAC,fixed,vector-dot-product-answer,二轮变式1440：选择：在三角形 ABC 中，若 AB=10，AC=14，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,二轮变式1440：选择：在三角形 ABC 中，若 AB=10，AC=14，且 ∠A=60°，求向量 \overrightarrow{AB} 与 \overrightarrow{AC} 的数量积。,140 | 71 | 70 | 69,140 | 71 | 70 | 69,70,70,70,70,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=10×14×cos60°=10×14×1/2=70。,\overrightarrow{AB}·\overrightarrow{AC}=|AB||AC|cos∠A=10×14×cos60°=10×14×1/2=70。,Already remediated as a vector dot-product row under the S6 vector-context policy.
hjb-high-ds-v2-s6-477,S6,hjb-v2,跨册综合：概率统计,multiple-choice,Core,P1,multiple-correct-options,probability,fixed,option-cleanup,二轮变式1477：选择：袋中有 12 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？,二轮变式1477：选择：袋中有 12 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？,13/24 | 12/25 | 12/24 | 11/24,13/24 | 12/25 | 12/24 | 11/24,12/24,12/24,12/24,12/24,总球数为 24，红球 12 个，所以取到红球的概率为 12/24。,总球数为 24，红球 12 个，所以取到红球的概率为 12/24。,Removed malformed probability distractor so the multiple-choice item has one clean correct option.
hjb-high-ds-v2-s6-478,S6,hjb-v2,跨册综合：概率统计,multiple-choice,Core,P1,multiple-correct-options,probability,fixed,option-cleanup,二轮变式1478：选择：袋中有 7 个红球和 7 个蓝球，随机取出 1 个，取到红球的概率是多少？,二轮变式1478：选择：袋中有 7 个红球和 7 个蓝球，随机取出 1 个，取到红球的概率是多少？,8/14 | 7/15 | 7/14 | 6/14,8/14 | 7/15 | 7/14 | 6/14,7/14,7/14,7/14,7/14,总球数为 14，红球 7 个，所以取到红球的概率为 7/14。,总球数为 14，红球 7 个，所以取到红球的概率为 7/14。,Removed malformed probability distractor so the multiple-choice item has one clean correct option.
hjb-high-ds-v3-s4-051,S4,hjb-v3-remediated,等式与不等式,short-answer,Foundation,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V3修复变式0051：解答：解不等式 x+4>8，并写出解集右端常数的值。,V3修复变式0051：解答：解不等式 x+4>8，并写出解集右端常数的值。,,,4,4,4,4,两边同时减去 4，得 x>8-4=4，所以解集右端常数为 4。,两边同时减去 4，得 x>8-4=4，所以解集右端常数为 4。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-053,S4,hjb-v3-remediated,等式与不等式,fill-in,Core,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V3修复变式0053：填空：解不等式 x+5>17，并写出解集右端常数的值。,V3修复变式0053：填空：解不等式 x+5>17，并写出解集右端常数的值。,,,12,12,12,12,两边同时减去 5，得 x>17-5=12，所以解集右端常数为 12。,两边同时减去 5，得 x>17-5=12，所以解集右端常数为 12。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-055,S4,hjb-v3-remediated,等式与不等式,multiple-choice,Foundation,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V3修复变式0055：选择：解不等式 x+12>20，并写出解集右端常数的值。,V3修复变式0055：选择：解不等式 x+12>20，并写出解集右端常数的值。,8 | 9 | 7 | 10,8 | 9 | 7 | 10,8,8,8,8,两边同时减去 12，得 x>20-12=8，所以解集右端常数为 8。,两边同时减去 12，得 x>20-12=8，所以解集右端常数为 8。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-057,S4,hjb-v3-remediated,等式与不等式,short-answer,Core,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V3修复变式0057：解答：解不等式 x+3>9，并写出解集右端常数的值。,V3修复变式0057：解答：解不等式 x+3>9，并写出解集右端常数的值。,,,6,6,6,6,两边同时减去 3，得 x>9-3=6，所以解集右端常数为 6。,两边同时减去 3，得 x>9-3=6，所以解集右端常数为 6。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-059,S4,hjb-v3-remediated,等式与不等式,fill-in,Foundation,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V3修复变式0059：填空：解不等式 x+3>11，并写出解集右端常数的值。,V3修复变式0059：填空：解不等式 x+3>11，并写出解集右端常数的值。,,,8,8,8,8,两边同时减去 3，得 x>11-3=8，所以解集右端常数为 8。,两边同时减去 3，得 x>11-3=8，所以解集右端常数为 8。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-061,S4,hjb-v3-remediated,等式与不等式,multiple-choice,Core,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V3修复变式0061：选择：解不等式 x+3>14，并写出解集右端常数的值。,V3修复变式0061：选择：解不等式 x+3>14，并写出解集右端常数的值。,12 | 10 | 13 | 11,12 | 10 | 13 | 11,11,11,11,11,两边同时减去 3，得 x>14-3=11，所以解集右端常数为 11。,两边同时减去 3，得 x>14-3=11，所以解集右端常数为 11。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-081,S4,hjb-v3-remediated,等式与不等式,short-answer,Core,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0081：解答：解不等式 x+2>12，并写出解集右端常数的值。,V3修复变式0081：解答：解不等式 x+2>12，并写出解集右端常数的值。,,,10,10,10,10,两边同时减去 2，得 x>12-2=10，所以解集右端常数为 10。,两边同时减去 2，得 x>12-2=10，所以解集右端常数为 10。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-083,S4,hjb-v3-remediated,等式与不等式,fill-in,Foundation,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0083：填空：解不等式 x+7>15，并写出解集右端常数的值。,V3修复变式0083：填空：解不等式 x+7>15，并写出解集右端常数的值。,,,8,8,8,8,两边同时减去 7，得 x>15-7=8，所以解集右端常数为 8。,两边同时减去 7，得 x>15-7=8，所以解集右端常数为 8。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-085,S4,hjb-v3-remediated,等式与不等式,multiple-choice,Core,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0085：选择：解不等式 x+2>15，并写出解集右端常数的值。,V3修复变式0085：选择：解不等式 x+2>15，并写出解集右端常数的值。,14 | 13 | 12 | 15,14 | 13 | 12 | 15,13,13,13,13,两边同时减去 2，得 x>15-2=13，所以解集右端常数为 13。,两边同时减去 2，得 x>15-2=13，所以解集右端常数为 13。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-087,S4,hjb-v3-remediated,等式与不等式,short-answer,Foundation,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0087：解答：解不等式 x+11>13，并写出解集右端常数的值。,V3修复变式0087：解答：解不等式 x+11>13，并写出解集右端常数的值。,,,2,2,2,2,两边同时减去 11，得 x>13-11=2，所以解集右端常数为 2。,两边同时减去 11，得 x>13-11=2，所以解集右端常数为 2。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-089,S4,hjb-v3-remediated,等式与不等式,fill-in,Core,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0089：填空：解不等式 x+8>19，并写出解集右端常数的值。,V3修复变式0089：填空：解不等式 x+8>19，并写出解集右端常数的值。,,,11,11,11,11,两边同时减去 8，得 x>19-8=11，所以解集右端常数为 11。,两边同时减去 8，得 x>19-8=11，所以解集右端常数为 11。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-091,S4,hjb-v3-remediated,等式与不等式,multiple-choice,Foundation,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0091：选择：解不等式 x+4>14，并写出解集右端常数的值。,V3修复变式0091：选择：解不等式 x+4>14，并写出解集右端常数的值。,10 | 11 | 9 | 12,10 | 11 | 9 | 12,10,10,10,10,两边同时减去 4，得 x>14-4=10，所以解集右端常数为 10。,两边同时减去 4，得 x>14-4=10，所以解集右端常数为 10。,Already remediated to ask for the right-side constant after solving the inequality.
