"questionId","reviewer","reviewType","manualSolvableStatus","manualAnswerMatchStatus","manualDecision","severity","manualIndependentAnswer","manualIssueCode","manualNotes","manualRecommendedAction"
"hjb-high-ds-v2-s4-270","S18","solver-gap-independent-solve","manual-pass","manual-pass","approve","none","60°或120°","","S18 independent solve: stored answer and accepted answer set match the independently derived result.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-271","S18","pass-sample","manual-pass","manual-pass","approve","none","170","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-274","S18","pass-sample","manual-pass","manual-pass","approve","none","30","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-277","S18","pass-sample","manual-pass","manual-pass","approve","none","84","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-280","S18","pass-sample","manual-pass","manual-pass","approve","none","50","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-283","S18","pass-sample","manual-pass","manual-pass","approve","none","57","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-289","S18","pass-sample","manual-pass","manual-pass","approve","none","54","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-301","S18","pass-sample","manual-pass","manual-pass","approve","none","12","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-304","S18","pass-sample","manual-pass","manual-pass","approve","none","100","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-310","S18","pass-sample","manual-pass","manual-pass","approve","none","24","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-312","S18","pass-sample","manual-pass","manual-pass","approve","none","15","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-313","S18","pass-sample","manual-pass","manual-pass","approve","none","63","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-316","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-325","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-330","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-337","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-340","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-346","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-355","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-370","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-373","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-376","S18","pass-sample","manual-pass","manual-pass","approve","none","π","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-379","S18","pass-sample","manual-pass","manual-pass","approve","none","72","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-382","S18","pass-sample","manual-pass","manual-pass","approve","none","152","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-403","S18","pass-sample","manual-pass","manual-pass","approve","none","56","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-406","S18","pass-sample","manual-pass","manual-pass","approve","none","96","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-412","S18","pass-sample","manual-pass","manual-pass","approve","none","153","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-415","S18","pass-sample","manual-pass","manual-pass","approve","none","216","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-416","S18","pass-sample","manual-pass","manual-pass","approve","none","60","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-445","S18","pass-sample","manual-pass","manual-pass","approve","none","22","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s4-497","S18","pass-sample","manual-pass","manual-pass","approve","none","26","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-004","S18","pass-sample","manual-pass","manual-pass","approve","none","32","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-012","S18","pass-sample","manual-pass","manual-pass","approve","none","152","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-016","S18","pass-sample","manual-pass","manual-pass","approve","none","49","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-020","S18","pass-sample","manual-pass","manual-pass","approve","none","18","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-028","S18","pass-sample","manual-pass","manual-pass","approve","none","28","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-032","S18","pass-sample","manual-pass","manual-pass","approve","none","15","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-033","S18","pass-sample","manual-pass","manual-pass","approve","none","24","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-036","S18","pass-sample","manual-pass","manual-pass","approve","none","42","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-040","S18","pass-sample","manual-pass","manual-pass","approve","none","209","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-042","S18","pass-sample","manual-pass","manual-pass","approve","none","28","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-048","S18","pass-sample","manual-pass","manual-pass","approve","none","80","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-056","S18","pass-sample","manual-pass","manual-pass","approve","none","448","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-060","S18","pass-sample","manual-pass","manual-pass","approve","none","486","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-072","S18","pass-sample","manual-pass","manual-pass","approve","none","272","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-075","S18","pass-sample","manual-pass","manual-pass","approve","none","64","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-080","S18","pass-sample","manual-pass","manual-pass","approve","none","1936","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-083","S18","pass-sample","manual-pass","manual-pass","approve","none","1936","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-084","S18","pass-sample","manual-pass","manual-pass","approve","none","2000","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-088","S18","pass-sample","manual-pass","manual-pass","approve","none","900","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-092","S18","pass-sample","manual-pass","manual-pass","approve","none","225","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-100","S18","pass-sample","manual-pass","manual-pass","approve","none","1024","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-104","S18","pass-sample","manual-pass","manual-pass","approve","none","2299","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-108","S18","pass-sample","manual-pass","manual-pass","approve","none","1377","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-112","S18","pass-sample","manual-pass","manual-pass","approve","none","5/20","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-116","S18","pass-sample","manual-pass","manual-pass","approve","none","8/24","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-124","S18","pass-sample","manual-pass","manual-pass","approve","none","5/16","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-132","S18","pass-sample","manual-pass","manual-pass","approve","none","5/20","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-136","S18","pass-sample","manual-pass","manual-pass","approve","none","9/26","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-140","S18","pass-sample","manual-pass","manual-pass","approve","none","2/17","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-144","S18","pass-sample","manual-pass","manual-pass","approve","none","4/23","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-146","S18","pass-sample","manual-pass","manual-pass","approve","none","7/20","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-148","S18","pass-sample","manual-pass","manual-pass","approve","none","3/13","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-152","S18","pass-sample","manual-pass","manual-pass","approve","none","2/9","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-160","S18","pass-sample","manual-pass","manual-pass","approve","none","10/24","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-164","S18","pass-sample","manual-pass","manual-pass","approve","none","11/17","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-168","S18","pass-sample","manual-pass","manual-pass","approve","none","9","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-172","S18","pass-sample","manual-pass","manual-pass","approve","none","22","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-176","S18","pass-sample","manual-pass","manual-pass","approve","none","17","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-180","S18","pass-sample","manual-pass","manual-pass","approve","none","17","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-184","S18","pass-sample","manual-pass","manual-pass","approve","none","13","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-187","S18","pass-sample","manual-pass","manual-pass","approve","none","18","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-192","S18","pass-sample","manual-pass","manual-pass","approve","none","15","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-196","S18","pass-sample","manual-pass","manual-pass","approve","none","8","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-200","S18","pass-sample","manual-pass","manual-pass","approve","none","12","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-259","S18","pass-sample","manual-pass","manual-pass","approve","none","5","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-261","S18","pass-sample","manual-pass","manual-pass","approve","none","19","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-332","S18","pass-sample","manual-pass","manual-pass","approve","none","440","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-419","S18","pass-sample","manual-pass","manual-pass","approve","none","257","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-461","S18","pass-sample","manual-pass","manual-pass","approve","none","45","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s5-488","S18","pass-sample","manual-pass","manual-pass","approve","none","131","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-002","S18","pass-sample","manual-pass","manual-pass","approve","none","150","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-004","S18","pass-sample","manual-pass","manual-pass","approve","none","72","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-012","S18","pass-sample","manual-pass","manual-pass","approve","none","72","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-020","S18","pass-sample","manual-pass","manual-pass","approve","none","40","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-028","S18","pass-sample","manual-pass","manual-pass","approve","none","126","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-032","S18","pass-sample","manual-pass","manual-pass","approve","none","216","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-036","S18","pass-sample","manual-pass","manual-pass","approve","none","168","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-048","S18","pass-sample","manual-pass","manual-pass","approve","none","288","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-052","S18","pass-sample","manual-pass","manual-pass","approve","none","126","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-056","S18","pass-sample","manual-pass","manual-pass","approve","none","180","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-060","S18","pass-sample","manual-pass","manual-pass","approve","none","88","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-064","S18","pass-sample","manual-pass","manual-pass","approve","none","144","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-068","S18","pass-sample","manual-pass","manual-pass","approve","none","176","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-075","S18","pass-sample","manual-pass","manual-pass","approve","none","130","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-076","S18","pass-sample","manual-pass","manual-pass","approve","none","78","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-084","S18","pass-sample","manual-pass","manual-pass","approve","none","28","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-088","S18","pass-sample","manual-pass","manual-pass","approve","none","3","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-092","S18","pass-sample","manual-pass","manual-pass","approve","none","55","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-095","S18","pass-sample","manual-pass","manual-pass","approve","none","28","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-096","S18","pass-sample","manual-pass","manual-pass","approve","none","66","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-100","S18","pass-sample","manual-pass","manual-pass","approve","none","78","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-104","S18","pass-sample","manual-pass","manual-pass","approve","none","21","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-108","S18","pass-sample","manual-pass","manual-pass","approve","none","66","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-112","S18","pass-sample","manual-pass","manual-pass","approve","none","3","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-116","S18","pass-sample","manual-pass","manual-pass","approve","none","66","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-124","S18","pass-sample","manual-pass","manual-pass","approve","none","78","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-132","S18","pass-sample","manual-pass","manual-pass","approve","none","3","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-136","S18","pass-sample","manual-pass","manual-pass","approve","none","10","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-140","S18","pass-sample","manual-pass","manual-pass","approve","none","45","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-148","S18","pass-sample","manual-pass","manual-pass","approve","none","91","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-152","S18","pass-sample","manual-pass","manual-pass","approve","none","40","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-160","S18","pass-sample","manual-pass","manual-pass","approve","none","72","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-163","S18","pass-sample","manual-pass","manual-pass","approve","none","121","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-168","S18","pass-sample","manual-pass","manual-pass","approve","none","57","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-174","S18","pass-sample","manual-pass","manual-pass","approve","none","90","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-176","S18","pass-sample","manual-pass","manual-pass","approve","none","45","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-184","S18","pass-sample","manual-pass","manual-pass","approve","none","60","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-192","S18","pass-sample","manual-pass","manual-pass","approve","none","160","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-196","S18","pass-sample","manual-pass","manual-pass","approve","none","44","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-295","S18","pass-sample","manual-pass","manual-pass","approve","none","19","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-315","S18","pass-sample","manual-pass","manual-pass","approve","none","143","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-348","S18","pass-sample","manual-pass","manual-pass","approve","none","4","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-356","S18","pass-sample","manual-pass","manual-pass","approve","none","432","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-385","S18","pass-sample","manual-pass","manual-pass","approve","none","549","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
"hjb-high-ds-v2-s6-394","S18","pass-sample","manual-pass","manual-pass","approve","none","353","","S18 pass-sample review: prompt is independently solvable and stored answer remains consistent with the audit answer.","Approve for V2 candidate release pool after aggregate QA gates pass."
