id,questionId,reviewStatus,reviewerNotes,illustrationTier,illustrationCategory,reusableTemplateKey,candidatePath,generatedVia,generatedAt,sourceGeneratedPath,importedBytes,importedDimensions,model,size,quality,exactMathLabelsNeeded,sourcePromptZh
hjb-high-ds-v3-s5-012__image2-v1,hjb-high-ds-v3-s5-012,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-012__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0512：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 3、6、6。求含有长为 3 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-015__image2-v1,hjb-high-ds-v3-s5-015,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-015__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0515：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 7，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-018__image2-v1,hjb-high-ds-v3-s5-018,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-018__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0518：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 5、17、3。求含有长为 5 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-021__image2-v1,hjb-high-ds-v3-s5-021,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-021__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0521：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 10 和 4，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-024__image2-v1,hjb-high-ds-v3-s5-024,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-024__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0524：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 9、5、9。求含有长为 9 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-027__image2-v1,hjb-high-ds-v3-s5-027,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-027__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0527：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 5，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-030__image2-v1,hjb-high-ds-v3-s5-030,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-030__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0530：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 11、15、6。求含有长为 11 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-033__image2-v1,hjb-high-ds-v3-s5-033,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-033__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0533：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 4，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-036__image2-v1,hjb-high-ds-v3-s5-036,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-036__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0536：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 6、11、3。求含有长为 6 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-039__image2-v1,hjb-high-ds-v3-s5-039,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-039__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0539：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 9，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-042__image2-v1,hjb-high-ds-v3-s5-042,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-042__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0542：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 10、12、9。求含有长为 10 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-045__image2-v1,hjb-high-ds-v3-s5-045,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-045__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0545：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 11，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-048__image2-v1,hjb-high-ds-v3-s5-048,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-048__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0548：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 5、10、6。求含有长为 5 的棱的两个相邻面的面积之和。
hjb-high-ds-v3-s5-051__image2-v1,hjb-high-ds-v3-s5-051,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-051__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0551：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 4 和 10，这两条棱围成的矩形面积是多少？
hjb-high-ds-v3-s5-054__image2-v1,hjb-high-ds-v3-s5-054,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v3-s5-054__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V3修复变式0554：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 12、17、3。求含有长为 12 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-003__image2-v1,hjb-high-ds-v4-s5-003,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-003__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0503：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 17，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-006__image2-v1,hjb-high-ds-v4-s5-006,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-006__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0506：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 12、18、9。求含有长为 12 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-009__image2-v1,hjb-high-ds-v4-s5-009,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-009__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0509：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 7 和 20，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-012__image2-v1,hjb-high-ds-v4-s5-012,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-012__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0512：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 3、6、6。求含有长为 3 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-015__image2-v1,hjb-high-ds-v4-s5-015,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-015__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0515：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 7，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-018__image2-v1,hjb-high-ds-v4-s5-018,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-018__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0518：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 5、17、3。求含有长为 5 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-021__image2-v1,hjb-high-ds-v4-s5-021,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-021__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0521：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 10 和 4，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-024__image2-v1,hjb-high-ds-v4-s5-024,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-024__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0524：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 9、5、9。求含有长为 9 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-027__image2-v1,hjb-high-ds-v4-s5-027,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-027__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0527：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 5，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-030__image2-v1,hjb-high-ds-v4-s5-030,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-030__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0530：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 11、15、6。求含有长为 11 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-033__image2-v1,hjb-high-ds-v4-s5-033,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-033__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0533：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 6 和 4，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-036__image2-v1,hjb-high-ds-v4-s5-036,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-036__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0536：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 6、11、3。求含有长为 6 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-039__image2-v1,hjb-high-ds-v4-s5-039,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-039__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0539：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 9，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-042__image2-v1,hjb-high-ds-v4-s5-042,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-042__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0542：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 10、12、9。求含有长为 10 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-045__image2-v1,hjb-high-ds-v4-s5-045,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-045__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0545：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 8 和 11，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-048__image2-v1,hjb-high-ds-v4-s5-048,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-048__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0548：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 5、10、6。求含有长为 5 的棱的两个相邻面的面积之和。
hjb-high-ds-v4-s5-051__image2-v1,hjb-high-ds-v4-s5-051,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-051__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0551：解答：长方体中同一顶点出发的两条互相垂直棱长分别为 4 和 10，这两条棱围成的矩形面积是多少？
hjb-high-ds-v4-s5-054__image2-v1,hjb-high-ds-v4-s5-054,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v4-s5-054__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",V4修复变式0554：解答：长方体中同一顶点出发的三条互相垂直棱长分别为 12、17、3。求含有长为 12 的棱的两个相邻面的面积之和。
hjb-high-ds-v1-s5-057__image2-v1,hjb-high-ds-v1-s5-057,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-057__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0557：解答：一个长方体的长、宽、高分别为 9、9、11，求体积。
hjb-high-ds-v1-s5-060__image2-v1,hjb-high-ds-v1-s5-060,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-060__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0560：解答：一个长方体的长、宽、高分别为 12、12、10，求体积。
hjb-high-ds-v1-s5-063__image2-v1,hjb-high-ds-v1-s5-063,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-063__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0563：解答：一个长方体的长、宽、高分别为 4、4、16，求体积。
hjb-high-ds-v1-s5-066__image2-v1,hjb-high-ds-v1-s5-066,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-066__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0566：解答：一个长方体的长、宽、高分别为 12、12、16，求体积。
hjb-high-ds-v1-s5-069__image2-v1,hjb-high-ds-v1-s5-069,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-069__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0569：解答：一个长方体的长、宽、高分别为 3、3、15，求体积。
hjb-high-ds-v1-s5-072__image2-v1,hjb-high-ds-v1-s5-072,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-072__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0572：解答：一个长方体的长、宽、高分别为 12、12、6，求体积。
hjb-high-ds-v1-s5-075__image2-v1,hjb-high-ds-v1-s5-075,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-075__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0575：解答：一个长方体的长、宽、高分别为 12、12、19，求体积。
hjb-high-ds-v1-s5-078__image2-v1,hjb-high-ds-v1-s5-078,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-078__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0578：解答：一个长方体的长、宽、高分别为 11、11、19，求体积。
hjb-high-ds-v1-s5-081__image2-v1,hjb-high-ds-v1-s5-081,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-081__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0581：解答：一个长方体的长、宽、高分别为 6、6、16，求体积。
hjb-high-ds-v1-s5-084__image2-v1,hjb-high-ds-v1-s5-084,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-084__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0584：解答：一个长方体的长、宽、高分别为 3、3、11，求体积。
hjb-high-ds-v1-s5-087__image2-v1,hjb-high-ds-v1-s5-087,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-087__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0587：解答：一个长方体的长、宽、高分别为 9、9、10，求体积。
hjb-high-ds-v1-s5-090__image2-v1,hjb-high-ds-v1-s5-090,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-090__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0590：解答：一个长方体的长、宽、高分别为 4、4、8，求体积。
hjb-high-ds-v1-s5-093__image2-v1,hjb-high-ds-v1-s5-093,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-093__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0593：解答：一个长方体的长、宽、高分别为 11、11、8，求体积。
hjb-high-ds-v1-s5-096__image2-v1,hjb-high-ds-v1-s5-096,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-096__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0596：解答：一个长方体的长、宽、高分别为 9、9、10，求体积。
hjb-high-ds-v1-s5-099__image2-v1,hjb-high-ds-v1-s5-099,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-099__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0599：解答：一个长方体的长、宽、高分别为 11、11、6，求体积。
hjb-high-ds-v1-s5-102__image2-v1,hjb-high-ds-v1-s5-102,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-102__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0602：解答：一个长方体的长、宽、高分别为 7、7、9，求体积。
hjb-high-ds-v1-s5-105__image2-v1,hjb-high-ds-v1-s5-105,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-105__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0605：解答：一个长方体的长、宽、高分别为 3、3、10，求体积。
hjb-high-ds-v1-s5-108__image2-v1,hjb-high-ds-v1-s5-108,pending,,P1,立体几何长方体/线面关系图,P1:solid-geometry-cuboid-line-plane:short-answer,coordination/content-qa/mainland-hjb-high-question-illustrations-gpt-image2-v1/candidates/hjb-high-ds-v1-s5-108__image2-v1.png,,,,,"""""",gpt-image-2,1536x864,medium,"yes: vertex labels, edge lengths, right-angle cues, plane names, and formulas should be deterministic overlays",变式0608：解答：一个长方体的长、宽、高分别为 8、8、10，求体积。
