questionId,topicId,grade,type,difficulty,storedAnswer,independentAnswer,computedAnswer,status,notes
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q03,us-ca-math-p4-4-nbt-multi-digit,P4,multiple-choice,Medium,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q04,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,High,121,121,121,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q05,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,Low,232,232,232,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q06,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,Medium,343,343,343,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q07,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,Medium,454,454,454,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q08,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,High,565,565,565,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q09,us-ca-math-p4-4-nbt-multi-digit,P4,multiple-choice,Low,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q10,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,Medium,187,187,187,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q11,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,Medium,228,228,228,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nbt-multi-digit-q12,us-ca-math-p4-4-nbt-multi-digit,P4,fill-in,High,331,331,331,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q01,us-ca-math-p4-4-nf-fraction-decimal,P4,fill-in,Low,4/10,4/10,4/10,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q02,us-ca-math-p4-4-nf-fraction-decimal,P4,short-answer,Medium,3/12,3/12,3/12,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q03,us-ca-math-p4-4-nf-fraction-decimal,P4,multiple-choice,Medium,1/8,1/8,1/8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q04,us-ca-math-p4-4-nf-fraction-decimal,P4,short-answer,High,4/8,4/8,4/8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q05,us-ca-math-p4-4-nf-fraction-decimal,P4,multiple-choice,Low,3/5,3/5,3/5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q06,us-ca-math-p4-4-nf-fraction-decimal,P4,fill-in,Medium,3/6,3/6,3/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q07,us-ca-math-p4-4-nf-fraction-decimal,P4,multiple-choice,Medium,3/7,3/7,3/7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q08,us-ca-math-p4-4-nf-fraction-decimal,P4,short-answer,High,3/8,3/8,3/8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q09,us-ca-math-p4-4-nf-fraction-decimal,P4,fill-in,Low,5/10,5/10,5/10,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q10,us-ca-math-p4-4-nf-fraction-decimal,P4,fill-in,Medium,4/5,4/5,4/5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q11,us-ca-math-p4-4-nf-fraction-decimal,P4,multiple-choice,Medium,3/6,3/6,3/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q12,us-ca-math-p4-4-nf-fraction-decimal,P4,short-answer,High,5/8,5/8,5/8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q01,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Low,45 degrees,45 degrees,45 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q02,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Medium,40 degrees,40 degrees,40 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q03,us-ca-math-p4-4-md-conversion-angles,P4,short-answer,Medium,13 cm,13 cm,13 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q04,us-ca-math-p4-4-md-conversion-angles,P4,short-answer,High,48 square units,48 square units,48 square units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q05,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Low,25 degrees,25 degrees,25 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q06,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Medium,20 degrees,20 degrees,20 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q07,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Medium,70 degrees,70 degrees,70 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q08,us-ca-math-p4-4-md-conversion-angles,P4,short-answer,High,30 square units,30 square units,30 square units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q09,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Low,60 degrees,60 degrees,60 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q10,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Medium,55 degrees,55 degrees,55 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q11,us-ca-math-p4-4-md-conversion-angles,P4,fill-in,Medium,50 degrees,50 degrees,50 degrees,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q12,us-ca-math-p4-4-md-conversion-angles,P4,short-answer,High,16 square units,16 square units,16 square units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q01,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Low,3,3,3,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q02,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q03,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q04,us-ca-math-p4-4-g-lines-shapes,P4,short-answer,High,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q05,us-ca-math-p4-4-g-lines-shapes,P4,multiple-choice,Low,cube,cube,cube,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q06,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Medium,cone,cone,cone,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q07,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Medium,3,3,3,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q08,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,High,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q09,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Low,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q10,us-ca-math-p4-4-g-lines-shapes,P4,fill-in,Medium,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q11,us-ca-math-p4-4-g-lines-shapes,P4,multiple-choice,Medium,cube,cube,cube,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q12,us-ca-math-p4-4-g-lines-shapes,P4,short-answer,High,cone,cone,cone,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q01,us-ca-math-p5-5-oa-expressions-patterns,P5,multiple-choice,Low,no,no,no,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q02,us-ca-math-p5-5-oa-expressions-patterns,P5,fill-in,Medium,4,4,4,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q03,us-ca-math-p5-5-oa-expressions-patterns,P5,multiple-choice,Medium,no,no,no,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q04,us-ca-math-p5-5-oa-expressions-patterns,P5,fill-in,High,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q05,us-ca-math-p5-5-oa-expressions-patterns,P5,multiple-choice,Low,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q06,us-ca-math-p5-5-oa-expressions-patterns,P5,fill-in,Medium,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q07,us-ca-math-p5-5-oa-expressions-patterns,P5,multiple-choice,Medium,18,18,18,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q08,us-ca-math-p5-5-oa-expressions-patterns,P5,fill-in,High,14,14,14,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q09,us-ca-math-p5-5-oa-expressions-patterns,P5,multiple-choice,Low,no,no,no,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q10,us-ca-math-p5-5-oa-expressions-patterns,P5,fill-in,Medium,24,24,24,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q11,us-ca-math-p5-5-oa-expressions-patterns,P5,multiple-choice,Medium,35,35,35,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q12,us-ca-math-p5-5-oa-expressions-patterns,P5,fill-in,High,36,36,36,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q01,us-ca-math-p5-5-nbt-decimals,P5,multiple-choice,Low,5.8,5.8,5.8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q02,us-ca-math-p5-5-nbt-decimals,P5,fill-in,Medium,684,684,684,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q03,us-ca-math-p5-5-nbt-decimals,P5,multiple-choice,Medium,7.5,7.5,7.5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q04,us-ca-math-p5-5-nbt-decimals,P5,short-answer,High,8.6,8.6,8.6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q05,us-ca-math-p5-5-nbt-decimals,P5,multiple-choice,Low,2.7,2.7,2.7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q06,us-ca-math-p5-5-nbt-decimals,P5,fill-in,Medium,3.8,3.8,3.8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q07,us-ca-math-p5-5-nbt-decimals,P5,multiple-choice,Medium,4.9,4.9,4.9,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q08,us-ca-math-p5-5-nbt-decimals,P5,short-answer,High,5.5,5.5,5.5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q09,us-ca-math-p5-5-nbt-decimals,P5,multiple-choice,Low,6.6,6.6,6.6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q10,us-ca-math-p5-5-nbt-decimals,P5,fill-in,Medium,7.7,7.7,7.7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q11,us-ca-math-p5-5-nbt-decimals,P5,multiple-choice,Medium,8.8,8.8,8.8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q12,us-ca-math-p5-5-nbt-decimals,P5,short-answer,High,2.9,2.9,2.9,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q01,us-ca-math-p5-5-nf-operations,P5,fill-in,Low,3/12,3/12,3/12,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q02,us-ca-math-p5-5-nf-operations,P5,short-answer,Medium,5/6,5/6,5/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q03,us-ca-math-p5-5-nf-operations,P5,multiple-choice,Medium,2/8,2/8,2/8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q04,us-ca-math-p5-5-nf-operations,P5,short-answer,High,3/10,3/10,3/10,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q05,us-ca-math-p5-5-nf-operations,P5,multiple-choice,Low,4/5,4/5,4/5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q06,us-ca-math-p5-5-nf-operations,P5,fill-in,Medium,3/6,3/6,3/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q07,us-ca-math-p5-5-nf-operations,P5,multiple-choice,Medium,4/7,4/7,4/7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q08,us-ca-math-p5-5-nf-operations,P5,short-answer,High,5/10,5/10,5/10,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q09,us-ca-math-p5-5-nf-operations,P5,fill-in,Low,4/12,4/12,4/12,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q10,us-ca-math-p5-5-nf-operations,P5,fill-in,Medium,1/5,1/5,1/5,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q11,us-ca-math-p5-5-nf-operations,P5,multiple-choice,Medium,3/6,3/6,3/6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q12,us-ca-math-p5-5-nf-operations,P5,short-answer,High,4/10,4/10,4/10,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q01,us-ca-math-p5-5-md-volume-data,P5,fill-in,Low,18 cubic units,18 cubic units,18 cubic units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q02,us-ca-math-p5-5-md-volume-data,P5,short-answer,Medium,48 cubic units,48 cubic units,48 cubic units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q03,us-ca-math-p5-5-md-volume-data,P5,short-answer,Medium,11 cm,11 cm,11 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q04,us-ca-math-p5-5-md-volume-data,P5,short-answer,High,45 cubic units,45 cubic units,45 cubic units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q05,us-ca-math-p5-5-md-volume-data,P5,fill-in,Low,15 cm,15 cm,15 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q06,us-ca-math-p5-5-md-volume-data,P5,short-answer,Medium,17 cm,17 cm,17 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q07,us-ca-math-p5-5-md-volume-data,P5,short-answer,Medium,2 more apples,2 more apples,2 more apples,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q08,us-ca-math-p5-5-md-volume-data,P5,short-answer,High,80 cubic units,80 cubic units,80 cubic units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q09,us-ca-math-p5-5-md-volume-data,P5,fill-in,Low,20 cubic units,20 cubic units,20 cubic units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q10,us-ca-math-p5-5-md-volume-data,P5,short-answer,Medium,11 cm,11 cm,11 cm,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q11,us-ca-math-p5-5-md-volume-data,P5,short-answer,Medium,2 more oranges,2 more oranges,2 more oranges,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q12,us-ca-math-p5-5-md-volume-data,P5,short-answer,High,50 cubic units,50 cubic units,50 cubic units,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q01,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Low,"(9, 6)","(9, 6)","(9, 6)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q02,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Medium,"(2, 9)","(2, 9)","(2, 9)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q03,us-ca-math-p5-5-g-coordinate-shapes,P5,multiple-choice,Medium,circle,circle,circle,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q04,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,High,"(6, 6)","(6, 6)","(6, 6)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q05,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Low,"(8, 9)","(8, 9)","(8, 9)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q06,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Medium,"(1, 3)","(1, 3)","(1, 3)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q07,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Medium,"(3, 6)","(3, 6)","(3, 6)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q08,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,High,"(5, 9)","(5, 9)","(5, 9)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q09,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Low,"(7, 3)","(7, 3)","(7, 3)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q10,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Medium,"(9, 6)","(9, 6)","(9, 6)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q11,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,Medium,"(2, 9)","(2, 9)","(2, 9)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q12,us-ca-math-p5-5-g-coordinate-shapes,P5,fill-in,High,"(4, 3)","(4, 3)","(4, 3)",pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q01,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,multiple-choice,Low,6,6,6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q02,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,fill-in,Medium,9,9,9,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q03,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,short-answer,Medium,7,7,7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q04,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,multiple-choice,High,3 + 3 = 6,3 + 3 = 6,3 + 3 = 6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q05,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,multiple-choice,Low,9,9,9,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q06,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,fill-in,Medium,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q07,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,short-answer,Medium,7,7,7,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q08,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,multiple-choice,High,3 + 3 = 6,3 + 3 = 6,3 + 3 = 6,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q09,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,multiple-choice,Low,8,8,8,pass,"Deterministic generated answer, independent answer, and computed answer agree."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p1-1-h1-picture-join-stories-to-10-q10,us-ca-math-p1-1-h1-picture-join-stories-to-10,P1,fill-in,Medium,9,9,9,pass,"Deterministic generated answer, independent answer, and computed answer agree."
