id,grade,usGradeLabel,topicId,sourceKind,domainId,clusterTitle,currentDifficulty,s18RecommendedDifficulty,type,validationMethod,answer,promptEn
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q10,P4,Grade 4,us-ca-math-p4-4-nf-fraction-decimal,k-g5-textbook-lesson,4.NF,Fraction Decimal,Medium,Medium,fill-in,computed-fraction-model,4/5,"Fraction Decimal checkpoint: In a review game, answer and check the unit or label: a rectangle is split into 5 equal parts. 4 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q11,P4,Grade 4,us-ca-math-p4-4-nf-fraction-decimal,k-g5-textbook-lesson,4.NF,Fraction Decimal,Medium,Medium,multiple-choice,computed-fraction-model,3/6,"Fraction Decimal checkpoint: On a strategy board, use the topic idea to decide: a rectangle is split into 6 equal parts. 3 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-nf-fraction-decimal-q12,P4,Grade 4,us-ca-math-p4-4-nf-fraction-decimal,k-g5-textbook-lesson,4.NF,Fraction Decimal,High,High,short-answer,computed-fraction-addition,5/8,"Fraction Decimal checkpoint: During a small-group check, finish the challenge carefully: add 2/8 + 3/8."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q01,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Low,Low,fill-in,computed-angle-subtraction,45 degrees,"Conversion Angles checkpoint: On a warm-up card, count or model, then answer: two angles make a right angle. One angle is 45 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q02,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Medium,Medium,fill-in,computed-angle-subtraction,40 degrees,"Conversion Angles checkpoint: During partner practice, write the missing answer: two angles make a right angle. One angle is 50 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q03,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Medium,Medium,short-answer,computed-measurement-addition,13 cm,"Conversion Angles checkpoint: On a classroom mat, choose the best answer: a ribbon is 10 cm long. Another ribbon is 3 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q04,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,High,High,short-answer,computed-area,48 square units,"Conversion Angles checkpoint: In a quick check, show the reasoning in one step: a rectangle is 8 units long and 6 units wide. What is its area?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q05,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Low,Low,fill-in,computed-angle-subtraction,25 degrees,"Conversion Angles checkpoint: On a math notebook page, use a quick check strategy: two angles make a right angle. One angle is 65 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q06,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Medium,Medium,fill-in,computed-angle-subtraction,20 degrees,"Conversion Angles checkpoint: At a learning station, solve with a drawing or number sentence: two angles make a right angle. One angle is 70 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q07,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Medium,Medium,fill-in,computed-angle-subtraction,70 degrees,"Conversion Angles checkpoint: On a teacher card, look for the important numbers: two angles make a right angle. One angle is 20 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q08,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,High,High,short-answer,computed-area,30 square units,"Conversion Angles checkpoint: During independent practice, explain the matching idea: a rectangle is 6 units long and 5 units wide. What is its area?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q09,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Low,Low,fill-in,computed-angle-subtraction,60 degrees,"Conversion Angles checkpoint: On an exit ticket, try a second strategy to confirm: two angles make a right angle. One angle is 30 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q10,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Medium,Medium,fill-in,computed-angle-subtraction,55 degrees,"Conversion Angles checkpoint: In a review game, answer and check the unit or label: two angles make a right angle. One angle is 35 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q11,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,Medium,Medium,fill-in,computed-angle-subtraction,50 degrees,"Conversion Angles checkpoint: On a strategy board, use the topic idea to decide: two angles make a right angle. One angle is 40 degrees. What is the other angle?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-md-conversion-angles-q12,P4,Grade 4,us-ca-math-p4-4-md-conversion-angles,k-g5-textbook-lesson,4.MD,Conversion Angles,High,High,short-answer,computed-area,16 square units,"Conversion Angles checkpoint: During a small-group check, finish the challenge carefully: a rectangle is 4 units long and 4 units wide. What is its area?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q01,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Low,Low,fill-in,computed-shape-property,3,"Lines Shapes checkpoint: On a warm-up card, count or model, then answer: in a notebook sketch, how many sides does a triangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q02,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Medium,Medium,fill-in,computed-shape-property,4,"Lines Shapes checkpoint: During partner practice, write the missing answer: in an attribute chart, how many sides does a rectangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q03,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Medium,Medium,fill-in,computed-shape-property,4,"Lines Shapes checkpoint: On a classroom mat, choose the best answer: in a math poster, how many sides does a square have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q04,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,High,High,short-answer,computed-shape-identification,circle,"Lines Shapes checkpoint: In a quick check, show the reasoning in one step: on a shape station, which shape name matches an object with the label ""circle""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q05,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Low,Low,multiple-choice,computed-shape-identification,cube,"Lines Shapes checkpoint: On a math notebook page, use a quick check strategy: on a sorting mat, which shape name matches an object with the label ""cube""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q06,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Medium,Medium,fill-in,computed-shape-identification,cone,"Lines Shapes checkpoint: At a learning station, solve with a drawing or number sentence: on a classroom card, which shape name matches an object with the label ""cone""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q07,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Medium,Medium,fill-in,computed-shape-property,3,"Lines Shapes checkpoint: On a teacher card, look for the important numbers: in a drawing label, how many sides does a triangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q08,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,High,High,fill-in,computed-shape-property,4,"Lines Shapes checkpoint: During independent practice, explain the matching idea: in a model tray, how many sides does a rectangle have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q09,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Low,Low,fill-in,computed-shape-property,4,"Lines Shapes checkpoint: On an exit ticket, try a second strategy to confirm: in a notebook sketch, how many sides does a square have?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q10,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Medium,Medium,fill-in,computed-shape-identification,circle,"Lines Shapes checkpoint: In a review game, answer and check the unit or label: on an attribute chart, which shape name matches an object with the label ""circle""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q11,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,Medium,Medium,multiple-choice,computed-shape-identification,cube,"Lines Shapes checkpoint: On a strategy board, use the topic idea to decide: on a math poster, which shape name matches an object with the label ""cube""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p4-4-g-lines-shapes-q12,P4,Grade 4,us-ca-math-p4-4-g-lines-shapes,k-g5-textbook-lesson,4.G,Lines Shapes,High,High,short-answer,computed-shape-identification,cone,"Lines Shapes checkpoint: During a small-group check, finish the challenge carefully: on a shape station, which shape name matches an object with the label ""cone""?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q01,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Low,Low,multiple-choice,computed-factor-check,no,"Expressions Patterns checkpoint: On a warm-up card, count or model, then answer: is 3 a factor of 20?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q02,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Medium,Medium,fill-in,computed-addition,4,"Expressions Patterns checkpoint: During partner practice, write the missing answer: a tray has 3 red cards and 1 blue card. How many cards are on the tray?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q03,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Medium,Medium,multiple-choice,computed-factor-check,no,"Expressions Patterns checkpoint: On a classroom mat, choose the best answer: is 5 a factor of 13?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q04,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,High,High,fill-in,computed-expression,24,"Expressions Patterns checkpoint: In a quick check, show the reasoning in one step: evaluate 3 x (5 + 3)."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q05,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Low,Low,multiple-choice,computed-multiplication,24,"Expressions Patterns checkpoint: On a math notebook page, use a quick check strategy: 4 equal bags each hold 6 cubes. How many cubes are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q06,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Medium,Medium,fill-in,computed-multiplication,35,"Expressions Patterns checkpoint: At a learning station, solve with a drawing or number sentence: 5 equal bags each hold 7 cards. How many cards are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q07,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Medium,Medium,multiple-choice,computed-multiplication,18,"Expressions Patterns checkpoint: On a teacher card, look for the important numbers: 6 equal bags each hold 3 shells. How many shells are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q08,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,High,High,fill-in,computed-expression,14,"Expressions Patterns checkpoint: During independent practice, explain the matching idea: evaluate 2 x (4 + 3)."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q09,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Low,Low,multiple-choice,computed-factor-check,no,"Expressions Patterns checkpoint: On an exit ticket, try a second strategy to confirm: is 3 a factor of 19?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q10,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Medium,Medium,fill-in,computed-multiplication,24,"Expressions Patterns checkpoint: In a review game, answer and check the unit or label: 4 equal bags each hold 6 stickers. How many stickers are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q11,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,Medium,Medium,multiple-choice,computed-multiplication,35,"Expressions Patterns checkpoint: On a strategy board, use the topic idea to decide: 5 equal bags each hold 7 blocks. How many blocks are there in all?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-oa-expressions-patterns-q12,P5,Grade 5,us-ca-math-p5-5-oa-expressions-patterns,k-g5-textbook-lesson,5.OA,Expressions Patterns,High,High,fill-in,computed-expression,36,"Expressions Patterns checkpoint: During a small-group check, finish the challenge carefully: evaluate 6 x (3 + 3)."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q01,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Low,Low,multiple-choice,computed-decimal-place-value,5.8,"Decimals checkpoint: On a warm-up card, count or model, then answer: which decimal is 5 ones and 8 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q02,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Medium,Medium,fill-in,computed-place-value,684,"Decimals checkpoint: During partner practice, write the missing answer: what number has 6 hundreds, 8 tens, and 4 ones?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q03,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Medium,Medium,multiple-choice,computed-decimal-place-value,7.5,"Decimals checkpoint: On a classroom mat, choose the best answer: which decimal is 7 ones and 5 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q04,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,High,High,short-answer,computed-decimal-place-value,8.6,"Decimals checkpoint: In a quick check, show the reasoning in one step: which decimal is 8 ones and 6 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q05,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Low,Low,multiple-choice,computed-decimal-place-value,2.7,"Decimals checkpoint: On a math notebook page, use a quick check strategy: which decimal is 2 ones and 7 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q06,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Medium,Medium,fill-in,computed-decimal-place-value,3.8,"Decimals checkpoint: At a learning station, solve with a drawing or number sentence: which decimal is 3 ones and 8 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q07,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Medium,Medium,multiple-choice,computed-decimal-place-value,4.9,"Decimals checkpoint: On a teacher card, look for the important numbers: which decimal is 4 ones and 9 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q08,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,High,High,short-answer,computed-decimal-place-value,5.5,"Decimals checkpoint: During independent practice, explain the matching idea: which decimal is 5 ones and 5 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q09,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Low,Low,multiple-choice,computed-decimal-place-value,6.6,"Decimals checkpoint: On an exit ticket, try a second strategy to confirm: which decimal is 6 ones and 6 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q10,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Medium,Medium,fill-in,computed-decimal-place-value,7.7,"Decimals checkpoint: In a review game, answer and check the unit or label: which decimal is 7 ones and 7 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q11,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,Medium,Medium,multiple-choice,computed-decimal-place-value,8.8,"Decimals checkpoint: On a strategy board, use the topic idea to decide: which decimal is 8 ones and 8 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nbt-decimals-q12,P5,Grade 5,us-ca-math-p5-5-nbt-decimals,k-g5-textbook-lesson,5.NBT,Decimals,High,High,short-answer,computed-decimal-place-value,2.9,"Decimals checkpoint: During a small-group check, finish the challenge carefully: which decimal is 2 ones and 9 hundredths?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q01,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Low,Low,fill-in,computed-fraction-addition,3/12,"Operations checkpoint: On a warm-up card, count or model, then answer: add 1/12 + 2/12."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q02,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Medium,Medium,short-answer,computed-fraction-addition,5/6,"Operations checkpoint: During partner practice, write the missing answer: add 2/6 + 3/6."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q03,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Medium,Medium,multiple-choice,computed-fraction-model,2/8,"Operations checkpoint: On a classroom mat, choose the best answer: a rectangle is split into 8 equal parts. 2 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q04,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,High,High,short-answer,computed-fraction-addition,3/10,"Operations checkpoint: In a quick check, show the reasoning in one step: add 1/10 + 2/10."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q05,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Low,Low,multiple-choice,computed-fraction-model,4/5,"Operations checkpoint: On a math notebook page, use a quick check strategy: a rectangle is split into 5 equal parts. 4 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q06,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Medium,Medium,fill-in,computed-fraction-model,3/6,"Operations checkpoint: At a learning station, solve with a drawing or number sentence: a rectangle is split into 6 equal parts. 3 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q07,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Medium,Medium,multiple-choice,computed-fraction-model,4/7,"Operations checkpoint: On a teacher card, look for the important numbers: a rectangle is split into 7 equal parts. 4 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q08,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,High,High,short-answer,computed-fraction-addition,5/10,"Operations checkpoint: During independent practice, explain the matching idea: add 2/10 + 3/10."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q09,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Low,Low,fill-in,computed-fraction-addition,4/12,"Operations checkpoint: On an exit ticket, try a second strategy to confirm: add 3/12 + 1/12."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q10,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Medium,Medium,fill-in,computed-fraction-model,1/5,"Operations checkpoint: In a review game, answer and check the unit or label: a rectangle is split into 5 equal parts. 1 part are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q11,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,Medium,Medium,multiple-choice,computed-fraction-model,3/6,"Operations checkpoint: On a strategy board, use the topic idea to decide: a rectangle is split into 6 equal parts. 3 parts are shaded. What fraction is shaded?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-nf-operations-q12,P5,Grade 5,us-ca-math-p5-5-nf-operations,k-g5-textbook-lesson,5.NF,Operations,High,High,short-answer,computed-fraction-addition,4/10,"Operations checkpoint: During a small-group check, finish the challenge carefully: add 3/10 + 1/10."
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q01,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Low,Low,fill-in,computed-volume,18 cubic units,"Volume Data checkpoint: On a warm-up card, count or model, then answer: a rectangular prism is 2 units by 3 units by 3 units. What is its volume?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q02,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Medium,Medium,short-answer,computed-volume,48 cubic units,"Volume Data checkpoint: During partner practice, write the missing answer: a rectangular prism is 3 units by 4 units by 4 units. What is its volume?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q03,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Medium,Medium,short-answer,computed-measurement-addition,11 cm,"Volume Data checkpoint: On a classroom mat, choose the best answer: a ribbon is 7 cm long. Another ribbon is 4 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q04,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,High,High,short-answer,computed-volume,45 cubic units,"Volume Data checkpoint: In a quick check, show the reasoning in one step: a rectangular prism is 5 units by 3 units by 3 units. What is its volume?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q05,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Low,Low,fill-in,computed-measurement-addition,15 cm,"Volume Data checkpoint: On a math notebook page, use a quick check strategy: a ribbon is 9 cm long. Another ribbon is 6 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q06,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Medium,Medium,short-answer,computed-measurement-addition,17 cm,"Volume Data checkpoint: At a learning station, solve with a drawing or number sentence: a ribbon is 10 cm long. Another ribbon is 7 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q07,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Medium,Medium,short-answer,computed-data-comparison,2 more apples,"Volume Data checkpoint: On a teacher card, look for the important numbers: a picture graph shows 7 apples and 5 oranges. Which fruit has more, and by how many?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q08,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,High,High,short-answer,computed-volume,80 cubic units,"Volume Data checkpoint: During independent practice, explain the matching idea: a rectangular prism is 5 units by 4 units by 4 units. What is its volume?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q09,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Low,Low,fill-in,computed-volume,20 cubic units,"Volume Data checkpoint: On an exit ticket, try a second strategy to confirm: a rectangular prism is 2 units by 5 units by 2 units. What is its volume?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q10,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Medium,Medium,short-answer,computed-measurement-addition,11 cm,"Volume Data checkpoint: In a review game, answer and check the unit or label: a ribbon is 6 cm long. Another ribbon is 5 cm long. What is the total length?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q11,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,Medium,Medium,short-answer,computed-data-comparison,2 more oranges,"Volume Data checkpoint: On a strategy board, use the topic idea to decide: a picture graph shows 7 apples and 9 oranges. Which fruit has more, and by how many?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-md-volume-data-q12,P5,Grade 5,us-ca-math-p5-5-md-volume-data,k-g5-textbook-lesson,5.MD,Volume Data,High,High,short-answer,computed-volume,50 cubic units,"Volume Data checkpoint: During a small-group check, finish the challenge carefully: a rectangular prism is 5 units by 5 units by 2 units. What is its volume?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q01,P5,Grade 5,us-ca-math-p5-5-g-coordinate-shapes,k-g5-textbook-lesson,5.G,Coordinate Shapes,Low,Low,fill-in,computed-coordinate,"(9, 6)","Coordinate Shapes checkpoint: On a warm-up card, count or model, then answer: a point moves 9 units right from the origin and 6 units up. What ordered pair names the point?"
us-ca-k5-knowledge-point-practice-v1-us-ca-math-p5-5-g-coordinate-shapes-q02,P5,Grade 5,us-ca-math-p5-5-g-coordinate-shapes,k-g5-textbook-lesson,5.G,Coordinate Shapes,Medium,Medium,fill-in,computed-coordinate,"(2, 9)","Coordinate Shapes checkpoint: During partner practice, write the missing answer: a point moves 2 units right from the origin and 9 units up. What ordered pair names the point?"
