questionId,grade,semester,knowledgePointId,type,difficulty,status,notes
pep-junior-candidate-k06-sa-003,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-004,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-005,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-006,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-007,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-008,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-009,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-010,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-011,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-012,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-013,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-014,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-015,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-016,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-017,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-018,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-019,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-020,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-021,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-022,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-023,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-024,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-025,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-026,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k06-sa-027,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,Core,pass,pass
pep-junior-candidate-k07-mc-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-002,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-003,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-004,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-005,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-006,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-mc-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,Core,pass,pass
pep-junior-candidate-k07-fi-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-002,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-003,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-004,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-005,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-006,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-fi-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,Core,pass,pass
pep-junior-candidate-k07-sa-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-002,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-003,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-004,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-005,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-006,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k07-sa-028,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,Core,pass,pass
pep-junior-candidate-k08-mc-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-003,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-004,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-005,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-006,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-007,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-008,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-009,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-010,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-011,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-012,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-013,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-014,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-mc-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,Core,pass,pass
pep-junior-candidate-k08-fi-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-003,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-004,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-005,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-006,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-007,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-008,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-009,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-010,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-011,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-012,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-013,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-014,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-fi-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,Core,pass,pass
pep-junior-candidate-k08-sa-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-003,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-004,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-005,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-006,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-007,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-008,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-009,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-010,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-011,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-012,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-013,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-014,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k08-sa-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,Core,pass,pass
pep-junior-candidate-k09-mc-001,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-002,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-003,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-004,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-005,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-006,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-007,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-008,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-009,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-010,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-011,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-012,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-013,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-014,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-015,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-016,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-017,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-018,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-019,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-020,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-021,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-022,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-023,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-024,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-025,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-026,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-027,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-mc-028,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,Exam,pass,pass
pep-junior-candidate-k09-fi-001,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-002,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-003,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-004,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-005,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-006,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-007,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
