questionId,grade,semester,knowledgePointId,type,storedAnswer,acceptedAnswers,computedAnswer,status,severity,notes
pep-junior-candidate-k05-fi-016,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(24,18)","(24,18) | x=24,y=18 | (24, 18)","(24,18)",pass,none,OK
pep-junior-candidate-k05-fi-017,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(2,20)","(2,20) | x=2,y=20 | (2, 20)","(2,20)",pass,none,OK
pep-junior-candidate-k05-fi-018,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(3,22)","(3,22) | x=3,y=22 | (3, 22)","(3,22)",pass,none,OK
pep-junior-candidate-k05-fi-019,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(4,24)","(4,24) | x=4,y=24 | (4, 24)","(4,24)",pass,none,OK
pep-junior-candidate-k05-fi-020,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(5,26)","(5,26) | x=5,y=26 | (5, 26)","(5,26)",pass,none,OK
pep-junior-candidate-k05-fi-021,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(6,28)","(6,28) | x=6,y=28 | (6, 28)","(6,28)",pass,none,OK
pep-junior-candidate-k05-fi-022,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(7,30)","(7,30) | x=7,y=30 | (7, 30)","(7,30)",pass,none,OK
pep-junior-candidate-k05-fi-023,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(8,1)","(8,1) | x=8,y=1 | (8, 1)","(8,1)",pass,none,OK
pep-junior-candidate-k05-fi-024,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(9,3)","(9,3) | x=9,y=3 | (9, 3)","(9,3)",pass,none,OK
pep-junior-candidate-k05-fi-025,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(10,5)","(10,5) | x=10,y=5 | (10, 5)","(10,5)",pass,none,OK
pep-junior-candidate-k05-fi-026,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(11,7)","(11,7) | x=11,y=7 | (11, 7)","(11,7)",pass,none,OK
pep-junior-candidate-k05-fi-027,S1,lower,pep-junior-s1-lower-equations-inequalities-data,fill-in,"(12,9)","(12,9) | x=12,y=9 | (12, 9)","(12,9)",pass,none,OK
pep-junior-candidate-k05-sa-001,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,31,31,31,pass,none,OK
pep-junior-candidate-k05-sa-002,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,32,32,32,pass,none,OK
pep-junior-candidate-k05-sa-003,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,33,33,33,pass,none,OK
pep-junior-candidate-k05-sa-004,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,34,34,34,pass,none,OK
pep-junior-candidate-k05-sa-005,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,35,35,35,pass,none,OK
pep-junior-candidate-k05-sa-006,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,36,36,36,pass,none,OK
pep-junior-candidate-k05-sa-007,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,37,37,37,pass,none,OK
pep-junior-candidate-k05-sa-008,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,38,38,38,pass,none,OK
pep-junior-candidate-k05-sa-009,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,39,39,39,pass,none,OK
pep-junior-candidate-k05-sa-010,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,40,40,40,pass,none,OK
pep-junior-candidate-k05-sa-011,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,41,41,41,pass,none,OK
pep-junior-candidate-k05-sa-012,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,42,42,42,pass,none,OK
pep-junior-candidate-k05-sa-013,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,43,43,43,pass,none,OK
pep-junior-candidate-k05-sa-014,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,44,44,44,pass,none,OK
pep-junior-candidate-k05-sa-015,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,45,45,45,pass,none,OK
pep-junior-candidate-k05-sa-016,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,46,46,46,pass,none,OK
pep-junior-candidate-k05-sa-017,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,47,47,47,pass,none,OK
pep-junior-candidate-k05-sa-018,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,11,11,11,pass,none,OK
pep-junior-candidate-k05-sa-019,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,12,12,12,pass,none,OK
pep-junior-candidate-k05-sa-020,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k05-sa-021,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,14,14,14,pass,none,OK
pep-junior-candidate-k05-sa-022,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,15,15,15,pass,none,OK
pep-junior-candidate-k05-sa-023,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,16,16,16,pass,none,OK
pep-junior-candidate-k05-sa-024,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,17,17,17,pass,none,OK
pep-junior-candidate-k05-sa-025,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,18,18,18,pass,none,OK
pep-junior-candidate-k05-sa-026,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,19,19,19,pass,none,OK
pep-junior-candidate-k05-sa-027,S1,lower,pep-junior-s1-lower-equations-inequalities-data,short-answer,20,20,20,pass,none,OK
pep-junior-candidate-k06-mc-001,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,48°,48° | 48,48°,pass,none,OK
pep-junior-candidate-k06-mc-002,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,36°,36° | 36,36°,pass,none,OK
pep-junior-candidate-k06-mc-003,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,24°,24° | 24,24°,pass,none,OK
pep-junior-candidate-k06-mc-004,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,57°,57° | 57,57°,pass,none,OK
pep-junior-candidate-k06-mc-005,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,100°,100° | 100,100°,pass,none,OK
pep-junior-candidate-k06-mc-006,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,88°,88° | 88,88°,pass,none,OK
pep-junior-candidate-k06-mc-007,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,76°,76° | 76,76°,pass,none,OK
pep-junior-candidate-k06-mc-008,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,64°,64° | 64,64°,pass,none,OK
pep-junior-candidate-k06-mc-009,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,52°,52° | 52,52°,pass,none,OK
pep-junior-candidate-k06-mc-010,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,40°,40° | 40,40°,pass,none,OK
pep-junior-candidate-k06-mc-011,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,28°,28° | 28,28°,pass,none,OK
pep-junior-candidate-k06-mc-012,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,16°,16° | 16,16°,pass,none,OK
pep-junior-candidate-k06-mc-013,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,104°,104° | 104,104°,pass,none,OK
pep-junior-candidate-k06-mc-014,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,92°,92° | 92,92°,pass,none,OK
pep-junior-candidate-k06-mc-015,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,80°,80° | 80,80°,pass,none,OK
pep-junior-candidate-k06-mc-016,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,68°,68° | 68,68°,pass,none,OK
pep-junior-candidate-k06-mc-017,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,56°,56° | 56,56°,pass,none,OK
pep-junior-candidate-k06-mc-018,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,44°,44° | 44,44°,pass,none,OK
pep-junior-candidate-k06-mc-019,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,32°,32° | 32,32°,pass,none,OK
pep-junior-candidate-k06-mc-020,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,20°,20° | 20,20°,pass,none,OK
pep-junior-candidate-k06-mc-021,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,63°,63° | 63,63°,pass,none,OK
pep-junior-candidate-k06-mc-022,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,96°,96° | 96,96°,pass,none,OK
pep-junior-candidate-k06-mc-023,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,84°,84° | 84,84°,pass,none,OK
pep-junior-candidate-k06-mc-024,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,72°,72° | 72,72°,pass,none,OK
pep-junior-candidate-k06-mc-025,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,60°,60° | 60,60°,pass,none,OK
pep-junior-candidate-k06-mc-026,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,48°,48° | 48,48°,pass,none,OK
pep-junior-candidate-k06-mc-027,S2,upper,pep-junior-s2-upper-triangles-congruence,multiple-choice,36°,36° | 36,36°,pass,none,OK
pep-junior-candidate-k06-fi-001,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,54°,54° | 54,54°,pass,none,OK
pep-junior-candidate-k06-fi-002,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,53°,53° | 53,53°,pass,none,OK
pep-junior-candidate-k06-fi-003,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,52°,52° | 52,52°,pass,none,OK
pep-junior-candidate-k06-fi-004,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,51°,51° | 51,51°,pass,none,OK
pep-junior-candidate-k06-fi-005,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,50°,50° | 50,50°,pass,none,OK
pep-junior-candidate-k06-fi-006,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,49°,49° | 49,49°,pass,none,OK
pep-junior-candidate-k06-fi-007,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,48°,48° | 48,48°,pass,none,OK
pep-junior-candidate-k06-fi-008,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,47°,47° | 47,47°,pass,none,OK
pep-junior-candidate-k06-fi-009,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,46°,46° | 46,46°,pass,none,OK
pep-junior-candidate-k06-fi-010,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,45°,45° | 45,45°,pass,none,OK
pep-junior-candidate-k06-fi-011,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,44°,44° | 44,44°,pass,none,OK
pep-junior-candidate-k06-fi-012,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,43°,43° | 43,43°,pass,none,OK
pep-junior-candidate-k06-fi-013,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,42°,42° | 42,42°,pass,none,OK
pep-junior-candidate-k06-fi-014,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,41°,41° | 41,41°,pass,none,OK
pep-junior-candidate-k06-fi-015,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,40°,40° | 40,40°,pass,none,OK
pep-junior-candidate-k06-fi-016,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,39°,39° | 39,39°,pass,none,OK
pep-junior-candidate-k06-fi-017,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,38°,38° | 38,38°,pass,none,OK
pep-junior-candidate-k06-fi-018,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,37°,37° | 37,37°,pass,none,OK
pep-junior-candidate-k06-fi-019,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,36°,36° | 36,36°,pass,none,OK
pep-junior-candidate-k06-fi-020,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,35°,35° | 35,35°,pass,none,OK
pep-junior-candidate-k06-fi-021,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,34°,34° | 34,34°,pass,none,OK
pep-junior-candidate-k06-fi-022,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,33°,33° | 33,33°,pass,none,OK
pep-junior-candidate-k06-fi-023,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,32°,32° | 32,32°,pass,none,OK
pep-junior-candidate-k06-fi-024,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,31°,31° | 31,31°,pass,none,OK
pep-junior-candidate-k06-fi-025,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,30°,30° | 30,30°,pass,none,OK
pep-junior-candidate-k06-fi-026,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,29°,29° | 29,29°,pass,none,OK
pep-junior-candidate-k06-fi-027,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,28°,28° | 28,28°,pass,none,OK
pep-junior-candidate-k06-fi-028,S2,upper,pep-junior-s2-upper-triangles-congruence,fill-in,27°,27° | 27,27°,pass,none,OK
pep-junior-candidate-k06-sa-001,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-002,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-003,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-004,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-005,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-006,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-007,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-008,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-009,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-010,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-011,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-012,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-013,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-014,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-015,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-016,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-017,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-018,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-019,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-020,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-021,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-022,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-023,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-024,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-025,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-026,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k06-sa-027,S2,upper,pep-junior-s2-upper-triangles-congruence,short-answer,SSS,SSS | 边边边,SSS,pass,none,OK
pep-junior-candidate-k07-mc-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+18)(x+1),(x+18)(x+1),(x+1)(x+18),pass,none,OK
pep-junior-candidate-k07-mc-002,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+19)(x+3),(x+19)(x+3),(x+3)(x+19),pass,none,OK
pep-junior-candidate-k07-mc-003,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+20)(x+5),(x+20)(x+5),(x+5)(x+20),pass,none,OK
pep-junior-candidate-k07-mc-004,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+2)(x+7),(x+2)(x+7),(x+2)(x+7),pass,none,OK
pep-junior-candidate-k07-mc-005,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+3)(x+9),(x+3)(x+9),(x+3)(x+9),pass,none,OK
pep-junior-candidate-k07-mc-006,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+4)(x+11),(x+4)(x+11),(x+4)(x+11),pass,none,OK
pep-junior-candidate-k07-mc-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+5)(x+13),(x+5)(x+13),(x+5)(x+13),pass,none,OK
pep-junior-candidate-k07-mc-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+6)(x+15),(x+6)(x+15),(x+6)(x+15),pass,none,OK
pep-junior-candidate-k07-mc-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+7)(x+17),(x+7)(x+17),(x+7)(x+17),pass,none,OK
pep-junior-candidate-k07-mc-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+8)(x+2),(x+8)(x+2),(x+2)(x+8),pass,none,OK
pep-junior-candidate-k07-mc-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+9)(x+4),(x+9)(x+4),(x+4)(x+9),pass,none,OK
pep-junior-candidate-k07-mc-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+10)(x+6),(x+10)(x+6),(x+6)(x+10),pass,none,OK
pep-junior-candidate-k07-mc-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+11)(x+8),(x+11)(x+8),(x+8)(x+11),pass,none,OK
pep-junior-candidate-k07-mc-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+12)(x+10),(x+12)(x+10),(x+10)(x+12),pass,none,OK
pep-junior-candidate-k07-mc-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+13)(x+12),(x+13)(x+12),(x+12)(x+13),pass,none,OK
pep-junior-candidate-k07-mc-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+14)(x+14),(x+14)(x+14),(x+14)(x+14),pass,none,OK
pep-junior-candidate-k07-mc-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+15)(x+16),(x+15)(x+16),(x+15)(x+16),pass,none,OK
pep-junior-candidate-k07-mc-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+16)(x+1),(x+16)(x+1),(x+1)(x+16),pass,none,OK
pep-junior-candidate-k07-mc-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+17)(x+3),(x+17)(x+3),(x+3)(x+17),pass,none,OK
pep-junior-candidate-k07-mc-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+18)(x+5),(x+18)(x+5),(x+5)(x+18),pass,none,OK
pep-junior-candidate-k07-mc-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+19)(x+7),(x+19)(x+7),(x+7)(x+19),pass,none,OK
pep-junior-candidate-k07-mc-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+20)(x+9),(x+20)(x+9),(x+9)(x+20),pass,none,OK
pep-junior-candidate-k07-mc-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+2)(x+11),(x+2)(x+11),(x+2)(x+11),pass,none,OK
pep-junior-candidate-k07-mc-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+3)(x+13),(x+3)(x+13),(x+3)(x+13),pass,none,OK
pep-junior-candidate-k07-mc-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+4)(x+15),(x+4)(x+15),(x+4)(x+15),pass,none,OK
pep-junior-candidate-k07-mc-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+5)(x+17),(x+5)(x+17),(x+5)(x+17),pass,none,OK
pep-junior-candidate-k07-mc-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,multiple-choice,(x+6)(x+2),(x+6)(x+2),(x+2)(x+6),pass,none,OK
pep-junior-candidate-k07-fi-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,35x²,35x² | 35x^2,35x²,pass,none,OK
pep-junior-candidate-k07-fi-002,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,14x²,14x² | 14x^2,14x²,pass,none,OK
pep-junior-candidate-k07-fi-003,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,12x²,12x² | 12x^2,12x²,pass,none,OK
pep-junior-candidate-k07-fi-004,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,24x²,24x² | 24x^2,24x²,pass,none,OK
pep-junior-candidate-k07-fi-005,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,15x²,15x² | 15x^2,15x²,pass,none,OK
pep-junior-candidate-k07-fi-006,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,30x²,30x² | 30x^2,30x²,pass,none,OK
pep-junior-candidate-k07-fi-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,49x²,49x² | 49x^2,49x²,pass,none,OK
pep-junior-candidate-k07-fi-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,8x²,8x² | 8x^2,8x²,pass,none,OK
pep-junior-candidate-k07-fi-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,18x²,18x² | 18x^2,18x²,pass,none,OK
pep-junior-candidate-k07-fi-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,12x²,12x² | 12x^2,12x²,pass,none,OK
pep-junior-candidate-k07-fi-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,25x²,25x² | 25x^2,25x²,pass,none,OK
pep-junior-candidate-k07-fi-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,42x²,42x² | 42x^2,42x²,pass,none,OK
pep-junior-candidate-k07-fi-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,28x²,28x² | 28x^2,28x²,pass,none,OK
pep-junior-candidate-k07-fi-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,12x²,12x² | 12x^2,12x²,pass,none,OK
pep-junior-candidate-k07-fi-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,9x²,9x² | 9x^2,9x²,pass,none,OK
pep-junior-candidate-k07-fi-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,20x²,20x² | 20x^2,20x²,pass,none,OK
pep-junior-candidate-k07-fi-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,35x²,35x² | 35x^2,35x²,pass,none,OK
pep-junior-candidate-k07-fi-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,24x²,24x² | 24x^2,24x²,pass,none,OK
pep-junior-candidate-k07-fi-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,42x²,42x² | 42x^2,42x²,pass,none,OK
pep-junior-candidate-k07-fi-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,6x²,6x² | 6x^2,6x²,pass,none,OK
pep-junior-candidate-k07-fi-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,15x²,15x² | 15x^2,15x²,pass,none,OK
pep-junior-candidate-k07-fi-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,28x²,28x² | 28x^2,28x²,pass,none,OK
pep-junior-candidate-k07-fi-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,20x²,20x² | 20x^2,20x²,pass,none,OK
pep-junior-candidate-k07-fi-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,36x²,36x² | 36x^2,36x²,pass,none,OK
pep-junior-candidate-k07-fi-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,21x²,21x² | 21x^2,21x²,pass,none,OK
pep-junior-candidate-k07-fi-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,10x²,10x² | 10x^2,10x²,pass,none,OK
pep-junior-candidate-k07-fi-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,fill-in,21x²,21x² | 21x^2,21x²,pass,none,OK
pep-junior-candidate-k07-sa-001,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,3，x≠-5,"3，x≠-5 | 3,x≠-5 | 3且x≠-5 | 3，x不能等于-5",3，x≠-5,pass,none,OK
pep-junior-candidate-k07-sa-002,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,4，x≠-1,"4，x≠-1 | 4,x≠-1 | 4且x≠-1 | 4，x不能等于-1",4，x≠-1,pass,none,OK
pep-junior-candidate-k07-sa-003,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,5，x≠-4,"5，x≠-4 | 5,x≠-4 | 5且x≠-4 | 5，x不能等于-4",5，x≠-4,pass,none,OK
pep-junior-candidate-k07-sa-004,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,6，x≠-7,"6，x≠-7 | 6,x≠-7 | 6且x≠-7 | 6，x不能等于-7",6，x≠-7,pass,none,OK
pep-junior-candidate-k07-sa-005,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,7，x≠-3,"7，x≠-3 | 7,x≠-3 | 7且x≠-3 | 7，x不能等于-3",7，x≠-3,pass,none,OK
pep-junior-candidate-k07-sa-006,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,8，x≠-6,"8，x≠-6 | 8,x≠-6 | 8且x≠-6 | 8，x不能等于-6",8，x≠-6,pass,none,OK
