id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,solvableStatus,answerMatchStatus,explanationMatchStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,promptZhHans
bnu-high-ds-v1-s5-232,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无法求解，题目条件矛盾：由中点横坐标为2解得k=2±√5，但代入判别式Δ>0得k<-1或k>1，两者交集为k=2±√5，并非k≤-1或k≥1。,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,设直线y=k(x-1)，联立圆方程得中点横坐标x_M=(k²+4k+3)/(1+k²)=2，解得k=2±√5。判别式Δ>0得k<-1或k>1，k=2±√5满足。但答案给出k≤-1或k≥1，范围过大，且解析中称“结合中点条件得k≤-1或k≥1”逻辑错误。正确结果应为两个具体值，而非范围。,k ≤ -1 或 k ≥ 1,k ≤ -1 或 k ≥ 1,"在平面直角坐标系中，已知圆 C: (x-3)^2 + (y-4)^2 = 9，直线 l 过点 A(1,0) 且与圆 C 相交于 P, Q 两点。若弦 PQ 的中点 M 的横坐标为 2，求直线 l 的斜率 k 的取值范围。"
bnu-high-ds-v1-s5-234,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无实数解，以AB为直径的圆与x轴无交点。,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"A(1,2), B(5,6)，设P(t,0)，由PA⊥PB得(t-1)(t-5)+(-2)(-6)=t²-6t+17=0，判别式Δ=-32<0，无实数解。答案给出(3,0)或(7,0)错误，解析中虽指出无解但最终未修正，且尝试修改数据，与题目不符。","(3,0) 或 (7,0)","(3,0) 或 (7,0) | P(3,0)或P(7,0) | 3或7","在平面直角坐标系中，已知点 A(1,2), B(5,6)。若点 P 在 x 轴上，且 ∠APB 为直角，则点 P 的坐标为______。"
bnu-high-ds-v1-s5-235,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无法求解，题目条件矛盾：由面积2√3得d²(4-d²)=12，即d⁴-4d²+12=0，无实数解。,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"圆心(2,-1)，半径2，直线y=kx+3，距离d=|2k+4|/√(k²+1)。面积S=d√(4-d²)=2√3，平方得d⁴-4d²+12=0，无实数解。答案k=-2或1/2代入也不满足。解析中尝试修改数据，但未给出正确结果，答案错误。",k = -2 或 k = 1/2,k = -2 或 k = 1/2,"在平面直角坐标系中，已知圆 C: (x-2)^2 + (y+1)^2 = 4，直线 l: y = kx + 3。若直线 l 与圆 C 相交于 A, B 两点，且 △ABC（C 为圆心）的面积为 2√3，求实数 k 的值。"
bnu-high-ds-v1-s5-237,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无实数解,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"题目条件A(1,2), B(5,6)下方程t²-6t+17=0无实根，无法得到答案(2,0)或(4,0)。解析中承认无解并擅自调整数据，与题目矛盾。","(2,0) 或 (4,0)","(2,0) 或 (4,0) | P(2,0)或P(4,0) | 2或4","在平面直角坐标系中，已知点 A(1,2), B(5,6)。若点 P 在 x 轴上，且 ∠APB 为直角，则点 P 的坐标为______。"
bnu-high-ds-v1-s5-238,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无实数解,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,给定圆和直线条件下，面积2√3导致d²(4-d²)=12，即d⁴-4d²+12=0无实解。解析中反复调整数据，最终答案k=-2或1/2与题目条件不符，且代入验证不成立。,k = -2 或 k = 1/2,k = -2 或 k = 1/2,"在平面直角坐标系中，已知圆 C: (x-2)^2 + (y+1)^2 = 4，直线 l: y = kx + 3。若直线 l 与圆 C 相交于 A, B 两点，且 △ABC（C 为圆心）的面积为 2√3，求实数 k 的值。"
bnu-high-ds-v1-s5-240,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无实数解,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"与237题相同，条件A(1,2), B(5,6)下方程无实根，答案(2,0)或(4,0)无法从题目得出。解析擅自修改数据，矛盾。","(2,0) 或 (4,0)","(2,0) 或 (4,0) | P(2,0)或P(4,0) | 2或4","在平面直角坐标系中，已知点 A(1,2), B(5,6)。若点 P 在 x 轴上，且 ∠APB 为直角，则点 P 的坐标为______。"
bnu-high-ds-v1-s5-241,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无法验证,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,解析中推导中点M坐标和距离方程有误，最终方程|k²-13k+4|=√5无法解得k=1或-1/7，且未验证判别式。题目条件与答案不匹配。,1 或 -1/7,1 或 -1/7,"某数学建模小组研究一个几何问题：已知圆 C: (x-3)² + (y+1)² = 25，直线 l 过点 P(5,2) 且与圆 C 相交于 A, B 两点。设弦 AB 的中点为 M，若 M 到直线 x-2y+3=0 的距离为 1，求直线 l 的斜率 k。则 k 的值为（ ）"
bnu-high-ds-v1-s5-244,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无实数解,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,圆半径5，弦长8得d=3，但方程|2-m|/√(m²+1)=3化为8m²+4m+5=0无实根。解析承认无解并反复调整，最终答案-2或1/2与题目矛盾。,-2 或 1/2,-2 或 1/2,某数学建模课题中，研究直线与圆的位置关系。已知圆 C: x²+y²-4x+2y-20=0，直线 l: mx-y+1-3m=0（m 为参数）。若直线 l 被圆 C 截得的弦长为 8，则 m 的值为（ ）
bnu-high-ds-v1-s5-245,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,"圆心(-3,-2)，半径5√2，圆方程(x+3)²+(y+2)²=50",(x+3)²+(y+2)²=50,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"题目条件可解，但独立求解得圆心(-3,-2)、半径5√2，与所给答案(1,2)、半径√10矛盾。解析中计算过程混乱且最终未给出正确结果，答案与题目不匹配。",(x-1)²+(y-2)²=10,(x-1)²+(y-2)²=10,"在数学建模活动中，需要确定一个圆形区域的边界。已知该圆经过点 A(2,3) 和 B(4,-1)，且圆心在直线 x-y+1=0 上。请建立适当的坐标系，求出该圆的方程，并说明你的建模假设。"
bnu-high-ds-v1-s5-246,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,m=0或m=-20,0或-20,math_error|answer_mismatch|explanation_contradiction|unsolvable,,由点到直线距离公式得|10+m|/5=2，解得m=0或-20，与答案-8或12不符。解析中虽指出矛盾但未修正，答案错误。,-8 或 12,-8 或 12 | -8或12,"在数学建模中，需要计算点到直线的距离。已知点 P(2,-1) 到直线 l: 3x-4y+m=0 的距离为 2，则实数 m 的值为______。"
bnu-high-ds-v1-s5-248,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,"圆心(0,-2)，半径√26，圆方程x²+(y+2)²=26",x²+(y+2)²=26,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"由条件解得圆心(0,-2)、半径√26，与答案(2,2)、半径√10不符。解析中计算混乱且未给出正确结果，答案错误。",(x-2)²+(y-2)²=10,(x-2)²+(y-2)²=10,"某数学建模小组要确定一个圆形喷水池的边界。已知喷水池边界经过点 A(1,3) 和 B(5,-1)，且圆心在直线 2x-y-2=0 上。请建立适当的坐标系，求出喷水池边界圆的方程，并说明你的建模假设。"
bnu-high-ds-v1-s5-251,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,warn,minor,medium,pass,pass,weak,"（1）A(0,0), B(8,0), C(8,6), D(0,6)；（2）r=5 m；（3）坐标系选择使矩形边与坐标轴平行，简化坐标和距离计算。",,explanation_contradiction,status_rationale_tension,答案正确，但解析中计算最小半径时错误地提到圆心到顶点距离，实际应为圆心到矩形各边距离的最大值，解析表述有误导但最终结果正确。,"（1）A(0,0)，B(8,0)，C(8,6)，D(0,6)；（2）r=5 m；（3）以A为原点，AB为x轴，AD为y轴，充分利用了矩形的直角边，简化了顶点坐标和距离计算。","（1）A(0,0)，B(8,0)，C(8,6)，D(0,6)；（2）r=5 m；（3）以A为原点，AB为x轴，AD为y轴，充分利用了矩形的直角边，简化了顶点坐标和距离计算。","某数学建模小组研究校园内一个矩形花坛的喷灌系统。花坛的边界为矩形ABCD，其中AB=8 m，AD=6 m。以A为坐标原点，AB所在直线为x轴，AD所在直线为y轴建立平面直角坐标系。喷头位于点P(3,2)处，喷出的水形成圆形区域。要求喷灌区域恰好覆盖整个矩形花坛，且喷灌半径最小。\n（1）写出矩形四个顶点的坐标；\n（2）求满足条件的最小喷灌半径r；\n（3）说明你选择的坐标系的合理性。"
bnu-high-ds-v1-s5-253,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,k = ±2/3,k = ±2/3,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"题目条件“以线段PQ为直径的圆恰好经过原点O”等价于OP⊥OQ，即x1x2+y1y2=0。联立直线与圆，利用韦达定理化简得(9k²-4)/(1+k²)=0，解得k=±2/3。判别式Δ>0要求k²<4/5，k=±2/3满足。因此直线斜率只能取两个定值，而非区间。原答案(-∞,-√3]∪[√3,+∞)错误，解析中推导出k=±2/3后又得出区间，自相矛盾。题目不可解为区间，答案不匹配，解析矛盾。","(-∞, -√3] ∪ [√3, +∞)","(-∞, -√3] ∪ [√3, +∞)","在平面直角坐标系中，已知圆C：x²+y²=4，点A(3,0)。过点A的直线l与圆C交于P、Q两点。若以线段PQ为直径的圆恰好经过原点O，则直线l的斜率k的取值范围是（　　）"
bnu-high-ds-v1-s5-254,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,最小半径约为6.40 m,最小半径约为6.40 m,math_error|answer_mismatch|explanation_contradiction,,"喷头P(3,2)到四个顶点距离分别为PA=√13≈3.61, PB=√29≈5.39, PC=√41≈6.40, PD=5。要覆盖所有顶点，半径至少为最大距离6.40 m。原答案5.00 m错误，解析中已指出正确值应为6.40 m，但答案未修正。答案与解析矛盾。",最小半径约为5.00 m,最小半径约为5.00 m | 5.00 m | 5.00 | 5,"某数学建模小组研究校园内一个矩形花坛的喷灌系统。花坛的边界为矩形ABCD，其中AB = 8 m，AD = 6 m。以A为原点，AB所在直线为x轴，AD所在直线为y轴建立平面直角坐标系（单位：m）。喷头位于点P(3, 2)处，喷水区域是以P为圆心、半径可调的圆形区域。为了恰好覆盖花坛的四个顶点A、B、C、D，需要确定喷水半径的最小值。请建立数学模型，计算该最小半径（精确到0.01 m），并说明你的建模假设和计算步骤。"
bnu-high-ds-v1-s5-255,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,major,high,pass,pass,fail,小路不完全位于公园内部，因为点A在圆外。,,explanation_contradiction,,"圆的方程配方得圆心C(3,-2)，半径r=3。点A(1,2)到C距离√20≈4.47>3，在圆外；点B(5,-2)到C距离2<3，在圆内。小路AB不完全在公园内部，因为A在圆外。原答案“点B到圆心的距离大于半径”错误，应为点A在圆外。解析中正确指出A在圆外，但答案表述有误，解析与答案不一致。",小路不完全位于公园内部，因为点B到圆心的距离大于半径。,小路不完全位于公园内部，因为点B到圆心的距离大于半径。 | 不完全位于公园内部，因为点B在圆外。 | 否，点B在圆外。,"某城市规划部门要在一条笔直的东西向主干道旁新建一个圆形公园。以主干道为x轴，正东方向为正方向，以主干道上某一点为原点建立平面直角坐标系。经过测量，公园的边界满足方程 x^2 + y^2 - 6x + 4y + 4 = 0（单位：百米）。公园管理处计划在公园内修建一条从点A(1, 2)到点B(5, -2)的笔直小路，且小路必须经过公园的中心。请判断这条小路是否完全位于公园内部（含边界），并说明理由。"
bnu-high-ds-v1-s5-257,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,"(1) 3x-4y+14=0\n(2) Q(0,3.5)\n(3) 2.80","(1) 3x-4y+14=0\n(2) Q(0,3.5)\n(3) 2.80",math_error|answer_mismatch|explanation_contradiction,,"AC斜率3/4，过P(2,5)平行线方程为3x-4y+14=0，与AD(x=0)交点Q(0,3.5)正确。点P到AC距离d=|3×2-4×5|/5=14/5=2.80，原答案2.40错误。解析中已指出正确距离为2.80，但答案未修正。","(1) 3x-4y+14=0\n(2) Q(0,3.5)\n(3) 2.40","(1) 3x-4y+14=0\n(2) Q(0,3.5)\n(3) 2.40","某数学建模小组研究一个矩形场地上的路径问题。场地四个顶点坐标分别为 A(0,0), B(8,0), C(8,6), D(0,6)。一条直线型小路从点 P(2,5) 出发，且与对角线 AC 平行。请完成以下任务：\n(1) 写出这条小路的直线方程（化为一般式）；\n(2) 计算小路与边 AD 的交点 Q 的坐标；\n(3) 计算点 P 到对角线 AC 的距离（精确到 0.01）。"
bnu-high-ds-v1-s5-258,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,k = 0 或 k = -20/21,"0, -20/21",math_error|answer_mismatch|explanation_contradiction,,"圆心C(1,-2)，半径r=5，弦长8得弦心距d=3。直线过P(2,3)，设y-3=k(x-2)，距离公式得|5-k|/√(k²+1)=3，平方整理得4k²+5k-8=0，解得k=(-5±3√17)/8，并非0或-20/21。原答案错误，解析中方程4k²+5k-8=0的解计算有误。","0, -20/21","0, -20/21 | 0,-20/21","某数学建模小组研究一个几何问题：在平面直角坐标系中，有一条直线 l 过点 P(2, 3)，且与圆 C: (x - 1)² + (y + 2)² = 25 相交于 A、B 两点。他们希望 |AB| = 8。请建立适当的直线方程模型，并求出满足条件的直线 l 的斜率 k。若存在多个解，请用逗号分隔。"
bnu-high-ds-v1-s5-259,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,"曲线Γ是圆心在(0,2)、半径为2的圆","曲线Γ是圆心在(0,2)、半径为2的圆",math_error|answer_mismatch|explanation_contradiction|bad_options,,"设l: y=kx+2，与圆联立得M,N横坐标和-4k/(1+k²)，纵坐标和4/(1+k²)。由OQ=OM+ON得Q(-4k/(1+k²), 4/(1+k²))，消去k得x²+(y-2)²=4，圆心(0,2)半径2。选项B符合，但原答案选圆心(0,1)半径1错误。解析中已得出正确轨迹，但答案与选项不匹配。","曲线Γ是圆心在(0,1)、半径为1的圆","曲线Γ是圆心在(0,1)、半径为1的圆","在平面直角坐标系xOy中，已知圆C：x²+y²=4，点A(0,2)。过点A的动直线l与圆C相交于M、N两点（M、N可以重合）。设线段MN的中点为P，点Q满足向量OQ = 向量OM + 向量ON（O为坐标原点）。记点Q的轨迹为曲线Γ。下列选项中，正确描述曲线Γ的是（ ）"
bnu-high-ds-v1-s5-260,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,"（1）最小半径约为6.40 m，此时圆经过点B和C，与边界相切于点B和C。\n（2）小路所在直线方程为x+y-7=0。","（1）最小半径约为6.40 m，此时圆经过点B和C，与边界相切于点B和C。\n（2）小路所在直线方程为x+y-7=0。",math_error|answer_mismatch|explanation_contradiction,,"（1）P(3,4)到顶点距离最大为PB=√41≈6.40，最小覆盖半径应为6.40 m，原答案5 m错误。解析中已指出正确值，但答案未修正。（2）过P平分矩形面积的直线必过中心(4,3)，斜率-1，方程为x+y-7=0，原答案3x+4y-25=0错误。","（1）最小半径为5 m，此时圆形区域经过点B(8,0)和点D(0,6)，且与花坛边界相切于点B和点D。\n（2）小路所在直线方程为3x + 4y - 25 = 0。","（1）最小半径为5 m，此时圆形区域经过点B(8,0)和点D(0,6)，且与花坛边界相切于点B和点D。\n（2）小路所在直线方程为3x + 4y - 25 = 0。","某校数学建模小组研究校园内一个矩形花坛的喷灌覆盖问题。花坛边界为矩形ABCD，其中AB = 8 m，AD = 6 m。以A为坐标原点，AB所在直线为x轴，AD所在直线为y轴建立平面直角坐标系（单位：m）。喷头位于点P(3, 4)，喷灌区域是以P为圆心、半径可调的圆形区域。\n\n（1）若喷灌半径恰好使圆形区域覆盖整个花坛，求该半径的最小值，并说明此时圆形区域与花坛边界的位置关系。\n（2）现计划在花坛内铺设一条直线型小路，要求小路经过点P，且将花坛分成面积相等的两部分。求该小路所在直线的方程（写成一般式）。"
bnu-high-ds-v1-s5-261,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,5,5,explanation_contradiction|math_error,,"题目中矩形AB=8, AD=6，喷头P(3,2)，但解析错误地使用顶点坐标A(0,0), B(6,0), C(6,8), D(0,8)和喷头P(3,4)，与题目条件矛盾。独立计算：矩形顶点A(0,0), B(8,0), C(8,6), D(0,6)，喷头P(3,2)，到各顶点距离分别为√((3-0)²+(2-0)²)=√13≈3.61, √((3-8)²+(2-0)²)=√29≈5.39, √((3-8)²+(2-6)²)=√41≈6.40, √((3-0)²+(2-6)²)=5，最大距离为√41，故最小半径应为√41，不是5。解析与题目数据不符，答案错误。",5,5 | 5 m | 5m,"某数学建模小组研究校园内一个矩形花坛的喷灌覆盖问题。花坛边界为矩形ABCD，其中AB = 8 m，AD = 6 m。以A为原点，AB所在直线为x轴，AD所在直线为y轴建立平面直角坐标系（单位：m）。喷头位于点P(3, 2)，喷灌区域是以P为圆心、半径可调的圆形区域。要求喷灌区域恰好覆盖整个矩形花坛，且半径最小。求该最小半径的值（单位：m）。"
bnu-high-ds-v1-s5-264,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无解,无解,math_error|answer_mismatch|explanation_contradiction,,"题目条件：圆C: (x-4)²+(y+3)²=25，点A(2,1)，求过A的切线。设直线y-1=k(x-2)，圆心(4,-3)到直线距离d=|2k+4|/√(k²+1)=5，平方得4k²+16k+16=25k²+25 → 21k²-16k+9=0，判别式Δ=256-756=-500<0，无实数解，故不存在斜率存在的切线。解析中错误解得k=3/7和k=-3/4，且声称k=3/7时直线与圆相交而舍去，但实际方程无解，解析计算错误。答案3x+4y-10=0对应的k=-3/4不满足距离公式，代入得|2(-3/4)+4|=|2.5|=2.5，除以√(1+9/16)=5/4，距离=2，不等于5。题目不可解，答案错误。",3x + 4y - 10 = 0,3x + 4y - 10 = 0 | 3x+4y-10=0 | 3x + 4y = 10 | 3x+4y=10,"某数学建模小组要设计一个校园景观：在平面直角坐标系中，有一条直线经过点 A(2, 1)，且与圆 C: (x - 4)² + (y + 3)² = 25 相切。已知该直线的斜率存在，求该直线的方程。请写出你的建模假设、推导过程，并给出最终直线方程。"
bnu-high-ds-v1-s5-267,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无解,无解,math_error|answer_mismatch|explanation_contradiction,,"题目条件：圆C: (x-1)²+(y+2)²=25，点P(2,3)，弦长|AB|=8。弦心距d=√(25-16)=3。设直线y-3=k(x-2)，圆心(1,-2)到直线距离d=| -k+5|/√(k²+1)=3，平方得(5-k)²=9(k²+1) → 8k²+10k-16=0 → 4k²+5k-8=0，判别式Δ=25+128=153，k=(-5±√153)/8，不是-4/3或0。解析中计算错误，且最终答案与推导矛盾。题目不可解，答案错误。",k = -4/3 或 k = 0,k = -4/3 或 k = 0 | k=-4/3 或 k=0 | k = -4/3 或 0 | -4/3 或 0,"某数学建模小组研究一个几何问题：在平面直角坐标系中，有一条直线 l 经过点 P(2, 3)，且与圆 C: (x - 1)² + (y + 2)² = 25 相交于 A、B 两点。他们希望 |AB| = 8。请建立适当的数学模型，求出直线 l 的斜率 k。若不存在这样的直线，请说明理由；若存在，请写出所有可能的斜率值，并简要说明你的建模思路和计算过程。"
bnu-high-ds-v1-s5-269,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,fail,fail,fail,无法唯一确定中心坐标，条件不足,,missing_condition|unsolvable|answer_mismatch|explanation_contradiction,,"题目仅给出矩形两条邻边所在直线和一个对角顶点所在直线，但未指定矩形另外两边的方向或长度，无法唯一确定顶点C，因此中心坐标不唯一。解析中假设AB沿l1、AD沿l2，但无依据，且计算出的C(3,3)不满足在l3上。题目不可解，答案和解析均错误。","(2, 3)","(2, 3)",某数学建模小组研究校园内一个矩形花坛的灌溉问题。花坛的边界由四条直线围成，其中两条相邻边分别位于直线 l1: 2x - y + 1 = 0 和 l2: x + 2y - 7 = 0 上，且花坛的一个顶点为这两条直线的交点 A。花坛的对角顶点 C 在直线 l3: x - y + 4 = 0 上。为了在花坛中心安装一个旋转喷头，需要确定花坛的中心点坐标。请建立适当的平面直角坐标系，写出建模假设，并求出花坛中心的坐标。
bnu-high-ds-v1-s5-270,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,"(0, -6) 或 (7, 1)","(0, -6) 或 (7, 1)",math_error|answer_mismatch|explanation_contradiction,,"独立求解得P(0,-6)或(7,1)，但答案字段为(6,2)或(-2,-6)，解析中虽有正确计算过程但最终答案错误，且解析内部自相矛盾。答案与解析均不匹配正确结果。","(6, 2) 或 (-2, -6)","(6, 2) 或 (-2, -6) | (-2, -6) 或 (6, 2) | (6,2) 或 (-2,-6) | (-2,-6) 或 (6,2) | P(6, 2) 或 P(-2, -6) | P(-2, -6) 或 P(6, 2)","某数学建模小组研究一个圆形花坛的灌溉问题。花坛边界可近似为一个圆，圆心在点C(3, -2)，半径为5米。现计划在花坛边缘安装一个喷头，喷头位置记为点P。已知喷头P到点A(1, 1)和点B(7, -5)的距离相等。求喷头P的坐标。"
bnu-high-ds-v1-s5-278,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,pass,fail,fail,"(1) 四个顶点坐标为(4,3), (4,-3), (-4,-3), (-4,3)（顺序可不同）\n(2) P到各顶点距离分别为√10, √34, √50, √26，最大为√50=5√2≈7.07，故最小喷水半径r=5√2米\n(3) 恰好覆盖。因为花坛内任意点(x,y)满足|x|≤4,|y|≤3，到P的距离平方=(x-1)²+(y-2)²，最大值在顶点(-4,-3)处为50，故r=5√2覆盖整个花坛。","(1) 四个顶点坐标为(4,3), (4,-3), (-4,-3), (-4,3)（顺序可不同）\n(2) P到各顶点距离分别为√10, √34, √50, √26，最大为√50=5√2≈7.07，故最小喷水半径r=5√2米\n(3) 恰好覆盖。因为花坛内任意点(x,y)满足|x|≤4,|y|≤3，到P的距离平方=(x-1)²+(y-2)²，最大值在顶点(-4,-3)处为50，故r=5√2覆盖整个花坛。",math_error|answer_mismatch|explanation_contradiction,,题目可解，但存储答案错误。独立计算得P到四个顶点距离分别为√10、√34、√50、√26，最大为√50=5√2，故最小半径应为5√2米，而非5米。解析中正确指出最大距离为√50，但答案却写为5米，且解释(3)中“所有点到中心的距离不超过对角线的一半5米”与喷头不在中心矛盾，解析与答案不一致。,"(1) 四个顶点坐标为A(4,3), B(4,-3), C(-4,-3), D(-4,3)（顺序可不同）\n(2) P到各顶点距离均为5米，最小喷水半径r=5米\n(3) 恰好覆盖。因为花坛是矩形，其所有点到中心的距离不超过对角线的一半5米，而喷灌区域是以P为圆心、5为半径的圆，该圆包含以原点为中心、5为半径的圆，故覆盖整个花坛。","(1) 四个顶点坐标为A(4,3), B(4,-3), C(-4,-3), D(-4,3)（顺序可不同）\n(2) P到各顶点距离均为5米，最小喷水半径r=5米\n(3) 恰好覆盖。因为花坛是矩形，其所有点到中心的距离不超过对角线的一半5米，而喷灌区域是以P为圆心、5为半径的圆，该圆包含以原点为中心、5为半径的圆，故覆盖整个花坛。","某校数学建模小组研究校园内一个矩形花坛的喷灌系统。花坛的长边沿东西方向，长为8米；短边沿南北方向，宽为6米。为简化问题，小组以花坛中心为原点，正东为x轴正方向，正北为y轴正方向建立平面直角坐标系。喷头位于点P(1,2)处，可360度旋转，喷水半径可调。现需设置喷水半径r米，使喷灌区域恰好覆盖花坛的四个顶点，且不浪费水。请你完成以下任务：\n(1) 写出花坛四个顶点的坐标；\n(2) 求喷头P到四个顶点的距离，并确定最小的喷水半径r；\n(3) 验证当半径为r时，喷灌区域是否恰好覆盖整个花坛内部，并说明理由。"
