"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"bnu-primary-ds-v1-p3-195","P3","lower","bnu-primary-p3-lower-area","面积","multiple-choice","Core","一个长方形花坛的长是8米，宽是5米。它的面积是多少平方米？","26平方米 | 40平方米 | 13平方米 | 20平方米","40平方米","40平方米","长方形面积=长×宽，8×5=40（平方米）。","grade-pass-sample"
"bnu-primary-ds-v1-p3-196","P3","lower","bnu-primary-p3-lower-area","面积","fill-in","Foundation","一个正方形的边长是6厘米，它的面积是（ ）平方厘米。","","36","36","正方形面积=边长×边长，6×6=36（平方厘米）。","grade-pass-sample"
"bnu-primary-ds-v1-p3-202","P3","lower","bnu-primary-p3-lower-area","面积","fill-in","Foundation","一个正方形花坛的边长是5米，它的面积是____平方米。","","25","25","正方形面积 = 边长 × 边长 = 5 × 5 = 25（平方米）。注意面积单位是平方米，不要写成周长20米。","grade-pass-sample"
"bnu-primary-ds-v1-p3-204","P3","lower","bnu-primary-p3-lower-area","面积","fill-in","Foundation","一块长方形菜地长9米，宽6米。如果每平方米收白菜8千克，这块地一共可以收白菜____千克。","","432","432","先求面积：9 × 6 = 54（平方米），再求总产量：54 × 8 = 432（千克）。","grade-pass-sample"
"bnu-primary-ds-v1-p3-206","P3","lower","bnu-primary-p3-lower-area","面积","fill-in","Foundation","一个正方形的周长是36厘米，它的面积是____平方厘米。","","81","81","先求边长：36 ÷ 4 = 9（厘米），再求面积：9 × 9 = 81（平方厘米）。注意区分周长和面积。","grade-pass-sample"
"bnu-primary-ds-v1-p3-207","P3","lower","bnu-primary-p3-lower-area","面积","multiple-choice","Core","用一根长24分米的铁丝围成一个正方形，这个正方形的面积是多少平方分米？","36平方分米 | 24平方分米 | 576平方分米 | 12平方分米","36平方分米","36平方分米","铁丝长即周长，边长 = 24 ÷ 4 = 6（分米），面积 = 6 × 6 = 36（平方分米）。选项B是周长，C是边长平方再乘16，D是周长的一半。","grade-pass-sample"
"bnu-primary-ds-v1-p3-208","P3","lower","bnu-primary-p3-lower-area","面积","fill-in","Foundation","在括号里填上合适的面积单位。一张邮票的面积约是6____。","","平方厘米","平方厘米","邮票面积较小，常用平方厘米作单位。6平方厘米大约相当于边长约2.4厘米的正方形，符合实际。","grade-pass-sample"
"bnu-primary-ds-v1-p3-209","P3","lower","bnu-primary-p3-lower-fraction-introduction","认识分数","multiple-choice","Core","把一张圆形纸片对折三次，打开后每份是这张纸的几分之一？","三分之一 | 六分之一 | 八分之一 | 四分之一","八分之一","八分之一","对折一次平均分成2份，两次分成4份，三次分成8份，每份是八分之一。选项A、B、D均为错误份数。","grade-pass-sample"
"bnu-primary-ds-v1-p3-216","P3","lower","bnu-primary-p3-lower-fraction-introduction","认识分数","fill-in","Foundation","把12个苹果平均分给4个小朋友，每个小朋友分得这些苹果的（ ）/（ ）。","","1/4","1/4 | 四分之一","将12个苹果看作一个整体，平均分成4份，每人分得1份，即1/4。","grade-pass-sample"
"bnu-primary-ds-v1-p3-218","P3","lower","bnu-primary-p3-lower-fraction-introduction","认识分数","fill-in","Foundation","把一条线段平均分成10份，其中的7份是（ ）/（ ），读作（ ）。","","7/10，十分之七","7/10，十分之七 | 7/10,十分之七","平均分成10份，7份就是7/10，读作十分之七。","grade-pass-sample"
"bnu-primary-ds-v1-p3-221","P3","lower","bnu-primary-p3-lower-fraction-introduction","认识分数","multiple-choice","Core","把一张圆形纸片对折3次后展开，每份是这张纸的（ ）。","1/3 | 1/4 | 1/6 | 1/8","1/8","1/8","对折1次平均分成2份，对折2次平均分成4份，对折3次平均分成8份，所以每份是1/8。","grade-pass-sample"
"bnu-primary-ds-v1-p3-223","P3","lower","bnu-primary-p3-lower-data-representation","数据的整理和表示","multiple-choice","Core","三（1）班同学最喜欢的水果情况如下：苹果8人，香蕉12人，橘子6人，草莓10人。下面说法正确的是（ ）。","喜欢苹果的人数最多 | 喜欢草莓的人数比橘子多4人 | 喜欢香蕉的人数比苹果多2人 | 喜欢橘子的人数最少","喜欢草莓的人数比橘子多4人","喜欢草莓的人数比橘子多4人","草莓10人，橘子6人，10-6=4，所以草莓比橘子多4人。其他选项：苹果8人不是最多，香蕉比苹果多4人，橘子不是最少。","grade-pass-sample"
"bnu-primary-ds-v1-p3-228","P3","lower","bnu-primary-p3-lower-data-representation","数据的整理和表示","fill-in","Core","三（3）班学生参加兴趣小组的情况：美术组8人，音乐组12人，体育组15人，科技组9人。参加体育组的人数比美术组多（ ）人。","","7","7 | 七","体育组15人，美术组8人，15-8=7人。","grade-pass-sample"
"bnu-primary-ds-v1-p3-229","P3","lower","bnu-primary-p3-lower-data-representation","数据的整理和表示","multiple-choice","Core","下面是四种文具的价格：铅笔2元，橡皮1元，尺子3元，笔记本5元。下面说法正确的是（ ）。","铅笔比橡皮贵1元 | 尺子比笔记本便宜3元 | 笔记本比铅笔贵2元 | 橡皮最贵","铅笔比橡皮贵1元","铅笔比橡皮贵1元","铅笔2元，橡皮1元，2-1=1元，正确。其他选项：尺子比笔记本便宜2元，笔记本比铅笔贵3元，橡皮最便宜。","grade-pass-sample"
"bnu-primary-ds-v1-p3-235","P3","lower","bnu-primary-p3-lower-data-representation","数据的整理和表示","multiple-choice","Core","三年级一班同学最喜欢的水果调查结果如下：苹果有12人，香蕉有8人，草莓有15人，葡萄有5人。下面哪句话是正确的？","喜欢草莓的人数最多，是15人 | 喜欢苹果的人数比草莓多 | 喜欢葡萄的人数是香蕉的2倍 | 喜欢苹果和香蕉的人数一共是18人","喜欢草莓的人数最多，是15人","喜欢草莓的人数最多，是15人","比较各水果人数：草莓15人最多，苹果12人比草莓少，葡萄5人不是香蕉8人的2倍，苹果和香蕉共12+8=20人，不是18人。只有第一句正确。","grade-pass-sample"
"bnu-primary-ds-v1-p3-242","P3","lower","bnu-primary-p3-lower-math-play-review","数学好玩及整理复习","multiple-choice","Core","在整理本学期学过的面积单位时，下面哪种整理方式最能体现单位之间的关系？","把平方厘米、平方分米、平方米的定义抄写一遍。 | 画一个表格，列出1平方米=100平方分米，1平方分米=100平方厘米。 | 把面积单位按从大到小的顺序排列出来。 | 用图表示1平方米的正方形可以分成100个1平方分米的小正方形。","画一个表格，列出1平方米=100平方分米，1平方分米=100平方厘米。","画一个表格，列出1平方米=100平方分米，1平方分米=100平方厘米。","整理单位之间的关系，用表格列出进率最清晰，能直接看出相邻单位间的换算关系。抄定义或排序不能体现关系，画图虽然直观但不如表格简洁全面。","grade-pass-sample"
"bnu-primary-ds-v1-p3-250","P3","lower","bnu-primary-p3-lower-math-play-review","数学好玩及整理复习","multiple-choice","Core","在整理“千克、克、吨”时，下面哪种说法是正确的？","1千克铁比1千克棉花重。 | 一辆卡车的载重量用克作单位比较合适。 | 1吨等于1000千克，也等于1000000克。 | 一个苹果大约重200千克。","1吨等于1000千克，也等于1000000克。","1吨等于1000千克，也等于1000000克。","1吨=1000千克，1千克=1000克，所以1吨=1000000克，C正确。A中1千克铁和棉花一样重；B中卡车载重量应用吨；D中苹果约200克，不是200千克。","grade-pass-sample"
"bnu-primary-ds-v1-p4-001","P4","upper","bnu-primary-p4-upper-large-numbers","认识更大的数","multiple-choice","Core","一个数由8个百万、5个万和3个千组成，这个数写作（  ）。","8053000 | 8503000 | 80503000 | 85003000","8053000","8053000","8个百万是8000000，5个万是50000，3个千是3000，合起来是8000000+50000+3000=8053000。","grade-pass-sample"
"bnu-primary-ds-v1-p4-005","P4","upper","bnu-primary-p4-upper-large-numbers","认识更大的数","fill-in","Core","一个数省略万位后面的尾数约是50万，这个数最大是（ ），最小是（ ）。","","504999；495000","504999；495000 | 504999,495000 | 504999和495000","省略万位后面的尾数约是50万，根据四舍五入，最大时千位是4，后面各位是9，即504999；最小时千位是5，后面各位是0，即495000。","grade-pass-sample"
"bnu-primary-ds-v1-p4-012","P4","upper","bnu-primary-p4-upper-large-numbers","认识更大的数","short-answer","Exam","把下面各数按从小到大的顺序排列。\n50500500  5050050  5500005  55000500\n排列结果：__________________________________","","5050050 < 5500005 < 50500500 < 55000500","5050050 < 5500005 < 50500500 < 55000500","先比较位数：5050050是七位数，5500005是七位数，50500500是八位数，55000500是八位数。七位数小于八位数。七位数中5050050小于5500005；八位数中50500500小于55000500。","grade-pass-sample"
"bnu-primary-ds-v1-p4-013","P4","upper","bnu-primary-p4-upper-large-numbers","认识更大的数","multiple-choice","Core","下面各数中，读出两个零的数是（    ）。","6006060 | 6006600 | 6060060 | 6606000","6060060","6060060","6006060读作六百万六千零六十，读一个零；6006600读作六百万六千六百，不读零；6060060读作六百零六万零六十，读两个零；6606000读作六百六十万六千，不读零。所以答案是6060060。","grade-pass-sample"
"bnu-primary-ds-v1-p4-015","P4","upper","bnu-primary-p4-upper-large-numbers","认识更大的数","short-answer","Challenge","用2、4、6、8和三个0组成一个七位数，使这个数读出两个零，且省略万位后面的尾数约是600万。这个数是多少？","","6000208","6000208","省略万位后面的尾数约是600万，则千位上的数字必须小于5，且百万位是6。读出两个零，则0必须放在每级中间。尝试6000208，读作六百万零二百零八，读出两个零，且6000208≈600万。","grade-pass-sample"
"bnu-primary-ds-v1-p4-028","P4","upper","bnu-primary-p4-upper-lines-angles","线与角","multiple-choice","Exam","点A、B、C在同一条直线上，A在最左边，B在A和C之间。下面哪条射线与射线AB是同一条射线？","射线AC | 射线BA | 射线BC | 射线CA","射线AC","射线AC","射线AB的端点是A，方向从A经过B向右延伸。因为C也在A的右侧，所以射线AC和射线AB端点相同、方向相同，是同一条射线。","grade-pass-sample"
"bnu-primary-ds-v1-p4-036","P4","upper","bnu-primary-p4-upper-multiplication","乘法","short-answer","Exam","一列火车有12节硬座车厢，每节车厢有118个座位；还有6节软卧车厢，每节有36个铺位。这列火车硬座座位和软卧铺位一共有多少个？","","硬座座位：118×12=1416（个），软卧铺位：36×6=216（个），一共：1416+216=1632（个）。","硬座座位：118×12=1416（个），软卧铺位：36×6=216（个），一共：1416+216=1632（个）。 | 1632个 | 1632","先分别计算硬座座位数和软卧铺位数，再相加。118×12=1416，36×6=216，1416+216=1632。注意硬座是12节，软卧是6节，不要混淆。","grade-pass-sample"
"bnu-primary-ds-v1-p4-038","P4","upper","bnu-primary-p4-upper-multiplication","乘法","fill-in","Foundation","根据24×15=360，直接写出下面算式的积：240×15=______，24×150=______。","","240×15=3600，24×150=3600","240×15=3600，24×150=3600 | 3600,3600","一个因数不变，另一个因数乘几，积也乘几。240×15，24乘10变为240，所以积360乘10得3600；24×150，15乘10变为150，积也乘10得3600。","grade-pass-sample"
"bnu-primary-ds-v1-p4-040","P4","upper","bnu-primary-p4-upper-multiplication","乘法","multiple-choice","Exam","学校买来45套课桌椅，每套128元。下面竖式中箭头所指的这一步表示什么？\n   128\n×   45\n─────\n   640  ← 这一步\n  512\n─────\n  5760\nA. 5套课桌椅的价钱\nB. 40套课桌椅的价钱\nC. 45套课桌椅的价钱\nD. 4套课桌椅的价钱","A | B | C | D","B","B","竖式中640是128×40的积，因为45中的4在十位上表示40，所以128×40=5120，但竖式中简写为640，末尾的0省略，表示640个十，即40套课桌椅的价钱。","grade-pass-sample"
"bnu-primary-ds-v1-p4-044","P4","upper","bnu-primary-p4-upper-multiplication","乘法","fill-in","Exam","学校要为四年级的12个班各配备一套科学实验器材，每套器材包含一个主实验箱和两个配件包。主实验箱每个128元，配件包每个36元。学校一共需要支付多少元？","","2400","2400 | 2400元","先求每套器材的总价：128 + 36 × 2 = 128 + 72 = 200（元）。再求12套的总价：200 × 12 = 2400（元）。所以学校一共需要支付2400元。","grade-pass-sample"
"bnu-primary-ds-v1-p4-054","P4","upper","bnu-primary-p4-upper-operation-laws","运算律","short-answer","Challenge","计算 125×88 时，小宇想到两种方法：方法一：125×88 = 125×8×11 = 1000×11 = 11000；方法二：125×88 = 125×(80+8) = 125×80 + 125×8 = 10000 + 1000 = 11000。这两种方法分别运用了什么运算律？请写出名称，并比较哪种方法更简便，说明理由。","","方法一运用了乘法结合律，方法二运用了乘法分配律。方法一更简便，因为把88拆成8×11，125×8得1000，再乘11直接口算，步骤更少。","方法一运用了乘法结合律，方法二运用了乘法分配律。方法一更简便，因为把88拆成8×11，125×8得1000，再乘11直接口算，步骤更少。 | 方法一：乘法结合律；方法二：乘法分配律。方法一更简便，因为125×8=1000，再乘11得11000，计算更快。","方法一把88分解为8×11，先算125×8=1000；方法二把88拆成80+8，用分配律。方法一更直接。","grade-pass-sample"
"bnu-primary-ds-v1-p4-059","P4","upper","bnu-primary-p4-upper-operation-laws","运算律","fill-in","Foundation","根据运算律，在横线上填上合适的数：8×17×125 = 17 × (8 × ____)。","","125","125","运用乘法交换律和结合律，把8和125结合相乘得1000，再乘17，所以填125。","grade-pass-sample"
"bnu-primary-ds-v1-p4-060","P4","upper","bnu-primary-p4-upper-operation-laws","运算律","short-answer","Challenge","计算 72×125 时，小杰想到 72×125 = 9×8×125 = 9×(8×125) = 9×1000 = 9000。他运用了哪种运算律？请写出名称，并说明为什么把72拆成9×8。","","乘法结合律。因为8×125=1000，把72拆成9×8，先算8×125得1000，再乘9，口算即可。","乘法结合律。因为8×125=1000，把72拆成9×8，先算8×125得1000，再乘9，口算即可。 | 乘法结合律。72=9×8，8×125=1000，所以先结合8和125相乘，计算简便。","利用乘法结合律，将72分解为9×8，先算8×125=1000，再乘9得9000，避免竖式。","grade-pass-sample"
"bnu-primary-ds-v1-p4-074","P4","upper","bnu-primary-p4-upper-direction-position","方向与位置","fill-in","Foundation","小芳站在操场中央，她看到旗杆在她的正北方30米处，篮球架在她的正东方40米处。以旗杆为观测点，篮球架在旗杆的什么方向，距离多少米？","","东偏南53°方向50米","东偏南53°方向50米 | 东偏南53度方向50米 | 东偏南53°50米 | 东偏南53度50米","以旗杆为原点，篮球架在正东40米、正南30米处。方向为东偏南，角度满足tanθ=30/40=0.75，θ≈53°；距离为√(40²+30²)=50米。","grade-pass-sample"
"bnu-primary-ds-v1-p4-081","P4","upper","bnu-primary-p4-upper-division","除法","short-answer","Challenge","学校图书馆新购进了 598 本故事书，管理员要把这些书平均分给 23 个班级。每个班级最多能分到多少本？还剩多少本？请你先估算一下商大约是多少，再列竖式计算，并验算。","","每个班级分到 26 本，还剩 0 本。","每个班级分到 26 本，还剩 0 本。 | 26本，0本 | 26 0 | 26本 0本","估算：598≈600，23≈20，600÷20=30，商大约是30。竖式计算：598÷23，试商23×2=46，59-46=13，落下8得138，23×6=138，正好除尽。所以598÷23=26。验算：26×23=598，正确。","grade-pass-sample"
"bnu-primary-ds-v1-p4-082","P4","upper","bnu-primary-p4-upper-division","除法","multiple-choice","Core","在计算 672÷24 时，下面哪种试商过程是正确的？","把24看作20试商，初商3，24×3=72，67-72不够减，改商2。 | 把24看作30试商，初商2，24×2=48，67-48=19，落下2得192，再商8，24×8=192，正好除尽。 | 把24看作25试商，初商2，24×2=48，67-48=19，落下2得192，再商7，24×7=168，192-168=24，余数等于除数，改商8。 | 把24看作20试商，初商3，24×3=72，67-72不够减，改商2，24×2=48，67-48=19，落下2得192，再商9，24×9=216，192-216不够减，改商8。","把24看作25试商，初商2，24×2=48，67-48=19，落下2得192，再商7，24×7=168，192-168=24，余数等于除数，改商8。","把24看作25试商，初商2，24×2=48，67-48=19，落下2得192，再商7，24×7=168，192-168=24，余数等于除数，改商8。","672÷24，把24看作25试商比较接近。67÷24商2，24×2=48，67-48=19，落下2得192，192÷24商7，24×7=168，192-168=24，余数24等于除数，说明商7小了，应改商8。","grade-pass-sample"
"bnu-primary-ds-v1-p4-086","P4","upper","bnu-primary-p4-upper-division","除法","fill-in","Foundation","计算 756÷28 时，可以把 28 看作 ___ 来试商，初商可能偏 ___，需要调 ___。","","30，小，大","30，小，大 | 30 小 大 | 30,小,大","28接近30，用“五入”法看作30试商，除数看大，初商可能偏小，需要调大。","grade-pass-sample"
"bnu-primary-ds-v1-p4-087","P4","upper","bnu-primary-p4-upper-division","除法","short-answer","Challenge","在下面的除法竖式中，有一些数字被墨水弄脏了。已知这道题没有余数，请把竖式补充完整，并写出原来的除法算式。\n\n      □□\n   ______\n 2□ ) 8 □ 2\n      6 □\n      ---\n       □ 2\n       □ 2\n      ---\n        0","","除法算式是 832÷26=32 或 832÷32=26","除法算式是 832÷26=32 或 832÷32=26 | 832÷26=32 | 832÷32=26 | 除法算式是 832÷26=32 | 除法算式是 832÷32=26","由竖式结构，除数是二十几，商是两位数。最后一步乘积是□2，且没有余数，所以商的个位乘除数得□2。尝试26×32=832，符合竖式：26×3=78，83-78=5，落下2得52，26×2=52，0。所以算式是832÷26=32或832÷32=26。","grade-pass-sample"
"bnu-primary-ds-v1-p4-092","P4","upper","bnu-primary-p4-upper-division","除法","fill-in","Foundation","计算 438 ÷ 18，商是 ______，余数是 ______。","","24 余 6","24 余 6 | 24余6 | 24 余6 | 24余 6","18 × 24 = 432，438 - 432 = 6，余数 6 小于除数 18，所以商 24 余 6。","grade-pass-sample"
"bnu-primary-ds-v1-p4-100","P4","upper","bnu-primary-p4-upper-negative-numbers","生活中的负数","multiple-choice","Core","下面哪个温度最低？","-5℃ | -2℃ | 0℃ | 3℃","-5℃","-5℃","负数比较大小，绝对值大的数反而小。-5 的绝对值最大，所以 -5℃ 温度最低。","grade-pass-sample"
"bnu-primary-ds-v1-p4-107","P4","upper","bnu-primary-p4-upper-negative-numbers","生活中的负数","fill-in","Foundation","在数轴上，点A表示-4，点B表示2。点A和点B之间相差多少？","","6","6","从-4到2的距离：2 - (-4) = 6，所以相差6个单位长度。","grade-pass-sample"
"bnu-primary-ds-v1-p4-111","P4","upper","bnu-primary-p4-upper-negative-numbers","生活中的负数","short-answer","Challenge","某城市一天的气温记录如下：凌晨2时气温为-5℃，上午8时气温为0℃，下午2时气温为7℃，晚上8时气温为2℃。请回答：\n（1）从凌晨2时到上午8时，气温上升了多少摄氏度？\n（2）从上午8时到下午2时，气温上升了多少摄氏度？\n（3）从下午2时到晚上8时，气温下降了多少摄氏度？","","（1）5℃；（2）7℃；（3）5℃","（1）5℃；（2）7℃；（3）5℃ | （1）5摄氏度；（2）7摄氏度；（3）5摄氏度 | （1）5℃ （2）7℃ （3）5℃","（1）从-5℃到0℃，上升了5℃；（2）从0℃到7℃，上升了7℃；（3）从7℃到2℃，下降了5℃。计算变化量时，用后一时刻温度减前一时刻温度。","grade-pass-sample"
"bnu-primary-ds-v1-p4-118","P4","upper","bnu-primary-p4-upper-probability","可能性","multiple-choice","Core","一个转盘被分成6个大小相同的扇形，分别涂上红色、黄色、蓝色，其中红色有2个，黄色有3个，蓝色有1个。转动转盘，下面哪种说法正确？","指针一定停在黄色区域 | 指针停在红色区域的可能性比蓝色大 | 指针停在蓝色区域的可能性最大 | 指针停在黄色和红色区域的可能性相同","指针停在红色区域的可能性比蓝色大","指针停在红色区域的可能性比蓝色大","红色区域有2个，蓝色有1个，所以停在红色的可能性大于蓝色。黄色区域最多（3个），可能性最大，但不是一定。其他选项均错误。","grade-pass-sample"
"bnu-primary-ds-v1-p4-119","P4","upper","bnu-primary-p4-upper-probability","可能性","fill-in","Foundation","口袋里有10张卡片，分别写着数字1～10。从中任意抽出一张，抽到数字是偶数的可能性与抽到数字是奇数的可能性相比，______。（填“偶数大”“奇数大”或“一样大”）","","一样大","一样大 | 一样 | 相等","1～10中奇数有1、3、5、7、9共5个，偶数有2、4、6、8、10共5个，数量相等，所以抽到奇数和偶数的可能性一样大。","grade-pass-sample"
"bnu-primary-ds-v1-p4-124","P4","upper","bnu-primary-p4-upper-probability","可能性","multiple-choice","Core","盒子里有10张卡片，分别写着1～10。从中任意摸出一张，下面哪种说法是正确的？","摸出单数的可能性比双数大 | 摸出双数的可能性比单数大 | 摸出单数和双数的可能性相等 | 摸出大于10的数的可能性很大","摸出单数和双数的可能性相等","摸出单数和双数的可能性相等","1～10中单数有1、3、5、7、9共5个，双数有2、4、6、8、10也是5个，数量相等，所以摸出单数和双数的可能性相等。","grade-pass-sample"
"bnu-primary-ds-v1-p4-125","P4","upper","bnu-primary-p4-upper-probability","可能性","fill-in","Foundation","天气预报说明天下雨的可能性很小。那么明天（ ）是晴天。（填“一定”“可能”或“不可能”）","","可能","可能","下雨的可能性很小，说明下雨不是必然的，晴天是可能发生的，但不是一定，所以填“可能”。","grade-pass-sample"
"bnu-primary-ds-v1-p4-128","P4","upper","bnu-primary-p4-upper-probability","可能性","fill-in","Foundation","从一副扑克牌中任意抽出一张（去掉大王和小王），抽到黑桃的可能性与抽到梅花的可能性相比，（ ）。（填“黑桃大”“梅花大”或“相等”）","","相等","相等","去掉大小王后，扑克牌有52张，其中黑桃13张，梅花13张，数量相等，所以抽到黑桃和梅花的可能性相等。","grade-pass-sample"
"bnu-primary-ds-v1-p4-143","P4","upper","bnu-primary-p4-upper-math-play-review","数学好玩及整理复习","fill-in","Core","小芳在整理“线与角”的知识时，写下了下面的话，但有些地方空着。请你填一填。\n线段有（ ）个端点，射线有（ ）个端点，直线（ ）端点。从一点引出两条射线所组成的图形叫做（ ）。角的大小与边的长短（ ），与两边叉开的大小（ ）。","","两，一，没有，角，无关，有关","两，一，没有，角，无关，有关","线段有两个端点，射线有一个端点，直线没有端点。角的定义是从一点引出两条射线所组成的图形。角的大小只与两边叉开的程度有关，与边的长短无关。","grade-pass-sample"
"bnu-primary-ds-v1-p4-152","P4","lower","bnu-primary-p4-lower-decimal-meaning-add-sub","小数的意义和加减法","fill-in","Foundation","一袋大米重5.28千克，用去1.6千克后，还剩多少千克？","","3.68千克","3.68千克 | 3.68","计算5.28 - 1.6时，将1.6看作1.60，对齐小数点，百分位8-0=8，十分位2-6不够减，向个位借1，12-6=6，个位4-1=3，结果为3.68千克。","grade-pass-sample"
"bnu-primary-ds-v1-p4-153","P4","lower","bnu-primary-p4-lower-decimal-meaning-add-sub","小数的意义和加减法","short-answer","Core","小明买文具，一本笔记本 4.25 元，一支钢笔 3.8 元。他付了 10 元，应找回多少元？请列竖式计算，并写出找回的钱数。","","1.95元","1.95元 | 1.95","先算总价：4.25+3.8=8.05元，计算时小数点对齐。再用10元减总价：10-8.05=1.95元，所以应找回1.95元。","grade-pass-sample"
"bnu-primary-ds-v1-p4-156","P4","lower","bnu-primary-p4-lower-decimal-meaning-add-sub","小数的意义和加减法","short-answer","Foundation","小丽有5.8元，她买了一支铅笔花了1.35元，又买了一块橡皮花了0.9元。她一共花了多少钱？她还剩多少钱？","","一共花了2.25元；还剩3.55元","一共花了2.25元；还剩3.55元 | 2.25元；3.55元 | 2.25,3.55","计算总花费：1.35 + 0.9，小数点对齐，1.35 + 0.90 = 2.25元。剩余：5.8 - 2.25，5.80 - 2.25 = 3.55元。注意小数位数不同时补零对齐。","grade-pass-sample"
"bnu-primary-ds-v1-p4-158","P4","lower","bnu-primary-p4-lower-decimal-meaning-add-sub","小数的意义和加减法","fill-in","Foundation","一盒牛奶的价钱是2元5角6分，用小数表示是多少元？","","2.56","2.56 | 2.56元","5角是0.5元，6分是0.06元，合起来是2.56元。","grade-pass-sample"
"bnu-primary-ds-v1-p4-162","P4","lower","bnu-primary-p4-lower-triangles-quadrilaterals","认识三角形和四边形","short-answer","Foundation","写出一个四边形，它只有一组对边平行。","","梯形","梯形","梯形是只有一组对边平行的四边形。","grade-pass-sample"
"bnu-primary-ds-v1-p4-163","P4","lower","bnu-primary-p4-lower-triangles-quadrilaterals","认识三角形和四边形","multiple-choice","Core","一个三角形中，最大的角是80°，另外两个角分别是50°和50°。这个三角形按角分类是什么三角形？","锐角三角形 | 直角三角形 | 钝角三角形 | 等腰三角形","锐角三角形","锐角三角形","三个角都是锐角（80°、50°、50°都小于90°），所以是锐角三角形。","grade-pass-sample"
"bnu-primary-ds-v1-p4-167","P4","lower","bnu-primary-p4-lower-triangles-quadrilaterals","认识三角形和四边形","fill-in","Core","一个三角形有两个内角分别是30°和60°，第三个内角是______°。","","90","90 | 90°","三角形内角和180°，180°-30°-60°=90°。","grade-pass-sample"
"bnu-primary-ds-v1-p4-174","P4","lower","bnu-primary-p4-lower-triangles-quadrilaterals","认识三角形和四边形","short-answer","Foundation","画一个三角形，使得它既是直角三角形，又是等腰三角形。请描述你画的三角形的特征。","","等腰直角三角形","等腰直角三角形","有一个角是直角，且两条直角边长度相等，这样的三角形是等腰直角三角形。","grade-pass-sample"
"bnu-primary-ds-v1-p4-176","P4","lower","bnu-primary-p4-lower-decimal-multiplication","小数乘法","fill-in","Foundation","计算 0.7 × 8 = ______。","","5.6","5.6","0.7×8，先算7×8=56，因为0.7是一位小数，所以积也是一位小数，即5.6。","grade-pass-sample"
"bnu-primary-ds-v1-p4-178","P4","lower","bnu-primary-p4-lower-decimal-multiplication","小数乘法","multiple-choice","Foundation","下面哪个算式的积大于第一个乘数？","A. 3.2 × 0.9 | B. 3.2 × 1.1 | C. 3.2 × 0.5 | D. 3.2 × 1","B. 3.2 × 1.1","B. 3.2 × 1.1","一个数（0除外）乘大于1的数，积比原数大。1.1>1，所以3.2×1.1>3.2。其他选项乘数都≤1。","grade-pass-sample"
"bnu-primary-ds-v1-p4-179","P4","lower","bnu-primary-p4-lower-decimal-multiplication","小数乘法","fill-in","Core","根据 23 × 15 = 345，直接写出 2.3 × 1.5 = ______。","","3.45","3.45","2.3是一位小数，1.5是一位小数，积是两位小数。345变成两位小数是3.45。","grade-pass-sample"
"bnu-primary-ds-v1-p4-185","P4","lower","bnu-primary-p4-lower-decimal-multiplication","小数乘法","multiple-choice","Core","一盒彩笔的价格是7.5元，学校购买12盒，一共需要多少元？下面四个算式中，正确的是哪一个？","7.5 × 12 = 90 | 7.5 × 12 = 9 | 7.5 × 12 = 900 | 7.5 × 12 = 0.9","7.5 × 12 = 90","7.5 × 12 = 90","7.5元是7元5角，12盒就是12个7.5。先算75×12=900，因为7.5是一位小数，所以积应有一位小数，得90.0，即90元。","grade-pass-sample"
"bnu-primary-ds-v1-p4-187","P4","lower","bnu-primary-p4-lower-decimal-multiplication","小数乘法","multiple-choice","Core","妈妈买了0.6千克苹果，每千克苹果8.5元。她付了10元，应找回多少元？先估一估，再计算。下面哪个选项是正确的估算和计算结果？","估算：大约5元；计算：5.1元，应找回4.9元 | 估算：大约6元；计算：5.1元，应找回4.9元 | 估算：大约5元；计算：5.1元，应找回5.1元 | 估算：大约6元；计算：5.1元，应找回5.1元","估算：大约5元；计算：5.1元，应找回4.9元","估算：大约5元；计算：5.1元，应找回4.9元","0.6×8.5，把0.6看作0.6，8.5看作8，估算0.6×8=4.8≈5元。精确计算：6×85=510，因数共有两位小数，积是5.10=5.1元。付10元，找回10-5.1=4.9元。","grade-pass-sample"
"bnu-primary-ds-v1-p4-201","P4","lower","bnu-primary-p4-lower-observe-objects","观察物体","multiple-choice","Core","用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个小正方形；从左面看，看到的是竖着排成一列的2个小正方形。下面哪种搭法符合要求？","第一层放3个小正方体横着排成一排，第二层在中间那个的上面放1个小正方体。 | 第一层放2个小正方体横着排成一排，第二层在左边那个的上面放2个小正方体，第三层再在第二层左边那个的上面放1个小正方体。 | 第一层放3个小正方体横着排成一排，第二层在最左边那个的上面放1个小正方体。 | 第一层放2个小正方体横着排成一排，第二层在右边那个的上面放2个小正方体，第三层再在第二层右边那个的上面放1个小正方体。","第一层放3个小正方体横着排成一排，第二层在最左边那个的上面放1个小正方体。","第一层放3个小正方体横着排成一排，第二层在最左边那个的上面放1个小正方体。","正面看到一行3个正方形，说明第一层至少有3个并排。左面看到一列2个正方形，说明从左边看最高有2层，且只有一列。选项C第一层3个，第二层在最左边上面放1个，从左面看就是左边一列2个，右边没有，符合要求。","grade-pass-sample"
