"sampleReason","questionId","grade","semester","type","difficulty","storedAnswer","acceptedAnswers","optionsZhHans","explanationZhHans","evidenceCardIds","examPatternCardIds","promptZhHans"
"semester-type-coverage","pep-primary-rag2-p5-upper-mc-004","P5","upper","multiple-choice","Exam","3x + 2 × 6 = 25.5","3x + 2 × 6 = 25.5","3x + 2 × 6 = 25.5 | 3x + 6 = 25.5 | 2x + 3 × 6 = 25.5 | 3x + 2 + 6 = 25.5","3 本笔记本的总价是 3x 元，2 支钢笔的总价是 2×6=12 元，合起来等于 25.5 元，所以方程为 3x+12=25.5。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-simple-equations","小华买了 3 本笔记本和 2 支钢笔，共花了 25.5 元。已知每支钢笔 6 元，设每本笔记本 x 元。下面哪个方程是正确的？"
"semester-type-coverage","pep-primary-rag2-p5-upper-mc-005","P5","upper","multiple-choice","Challenge","3.6 × 2.5 = 3.6 × (2 + 5) = 25.2","3.6 × 2.5 = 3.6 × (2 + 5) = 25.2","先算 36 × 25 = 900，再点上小数点得 9.00 | 3.6 × 2.5 = (3.6 × 10) × (2.5 × 10) ÷ 100 | 3.6 × 2.5 = 3.6 × (2 + 0.5) = 7.2 + 1.8 = 9 | 3.6 × 2.5 = 3.6 × (2 + 5) = 25.2","2.5不能拆成2+5，正确应拆成2+0.5，所以这个想法是错误的。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-integrated-review-error-extension","计算 3.6 × 2.5 时，下面哪种想法是错误的？"
"semester-type-coverage","pep-primary-rag2-p5-upper-mc-001","P5","upper","multiple-choice","Challenge","18","18","18 | 36 | 72 | 无法确定","等底等高的三角形面积是平行四边形面积的一半，36÷2=18平方厘米。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-polygon-area","一个三角形与一个平行四边形等底等高。如果平行四边形的面积是36平方厘米，那么三角形的面积是多少平方厘米？"
"semester-type-coverage","pep-primary-rag2-p5-upper-fi-002","P5","upper","fill-in","Exam","41","41 | 41棵","","间隔数：200÷5=40，两端都栽，棵数=间隔数+1=41棵。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-position-probability-tree-planting","在一条长200米的小路一边植树，每隔5米栽一棵（两端都要栽）。一共要栽多少棵树？"
"semester-type-coverage","pep-primary-rag2-p5-upper-fi-006","P5","upper","fill-in","Exam","4, 0.0224","4, 0.0224 | 4位, 0.0224 | 四位, 0.0224","","0.56 有两位小数，0.04 有两位小数，共四位小数。56×4=224，从右边起数四位点上小数点，得 0.0224。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-decimal-operations","在计算 0.56 × 0.04 时，可以先算 56 × 4 = 224，然后看因数中一共有______位小数，就从积的右边起数出几位，点上小数点，得到的结果是______。"
"semester-type-coverage","pep-primary-rag2-p5-upper-fi-003","P5","upper","fill-in","Challenge","23","23","","由3x+5=20得3x=15，x=5。代入6x−7=6×5−7=23。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-simple-equations","已知3x+5=20，那么6x−7等于多少？"
"semester-type-coverage","pep-primary-rag2-p5-upper-sa-003","P5","upper","short-answer","Exam","40","40 | 40厘米","","原面积=12×8=96平方厘米，长方形面积=96+24=120平方厘米，邻边=120÷12=10厘米，周长=(12+10)×2=44厘米。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-polygon-area","一个平行四边形，底是12厘米，高是8厘米。如果把它拉成一个长方形，面积增加了24平方厘米。原来平行四边形的周长是多少厘米？（提示：拉成长方形后，底不变，高变为邻边长度）"
"semester-type-coverage","pep-primary-rag2-p5-upper-sa-007","P5","upper","short-answer","Exam","650","650 | 650千克","","梯形面积 = (8+12)×10÷2 = 100 平方米。总产量 = 100 × 6.5 = 650 千克。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-integrated-review-error-extension","一块梯形菜地，上底是 8 米，下底是 12 米，高是 10 米。如果每平方米收白菜 6.5 千克，这块地一共可以收白菜多少千克？请写出计算过程。"
"semester-type-coverage","pep-primary-rag2-p5-upper-sa-009","P5","upper","short-answer","Challenge","9段，8次","9段，8次 | 9段 8次 | 9 8","","段数 = 3.6÷0.4=9 段。剪的次数 = 段数 − 1 = 8 次。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-decimal-operations","把一根 3.6 米长的绳子，每 0.4 米剪成一段，可以剪成几段？需要剪几次？"
"difficulty-coverage","pep-primary-rag2-p5-upper-sa-021","P5","upper","short-answer","Foundation","45x + 60y","45x + 60y | 45x+60y | 45x+60y元 | 45×x+60×y","","足球总价45x元，篮球总价60y元，总花费为45x+60y元。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-simple-equations","学校买来x个足球，每个45元；又买来y个篮球，每个60元。请用含有字母的式子表示学校买足球和篮球一共花了多少元。"
"difficulty-coverage","pep-primary-rag2-p5-upper-sa-020","P5","upper","short-answer","Core","白球，因为白球数量最多。","白球，因为白球数量最多。 | 白球","","数量越多，摸到的可能性越大。白球5个最多，所以摸到白球的可能性最大。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-position-probability-tree-planting","盒子里有3个红球、5个白球和2个黄球。任意摸一个球，摸到哪种颜色的可能性最大？为什么？"
"risk-weighted-coverage","pep-primary-rag2-p5-lower-sa-017","P5","lower","short-answer","Challenge","(6,5)","(6,5) | 6,5","","平移：向右平移4格，横坐标加4；向上平移2格，纵坐标加2。A(2,3)平移后为(2+4,3+2)=(6,5)。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-geometry-movement-data-review","一个三角形ABC，顶点A(2,3)，B(5,3)，C(4,6)。将三角形向右平移4格，再向上平移2格，得到三角形A'B'C'。写出A'的坐标。"
"risk-weighted-coverage","pep-primary-rag2-p5-lower-sa-016","P5","lower","short-answer","Challenge","12/16","12/16","","约分后是3/4，说明原分数分子分母有公因数。设原分数为3k/4k，则3k+4k=7k=28，k=4。所以原分数为12/16。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-fraction-meaning-properties","一个分数，分子与分母的和是28，约分后得到3/4。原来的分数是多少？"
"risk-weighted-coverage","pep-primary-rag2-p5-lower-sa-011","P5","lower","short-answer","Challenge","12/30","12/30","","约分后是2/5，设原分子2k，分母5k，和7k=48，k=6，原分数12/30。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-fraction-meaning-properties","一个分数约分前分子与分母的和是48，约分后得到2/5。原来的分数是多少？请写出思考过程。"
"risk-weighted-coverage","pep-primary-rag2-p5-lower-sa-012","P5","lower","short-answer","Challenge","从3月到4月、4月到5月、5月到6月上升最快，都是6℃。","从3月到4月、4月到5月、5月到6月上升最快，都是6℃ | 3-4月、4-5月、5-6月，6℃","","相邻月份温差分别是3℃、5℃、6℃、6℃、6℃，最大是6℃，出现在3-4月、4-5月和5-6月。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-geometry-movement-data-review","下面是某市2023年1～6月平均气温统计表：\n月份：1月 2月 3月 4月 5月 6月\n气温(℃)：2 5 10 16 22 28\n根据数据，从几月到几月气温上升最快？上升了多少摄氏度？请说明理由。"
"risk-weighted-coverage","pep-primary-rag2-p5-upper-sa-008","P5","upper","short-answer","Challenge","48","48 | 48平方厘米","","平行四边形面积 12×8=96 cm²，最大三角形面积是它的一半 48 cm²，剩下 96−48=48 cm²。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-polygon-area","一个平行四边形，底是 12 厘米，高是 8 厘米。从这个平行四边形中剪下一个最大的三角形，剩下的面积是多少平方厘米？"
"risk-weighted-coverage","pep-primary-rag2-p5-upper-sa-010","P5","upper","short-answer","Challenge","黄球可能性最大，蓝球可能性最小","黄球可能性最大，蓝球可能性最小 | 黄球最大，蓝球最小","","黄球数量最多，可能性最大；蓝球数量最少，可能性最小。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-position-probability-tree-planting","盒子里有 3 个红球、5 个黄球、2 个蓝球，除颜色外完全相同。任意摸出一个球，摸出哪种颜色的可能性最大？摸出哪种颜色的可能性最小？"
"risk-weighted-coverage","pep-primary-rag2-p5-upper-sa-011","P5","upper","short-answer","Challenge","3x = 20 - 2.6, x = 5.8","3x = 20 - 2.6, x = 5.8 | 3x=17.4, x=5.8","","3支钢笔总价等于20元减去找回的钱，即3x=17.4，解得x=5.8。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-simple-equations","小明买了3支同样的钢笔，付了20元，找回2.6元。设每支钢笔x元，列出方程并求解。"
"risk-weighted-coverage","pep-primary-rag2-p5-upper-sa-012","P5","upper","short-answer","Challenge","900","900 | 900棵","","梯形面积=(120+180)×60÷2=9000平方米。9000÷10=900棵。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-integrated-review-error-extension","一个梯形果园，上底长120米，下底长180米，高60米。如果每棵果树占地10平方米，这个果园最多可以种多少棵果树？"
"risk-weighted-coverage","pep-primary-rag2-p5-upper-sa-013","P5","upper","short-answer","Challenge","72","72 | 72平方厘米","","高9厘米只能是8厘米边上的高，因为高小于斜边。面积=8×9=72平方厘米。","pep-primary-p5-upper-decimals-equations-polygons","pep-primary-p5-upper-paper-polygon-area","一个平行四边形相邻两条边的长度分别是12厘米和8厘米，其中一条边上的高是9厘米。这个平行四边形的面积是多少平方厘米？"
"risk-weighted-coverage","pep-primary-rag2-p5-lower-sa-008","P5","lower","short-answer","Challenge","1.35千克","1.35千克 | 27/20千克 | 1又7/20千克","","2/5+1/4+7/10=8/20+5/20+14/20=27/20=1.35千克。","pep-primary-p5-lower-fractions-factors-volume","pep-primary-p5-lower-paper-fraction-add-subtract","一桶油，第一次用去2/5千克，第二次用去1/4千克，还剩7/10千克。这桶油原来有多少千克？"
"semester-type-coverage","pep-primary-rag2-p6-lower-mc-004","P6","lower","multiple-choice","Exam","0.075分米","0.075分米","0.075分米 | 0.75分米 | 1.075分米 | 1.75分米","圆柱容积：3.14×2²×5=62.8立方分米。正方体底面积16平方分米，水高62.8÷16=3.925分米。容器高4分米，离口4-3.925=0.075分米。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-challenge-problem-solving","一个圆柱形水桶，底面半径2分米，高5分米。用它装水倒入一个棱长4分米的正方体容器中，水面离容器口还有多少分米？（π取3.14）"
"semester-type-coverage","pep-primary-rag2-p6-lower-mc-005","P6","lower","multiple-choice","Challenge","3小时","3小时","3小时 | 3.6小时 | 4小时 | 4.5小时","实际距离：3.6×5000000=18000000厘米=180千米。时间：180÷60=3小时。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-proportion-scale","在比例尺1∶5000000的地图上，量得甲、乙两城相距3.6厘米。一辆汽车以每小时60千米的速度从甲城开往乙城，需要几小时到达？"
"semester-type-coverage","pep-primary-rag2-p6-lower-mc-001","P6","lower","multiple-choice","Challenge","3","3","3 | 4 | 5 | 6","实际距离=图上距离÷比例尺=3.6×5000000=18000000厘米=180千米。时间=路程÷速度=180÷60=3小时。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-proportion-scale","在一幅比例尺为1:5000000的地图上，量得甲、乙两城的距离是3.6厘米。一辆汽车以每小时60千米的速度从甲城开往乙城，需要多少小时？"
"semester-type-coverage","pep-primary-rag2-p6-lower-fi-002","P6","lower","fill-in","Exam","5","5","","最不利情况是每种颜色各取1个，共4个。再取1个，无论什么颜色，都会与已有的一种颜色相同，所以至少取5个。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-drawer-principle","把红、黄、蓝、白四种颜色的球各10个放到一个袋子里。至少取出多少个球，可以保证取到两个颜色相同的球？"
"semester-type-coverage","pep-primary-rag2-p6-lower-fi-006","P6","lower","fill-in","Exam","5","5 | 5个","","最不利情况：每种颜色取1个，共4个。再取1个，无论什么颜色，都会与已有颜色重复。所以至少取5个。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-drawer-principle","把红、黄、蓝、白四种颜色的球各10个放到一个袋子里。至少取出______个球，可以保证取到两个颜色相同的球。"
"semester-type-coverage","pep-primary-rag2-p6-lower-fi-003","P6","lower","fill-in","Challenge","125","125","","设进价为x元，标价=1.4x，售价=1.4x×0.8=1.12x。利润=1.12x-x=0.12x=15，解得x=125。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-negative-percent","某商店将一件商品按进价提高40%后标价，再打八折出售，结果每件仍获利15元。这件商品的进价是多少元？"
"semester-type-coverage","pep-primary-rag2-p6-lower-sa-003","P6","lower","short-answer","Exam","抹水泥面积31.4平方米，需要水泥376.8千克","抹水泥面积31.4平方米，需要水泥376.8千克 | 31.4, 376.8","","抹水泥面积=侧面积+底面积=2×3.14×2×1.5+3.14×2²=18.84+12.56=31.4平方米。水泥=31.4×12=376.8千克。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-cylinder-cone-geometry","一个圆柱形水池，底面内半径是2米，高是1.5米，在池内周围和底面抹上水泥，抹水泥的面积是多少平方米？如果每平方米用水泥12千克，一共需要水泥多少千克？"
"semester-type-coverage","pep-primary-rag2-p6-lower-sa-007","P6","lower","short-answer","Exam","31.4米","31.4米 | 31.4 m | 31.4","","底面半径：12.56÷3.14÷2=2米。圆锥体积：1/3×3.14×2²×1.5=6.28立方米。铺路长度：6.28÷(10×0.02)=31.4米。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-cylinder-cone-geometry","一个圆锥形沙堆，底面周长是12.56米，高是1.5米。用这堆沙在10米宽的公路上铺2厘米厚的路面，能铺多少米？（π取3.14）"
"semester-type-coverage","pep-primary-rag2-p6-lower-sa-010","P6","lower","short-answer","Challenge","12个","12个 | 12","","图书总数=40×15=600本。每班分50本，可分班数=600÷50=12个。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-graduation-review","学校买来一批图书，如果每班分40本，可以分给15个班。如果每班分50本，可以分给多少个班？"
"semester-type-coverage","pep-primary-rag2-p6-upper-mc-004","P6","upper","multiple-choice","Exam","28.26","28.26","28.26 | 31.4 | 34.54 | 37.68","花坛半径4米，小路外半径5米。小路面积=π×5²-π×4²=3.14×(25-16)=3.14×9=28.26平方米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-challenge-problem-solving","一个圆形花坛的直径是8米，现在要在花坛周围修一条宽1米的小路。这条小路的面积是多少平方米？（π取3.14）"
"semester-type-coverage","pep-primary-rag2-p6-upper-mc-005","P6","upper","multiple-choice","Challenge","184","184","184 | 200 | 230 | 276","总原价150+80=230元，打八折即付80%，230×0.8=184元。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-percent-data","某商场进行促销活动，所有商品一律打八折销售。小明买了一件原价150元的衣服，又买了一个原价80元的书包。他一共付了多少元？"
"semester-type-coverage","pep-primary-rag2-p6-upper-mc-001","P6","upper","multiple-choice","Challenge","现价比原价低","现价比原价低","现价比原价高 | 现价比原价低 | 现价与原价相同 | 无法确定","提价后为120×1.1=132元，九折后为132×0.9=118.8元，118.8<120，所以现价比原价低。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-percent-data","某商场一款书包原价120元，先提价10%，再打九折出售。现价与原价相比，下面说法正确的是（ ）。"
"semester-type-coverage","pep-primary-rag2-p6-upper-fi-002","P6","upper","fill-in","Exam","东偏南约37°","东偏南约37° | 东偏南37°","","东西位移400+300×cos60°=550米，南北位移-300×sin60°≈-260米。方向角=arctan(260/550)≈25.3°，即东偏南约25°。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-position-direction","小明从家出发，先向东偏北30°方向走400米到达书店，再向南偏东60°方向走300米到达学校。学校在小明家的（ ）方向。"
"semester-type-coverage","pep-primary-rag2-p6-upper-fi-006","P6","upper","fill-in","Exam","南偏西30°，400米","南偏西30°，400米 | 南偏西30度，400米","","方向相对，北偏东30°对应南偏西30°，距离不变。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-position-direction","学校在小红家的北偏东30°方向，距离400米处。小红家在学校的什么方向，距离多少米？"
"semester-type-coverage","pep-primary-rag2-p6-upper-fi-003","P6","upper","fill-in","Challenge","30","30","","甲比乙多5-3=2份，2份对应12，1份是6。甲数=5×6=30。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-fraction-ratio-operations","甲、乙两数的比是5:3，甲数比乙数多12。甲数是（ ）。"
"semester-type-coverage","pep-primary-rag2-p6-upper-sa-007","P6","upper","short-answer","Exam","138.16","138.16 | 138.16平方米","","水池半径=62.8÷3.14÷2=10米，外半径=12米。水泥路面积=3.14×(12²-10²)=3.14×44=138.16平方米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","一个圆形喷水池的周长是62.8米，在它的周围铺一条2米宽的水泥路。水泥路的面积是多少平方米？（π取3.14）"
"semester-type-coverage","pep-primary-rag2-p6-upper-sa-003","P6","upper","short-answer","Exam","50.24","50.24 | 50.24平方厘米","","周长25.12厘米，半径=25.12÷3.14÷2=4厘米。面积=3.14×4²=50.24平方厘米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","用一根长25.12厘米的铁丝围成一个最大的圆，这个圆的面积是多少平方厘米？"
"semester-type-coverage","pep-primary-rag2-p6-upper-sa-010","P6","upper","short-answer","Challenge","40人","40人 | 40","","科技小组占比=1-1/4-1/3-1/6=1/4，已知10人对应1/4，全班人数=10÷1/4=40人。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","六（2）班同学参加兴趣小组情况：参加美术小组的人数占全班的1/4，参加音乐小组的人数占全班的1/3，参加体育小组的人数占全班的1/6，其余参加科技小组。已知参加科技小组的有10人，全班共有多少人？"
"difficulty-coverage","pep-primary-rag2-p6-upper-sa-019","P6","upper","short-answer","Foundation","20分钟","20分钟 | 20","","车轮周长2×3.14×30=188.4厘米=1.884米，每分钟走1.884×100=188.4米，时间3768÷188.4=20分钟。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","一辆自行车的车轮半径是30厘米，车轮每分钟转100圈，要通过一座长3768米的大桥，大约需要多少分钟？（π取3.14）"
"difficulty-coverage","pep-primary-rag2-p6-upper-sa-018","P6","upper","short-answer","Core","138.16平方米","138.16平方米 | 138.16","","花坛半径62.8÷3.14÷2=10米，外圆半径10+2=12米，小路面积3.14×(12²-10²)=138.16平方米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","一个圆形花坛的周长是62.8米，在花坛周围修一条宽2米的小路。求小路的面积。（π取3.14）"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-013","P6","upper","short-answer","Challenge","78.5平方厘米","78.5平方厘米 | 78.5","","周长31.4厘米，半径=31.4÷3.14÷2=5厘米，面积=3.14×5²=78.5平方厘米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","用一根长31.4厘米的铁丝围成一个圆，这个圆的面积是多少平方厘米？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-012","P6","upper","short-answer","Challenge","800米","800米 | 800","","第二天修了全长的(1-1/4)×2/3=1/2，两天共修1/4+1/2=3/4，剩1/4对应200米，全长800米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","修一条路，第一天修了全长的1/4，第二天修了余下的2/3，还剩200米没修。这条路全长多少米？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-015","P6","upper","short-answer","Challenge","40","40 | 40盆","","周长62.8米，间隔1.57米，盆数=62.8÷1.57=40。圆形封闭线路上，盆数等于间隔数。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","一个圆形喷水池的周长是62.8米，在池边每隔1.57米放一盆花，一共可以放多少盆花？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-014","P6","upper","short-answer","Challenge","23.04","23.04 | 23.04平方米","","菜地面积12×8=96平方米。西红柿用96×3/5=57.6平方米，剩38.4平方米；茄子占3/(2+3)，为38.4×3/5=23.04平方米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","小明家有一块长方形菜地，长12米，宽8米。他计划用这块地的3/5种西红柿，剩下的地按2:3的面积比分别种黄瓜和茄子。种茄子的面积是多少平方米？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-017","P6","upper","short-answer","Challenge","78.5%","78.5% | 78.5","","设正方形边长2r，面积4r²。圆面积πr²=3.14r²。占比3.14r²/(4r²)=0.785=78.5%。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","在一个正方形内画一个最大的圆，这个圆的面积是正方形面积的百分之几？（π取3.14，百分号前保留一位小数）"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-016","P6","upper","short-answer","Challenge","200","200 | 200千米","","设全程为x千米。第一小时行x/4，余3x/4。第二小时行3x/4×2/5=3x/10。剩余x-x/4-3x/10=9x/20=90，解得x=200。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","一辆汽车从甲地开往乙地，第一小时行了全程的1/4，第二小时行了余下路程的2/5，这时离乙地还有90千米。甲乙两地相距多少千米？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-008","P6","upper","short-answer","Challenge","138.16平方米","138.16平方米 | 138.16 | 138.16m²","","花坛半径=62.8÷3.14÷2=10米，外圆半径=10+2=12米，小路面积=3.14×(12²-10²)=3.14×44=138.16平方米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","一个圆形花坛的周长是62.8米，在花坛周围修一条2米宽的小路。小路的面积是多少平方米？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-009","P6","upper","short-answer","Challenge","25.12平方厘米","25.12平方厘米 | 25.12 | 25.12cm²","","半圆周长=πr+2r=5.14r=20.56，r=4厘米，面积=πr²÷2=3.14×16÷2=25.12平方厘米。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-circle-geometry","一个半圆形的周长是20.56厘米，这个半圆形的面积是多少平方厘米？"
"risk-weighted-coverage","pep-primary-rag2-p6-upper-sa-004","P6","upper","short-answer","Challenge","17","17 | 17分钟","","前5分钟走了80×5=400米，剩下1200-400=800米。以100米/分走完需要800÷100=8分钟。总时间5+8=13分钟。","pep-primary-p6-upper-percent-position-data","pep-primary-p6-upper-paper-integrated-midterm-final","小明家到学校的距离是1200米。一天，他先以每分钟80米的速度走了5分钟，然后加快了速度，以每分钟100米的速度走完了剩下的路程。请问他走完全程一共用了多少分钟？"
"risk-weighted-coverage","pep-primary-rag2-p6-lower-sa-011","P6","lower","short-answer","Challenge","207","207 | 207平方分米 | 约207","","无盖圆柱表面积=侧面积+一个底面积。侧面积=2×3.14×3×10=188.4平方分米，底面积=3.14×3²=28.26平方分米，总和216.66平方分米，保留整数约217平方分米。","pep-primary-p6-lower-proportion-negative-review","pep-primary-p6-lower-paper-cylinder-cone-geometry","一个圆柱形铁皮水桶（无盖），底面半径是3分米，高是10分米。做这样一个水桶至少需要多少平方分米的铁皮？（得数保留整数）"
