"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-rag2-p4-upper-fi-031","P4","upper","fill-in","Core","积和商的估算","pass","none","200,30,6000","200,30,6000 | 200 30 6000","200, 30, 6000","estimate-rounded-factors-and-product","estimation","pass","solver:estimate-rounded-factors-and-product","估算 198×31 时，可以把198看作 ______，31看作 ______，积大约是 ______。"
"pep-primary-rag2-p4-upper-fi-032","P4","upper","fill-in","Core","数学广角：优化","solver-gap","manual-required","6","6","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈用平底锅煎鱼，每次只能放2条鱼，煎一条鱼需要4分钟（正、反面各需2分钟）。煎3条鱼至少需要 ______ 分钟。"
"pep-primary-rag2-p4-upper-fi-033","P4","upper","fill-in","Core","大数的认识","solver-gap","manual-required","6048030","6048030","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由6个百万、4个万、8个千和3个十组成，这个数写作多少？"
"pep-primary-rag2-p4-upper-fi-034","P4","upper","fill-in","Core","平行四边形和梯形","solver-gap","manual-required","110°","110° | 110","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形中，已知一个角是70°，那么与它相邻的角是多少度？"
"pep-primary-rag2-p4-upper-fi-035","P4","upper","fill-in","Core","易错提优","solver-gap","manual-required","21","21","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数36看成了63，结果得到的商是12，余数是8。正确的商应该是多少？"
"pep-primary-rag2-p4-upper-fi-036","P4","upper","fill-in","Core","三位数乘两位数","solver-gap","manual-required","3510","3510","","","","not-run","solver:no deterministic solver matched this free-form item","计算：234×15的积是多少？"
"pep-primary-rag2-p4-upper-fi-037","P4","upper","fill-in","Core","公顷和平方千米","solver-gap","manual-required","80","80 | 80米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形果园的面积是4公顷，如果它的长是500米，那么宽是多少米？"
"pep-primary-rag2-p4-upper-mc-001","P4","upper","multiple-choice","Core","大数的认识","solver-gap","manual-required","五千零八十三万九千","五千零八十三万九千","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由5个千万、8个十万、3个万和9个千组成，这个数读作（  ）。"
"pep-primary-rag2-p4-upper-mc-002","P4","upper","multiple-choice","Core","条形统计图","solver-gap","manual-required","5格","5格","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某书店一周售出图书数量的统计表。如果用一个格子代表50本，那么售出最多的一天的直条长度应该是（  ）格。\n\n| 星期 | 一 | 二 | 三 | 四 | 五 | 六 | 日 |\n|------|----|----|----|----|----|----|----|\n| 数量/本 | 120 | 85 | 150 | 200 | 175 | 250 | 190 |"
"pep-primary-rag2-p4-upper-mc-003","P4","upper","multiple-choice","Core","三位数乘两位数","solver-gap","manual-required","320 × 50","320 × 50 | 320×50","","","","not-run","solver:no deterministic solver matched this free-form item","下面算式中，积的末尾有3个0的是（  ）。"
"pep-primary-rag2-p4-upper-mc-004","P4","upper","multiple-choice","Core","期末综合","solver-gap","manual-required","11","11","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数32看成了24，结果得到的商是15，余数是5。正确的商应该是（  ）。"
"pep-primary-rag2-p4-upper-mc-005","P4","upper","multiple-choice","Core","角的度量","solver-gap","manual-required","角的大小与两边叉开的大小有关","角的大小与两边叉开的大小有关","","","","not-run","solver:no deterministic solver matched this free-form item","下面关于角的说法，正确的是哪一项？"
"pep-primary-rag2-p4-upper-mc-006","P4","upper","multiple-choice","Core","大数的认识","solver-gap","manual-required","794万","794万","","","","not-run","solver:no deterministic solver matched this free-form item","把 7943260 四舍五入到万位，下面哪个答案是正确的？"
"pep-primary-rag2-p4-upper-mc-007","P4","upper","multiple-choice","Core","条形统计图","solver-gap","manual-required","乒乓球","乒乓球","","","","not-run","solver:no deterministic solver matched this free-form item","下面是四（1）班同学最喜欢的运动项目统计表：\n足球：正正正\n篮球：正正\n乒乓球：正正正正\n羽毛球：正\n如果每个“正”字代表 5 人，那么喜欢哪项运动的人数最多？"
"pep-primary-rag2-p4-upper-mc-008","P4","upper","multiple-choice","Core","三位数乘两位数","solver-gap","manual-required","102×55","102×55","110×50","option-expression-closest-value","estimation","pass","solver:option-expression-closest-value","下列算式中，积最接近5500的是哪一个？"
"pep-primary-rag2-p4-upper-mc-009","P4","upper","multiple-choice","Core","期中综合","solver-gap","manual-required","130°","130°","","","","not-run","solver:no deterministic solver matched this free-form item","用一副三角尺不能拼出多少度的角？"
"pep-primary-rag2-p4-upper-mc-010","P4","upper","multiple-choice","Core","角的度量","solver-gap","manual-required","用10倍放大镜看一个15°的角，看到的角还是15°。","用10倍放大镜看一个15°的角，看到的角还是15°。","","","","not-run","solver:no deterministic solver matched this free-form item","下面说法正确的是："
"pep-primary-rag2-p4-upper-mc-011","P4","upper","multiple-choice","Core","大数的认识","solver-gap","manual-required","5086000","5086000","","","","not-run","solver:no deterministic solver matched this free-form item","2024年，某城市图书馆的藏书量达到五百零八万六千册。这个数写作（ ）。"
"pep-primary-rag2-p4-upper-mc-012","P4","upper","multiple-choice","Core","条形统计图","solver-gap","manual-required","6","6","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某小学四年级学生参加兴趣小组的人数统计表：\n\n| 小组 | 绘画 | 舞蹈 | 书法 | 棋类 |\n|------|------|------|------|------|\n| 人数 | 25   | 18   | 30   | 22   |\n\n在条形统计图中，如果用1格表示5人，那么书法小组的直条应该画（ ）格。"
"pep-primary-rag2-p4-upper-mc-013","P4","upper","multiple-choice","Core","三位数乘两位数","solver-gap","manual-required","先用6乘325，再用4乘325，最后把两次乘得的数加起来","先用6乘325，再用4乘325，最后把两次乘得的数加起来","","","","not-run","solver:no deterministic solver matched this free-form item","计算325×46时，下面哪种说法是正确的？"
"pep-primary-rag2-p4-upper-mc-014","P4","upper","multiple-choice","Foundation","素养拓展","solver-gap","manual-required","11","11","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数32看成了23，结果得到的商是15，余数是18。正确的商应该是多少？"
"pep-primary-rag2-p4-upper-mc-015","P4","upper","multiple-choice","Core","角的度量","solver-gap","manual-required","D. 平行四边形容易变形","D. 平行四边形容易变形 | D","","","","not-run","solver:no deterministic solver matched this free-form item","下面说法正确的是（ ）。"
"pep-primary-rag2-p4-upper-mc-016","P4","upper","multiple-choice","Foundation","大数的认识","solver-gap","manual-required","D. 50607000","D. 50607000 | D","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，读出两个零的数是（ ）。"
"pep-primary-rag2-p4-upper-mc-017","P4","upper","multiple-choice","Core","条形统计图","solver-gap","manual-required","B. 每格代表2人比较合适","B. 每格代表2人比较合适 | B","","","","not-run","solver:no deterministic solver matched this free-form item","下面是四（1）班同学最喜欢的运动项目统计表：\n运动项目：足球 篮球 乒乓球 羽毛球\n人数：12 8 15 10\n如果用条形统计图表示，下面说法正确的是（ ）。"
"pep-primary-rag2-p4-upper-mc-018","P4","upper","multiple-choice","Foundation","三位数乘两位数","pass","none","15000","15000","15000","rounded-multiplication-estimate","estimation","pass","solver:rounded-multiplication-estimate","估算312×49的结果，下面哪个选项最接近？"
"pep-primary-rag2-p4-upper-mc-019","P4","upper","multiple-choice","Core","易错提优","solver-gap","manual-required","12","12","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法时，把除数65写成了56，结果得到的商是13，余数是52。正确的商应该是多少？"
"pep-primary-rag2-p4-upper-mc-020","P4","upper","multiple-choice","Foundation","角的度量","solver-gap","manual-required","130°","130°","","","","not-run","solver:no deterministic solver matched this free-form item","用一副三角尺不能拼出下面哪个角？"
"pep-primary-rag2-p4-upper-mc-021","P4","upper","multiple-choice","Core","大数的认识","solver-gap","manual-required","50836000","50836000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由5个千万、8个十万、3个万和6个千组成，这个数写作（ ）。"
"pep-primary-rag2-p4-upper-mc-022","P4","upper","multiple-choice","Foundation","条形统计图","solver-gap","manual-required","80本","80本","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某书店一周售书数量的条形统计图，每格代表20本。周一售出60本，周二售出80本，周三售出100本，周四售出120本，周五售出140本。售书最多的一天比最少的一天多售出多少本？"
"pep-primary-rag2-p4-upper-mc-023","P4","upper","multiple-choice","Core","三位数乘两位数","solver-gap","manual-required","先算234×50，再算234×2，最后相加","先算234×50，再算234×2，最后相加","","","","not-run","solver:no deterministic solver matched this free-form item","计算234 × 52时，下面说法正确的是（ ）。"
"pep-primary-rag2-p4-upper-mc-024","P4","upper","multiple-choice","Foundation","期末综合","solver-gap","manual-required","8000880","8000880","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，只读一个零的是（ ）。"
"pep-primary-rag2-p4-upper-mc-025","P4","upper","multiple-choice","Core","角的度量","solver-gap","manual-required","越大","越大","","","","not-run","solver:no deterministic solver matched this free-form item","一个角的两条边张开得越大，这个角就（    ）。"
"pep-primary-rag2-p4-upper-mc-026","P4","upper","multiple-choice","Foundation","大数的认识","solver-gap","manual-required","50607000","50607000","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，读出两个零的数是（    ）。"
"pep-primary-rag2-p4-upper-mc-027","P4","upper","multiple-choice","Foundation","平行四边形和梯形","solver-gap","manual-required","梯形只有一组对边平行","梯形只有一组对边平行","","","","not-run","solver:no deterministic solver matched this free-form item","下面说法正确的是（    ）。"
"pep-primary-rag2-p4-upper-mc-028","P4","upper","multiple-choice","Foundation","素养拓展","solver-gap","manual-required","54999","54999","","","","not-run","solver:no deterministic solver matched this free-form item","一个数省略万位后面的尾数约是 5 万，这个数最大是（    ）。"
"pep-primary-rag2-p4-upper-mc-029","P4","upper","multiple-choice","Foundation","三位数乘两位数","solver-gap","manual-required","302×27","302×27","503×16","option-expression-closest-value","estimation","pass","solver:option-expression-closest-value","下面哪个算式的积最接近 8000？"
"pep-primary-rag2-p4-upper-mc-030","P4","upper","multiple-choice","Foundation","公顷和平方千米","pass","none","10公顷","10公顷","10公顷","rectangle-area-hectare-conversion","area","pass","solver:rectangle-area-hectare-conversion","一个长方形果园长500米，宽200米，它的面积是多少公顷？"
"pep-primary-rag2-p4-upper-mc-031","P4","upper","multiple-choice","Foundation","亿以内数","solver-gap","manual-required","5060300","5060300","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，读出两个零的数是（ ）。"
"pep-primary-rag2-p4-upper-mc-032","P4","upper","multiple-choice","Foundation","角的度量","solver-gap","manual-required","15°","15°","","","","not-run","solver:no deterministic solver matched this free-form item","用一个10倍的放大镜看一个15°的角，看到的角是（ ）。"
"pep-primary-rag2-p4-upper-mc-033","P4","upper","multiple-choice","Foundation","期末综合","solver-gap","manual-required","两个锐角的和可能是钝角","两个锐角的和可能是钝角","","","","not-run","solver:no deterministic solver matched this free-form item","下面说法正确的是（ ）。"
"pep-primary-rag2-p4-upper-mc-034","P4","upper","multiple-choice","Foundation","除数是两位数的除法","solver-gap","manual-required","402×29","402×29","198×61","option-expression-closest-value","estimation","fail","solver:option-expression-closest-value || explanation:computed result not found or contradiction pattern present","估算下面算式的结果，哪个最接近12000？"
"pep-primary-rag2-p4-upper-mc-035","P4","upper","multiple-choice","Core","条形统计图","solver-gap","manual-required","50本","50本","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某书店一周售出图书数量的条形统计图描述：周一售出45本，周二售出60本，周三售出55本，周四售出70本，周五售出80本，周六售出95本，周日售出90本。售出数量最多的一天比最少的一天多多少本？"
"pep-primary-rag2-p4-upper-mc-036","P4","upper","multiple-choice","Core","近似数","solver-gap","manual-required","499999","499999","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个数的近似数是50万？"
"pep-primary-rag2-p4-upper-mc-037","P4","upper","multiple-choice","Core","平行与垂直","solver-gap","manual-required","互相平行","互相平行","","","","not-run","solver:no deterministic solver matched this free-form item","在同一平面内，如果直线a垂直于直线b，直线b垂直于直线c，那么直线a和直线c的关系是？"
"pep-primary-rag2-p4-upper-mc-038","P4","upper","multiple-choice","Core","素养拓展","solver-gap","manual-required","减去256","减去256","","","","not-run","solver:no deterministic solver matched this free-form item","小明用计算器计算“256×38”时，不小心按成了“256×39”，他只要再怎样操作就能得到正确结果？"
"pep-primary-rag2-p4-upper-sa-001","P4","upper","short-answer","Challenge","平行四边形和梯形","solver-gap","manual-required","梯形","梯形 | 梯形。因为只有一组对边平行。","","","","not-run","solver:no deterministic solver matched this free-form item","一个四边形，它的一组对边平行，另一组对边不平行，且四个角都不是直角。这个四边形是什么图形？请写出它的名称，并说明你的判断理由。"
"pep-primary-rag2-p4-upper-sa-002","P4","upper","short-answer","Challenge","近似数","solver-gap","manual-required","最小是75000，最大是84999。","最小是75000，最大是84999。 | 最小75000，最大84999。 | 75000和84999","","","","not-run","solver:no deterministic solver matched this free-form item","一个数省略万位后面的尾数后约是8万。这个数原来最小是多少？最大是多少？请写出这两个数，并说明你是怎样想的。"
"pep-primary-rag2-p4-upper-sa-003","P4","upper","short-answer","Challenge","公顷和平方千米","solver-gap","manual-required","80吨","80吨 | 80 | 80吨。","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形果园长400米，宽250米。如果每公顷收水果8吨，这个果园一共可以收水果多少吨？请写出计算过程。"
"pep-primary-rag2-p4-upper-sa-004","P4","upper","short-answer","Challenge","积和商的估算","solver-gap","manual-required","6000本","6000本 | 6000 | 约6000本 | 大约6000本","","","","not-run","solver:no deterministic solver matched this free-form item","学校要为 28 个班每班配备 196 本图书，估算一下，学校大约需要准备多少本图书？写出估算过程。"
"pep-primary-rag2-p4-upper-sa-005","P4","upper","short-answer","Challenge","易错提优","solver-gap","manual-required","25","25 | 商是25","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数 36 看成了 63，结果得到的商是 14，余数是 18。正确的商应该是多少？请写出你的思考过程。"
"pep-primary-rag2-p4-upper-sa-006","P4","upper","short-answer","Challenge","平行四边形和梯形","solver-gap","manual-required","30平方厘米","30平方厘米 | 30 | 面积是30平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两条边的长度分别是 8 厘米和 5 厘米。一条边上的高是 6 厘米。这个平行四边形的面积是多少平方厘米？请说明你是怎样确定底和高的。"
"pep-primary-rag2-p4-upper-sa-007","P4","upper","short-answer","Challenge","近似数","solver-gap","manual-required","写作60405000，近似数是60000000","写作60405000，近似数是60000000 | 60405000，近似数是60000000 | 60405000，60000000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数千万位上是6，十万位上是4，千位上是5，其余数位上是0。这个数写作多少？把它四舍五入到百万位得到的近似数是多少？"
"pep-primary-rag2-p4-upper-sa-008","P4","upper","short-answer","Challenge","公顷和平方千米","pass","none","面积10公顷，一共栽2000棵","面积10公顷，一共栽2000棵 | 10公顷，2000棵 | 面积是10公顷，可以栽2000棵","10公顷; 2000棵","rectangle-area-hectare-conversion","area","pass","solver:rectangle-area-hectare-conversion","一个长方形果园长400米，宽250米，它的面积是多少公顷？如果每公顷栽果树200棵，这个果园一共可以栽多少棵果树？"
"pep-primary-rag2-p4-upper-sa-009","P4","upper","short-answer","Challenge","积和商的估算","solver-gap","manual-required","对，因为他把36拆成30和6分别乘，运用了乘法分配律。","对，因为他把36拆成30和6分别乘，运用了乘法分配律。 | 对，运用了乘法分配律 | 正确，利用了乘法分配律","","","","not-run","solver:no deterministic solver matched this free-form item","小明计算248×36时，先算248×30=7440，再算248×6=1488，最后相加得8928。他这样算对吗？为什么？"
"pep-primary-rag2-p4-upper-sa-010","P4","upper","short-answer","Challenge","期末综合","solver-gap","manual-required","最大是204999，最小是195000","最大是204999，最小是195000 | 最大204999，最小195000 | 204999，195000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数四舍五入到万位约是20万，这个数最大是多少？最小是多少？"
"pep-primary-rag2-p4-upper-sa-011","P4","upper","short-answer","Challenge","平行四边形和梯形","solver-gap","manual-required","梯形","梯形","","","","not-run","solver:no deterministic solver matched this free-form item","一个四边形，只有一组对边平行，另一组对边不平行。这个四边形可能是什么图形？请写出名称，并简要说明理由。"
"pep-primary-rag2-p4-upper-sa-012","P4","upper","short-answer","Challenge","近似数","solver-gap","manual-required","最大是204999，最小是195000","最大是204999，最小是195000 | 最大204999，最小195000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数省略万位后面的尾数后约是20万。这个数最大是多少？最小是多少？请写出思考过程。"
"pep-primary-rag2-p4-upper-sa-013","P4","upper","short-answer","Core","公顷和平方千米","pass","none","10公顷，2000棵","10公顷，2000棵 | 10公顷 2000棵","10公顷; 2000棵","rectangle-area-hectare-conversion","area","pass","solver:rectangle-area-hectare-conversion","一个长方形果园长400米，宽250米。这个果园的面积是多少公顷？如果每公顷栽果树200棵，一共可以栽多少棵？"
"pep-primary-rag2-p4-upper-sa-014","P4","upper","short-answer","Foundation","积和商的估算","solver-gap","manual-required","9000元","9000元 | 9000 | 约9000元 | 大约9000元","","","","not-run","solver:no deterministic solver matched this free-form item","学校要为图书馆购买一批新书，每本书的价格是28元。如果购买312本，大约需要多少钱？请写出估算过程。"
"pep-primary-rag2-p4-upper-sa-015","P4","upper","short-answer","Core","期中综合","solver-gap","manual-required","11","11","","","","not-run","solver:no deterministic solver matched this free-form item","小明在计算一道除法题时，把除数32看成了23，结果得到商是15，余数是18。正确的商应该是多少？请写出思考过程。"
"pep-primary-rag2-p4-upper-sa-016","P4","upper","short-answer","Foundation","平行四边形和梯形","solver-gap","manual-required","21厘米","21厘米 | 21","","","","not-run","solver:no deterministic solver matched this free-form item","一个等腰梯形的上底是5厘米，下底是8厘米，一条腰长4厘米。这个梯形的周长是多少厘米？"
"pep-primary-rag2-p4-upper-sa-017","P4","upper","short-answer","Core","近似数","solver-gap","manual-required","5680000","5680000 | 568万","","","","not-run","solver:no deterministic solver matched this free-form item","一个城市的人口是5678921人。把这个数四舍五入到万位，得到的近似数是多少？"
"pep-primary-rag2-p4-upper-sa-018","P4","upper","short-answer","Foundation","公顷和平方千米","pass","none","10","10 | 10公顷","10公顷","rectangle-area-hectare-conversion","area","pass","solver:rectangle-area-hectare-conversion","一个长方形果园长400米，宽250米，它的面积是多少公顷？"
"pep-primary-rag2-p4-upper-sa-019","P4","upper","short-answer","Core","积和商的估算","solver-gap","manual-required","40","40","","","","not-run","solver:no deterministic solver matched this free-form item","估算：798÷21大约是多少？"
"pep-primary-rag2-p4-upper-sa-020","P4","upper","short-answer","Foundation","素养拓展","solver-gap","manual-required","1476","1476","","","","not-run","solver:no deterministic solver matched this free-form item","小明在计算一道乘法时，把一个因数12看成了21，结果得到的积比正确的积多了1107。正确的积是多少？"
"pep-primary-rag2-p4-upper-sa-021","P4","upper","short-answer","Core","平行四边形和梯形","solver-gap","manual-required","8","8 | 8厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形的周长是36厘米，其中一条边长10厘米。与它相邻的边长多少厘米？"
"pep-primary-rag2-p4-upper-sa-022","P4","upper","short-answer","Foundation","近似数","solver-gap","manual-required","最大204999，最小195000","最大204999，最小195000 | 最大是204999，最小是195000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数省略万位后面的尾数约是20万，这个数最大是多少？最小是多少？"
"pep-primary-rag2-p4-upper-sa-023","P4","upper","short-answer","Core","公顷和平方千米","pass","none","10公顷","10公顷 | 10","10公顷","rectangle-area-hectare-conversion","area","pass","solver:rectangle-area-hectare-conversion","一个长方形果园长400米，宽250米，这个果园的面积是多少公顷？"
"pep-primary-rag2-p4-upper-sa-024","P4","upper","short-answer","Foundation","积和商的估算","solver-gap","manual-required","不能一次运完。","不能一次运完。 | 不能一次运完 | 不能","","","","not-run","solver:no deterministic solver matched this free-form item","果园采摘了 382 箱苹果，每箱重 25 千克。用一辆载重 10 吨的卡车来运，能一次运完吗？请写出估算过程。"
"pep-primary-rag2-p4-upper-sa-025","P4","upper","short-answer","Core","易错提优","solver-gap","manual-required","24","24 | 24。","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数 36 看成了 63，结果得到的商是 14，余数是 9。正确的商应该是多少？"
"pep-primary-rag2-p5-lower-fi-001","P5","lower","fill-in","Core","因数与倍数","solver-gap","manual-required","90","90","","","","not-run","solver:no deterministic solver matched this free-form item","一个两位数，既是3的倍数，又是5的倍数，并且是偶数。这个数最大是______。"
"pep-primary-rag2-p5-lower-fi-002","P5","lower","fill-in","Exam","长方体和正方体","pass","none","160","160","160","cuboid-volume","volume","pass","solver:cuboid-volume","一个长方体，长8厘米，宽5厘米，高4厘米。它的体积是______立方厘米。"
"pep-primary-rag2-p5-lower-fi-003","P5","lower","fill-in","Challenge","分数的意义和性质","solver-gap","manual-required","12/16","12/16","","","","not-run","solver:no deterministic solver matched this free-form item","一个分数，分子与分母的和是28，约分后是3/4。原来的分数是______。"
"pep-primary-rag2-p5-lower-fi-004","P5","lower","fill-in","Foundation","图形的运动","solver-gap","manual-required","正方形","正方形 | 圆","","","","not-run","solver:no deterministic solver matched this free-form item","一个图形绕点O顺时针旋转90°后，与原来的图形完全重合。这个图形可能是______（填一种图形名称）。"
"pep-primary-rag2-p5-lower-fi-005","P5","lower","fill-in","Core","分数加法和减法","pass","none","13/24","13/24","0.54166667","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：3/8 + 1/6 = （ ）/（ ）（填最简分数）"
"pep-primary-rag2-p5-lower-fi-006","P5","lower","fill-in","Exam","因数与倍数","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","在1、2、9、13、18、21、27中，既是奇数又是合数的数有（ ）个。"
"pep-primary-rag2-p5-lower-fi-007","P5","lower","fill-in","Challenge","长方体和正方体","solver-gap","manual-required","245","245","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方体，如果高增加2厘米，就变成一个正方体，这时表面积比原来增加56平方厘米。原来长方体的体积是（ ）立方厘米。"
"pep-primary-rag2-p5-lower-fi-008","P5","lower","fill-in","Foundation","分数的意义和性质","solver-gap","manual-required","10","10","","","","not-run","solver:no deterministic solver matched this free-form item","把5/8的分母加上16，要使分数的大小不变，分子应该加上（    ）。"
"pep-primary-rag2-p5-lower-fi-009","P5","lower","fill-in","Foundation","观察物体","solver-gap","manual-required","6","6","","","","not-run","solver:no deterministic solver matched this free-form item","一个立体图形，从正面看是“田”字形，从上面看是“日”字形（横着的日），从左面看是“日”字形（竖着的日）。这个立体图形至少由（    ）个小正方体搭成。"
"pep-primary-rag2-p5-lower-fi-010","P5","lower","fill-in","Foundation","分数加法和减法","pass","none","13/24","13/24","0.54166667","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：3/8 + 1/6 = （    ）/（    ）（填最简分数）"
"pep-primary-rag2-p5-lower-fi-011","P5","lower","fill-in","Foundation","因数与倍数","solver-gap","manual-required","5和13（或7和11）","5和13（或7和11） | 5和13 | 13和5 | 7和11 | 11和7","","","","not-run","solver:no deterministic solver matched this free-form item","在横线上填上合适的质数：18 = ______ + ______。"
"pep-primary-rag2-p5-lower-fi-012","P5","lower","fill-in","Foundation","长方体和正方体","solver-gap","manual-required","125","125","","","","not-run","solver:no deterministic solver matched this free-form item","一个正方体的棱长总和是60厘米，它的体积是______立方厘米。"
"pep-primary-rag2-p5-lower-fi-013","P5","lower","fill-in","Foundation","分数的意义和性质","solver-gap","manual-required","1/8，3/8","1/8，3/8","","","","not-run","solver:no deterministic solver matched this free-form item","把一根3米长的绳子平均分成8段，每段占全长的______，每段长______米。"
"pep-primary-rag2-p5-lower-fi-014","P5","lower","fill-in","Foundation","期末综合","solver-gap","manual-required","6","6","","","","not-run","solver:no deterministic solver matched this free-form item","一个几何体从正面看是“田”字形，从上面看是“日”字形，它最少由______个小正方体搭成。"
"pep-primary-rag2-p5-lower-fi-015","P5","lower","fill-in","Foundation","分数加法和减法","pass","none","13/20","13/20","0.65","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：2/5 + 1/4 = （ ）/（ ）（填最简分数）"
"pep-primary-rag2-p5-lower-fi-016","P5","lower","fill-in","Foundation","因数与倍数","solver-gap","manual-required","2","2","","","","not-run","solver:no deterministic solver matched this free-form item","在1~20的自然数中，既是奇数又是合数的数有（ ）个。"
"pep-primary-rag2-p5-lower-fi-017","P5","lower","fill-in","Foundation","长方体和正方体","pass","none","150,125","150,125 | 150 125","125","cube-volume","volume","pass","solver:cube-volume","一个正方体的棱长是5厘米，它的表面积是（ ）平方厘米，体积是（ ）立方厘米。"
"pep-primary-rag2-p5-lower-fi-018","P5","lower","fill-in","Foundation","分数的意义和性质","pass","none","2/3","2/3 | 三分之二","2/3","simplify-fraction","fractions","pass","solver:simplify-fraction","把 24/36 化成最简分数。"
"pep-primary-rag2-p5-lower-fi-019","P5","lower","fill-in","Core","折线统计图","solver-gap","manual-required","80","80 | 80米/分","","","","not-run","solver:no deterministic solver matched this free-form item","根据折线统计图描述：小明从家出发去图书馆，前10分钟走了800米，然后休息了5分钟，最后用15分钟走完剩下的1200米。小明全程的平均速度是每分钟多少米？"
"pep-primary-rag2-p5-lower-fi-020","P5","lower","fill-in","Foundation","分数加法和减法","pass","none","5/9","5/9 | 九分之五","0.55555556","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：7/9 - 2/9 = □/□，结果用最简分数表示。"
"pep-primary-rag2-p5-lower-fi-021","P5","lower","fill-in","Core","因数与倍数","solver-gap","manual-required","9,15","9,15 | 15,9","","","","not-run","solver:no deterministic solver matched this free-form item","在1到20的自然数中，既是奇数又是合数的数有______。"
"pep-primary-rag2-p5-lower-fi-022","P5","lower","fill-in","Foundation","长方体和正方体","pass","none","125","125","125","cube-volume","volume","pass","solver:cube-volume","一个正方体的棱长是5厘米，它的体积是______立方厘米。"
"pep-primary-rag2-p5-lower-fi-023","P5","lower","fill-in","Core","分数的意义和性质","solver-gap","manual-required","1/5,3/5","1/5,3/5 | 1/5，3/5","","","","not-run","solver:no deterministic solver matched this free-form item","把一根3米长的绳子平均分成5段，每段占全长的______，每段长______米。"
"pep-primary-rag2-p5-lower-fi-024","P5","lower","fill-in","Foundation","图形的运动","solver-gap","manual-required","(6,8)","(6,8) | 6,8","","","","not-run","solver:no deterministic solver matched this free-form item","一个图形先向右平移4格，再向下平移3格后，位置在（10,5）。这个图形原来的位置用数对表示是______。"
"pep-primary-rag2-p5-lower-fi-025","P5","lower","fill-in","Core","分数加法和减法","pass","none","31/36","31/36","0.86111111","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：7/12 + 5/18 = （ ）/（ ）（填最简分数）"
"pep-primary-rag2-p5-lower-fi-026","P5","lower","fill-in","Foundation","因数与倍数","solver-gap","manual-required","2,3","2,3 | 2 3 | 2个,3个","","","","not-run","solver:no deterministic solver matched this free-form item","在1、2、9、13、20、51中，质数有（ ）个，合数有（ ）个。"
"pep-primary-rag2-p5-lower-fi-027","P5","lower","fill-in","Core","长方体和正方体","pass","none","160","160","160","cuboid-volume","volume","pass","solver:cuboid-volume","一个长方体的长是8厘米，宽是5厘米，高是4厘米，它的体积是（ ）立方厘米。"
"pep-primary-rag2-p5-lower-fi-028","P5","lower","fill-in","Core","分数的意义和性质","solver-gap","manual-required","2/3","2/3","","","","not-run","solver:no deterministic solver matched this free-form item","把下面的分数约分成最简分数：12/18 = (___)/(___)"
