questionId,status,decision,reviewNotes,grade,family,needLevel,illustrationKind,priority,imagePath,promptZhHans,imageBriefZhHans
pep-primary-p6-l-sa-192,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-192.png,第192小组：气温是-10°C，升高3°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第192小组：气温是-10°C，升高3°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-193,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-193.png,第193小组：气温是-9°C，升高5°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第193小组：气温是-9°C，升高5°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-194,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-194.png,第194小组：气温是-8°C，升高7°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第194小组：气温是-8°C，升高7°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-195,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-195.png,第195小组：气温是-7°C，升高9°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第195小组：气温是-7°C，升高9°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-196,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-196.png,第196小组：气温是-6°C，升高3°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第196小组：气温是-6°C，升高3°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-197,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-197.png,第197小组：气温是-5°C，升高5°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第197小组：气温是-5°C，升高5°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-198,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-198.png,第198小组：气温是-4°C，升高7°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第198小组：气温是-4°C，升高7°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-199,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-199.png,第199小组：气温是-3°C，升高9°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第199小组：气温是-3°C，升高9°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-sa-200,missing,,,P6,negative-review,core,number-line,P1,candidates/P6/negative-review/pep-primary-p6-l-sa-200.png,第200小组：气温是-2°C，升高3°C后是多少摄氏度？,为人教版小学数学“负数与小学总复习”题目生成一张负数数轴/温度变化题目插图。题干：第200小组：气温是-2°C，升高3°C后是多少摄氏度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-101,pending,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-101.png,晨晨原来有66张积木，送出10张，现在有多少张？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：晨晨原来有66张积木，送出10张，现在有多少张？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-102,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-102.png,种植区记录了72个作品，后来撤下15个，现在记录多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：种植区记录了72个作品，后来撤下15个，现在记录多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-103,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-103.png,一袋材料先有78个，活动中用掉20个，活动后有多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：一袋材料先有78个，活动中用掉20个，活动后有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-104,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-104.png,种植区记录了58个作品，后来撤下7个，现在记录多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：种植区记录了58个作品，后来撤下7个，现在记录多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-105,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-105.png,一袋材料先有64个，活动中用掉12个，活动后有多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：一袋材料先有64个，活动中用掉12个，活动后有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-106,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-106.png,小林原来有70张练习本，送出17张，现在有多少张？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：小林原来有70张练习本，送出17张，现在有多少张？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-107,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-107.png,手工桌记录了76个作品，后来撤下5个，现在记录多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：手工桌记录了76个作品，后来撤下5个，现在记录多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-108,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-108.png,一袋材料先有34个，活动中用掉10个，活动后有多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：一袋材料先有34个，活动中用掉10个，活动后有多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-109,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-109.png,乐乐原来有40张奖章，送出15张，现在有多少张？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：乐乐原来有40张奖章，送出15张，现在有多少张？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-110,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-110.png,第110小组：计算：50-14=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第110小组：计算：50-14=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-111,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-111.png,第111小组：计算：57+19=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第111小组：计算：57+19=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-112,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-112.png,第112小组：计算：64-6=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第112小组：计算：64-6=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-113,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-113.png,第113小组：计算：71+11=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第113小组：计算：71+11=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-114,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-114.png,第114小组：计算：78-16=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第114小组：计算：78-16=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-115,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-115.png,第115小组：计算：35+21=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第115小组：计算：35+21=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-116,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-116.png,第116小组：计算：42-8=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第116小组：计算：42-8=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-117,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-117.png,第117小组：计算：49+13=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第117小组：计算：49+13=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-118,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-118.png,第118小组：计算：56-18=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第118小组：计算：56-18=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-119,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-119.png,第119小组：计算：63+5=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第119小组：计算：63+5=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-120,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-120.png,第120小组：计算：70-10=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第120小组：计算：70-10=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-121,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-121.png,第121小组：计算：77+15=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第121小组：计算：77+15=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-122,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-122.png,第122小组：计算：34-20=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第122小组：计算：34-20=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-123,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-123.png,第123小组：计算：41+7=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第123小组：计算：41+7=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-124,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-124.png,小林原来有40张练习本，送出20张，现在有多少张？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：小林原来有40张练习本，送出20张，现在有多少张？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-125,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-125.png,第125小组：计算：55+17=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第125小组：计算：55+17=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-126,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-126.png,第126小组：计算：62-4=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第126小组：计算：62-4=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-127,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-127.png,第127小组：计算：69+9=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第127小组：计算：69+9=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-128,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-128.png,第128小组：计算：76-14=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第128小组：计算：76-14=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-129,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-129.png,第129小组：计算：33+19=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第129小组：计算：33+19=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-130,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-130.png,第130小组：计算：40-6=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第130小组：计算：40-6=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-131,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-131.png,第131小组：计算：47+11=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第131小组：计算：47+11=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-132,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-132.png,第132小组：计算：54-16=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第132小组：计算：54-16=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-133,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-133.png,第133小组：计算：61+21=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第133小组：计算：61+21=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-134,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-134.png,第134小组：计算：68-8=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第134小组：计算：68-8=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-135,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-135.png,第135小组：计算：75+13=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第135小组：计算：75+13=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-136,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-136.png,第136小组：计算：32-18=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第136小组：计算：32-18=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-137,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-137.png,第137小组：计算：39+5=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第137小组：计算：39+5=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-138,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-138.png,第138小组：计算：46-10=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第138小组：计算：46-10=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-139,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-139.png,第139小组：计算：53+15=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第139小组：计算：53+15=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-140,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-140.png,第140小组：计算：60-20=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第140小组：计算：60-20=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-141,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-141.png,第141小组：计算：67+7=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第141小组：计算：67+7=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-142,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-142.png,第142小组：计算：74-12=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第142小组：计算：74-12=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-143,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-143.png,第143小组：计算：31+17=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第143小组：计算：31+17=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-144,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-144.png,第144小组：计算：38-4=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第144小组：计算：38-4=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-145,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-145.png,第145小组：计算：45+9=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第145小组：计算：45+9=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-146,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-146.png,第146小组：计算：52-14=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第146小组：计算：52-14=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-147,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-147.png,手工桌记录了60个作品，后来撤下11个，现在记录多少个？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：手工桌记录了60个作品，后来撤下11个，现在记录多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-148,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-148.png,第148小组：计算：66-6=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第148小组：计算：66-6=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-149,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-149.png,第149小组：计算：73+11=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第149小组：计算：73+11=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p1-l-fi-150,missing,,,P1,addition-subtraction,recommended,counters,P2,candidates/P1/addition-subtraction/pep-primary-p1-l-fi-150.png,第150小组：计算：30-16=？,为人教版小学数学“100以内数与加减法”题目生成一张具体物加减/拿走与增加题目插图。题干：第150小组：计算：30-16=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-l-fi-101,pending,,,P2,division-remainder,recommended,sharing-groups,P2,candidates/P2/division-remainder/pep-primary-p2-l-fi-101.png,小林把23张卡片按每6张一份整理，商和余数是多少？,为人教版小学数学“表内除法与有余数除法”题目生成一张平均分/包含分/余数题目插图。题干：小林把23张卡片按每6张一份整理，商和余数是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-l-fi-102,missing,,,P2,division-remainder,recommended,sharing-groups,P2,candidates/P2/division-remainder/pep-primary-p2-l-fi-102.png,晨晨把39张彩笔按每4张一份整理，商和余数是多少？,为人教版小学数学“表内除法与有余数除法”题目生成一张平均分/包含分/余数题目插图。题干：晨晨把39张彩笔按每4张一份整理，商和余数是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-l-fi-103,missing,,,P2,division-remainder,recommended,sharing-groups,P2,candidates/P2/division-remainder/pep-primary-p2-l-fi-103.png,第103小组：把47个物品按每组7个分组，商和余数是多少？,为人教版小学数学“表内除法与有余数除法”题目生成一张平均分/包含分/余数题目插图。题干：第103小组：把47个物品按每组7个分组，商和余数是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-l-fi-104,missing,,,P2,division-remainder,recommended,sharing-groups,P2,candidates/P2/division-remainder/pep-primary-p2-l-fi-104.png,种植区有54个材料，每7个装一袋，可以装几袋，还剩几个？,为人教版小学数学“表内除法与有余数除法”题目生成一张平均分/包含分/余数题目插图。题干：种植区有54个材料，每7个装一袋，可以装几袋，还剩几个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p2-l-fi-105,missing,,,P2,division-remainder,recommended,sharing-groups,P2,candidates/P2/division-remainder/pep-primary-p2-l-fi-105.png,第105小组：把7个物品按每组2个分组，商和余数是多少？,为人教版小学数学“表内除法与有余数除法”题目生成一张平均分/包含分/余数题目插图。题干：第105小组：把7个物品按每组2个分组，商和余数是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
