id,grade,topicId,type,difficulty,generatorFamily,generatorVariant,independentAnswer,storedAnswer,status,reviewReason,notes
pep-high-hybrid-v1-s5-s5-conics-mc-066,S5,pep-high-s5-conics,multiple-choice,Challenge,conics,ellipse-c-squared,9,9,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-067,S5,pep-high-s5-conics,short-answer,Exam,conics,ellipse-focal-distance,8,8,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-fi-068,S5,pep-high-s5-conics,fill-in,Foundation,conics,parabola-p,3,3,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-mc-069,S5,pep-high-s5-conics,multiple-choice,Core,conics,ellipse-c-squared,4,4,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-070,S5,pep-high-s5-conics,short-answer,Challenge,conics,ellipse-focal-distance,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-fi-071,S5,pep-high-s5-conics,fill-in,Exam,conics,parabola-p,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-mc-072,S5,pep-high-s5-conics,multiple-choice,Foundation,conics,ellipse-c-squared,1,1,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-073,S5,pep-high-s5-conics,short-answer,Core,conics,ellipse-focal-distance,4,4,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-074,S5,pep-high-s5-conics,short-answer,Challenge,conics,ellipse-focal-distance,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-075,S5,pep-high-s5-conics,short-answer,Exam,conics,ellipse-focal-distance,8,8,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-076,S5,pep-high-s5-conics,short-answer,Foundation,conics,ellipse-focal-distance,2,2,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-077,S5,pep-high-s5-conics,short-answer,Core,conics,ellipse-focal-distance,4,4,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-078,S5,pep-high-s5-conics,short-answer,Challenge,conics,ellipse-focal-distance,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-079,S5,pep-high-s5-conics,short-answer,Exam,conics,ellipse-focal-distance,8,8,pass,,OK
pep-high-hybrid-v1-s5-s5-conics-sa-080,S5,pep-high-s5-conics,short-answer,Foundation,conics,ellipse-focal-distance,2,2,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-001,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,18,18,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-002,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,63,63,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-003,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,28,28,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-004,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,180,180,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-005,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,90,90,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-006,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,19,19,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-007,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,32,32,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-008,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,36,36,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-009,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,24,24,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-010,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,20,20,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-011,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,84,84,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-012,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,22,22,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-013,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,50,50,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-014,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,255,255,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-015,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,14,14,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-016,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,45,45,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-017,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,60,60,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-018,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,21,21,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-019,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,72,72,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-020,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,52,52,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-021,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,20,20,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-022,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,80,80,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-023,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,286,286,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-024,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,16,16,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-025,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,8,8,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-026,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,48,48,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-027,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,22,22,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-028,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,125,125,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-029,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,234,234,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-030,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,10,10,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-031,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,18,18,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-032,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,30,30,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-033,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,20,20,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-034,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,180,180,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-035,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,63,63,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-036,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,15,15,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-037,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,32,32,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-038,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,210,210,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-039,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,54,54,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-040,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,20,20,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-041,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,50,50,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-042,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,16,16,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-043,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,50,50,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-044,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,164,164,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-045,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,12,12,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-046,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,45,45,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-047,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,231,231,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-048,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,13,13,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-049,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,72,72,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-050,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,33,33,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-051,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,16,16,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-052,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,80,80,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-053,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,198,198,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-054,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,46,46,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-055,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,8,8,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-056,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,24,24,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-057,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,16,16,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-058,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,125,125,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-059,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,147,147,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-060,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,8,8,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-061,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,18,18,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-062,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,165,165,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-063,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,44,44,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-064,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,180,180,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-065,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,40,40,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-066,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,11,11,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-067,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,32,32,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-068,S5,pep-high-s5-sequences,fill-in,Challenge,sequences,arithmetic-sum,136,136,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-069,S5,pep-high-s5-sequences,multiple-choice,Core,sequences,arithmetic-nth-term,44,44,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-070,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,20,20,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-fi-071,S5,pep-high-s5-sequences,fill-in,Core,sequences,arithmetic-sum,176,176,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-mc-072,S5,pep-high-s5-sequences,multiple-choice,Challenge,sequences,arithmetic-nth-term,10,10,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-073,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,50,50,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-074,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,108,108,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-075,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,16,16,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-076,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,45,45,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-077,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,96,96,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-078,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,25,25,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-079,S5,pep-high-s5-sequences,short-answer,Core,sequences,geometric-third-term,72,72,pass,,OK
pep-high-hybrid-v1-s5-s5-sequences-sa-080,S5,pep-high-s5-sequences,short-answer,Challenge,sequences,geometric-third-term,12,12,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-001,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-6,-6,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-002,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,1/6,1/6,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-003,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,8,8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-004,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,5,5,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-005,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-1/2,-1/2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-006,S5,pep-high-s5-derivatives,multiple-choice,Challenge,derivatives,quadratic-derivative-value,-3,-3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-007,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-008,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,1,1,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-009,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,7,7,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-010,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,-12,-12,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-011,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-1/8,-1/8,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-012,S5,pep-high-s5-derivatives,multiple-choice,Challenge,derivatives,quadratic-derivative-value,2,2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-013,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,7,7,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-014,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-015,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-18,-18,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-016,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-017,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,0,0,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-018,S5,pep-high-s5-derivatives,multiple-choice,Challenge,derivatives,quadratic-derivative-value,7,7,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-019,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,18,18,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-020,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,-3/2,-3/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-021,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-7,-7,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-022,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,-2,-2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-023,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,1/8,1/8,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-024,S5,pep-high-s5-derivatives,multiple-choice,Challenge,derivatives,quadratic-derivative-value,4,4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-025,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-7,-7,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-026,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,-1/3,-1/3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-027,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,3,3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-028,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,-1,-1,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-029,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-030,S5,pep-high-s5-derivatives,multiple-choice,Challenge,derivatives,quadratic-derivative-value,-13,-13,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-031,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-8,-8,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-032,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,-1/2,-1/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-033,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-034,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,15,15,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-035,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,3/8,3/8,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-036,S5,pep-high-s5-derivatives,multiple-choice,Challenge,derivatives,quadratic-derivative-value,-4,-4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-037,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-1,-1,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-038,S5,pep-high-s5-derivatives,fill-in,Challenge,derivatives,quadratic-extreme-point,0,0,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-039,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,17,17,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-040,S5,pep-high-s5-derivatives,short-answer,Challenge,derivatives,tangent-slope,-2,-2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-041,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-3/4,-3/4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-042,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-043,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,6,6,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-044,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,1/2,1/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-045,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-8,-8,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-046,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-5,-5,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-047,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-1/4,-1/4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-048,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,5,5,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-049,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,5,5,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-050,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,1/3,1/3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-051,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-9,-9,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-052,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,0,0,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-053,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-1/4,-1/4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-054,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,14,14,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-055,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-13,-13,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-056,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,3/2,3/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-057,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-2,-2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-058,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,5,5,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-059,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,0,0,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-060,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-061,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-2,-2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-062,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-1/2,-1/2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-063,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,5,5,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-064,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,2,2,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-065,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,1/4,1/4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-066,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-6,-6,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-067,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,1,1,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-068,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,-1,-1,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-069,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,11,11,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-070,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-15,-15,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-fi-071,S5,pep-high-s5-derivatives,fill-in,Core,derivatives,quadratic-extreme-point,1/4,1/4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-mc-072,S5,pep-high-s5-derivatives,multiple-choice,Core,derivatives,quadratic-derivative-value,-1,-1,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-073,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,4,4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-074,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,13,13,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-075,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-14,-14,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-076,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,1,1,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-077,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,-3,-3,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-078,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,4,4,pass,,OK
pep-high-hybrid-v1-s5-s5-derivatives-sa-079,S5,pep-high-s5-derivatives,short-answer,Core,derivatives,tangent-slope,15,15,pass,,OK
