"id","batch","grade","topicId","topicZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","localValidationNotes","promptZhHans"
"pep-high-s5-rag3-fi-156","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","17","17","","标准答案为17，独立计算得17，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 156（一元函数的导数及其应用）：图像信息填空题任务：已知 \(f(x)=3x^2-1x+1\)，求 \(f'(3)\)。"
"pep-high-s5-rag3-fi-157","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","11","11","","标准答案为11，独立计算得11，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 157（一元函数的导数及其应用）：建模情境填空题任务：已知 \(f(x)=4x^2+3x+1\)，求 \(f'(1)\)。"
"pep-high-s5-rag3-fi-158","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","30","30","","标准答案为30，独立计算得30，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 158（一元函数的导数及其应用）：误区诊断填空题任务：已知 \(f(x)=5x^2+0x+1\)，求 \(f'(3)\)。"
"pep-high-s5-rag3-fi-159","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","-1","-1","","标准答案为-1，独立计算得-1，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 159（一元函数的导数及其应用）：综合拆步填空题任务：已知 \(f(x)=1x^2-3x+1\)，求 \(f'(1)\)。"
"pep-high-s5-rag3-fi-160","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","13","13","","标准答案为13，独立计算得13，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 160（一元函数的导数及其应用）：概念辨析填空题任务：已知 \(f(x)=2x^2+1x+1\)，求 \(f'(3)\)。"
"pep-high-s5-rag3-fi-161","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 161（一元函数的导数及其应用）：参数讨论填空题任务：已知 \(f(x)=3x^2-2x+1\)，求 \(f'(1)\)。"
"pep-high-s5-rag3-fi-162","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","26","26","","标准答案为26，独立计算得26，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 162（一元函数的导数及其应用）：反例判断填空题任务：已知 \(f(x)=4x^2+2x+1\)，求 \(f'(3)\)。"
"pep-high-s5-rag3-fi-163","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","9","9","","标准答案为9，独立计算得9，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 163（一元函数的导数及其应用）：图像信息填空题任务：已知 \(f(x)=5x^2-1x+1\)，求 \(f'(1)\)。"
"pep-high-s5-rag3-fi-164","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","9","9","","标准答案为9，独立计算得9，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 164（一元函数的导数及其应用）：建模情境填空题任务：已知 \(f(x)=1x^2+3x+1\)，求 \(f'(3)\)。"
"pep-high-s5-rag3-fi-165","rag-v3","S5","pep-high-s5-derivatives","一元函数的导数及其应用","fill-in","Exam","pass","true","true","none","","","4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 165（一元函数的导数及其应用）：误区诊断填空题任务：已知 \(f(x)=2x^2+0x+1\)，求 \(f'(1)\)。"
"pep-high-s5-rag3-mc-001","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","52","52","","标准答案为52，独立计算得52，选项中有52且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 1（空间向量与立体几何）：建模情境选择题任务：已知 \(\vec a=(4,4,2)\)，\(\vec b=(6,5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-002","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","47","47","","标准答案为47，独立计算得47，选项中有47且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 2（空间向量与立体几何）：误区诊断选择题任务：已知 \(\vec a=(5,2,3)\)，\(\vec b=(7,3,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-003","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","11","11","","标准答案为11，独立计算得11，选项中有11且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 3（空间向量与立体几何）：综合拆步选择题任务：已知 \(\vec a=(1,4,1)\)，\(\vec b=(3,1,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-004","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","22","22","","标准答案为22，独立计算得22，选项中有22且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 4（空间向量与立体几何）：概念辨析选择题任务：已知 \(\vec a=(2,2,2)\)，\(\vec b=(4,5,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-005","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","39","39","","标准答案为39，独立计算得39，选项中有39且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 5（空间向量与立体几何）：参数讨论选择题任务：已知 \(\vec a=(3,4,3)\)，\(\vec b=(5,3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-006","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","28","28","","标准答案为28，独立计算得28，选项中有28且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 6（空间向量与立体几何）：反例判断选择题任务：已知 \(\vec a=(4,2,1)\)，\(\vec b=(6,1,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-007","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","63","63","","标准答案为63，独立计算得63，选项中有63且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 7（空间向量与立体几何）：图像信息选择题任务：已知 \(\vec a=(5,4,2)\)，\(\vec b=(7,5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-008","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","15","15","","标准答案为15，独立计算得15，选项中有15且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 8（空间向量与立体几何）：建模情境选择题任务：已知 \(\vec a=(1,2,3)\)，\(\vec b=(3,3,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-009","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","16","16","","标准答案为16，独立计算得16，选项中有16且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 9（空间向量与立体几何）：误区诊断选择题任务：已知 \(\vec a=(2,4,1)\)，\(\vec b=(4,1,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-010","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","29","29","","标准答案为29，独立计算得29，选项中有29且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 10（空间向量与立体几何）：综合拆步选择题任务：已知 \(\vec a=(3,2,2)\)，\(\vec b=(5,5,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-011","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","48","48","","标准答案为48，独立计算得48，选项中有48且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 11（空间向量与立体几何）：概念辨析选择题任务：已知 \(\vec a=(4,4,3)\)，\(\vec b=(6,3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-012","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","39","39","","标准答案为39，独立计算得39，选项中有39且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 12（空间向量与立体几何）：参数讨论选择题任务：已知 \(\vec a=(5,2,1)\)，\(\vec b=(7,1,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-013","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","31","31","","标准答案为31，独立计算得31，选项中有31且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 13（空间向量与立体几何）：反例判断选择题任务：已知 \(\vec a=(1,4,2)\)，\(\vec b=(3,5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-014","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","20","20","","标准答案为20，独立计算得20，选项中有20且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 14（空间向量与立体几何）：图像信息选择题任务：已知 \(\vec a=(2,2,3)\)，\(\vec b=(4,3,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-015","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","23","23","","标准答案为23，独立计算得23，选项中有23且唯一，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 15（空间向量与立体几何）：建模情境选择题任务：已知 \(\vec a=(3,4,1)\)，\(\vec b=(5,1,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-016","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","38","38","","计算：4*6 + 2*5 + 2*2 = 24 + 10 + 4 = 38。选项A为38，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 16（空间向量与立体几何）：误区诊断选择题任务：已知 \(\vec a=(4,2,2)\)，\(\vec b=(6,5,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-017","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","59","59","","计算：5*7 + 4*3 + 3*4 = 35 + 12 + 12 = 59。选项A为59，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 17（空间向量与立体几何）：综合拆步选择题任务：已知 \(\vec a=(5,4,3)\)，\(\vec b=(7,3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-018","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","7","7","","计算：1*3 + 2*1 + 1*2 = 3 + 2 + 2 = 7。选项A为7，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 18（空间向量与立体几何）：概念辨析选择题任务：已知 \(\vec a=(1,2,1)\)，\(\vec b=(3,1,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-019","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","36","36","","计算：2*4 + 4*5 + 2*4 = 8 + 20 + 8 = 36。选项A为36，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 19（空间向量与立体几何）：参数讨论选择题任务：已知 \(\vec a=(2,4,2)\)，\(\vec b=(4,5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-020","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","27","27","","计算：3*5 + 2*3 + 3*2 = 15 + 6 + 6 = 27。选项A为27，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 20（空间向量与立体几何）：反例判断选择题任务：已知 \(\vec a=(3,2,3)\)，\(\vec b=(5,3,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-021","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","32","32","","计算：4*6 + 4*1 + 1*4 = 24 + 4 + 4 = 32。选项A为32，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 21（空间向量与立体几何）：图像信息选择题任务：已知 \(\vec a=(4,4,1)\)，\(\vec b=(6,1,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-022","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","49","49","","计算：5*7 + 2*5 + 2*2 = 35 + 10 + 4 = 49。选项A为49，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 22（空间向量与立体几何）：建模情境选择题任务：已知 \(\vec a=(5,2,2)\)，\(\vec b=(7,5,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-023","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","27","27","","计算：1*3 + 4*3 + 3*4 = 3 + 12 + 12 = 27。选项A为27，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 23（空间向量与立体几何）：误区诊断选择题任务：已知 \(\vec a=(1,4,3)\)，\(\vec b=(3,3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-024","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","12","12","","计算：2*4 + 2*1 + 1*2 = 8 + 2 + 2 = 12。选项A为12，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 24（空间向量与立体几何）：综合拆步选择题任务：已知 \(\vec a=(2,2,1)\)，\(\vec b=(4,1,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-025","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","43","43","","计算：3*5 + 4*5 + 2*4 = 15 + 20 + 8 = 43。选项A为43，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 25（空间向量与立体几何）：概念辨析选择题任务：已知 \(\vec a=(3,4,2)\)，\(\vec b=(5,5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-026","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","36","36","","计算：4*6 + 2*3 + 3*2 = 24 + 6 + 6 = 36。选项A为36，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 26（空间向量与立体几何）：参数讨论选择题任务：已知 \(\vec a=(4,2,3)\)，\(\vec b=(6,3,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-027","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","43","43","","计算：5*7 + 4*1 + 1*4 = 35 + 4 + 4 = 43。选项A为43，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 27（空间向量与立体几何）：反例判断选择题任务：已知 \(\vec a=(5,4,1)\)，\(\vec b=(7,1,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-028","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","17","17","","计算：1*3 + 2*5 + 2*2 = 3 + 10 + 4 = 17。选项A为17，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 28（空间向量与立体几何）：图像信息选择题任务：已知 \(\vec a=(1,2,2)\)，\(\vec b=(3,5,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-029","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","32","32","","计算：2*4 + 4*3 + 3*4 = 8 + 12 + 12 = 32。选项A为32，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 29（空间向量与立体几何）：建模情境选择题任务：已知 \(\vec a=(2,4,3)\)，\(\vec b=(4,3,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-030","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","19","19","","计算：3*5 + 2*1 + 1*2 = 15 + 2 + 2 = 19。选项A为19，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 30（空间向量与立体几何）：误区诊断选择题任务：已知 \(\vec a=(3,2,1)\)，\(\vec b=(5,1,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-031","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","52","52","","计算：4*6 + 4*5 + 2*4 = 24 + 20 + 8 = 52。选项A为52，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 31（空间向量与立体几何）：综合拆步选择题任务：已知 \(\vec a=(4,4,2)\)，\(\vec b=(6,5,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-032","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","47","47","","计算：5*7 + 2*3 + 3*2 = 35 + 6 + 6 = 47。选项A为47，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 32（空间向量与立体几何）：概念辨析选择题任务：已知 \(\vec a=(5,2,3)\)，\(\vec b=(7,3,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-033","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","11","11","","计算：1*3 + 4*1 + 1*4 = 3 + 4 + 4 = 11。选项A为11，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 33（空间向量与立体几何）：参数讨论选择题任务：已知 \(\vec a=(1,4,1)\)，\(\vec b=(3,1,4)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-034","rag-v3","S5","pep-high-s5-space-vectors","空间向量与立体几何","multiple-choice","Exam","pass","true","true","none","","","22","22","","计算：2*4 + 2*5 + 2*2 = 8 + 10 + 4 = 22。选项A为22，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 34（空间向量与立体几何）：反例判断选择题任务：已知 \(\vec a=(2,2,2)\)，\(\vec b=(4,5,2)\)，求 \(\vec a\cdot\vec b\)。"
"pep-high-s5-rag3-mc-035","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","5","5","","斜率 = (12-2)/(2-0) = 10/2 = 5。选项A为5，唯一匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 35（直线和圆的方程）：图像信息选择题任务：求过 \((0,2)\) 与 \((2,12)\) 的直线斜率。"
"pep-high-s5-rag3-mc-036","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (8-6)/(4-2) = 2/2 = 1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 36（直线和圆的方程）：建模情境选择题任务：求过 \((2,6)\) 与 \((4,8)\) 的直线斜率。"
"pep-high-s5-rag3-mc-037","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (8-4)/(2-0) = 4/2 = 2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 37（直线和圆的方程）：误区诊断选择题任务：求过 \((0,4)\) 与 \((2,8)\) 的直线斜率。"
"pep-high-s5-rag3-mc-038","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (8-2)/(4-2) = 6/2 = 3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 38（直线和圆的方程）：综合拆步选择题任务：求过 \((2,2)\) 与 \((4,8)\) 的直线斜率。"
"pep-high-s5-rag3-mc-039","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (14-6)/(2-0) = 8/2 = 4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 39（直线和圆的方程）：概念辨析选择题任务：求过 \((0,6)\) 与 \((2,14)\) 的直线斜率。"
"pep-high-s5-rag3-mc-040","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (14-4)/(4-2) = 10/2 = 5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 40（直线和圆的方程）：参数讨论选择题任务：求过 \((2,4)\) 与 \((4,14)\) 的直线斜率。"
"pep-high-s5-rag3-mc-041","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (4-2)/(2-0) = 2/2 = 1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 41（直线和圆的方程）：反例判断选择题任务：求过 \((0,2)\) 与 \((2,4)\) 的直线斜率。"
"pep-high-s5-rag3-mc-042","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (10-6)/(4-2) = 4/2 = 2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 42（直线和圆的方程）：图像信息选择题任务：求过 \((2,6)\) 与 \((4,10)\) 的直线斜率。"
"pep-high-s5-rag3-mc-043","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (10-4)/(2-0) = 6/2 = 3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 43（直线和圆的方程）：建模情境选择题任务：求过 \((0,4)\) 与 \((2,10)\) 的直线斜率。"
"pep-high-s5-rag3-mc-044","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (10-2)/(4-2) = 8/2 = 4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 44（直线和圆的方程）：误区诊断选择题任务：求过 \((2,2)\) 与 \((4,10)\) 的直线斜率。"
"pep-high-s5-rag3-mc-045","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (16-6)/(2-0) = 10/2 = 5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 45（直线和圆的方程）：综合拆步选择题任务：求过 \((0,6)\) 与 \((2,16)\) 的直线斜率。"
"pep-high-s5-rag3-mc-046","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (6-4)/(4-2) = 2/2 = 1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 46（直线和圆的方程）：概念辨析选择题任务：求过 \((2,4)\) 与 \((4,6)\) 的直线斜率。"
"pep-high-s5-rag3-mc-047","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (6-2)/(2-0) = 4/2 = 2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 参数讨论 47（直线和圆的方程）：参数讨论选择题任务：求过 \((0,2)\) 与 \((2,6)\) 的直线斜率。"
"pep-high-s5-rag3-mc-048","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (12-6)/(4-2) = 6/2 = 3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 反例判断 48（直线和圆的方程）：反例判断选择题任务：求过 \((2,6)\) 与 \((4,12)\) 的直线斜率。"
"pep-high-s5-rag3-mc-049","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (12-4)/(2-0) = 8/2 = 4","4","","标准答案为4，独立计算得4，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 图像信息 49（直线和圆的方程）：图像信息选择题任务：求过 \((0,4)\) 与 \((2,12)\) 的直线斜率。"
"pep-high-s5-rag3-mc-050","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (12-2)/(4-2) = 10/2 = 5","5","","标准答案为5，独立计算得5，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 建模情境 50（直线和圆的方程）：建模情境选择题任务：求过 \((2,2)\) 与 \((4,12)\) 的直线斜率。"
"pep-high-s5-rag3-mc-051","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (8-6)/(2-0) = 2/2 = 1","1","","标准答案为1，独立计算得1，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 误区诊断 51（直线和圆的方程）：误区诊断选择题任务：求过 \((0,6)\) 与 \((2,8)\) 的直线斜率。"
"pep-high-s5-rag3-mc-052","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (8-4)/(4-2) = 4/2 = 2","2","","标准答案为2，独立计算得2，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 综合拆步 52（直线和圆的方程）：综合拆步选择题任务：求过 \((2,4)\) 与 \((4,8)\) 的直线斜率。"
"pep-high-s5-rag3-mc-053","rag-v3","S5","pep-high-s5-lines-circles","直线和圆的方程","multiple-choice","Core","pass","true","true","none","","","斜率 = (8-2)/(2-0) = 6/2 = 3","3","","标准答案为3，独立计算得3，匹配。","无需修改；进入人工抽样复核即可。","high","","RAG-v3 概念辨析 53（直线和圆的方程）：概念辨析选择题任务：求过 \((0,2)\) 与 \((2,8)\) 的直线斜率。"
