id,grade,semester,type,difficulty,topicId,unitTitle,solvable,answerMatches,severity,issueTags,correctAnswer,rationale,answer,acceptedAnswers,optionsZhHans,promptZhHans
bnu-primary-ds-v1-p4-180,P4,lower,short-answer,Foundation,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目完整，计算正确，8段匹配。,8段,8段|8,,一根绳子长4.8米，剪成每段0.6米长的小段。可以剪成多少段？请列式并计算。
bnu-primary-ds-v1-p4-181,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，选项唯一。,C. 8.5元,C. 8.5元|8.5元|8.5,A. 5.5元|B. 6.9元|C. 8.5元|D. 10.5元,小丽买一块橡皮花了0.8元，买一支铅笔花了1.5元。她买5块橡皮和3支铅笔，一共要付多少元？
bnu-primary-ds-v1-p4-182,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，答案19元。,19,19|19元|19.0|19.00,,妈妈买了2.5千克苹果，每千克苹果7.6元。妈妈一共要付多少元？
bnu-primary-ds-v1-p4-183,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，选项唯一。,91.2元,91.2元,91.2元|91元|90.2元|92元,一盒彩笔的单价是7.6元，学校美术小组要买12盒，一共需要多少元？
bnu-primary-ds-v1-p4-184,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，答案3千克。,3千克,3千克|3,,一盒牛奶重0.25千克。妈妈买了12盒，这些牛奶一共重多少千克？请先估算结果大约是多少千克，再列竖式计算准确值。
bnu-primary-ds-v1-p4-185,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，选项唯一。,7.5 × 12 = 90,7.5 × 12 = 90,7.5 × 12 = 90|7.5 × 12 = 9|7.5 × 12 = 900|7.5 × 12 = 0.9,一盒彩笔的价格是7.5元，学校购买12盒，一共需要多少元？下面四个算式中，正确的是哪一个？
bnu-primary-ds-v1-p4-186,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，答案5.7。,5.7,5.7|5.70,,妈妈买了0.6千克鸡蛋，每千克鸡蛋9.5元。买鸡蛋一共花了多少元？
bnu-primary-ds-v1-p4-187,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，选项唯一。,估算：大约5元；计算：5.1元，应找回4.9元,估算：大约5元；计算：5.1元，应找回4.9元,估算：大约5元；计算：5.1元，应找回4.9元|估算：大约6元；计算：5.1元，应找回4.9元|估算：大约5元；计算：5.1元，应找回5.1元|估算：大约6元；计算：5.1元，应找回5.1元,妈妈买了0.6千克苹果，每千克苹果8.5元。她付了10元，应找回多少元？先估一估，再计算。下面哪个选项是正确的估算和计算结果？
bnu-primary-ds-v1-p4-188,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，答案6。,6,6|6朵,,"一根彩带长2.4米，做一朵花需要用0.35米。先估一估这根彩带大约能做多少朵花，再列竖式算一算，最后把得数填在横线上。\n估：____________________\n竖式：\n答：这根彩带能做______朵花。（得数保留整数）"
bnu-primary-ds-v1-p4-189,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，选项唯一。,A. 4.9元,A. 4.9元,A. 4.9元|B. 5.1元|C. 5.9元|D. 4.1元,妈妈买了0.6千克苹果，每千克苹果8.5元。她付了10元，应找回多少元？
bnu-primary-ds-v1-p4-190,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-decimal-multiplication,小数乘法,yes,yes,none,,,题目信息完整，计算正确，答案91.2。,91.2,91.2,,一盒彩笔的价格是7.6元，李老师买了12盒，一共需要支付多少元？
bnu-primary-ds-v1-p4-191,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,下面一层横着放3个，上面一层的中间放1个,下面一层横着放3个，上面一层的中间放1个,下面一层横着放3个，上面一层的中间放1个|下面一层横着放2个，上面一层左边放1个，右边再放1个|下面一层横着放3个，上面一层的左边放1个|下面一层横着放3个，上面一层的右边放1个,用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个正方形；从左面看，看到的是竖着排成一列的2个正方形。下面哪种搭法符合要求？
bnu-primary-ds-v1-p4-192,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，答案2种正确。,2,2|两种|2种,,用4个同样的小正方体搭成一个立体图形。从正面看，能看到3个小正方形，分两层，下层2个，上层1个靠左边；从左面看，也能看到3个小正方形，分两层，下层2个，上层1个靠左边。这个立体图形一共有多少种不同的搭法？
bnu-primary-ds-v1-p4-193,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,第一层放4个小正方体排成两排两列，第二层左边放1个小正方体,第一层放4个小正方体排成两排两列，第二层左边放1个小正方体,第一层放3个小正方体排成一排，第二层左边放1个小正方体，第三层右边放1个小正方体|第一层放4个小正方体排成两排两列，第二层左边放1个小正方体|第一层放4个小正方体排成两排两列，第二层右边放1个小正方体|第一层放3个小正方体排成一排，第二层中间放1个小正方体，第三层中间放1个小正方体,用5个同样的小正方体搭成一个立体图形。从正面看，能看到3个小正方形，分两层，下层2个，上层1个靠左边；从右面看，能看到3个小正方形，分两层，下层2个，上层1个靠右边；从上面看，能看到4个小正方形，分两排，前排2个，后排2个，且前排左边与后排左边对齐。下面哪个立体图形符合要求？
bnu-primary-ds-v1-p4-194,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，答案2种正确。,2,2|两种|2种,,用4个同样的小正方体搭成一个立体图形。从前面看，看到的是横着排成一行的3个小正方形；从右面看，看到的是竖着排成一列的2个小正方形。这个立体图形一共有多少种不同的搭法？
bnu-primary-ds-v1-p4-195,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,第一层放3个小正方体横着排成一行，第二层在左边第一个小正方体上面放1个小正方体,第一层放3个小正方体横着排成一行，第二层在左边第一个小正方体上面放1个小正方体,第一层放3个小正方体横着排成一行，第二层在左边第一个小正方体上面放1个小正方体|第一层放2个小正方体横着排成一行，第二层在左边第一个小正方体上面放1个小正方体，第三层在第二层的小正方体上面再放1个小正方体|第一层放3个小正方体横着排成一行，第二层在中间的小正方体上面放1个小正方体|第一层放2个小正方体横着排成一行，第二层在右边的小正方体上面放1个小正方体，第三层在第二层的小正方体上面再放1个小正方体,用4个同样大的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个正方形；从左面看，看到的是竖着排成一列的2个正方形。下面哪个立体图形符合要求？
bnu-primary-ds-v1-p4-196,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，答案2种正确。,2,2|两种|2种,,用4个相同的小正方体搭成一个立体图形。从正面看到的形状是 □□（横着并排的两个正方形），从左面看到的形状是 □（一个正方形）。这个立体图形一共有多少种不同的搭法？
bnu-primary-ds-v1-p4-197,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,第一层摆3个正方体横着排成一行，第二层在左边第一个正方体上面再放1个正方体,第一层摆3个正方体横着排成一行，第二层在左边第一个正方体上面再放1个正方体,第一层摆3个正方体横着排成一行，第二层在左边第一个正方体上面再放1个正方体|第一层摆3个正方体横着排成一行，第二层在中间正方体上面再放1个正方体|第一层摆2个正方体横着排成一行，第二层在左边第一个正方体上面再放1个正方体，第三层在第二层正方体上面再放1个正方体|第一层摆3个正方体横着排成一行，第二层在右边第一个正方体上面再放1个正方体,用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个小正方形；从左面看，看到的是上下两层的2个小正方形，上层1个在左边，下层1个在右边。下面哪个立体图形符合这些条件？
bnu-primary-ds-v1-p4-198,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目已说明用4个小正方体，答案4正确。,4,4,,用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着并排的3个小正方形；从左面看，看到的是上下两层的2个小正方形，下层2个并排，上层1个靠右。这个立体图形一共有多少个小正方体？
bnu-primary-ds-v1-p4-199,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,A. 下层摆3个小正方体排成一排，上层在左边第一个上面放1个,A. 下层摆3个小正方体排成一排，上层在左边第一个上面放1个,A. 下层摆3个小正方体排成一排，上层在左边第一个上面放1个|B. 下层摆2个小正方体左右并排，上层在左边一个上面放1个，右边一个上面放1个|C. 下层摆2个小正方体左右并排，上层在右边一个上面放1个|D. 下层摆2个小正方体前后摆放，上层在前面一个上面放1个,用4个同样的小正方体搭成一个立体图形。从正面看，能看到3个小正方形，分两层，下层2个，上层1个靠左边；从左面看，也能看到3个小正方形，分两层，下层2个，上层1个靠右边。下面哪一个立体图形符合要求？
bnu-primary-ds-v1-p4-200,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目已说明用4个小正方体，答案4正确。,4,4,,用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个正方形；从上面看，看到的是前后两行，每行都有2个正方形，并且这两行左端对齐。这个立体图形一共有多少个小正方体？
bnu-primary-ds-v1-p4-201,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,第一层放3个小正方体横着排成一排，第二层在最左边那个的上面放1个小正方体。,第一层放3个小正方体横着排成一排，第二层在最左边那个的上面放1个小正方体。,第一层放3个小正方体横着排成一排，第二层在中间那个的上面放1个小正方体。|第一层放2个小正方体横着排成一排，第二层在左边那个的上面放2个小正方体，第三层再在第二层左边那个的上面放1个小正方体。|第一层放3个小正方体横着排成一排，第二层在最左边那个的上面放1个小正方体。|第一层放2个小正方体横着排成一排，第二层在右边那个的上面放2个小正方体，第三层再在第二层右边那个的上面放1个小正方体。,用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个小正方形；从左面看，看到的是竖着排成一列的2个小正方形。下面哪种搭法符合要求？
bnu-primary-ds-v1-p4-202,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，答案5正确。,5,5,,一个立体图形由5个同样的小正方体搭成。从上面看，看到的是“田”字形，即2行2列共4个小正方形；从正面看，看到的是下面一排2个小正方形，上面一排中间1个小正方形。这个立体图形一共有______个小正方体。
bnu-primary-ds-v1-p4-203,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，最少2个正确。,2个,2个,2个|3个|4个|5个,一个立体图形由一些同样的小正方体搭成。从正面看，看到的是左右并排的2个小正方形；从右面看，看到的是上下并排的2个小正方形。这个立体图形最少由几个小正方体搭成？
bnu-primary-ds-v1-p4-204,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，答案1正确。,1,1,,用4个同样的小正方体搭成一个立体图形。从正面看，看到的是横着排成一行的3个小正方形；从上面看，看到的是前后两行，前面一行3个小正方形，后面一行中间1个小正方形。这个立体图形中，第二层有______个小正方体。
bnu-primary-ds-v1-p4-205,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-observe-objects,观察物体,yes,yes,none,,,题目信息完整，选项描述清晰，答案正确。,底层有4个小正方体排成2行2列，第二层左前方放1个。,底层有4个小正方体排成2行2列，第二层左前方放1个。,底层有3个小正方体排成一排，第二层中间放1个。|底层有4个小正方体排成2行2列，第二层左前方放1个。|底层有3个小正方体排成一排，第二层左边放1个。|底层有4个小正方体排成2行2列，第二层右后方放1个。,一个立体图形由一些同样的小正方体搭成。从正面看，看到的是下面一排3个小正方形，上面一排中间1个小正方形；从左面看，看到的是下面一排2个小正方形，上面一排左边1个小正方形。下面哪种描述符合这个立体图形？
bnu-primary-ds-v1-p4-206,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,题目信息完整，答案15正确。,15,15,,学校买来一些篮球和足球，篮球有15个，足球比篮球多8个。如果用字母x表示足球的个数，可以列出方程：x - ______ = 8。
bnu-primary-ds-v1-p4-207,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,题目信息完整，选项唯一正确。,7y - 2 = 19,7y - 2 = 19,3x + 5 > 14|7y - 2 = 19|8 + 4 × 2|6a + 3,下面哪个式子是方程？
bnu-primary-ds-v1-p4-208,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,题目信息完整，答案4正确。,4,4,,一个长方形的周长是24厘米，长是8厘米。设宽为x厘米，可以列出方程：2×(8 + x) = 24。解这个方程，x = ______。
bnu-primary-ds-v1-p4-209,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,题目信息完整，选项唯一正确。,4a - 3 = 37,4a - 3 = 37,4a + 3 = 37|4a - 3 = 37|a ÷ 4 - 3 = 37|4(a - 3) = 37,小明的年龄是a岁，爸爸的年龄是小明的4倍少3岁。爸爸今年37岁。下面哪个方程是正确的？
bnu-primary-ds-v1-p4-210,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,题目信息完整，答案7正确。,7,7,,解方程：5y + 12 = 47。y = ______。
bnu-primary-ds-v1-p4-211,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,题目信息完整，方程正确。,8 + x = 15,8 + x = 15,8 + x = 15|8x = 15|x - 8 = 15|15 + x = 8,妈妈买了8个苹果和若干个梨，一共买了15个水果。如果用x表示梨的个数，下面哪个方程是正确的？
bnu-primary-ds-v1-p4-212,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,等量关系明确，答案正确。,a + 45 = 120,a + 45 = 120|120 - a = 45,,一本故事书有120页，小华已经看了a页，还剩45页没看。根据等量关系列出方程。
bnu-primary-ds-v1-p4-213,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,方程符合题意，答案正确。,3y + 2 = 35,3y + 2 = 35,3y + 2 = 35|3y - 2 = 35|y + 3 × 2 = 35|2y + 3 = 35,小明的年龄是y岁，爸爸的年龄比小明的3倍还多2岁，爸爸今年35岁。下面哪个方程能求出小明的年龄？
bnu-primary-ds-v1-p4-214,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,单价×数量=总价，方程正确。,45n = 360,45n = 360|n × 45 = 360,,学校买来一些足球，每个足球45元，一共花了360元。如果用n表示足球的个数，请列出方程。
bnu-primary-ds-v1-p4-215,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,周长公式应用正确。,2(8 + x) = 24,2(8 + x) = 24,2(8 + x) = 24|8x = 24|8 + x = 24|2 × 8 + x = 24,一个长方形的周长是24厘米，长是8厘米。如果用x表示宽，下面哪个方程是正确的？
bnu-primary-ds-v1-p4-216,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,等量关系正确。,5m = 30,5m = 30|m × 5 = 30,,一袋糖果平均分给5个小朋友，每人分到m颗，刚好分完，这袋糖果共有30颗。请列出方程。
bnu-primary-ds-v1-p4-217,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,方程符合题意。,2x - 3 = 17,2x - 3 = 17,2x - 3 = 17|2x + 3 = 17|x - 3 × 2 = 17|3x - 2 = 17,小红有x张邮票，小丽的邮票张数是小红的2倍少3张，小丽有17张邮票。下面哪个方程是正确的？
bnu-primary-ds-v1-p4-218,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,等量关系正确，答案合理。,b - 18 = 22,b - 18 = 22|18 + 22 = b,,一根绳子长b米，剪去18米后，还剩22米。根据等量关系列出方程。
bnu-primary-ds-v1-p4-219,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,方程正确。,4x + 6 = 30,4x + 6 = 30,4x + 6 = 30|4x - 6 = 30|x + 4 × 6 = 30|6x + 4 = 30,一个数的4倍加上6等于30。如果用x表示这个数，下面哪个方程是正确的？
bnu-primary-ds-v1-p4-220,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-equations,认识方程,yes,yes,none,,,方程符合题意，答案正确。,原来人数 - c + 8 = 25,原来人数 - c + 8 = 25|x - c + 8 = 25,,一辆公交车到站后，下车c人，上车8人，现在车上有25人。原来车上有多少人？请列出方程（用c表示下车人数）。
bnu-primary-ds-v1-p4-221,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,计算正确，答案匹配。,4千克,4千克,3千克|4千克|5千克|6千克,四年级（3）班环保小组记录了上周每天收集的废纸数量（单位：千克）：星期一 3，星期二 5，星期三 4，星期四 6，星期五 2。这五天平均每天收集废纸多少千克？
bnu-primary-ds-v1-p4-222,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数和正负数记录正确。,（1）124下；（2）+5下,（1）124下；（2）+5下|（1）124；（2）+5|（1）124下 （2）+5下|（1）124 （2）+5,,"下面是四（1）班第一小组5名同学1分钟跳绳的成绩（单位：下）：\n小宇：120  小雯：135  小浩：110  小悦：125  小凯：130\n\n（1）这5名同学1分钟跳绳的平均成绩是多少下？\n（2）如果小凯的成绩记作0下，小宇的成绩比小凯少10下，那么小雯的成绩可以怎样记录？"
bnu-primary-ds-v1-p4-223,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,统计表数据清晰，选项分析正确。,喜欢草莓的人数最多。,喜欢草莓的人数最多。,喜欢草莓的人数最多。|喜欢苹果的人数是喜欢橘子的2倍多。|喜欢香蕉和橘子的人数总和比喜欢草莓的人数多。|喜欢葡萄的人数比喜欢香蕉的人数少。,"下面是四（1）班同学最喜欢的水果统计表。\n水果：苹果、香蕉、橘子、草莓、葡萄\n人数：12、8、5、15、10\n根据统计表，下面哪种说法是正确的？"
bnu-primary-ds-v1-p4-224,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,计算正确，答案匹配。,"139, 138.6","139, 138.6|139,138.6|139 138.6|139和138.6|139、138.6",,"下面是四（1）班第一小组5名同学1分钟跳绳的成绩记录：\n小杰：142下，小雯：135下，小宇：148下，小菲：130下，小豪：140下。\n（1）这5名同学1分钟跳绳的平均成绩是______下。\n（2）如果小杰因为失误少跳了2下，那么这5名同学的平均成绩会变成______下。"
bnu-primary-ds-v1-p4-225,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,总数和平均数计算正确。,这组同学收集的废旧电池平均数是12节。,这组同学收集的废旧电池平均数是12节。,这组同学收集的废旧电池总数是50节。|小红收集的数量比小刚多。|这组同学收集的废旧电池平均数是12节。|小丽收集的数量是最多的。,"四（1）班同学参加“环保小卫士”活动，收集废旧电池。第一小组5名同学收集的数量如下表：\n\n| 姓名 | 小明 | 小红 | 小刚 | 小丽 | 小华 |\n|------|------|------|------|------|------|\n| 数量（节） | 12 | 9 | 15 | 10 | 14 |\n\n根据表中数据，下面哪种说法是正确的？"
bnu-primary-ds-v1-p4-226,P4,lower,fill-in,Foundation,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数计算正确。,132,132|132下,,"下面是四（1）班第一小组5名同学1分钟跳绳的成绩记录：\n小明：132下\n小红：145下\n小刚：128下\n小兰：136下\n小强：119下\n\n这5名同学1分钟跳绳的平均成绩是多少下？"
bnu-primary-ds-v1-p4-227,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数性质正确，选项D合理。,平均数在100下到135下之间。,平均数在100下到135下之间。,这组数据的平均数是120下。|小红跳得最多，所以平均数一定大于135下。|平均数是130下，因为小强正好跳了130下。|平均数在100下到135下之间。,"四（1）班第一小组6名同学的1分钟跳绳成绩如下（单位：下）：\n小明：120，小红：135，小刚：110，小丽：125，小强：130，小芳：100。\n关于这组数据，下面哪种说法是正确的？"
bnu-primary-ds-v1-p4-228,P4,lower,fill-in,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数计算正确。,139,139|139下,,"下面是四（1）班第一小组5名同学1分钟跳绳成绩的统计表。\n\n| 姓名 | 小明 | 小红 | 小刚 | 小丽 | 小宇 |\n|------|------|------|------|------|------|\n| 成绩（下） | 142 | 135 | 148 | 130 | 140 |\n\n这5名同学1分钟跳绳的平均成绩是多少下？"
bnu-primary-ds-v1-p4-229,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,数据比较正确。,小刚跳得最多，小宇跳得最少,小刚跳得最多，小宇跳得最少,小刚跳得最多，小宇跳得最少|小杰跳得最少|小芳比小丽多跳2下|小刚比小杰多跳5下,"下面是四（1）班第一小组5名同学1分钟跳绳成绩的统计表。\n\n| 姓名 | 跳绳个数（下） |\n|------|---------------|\n| 小杰 | 142 |\n| 小芳 | 138 |\n| 小刚 | 145 |\n| 小丽 | 140 |\n| 小宇 | 135 |\n\n根据统计表，下面哪种说法是正确的？"
bnu-primary-ds-v1-p4-230,P4,lower,fill-in,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数和变化分析正确。,（1）132下；（2）平均成绩会下降，因为小刚新跳的122下比原来的平均成绩132下低，加入后会使总平均降低。,（1）132下；（2）平均成绩会下降，因为小刚新跳的122下比原来的平均成绩132下低，加入后会使总平均降低。|（1）132；（2）下降，因为122<132|（1）132下；（2）下降，因为新成绩低于原平均|（1）132下；（2）平均成绩会下降，因为小刚新跳的122下比原来的平均成绩132下低，加入后会使总平均降低,,"下面是四（1）班第一小组5名同学1分钟跳绳的成绩记录（单位：下）：\n小芳：128\n小东：135\n小丽：142\n小刚：118\n小宇：137\n\n（1）这5名同学1分钟跳绳的平均成绩是多少下？\n（2）如果小刚再跳一次，成绩是122下，这时全组的平均成绩会怎样变化？请说明理由。"
bnu-primary-ds-v1-p4-231,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,差值计算正确。,小红的成绩比小明多13下。,小红的成绩比小明多13下。,小红的成绩比小明多13下。|小宇的成绩比小刚多28下。|小丽的成绩比小明多7下。|小红的成绩比小丽多8下。,"下面是四（2）班第一小组5名同学1分钟跳绳成绩的统计表。\n\n| 姓名 | 小明 | 小红 | 小刚 | 小丽 | 小宇 |\n|------|------|------|------|------|------|\n| 成绩（下） | 132 | 145 | 128 | 139 | 151 |\n\n根据统计表，下面哪种说法是正确的？"
bnu-primary-ds-v1-p4-232,P4,lower,fill-in,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,简单减法，答案正确。,2,2,,"下面是四（1）班同学最喜欢的水果统计表。\n\n| 水果 | 苹果 | 香蕉 | 橘子 | 葡萄 | 西瓜 |\n|------|------|------|------|------|------|\n| 人数 | 12 | 8 | 10 | 6 | 14 |\n\n最喜欢西瓜的人数比最喜欢苹果的人数多______人。"
bnu-primary-ds-v1-p4-233,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数计算正确，但解释中误写148应为146，不影响答案。,这组数据的平均数是140厘米。,这组数据的平均数是140厘米。,这组数据的平均数是140厘米。|这组数据的平均数是139厘米。|这组数据的平均数是141厘米。|这组数据的平均数是138厘米。,"四（3）班第一小组6名同学的身高数据如下（单位：厘米）：135, 142, 138, 140, 137, 146。下面哪种说法是正确的？"
bnu-primary-ds-v1-p4-234,P4,lower,fill-in,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,平均数计算正确。,19,19,,"下面是四（2）班四个小组收集废电池的数量统计表。\n\n| 小组 | 第一组 | 第二组 | 第三组 | 第四组 |\n|------|--------|--------|--------|--------|\n| 数量（节） | 15 | 20 | 18 | 23 |\n\n这四个小组平均每组收集废电池______节。"
bnu-primary-ds-v1-p4-235,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-data-representation-analysis,数据的表示和分析,yes,yes,none,,,人数比较正确。,参加绘画组的人数比合唱组少2人。,参加绘画组的人数比合唱组少2人。,参加合唱组的人数比绘画组多2人。|参加舞蹈组的人数比书法组少4人。|参加绘画组的人数比合唱组少2人。|参加书法组的人数比舞蹈组多2人。,四（1）班同学参加兴趣小组的情况如下：绘画组12人，舞蹈组8人，书法组10人，合唱组14人。下面哪种说法是正确的？
bnu-primary-ds-v1-p4-236,P4,lower,fill-in,Core,bnu-primary-p4-lower-math-play-review,数学好玩及整理复习,yes,yes,none,,,错误原因分析正确。,没有把相同数位对齐,没有把相同数位对齐|小数点没有对齐|数位没有对齐,,在计算小数加法时，小马虎把3.25+2.7算成了3.25+2.07=5.32。他出错的原因是______。
bnu-primary-ds-v1-p4-237,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-math-play-review,数学好玩及整理复习,yes,yes,none,,,平均数应用场景正确。,四（1）班第一小组6名同学的平均身高是多少厘米？,四（1）班第一小组6名同学的平均身高是多少厘米？,四（1）班第一小组6名同学的身高各是多少厘米？|四（1）班第一小组6名同学中，谁的身高最高？|四（1）班第一小组6名同学的平均身高是多少厘米？|四（1）班第一小组6名同学的身高总和是多少厘米？,下面哪个问题适合用“平均数”来解决？
bnu-primary-ds-v1-p4-238,P4,lower,fill-in,Core,bnu-primary-p4-lower-math-play-review,数学好玩及整理复习,yes,yes,none,,,等腰三角形底角计算正确。,50,50,,一个等腰三角形的顶角是80°，它的一个底角是______°。
bnu-primary-ds-v1-p4-239,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-math-play-review,数学好玩及整理复习,yes,yes,none,,,对称轴定义正确。,完全重合,完全重合,完全重合|面积变大|边数变少|方向相同但不能重合,判断一条折痕是不是长方形的对称轴，关键要看折叠后两部分是否怎样？
bnu-primary-ds-v1-p4-240,P4,lower,fill-in,Core,bnu-primary-p4-lower-math-play-review,数学好玩及整理复习,yes,yes,none,,,小数点移动正确。,80,80,,把0.8的小数点向右移动两位，得到的数是______。
bnu-primary-ds-v1-p4-241,P4,lower,multiple-choice,Core,bnu-primary-p4-lower-math-play-review,数学好玩及整理复习,yes,yes,none,,,题目完整，选项明确，答案正确。,把0.8改写成以千分之一为单位的数是0.800。,把0.8改写成以千分之一为单位的数是0.800。,0.5和0.50大小相等，计数单位也相同。|小数都比整数小。|小数点后面添上0或去掉0，小数的大小不变。|把0.8改写成以千分之一为单位的数是0.800。,小马虎在整理小数知识时，写了下面四句话。哪一句是正确的？
