id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
hjb-primary-ds-v1-p4-118,P4,upper,multiple-choice,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,四舍五入到亿位看千万位，B选项千万位5，入后约10亿，其余选项均不符合，答案正确。,B. 950000001,下面哪个数四舍五入到亿位后约等于10亿？
hjb-primary-ds-v1-p4-119,P4,upper,fill-in,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,数射线0到1平均分10份，第3个点对应3/10，答案正确，acceptedAnswers包含分数和中文写法。,3/10,在数射线上，从0到1平均分成10份，从左往右第3个点表示的分数是（    ）。
hjb-primary-ds-v1-p4-120,P4,upper,short-answer,Challenge,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,60°占360°的1/6，扇形面积是圆面积的1/6，答案正确。,1/6,画一个半径为3厘米的圆，并在圆内画一个圆心角为60°的扇形。计算这个扇形的面积占整个圆面积的几分之几。
hjb-primary-ds-v1-p4-121,P4,upper,multiple-choice,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,估算适用于快速判断总量是否超限，购物总价是否超过500元是典型估算场景，其他选项需精确值，答案正确。,判断买5件商品总价是否超过500元,在解决问题时，下面哪种情况最适合用“四舍五入法”先凑整再估算？
hjb-primary-ds-v1-p4-122,P4,upper,fill-in,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,点A为3/8，点B为6/8，相差3/8，答案正确，acceptedAnswers覆盖多种合理表述。,点A是3/8，点B是6/8，相差3/8,在数射线上，从0到1被平均分成了8份。点A在从左数起第3个分点上，点B在从左数起第6个分点上。用分数表示点A和点B的位置，并计算点B表示的数比点A表示的数大多少。
hjb-primary-ds-v1-p4-123,P4,upper,short-answer,Challenge,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,105°=60°+45°，15°=45°-30°或60°-45°，符合三角尺拼角方法，答案与解析一致。,105°=60°+45°，15°=45°-30°（或60°-45°）,用一副三角尺可以拼出很多角。小明说：“我用一副三角尺拼出了一个105°的角和一个15°的角。”请你想一想他是怎样拼的，并写出每个角是由哪两个已知角拼成的。
hjb-primary-ds-v1-p4-124,P4,upper,multiple-choice,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,495001千位5进一得50万，504998千位4舍去得50万，其余选项不满足，答案正确。,495001和504998,下面哪个选项中的数，省略万位后面的尾数求近似数后，结果都是50万？
hjb-primary-ds-v1-p4-125,P4,upper,fill-in,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,估测方法合理，结果在3-5平方米范围内，答案示例符合实际，acceptedAnswers覆盖多种表述。,方法合理，结果在3平方米到5平方米之间均可。例如：用庹量出黑板长约4米，宽约1米，面积约4平方米。,估测一下，你所在教室黑板的面积大约是多少？请写出你估测的方法和结果。
hjb-primary-ds-v1-p4-126,P4,upper,short-answer,Challenge,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,四舍五入和去尾法均得38万，400000-384592=15408，计算正确，答案与解析一致。,四舍五入法：38万；去尾法：38万；至少需要购买 15 408 本。,学校图书馆有藏书 384 592 本。请你把这个数分别用“四舍五入法”和“去尾法”凑整到万位，并写出两个结果。然后想一想：如果图书馆计划再购买一些新书，使藏书总数达到 40 万本，至少需要购买多少本？请写出你的计算过程。
hjb-primary-ds-v1-p4-127,P4,upper,multiple-choice,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,0到1平均分10份，第3个分点为3/10，选项B正确，无歧义。,3/10,在一条数射线上，点 A 表示 0，点 B 表示 1。把线段 AB 平均分成 10 份，从左往右第 3 个分点表示哪个分数？
hjb-primary-ds-v1-p4-128,P4,upper,fill-in,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,5个百万、3个万、6个千组成5036000，答案正确，acceptedAnswers包含带空格的写法。,5036000,一个数由 5 个百万、3 个万和 6 个千组成，这个数写作 ________。
hjb-primary-ds-v1-p4-129,P4,upper,short-answer,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,OA=OB=半径，等腰三角形顶角60°则为等边三角形，答案与解析正确。,等边三角形。因为 OA = OB = 3 厘米，所以三角形 AOB 是等腰三角形，又因为 ∠AOB = 60°，所以三角形 AOB 是等边三角形。,小丁丁用圆规画了一个圆，圆心是 O，半径是 3 厘米。他又在圆上取两点 A 和 B，连接 OA 和 OB，量得 ∠AOB = 60°。请问三角形 AOB 是什么三角形？请说明理由。
hjb-primary-ds-v1-p4-130,P4,upper,multiple-choice,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,方法一将24拆为8×3，运用乘法结合律；方法二拆为20+4，运用乘法分配律，选项A正确。,方法一运用了乘法结合律，方法二运用了乘法分配律,小胖在计算 125 × 24 时，想到了两种不同的方法。方法一：125 × 24 = 125 × 8 × 3 = 1000 × 3 = 3000。方法二：125 × 24 = 125 × (20 + 4) = 125 × 20 + 125 × 4 = 2500 + 500 = 3000。这两种方法分别运用了什么运算定律？
hjb-primary-ds-v1-p4-131,P4,upper,fill-in,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,384720千位4舍去，得38万，答案正确。,38,把 384720 四舍五入到万位，得到的近似数是______万。
hjb-primary-ds-v1-p4-132,P4,upper,short-answer,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,0到1平均分10份，第3份为3/10，答案正确。,3/10,在数射线上，从0到1平均分成10份，从左起第3份的点表示哪个分数？请写出这个分数。
hjb-primary-ds-v1-p4-133,P4,upper,multiple-choice,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,题目清晰，选项区分度好，答案正确，适合四年级整理与提高。,统计全校学生人数大约是多少,下面哪种情况适合用“四舍五入法”求近似数？
hjb-primary-ds-v1-p4-134,P4,upper,fill-in,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,基础题，答案正确，接受多种合理写法。,8,一个圆的半径是4厘米，它的直径是______厘米。
hjb-primary-ds-v1-p4-135,P4,upper,short-answer,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,步测估测合理，计算正确，答案接受带单位或不带单位。,12,小胖用步测的方法估测教室的长。他走10步大约5米，从教室前面走到后面走了24步，教室的长大约是多少米？请写出计算过程。
hjb-primary-ds-v1-p4-136,P4,upper,multiple-choice,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,选项设计合理，答案唯一，解释清晰。,A. 学校图书馆有藏书 38472 本，大约是几万本？,小丁丁在复习时遇到了下面四个问题，他应该选择哪个问题用“凑整到万位”的方法来解决？
hjb-primary-ds-v1-p4-137,P4,upper,fill-in,Core,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,分数概念题，答案正确，解释清楚分点含义。,3/8,在数射线上，点A表示0，点B表示1，把线段AB平均分成8份。从左往右数，第3个分点表示的分数是（ ）。
hjb-primary-ds-v1-p4-138,P4,upper,short-answer,Foundation,hjb-primary-p4-upper-review-integration,四年级上册整理与提高,pass,none,,,扇形半径与圆半径关系明确，答案正确。,5厘米,一个圆的直径是10厘米，在这个圆里画一个最大的扇形，扇形的圆心角是90°。这个扇形的半径是多少厘米？请写出你的思考过程。
hjb-primary-ds-v1-p4-139,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,乘法分配律辨析清晰，选项设计合理。,B. 125×（80＋8）＝125×80＋125×8,下面哪个算式运用了乘法分配律？
hjb-primary-ds-v1-p4-140,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,两种方法对比合理，答案正确，接受多种写法。,正确，二,小胖在计算“25×44”时，想到了两种方法：方法一：25×44＝25×（40＋4）＝25×40＋25×4＝1000＋100＝1100；方法二：25×44＝25×4×11＝100×11＝1100。这两种方法都正确吗？如果都正确，哪种更简便？请填空：两种方法都（ ）（填“正确”或“不正确”），更简便的是方法（ ）。
hjb-primary-ds-v1-p4-141,P4,lower,short-answer,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,简便计算过程完整，解释正确。,125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。这样算正确是因为运用了乘法结合律，把32拆成8×4，再分别与125和25结合，先算125×8和4×25得到整百、整千数，使计算简便，结果不变。,计算 125×32×25，要求写出简便计算的过程，并说明这样算为什么正确。
hjb-primary-ds-v1-p4-142,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,选项区分度好，答案唯一，解释准确。,45×99 = 45×100 - 45,下面哪个算式运用了乘法分配律进行简便计算？
hjb-primary-ds-v1-p4-143,P4,lower,fill-in,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,填空设计合理，答案正确，接受多种分隔符。,"46, 54",在横线上填上合适的数，使计算简便： 78×46 + 78×54 = 78 × (___ + ___)
hjb-primary-ds-v1-p4-144,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,数量关系清晰，列式解答正确。,数量关系：科技书的本数 = 故事书的本数 × 3 - 24。列式：168×3 - 24 = 504 - 24 = 480（本）。答：科技书有480本。,学校图书馆有故事书168本，科技书比故事书的3倍少24本。科技书有多少本？请先写出数量关系，再列式解答。
hjb-primary-ds-v1-p4-145,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,运算顺序易错题，答案正确，选项设计合理。,16,小马虎在计算“25×4÷25×4”时，错误地算成了(25×4)÷(25×4)=1。正确的得数应该是多少？
hjb-primary-ds-v1-p4-146,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,填空答案明确，结合律运用正确。,25 × 36 = 25 × (4 × 9) = (25 × 4) × 9 = 100 × 9 = 900,计算 25 × 36，下面哪种方法用到了乘法结合律？
hjb-primary-ds-v1-p4-147,P4,lower,short-answer,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,和倍问题典型，解答正确，验算合理。,科技书：240 ÷ (3 + 1) = 60（本），故事书：60 × 3 = 180（本）,学校图书馆新买来故事书和科技书共240本，其中故事书的本数是科技书的3倍。故事书和科技书各有多少本？请先写出数量关系，再列式解答。
hjb-primary-ds-v1-p4-148,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,分配律辨析清晰，选项设计合理。,48 × 12 = 48 × 10 + 48 × 2 = 480 + 96 = 576,下面哪道题的计算过程运用了乘法分配律？
hjb-primary-ds-v1-p4-149,P4,lower,fill-in,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,加法结合律填空，答案正确。,58，42，加法结合律,"在下面的横线上填上合适的数，使计算简便，并写出运用了什么运算性质。\n167 + 58 + 42 = 167 + (____ + ____)，运用了________。"
hjb-primary-ds-v1-p4-150,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,和倍问题，解答正确，验算步骤完整。,"360 ÷ (2 + 1) = 120（千克）\n验算：苹果120×2=240千克，120+240=360千克，符合总重量。",水果店运来苹果和梨共360千克，苹果的重量是梨的2倍。运来的梨有多少千克？请列式解答，并说说你是怎样验算的。
hjb-primary-ds-v1-p4-151,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法分配律，选项设置合理，答案正确，解释清晰。,125×80+125×8,计算 125×(80+8) 时，下面哪种方法既简便又正确？
hjb-primary-ds-v1-p4-152,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查带括号的除法逆运算，答案正确，解释合理。,10,在算式 480÷(6×□)=8 中，□里应填的数是______。
hjb-primary-ds-v1-p4-153,P4,lower,short-answer,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查两步计算解决问题，数量关系与计算正确，符合要求。,每个书架放 60 本。数量关系：新书总本数 ÷ 书架个数 = 每个书架放的本数。12×25=300（本），300÷5=60（本）。,学校图书馆买来 12 包新书，每包 25 本。管理员准备把这些书平均放到 5 个书架上，每个书架放多少本？请写出数量关系再解答。
hjb-primary-ds-v1-p4-154,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法分配律和结合律的辨析，选项D明显错误，答案正确。,36×5+5,下面哪个算式与 36×25 的计算结果不相等？
hjb-primary-ds-v1-p4-155,P4,lower,fill-in,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法分配律的拆分，答案1正确，解释合理。,1,用简便方法计算 78×101，第一步可以写成 78×100+78×______。
hjb-primary-ds-v1-p4-156,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法结合律的简便计算，过程与解释正确。,125×32 = 125×(8×4) = (125×8)×4 = 1000×4 = 4000。运用了乘法结合律，把32拆成8×4，先算125×8得1000，再乘4，结果不变。,计算 125×32，你能用简便方法吗？写出计算过程，并说明为什么这样算结果不变。
hjb-primary-ds-v1-p4-157,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法结合律的等价变形，选项B正确，其他选项错误。,9×(4×25),下面哪个算式与 36×25 的计算结果相等？
hjb-primary-ds-v1-p4-158,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法结合律的拆分，答案4和9正确，顺序可交换，acceptedAnswers覆盖多种写法。,"4,9",在横线上填上合适的数，使计算简便： 25×36 = 25×____×____
hjb-primary-ds-v1-p4-159,P4,lower,short-answer,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查连乘问题的数量关系和简便计算，答案正确，解释合理。,数量关系：总价=包数×每包本数×每本单价。12×25×8=12×(25×8)=12×200=2400（元）。答：一共花了2400元。,学校图书馆买来12包书，每包25本，每本书8元。买这些书一共花了多少元？先写出数量关系，再列式计算。
hjb-primary-ds-v1-p4-160,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查乘法分配律的常见错误辨析，选项C正确，解释清晰。,不对，因为125×48=125×(40+8)=125×40+125×8，他漏乘了125。,小马虎在计算 125×48 时，想用简便方法，他写成了 125×40+8。他的方法对吗？为什么？
hjb-primary-ds-v1-p4-161,P4,lower,fill-in,Core,hjb-primary-p4-lower-review-operation-properties,复习与提高,pass,none,,,题目考查简便方法的选择，方法一最简便，答案正确，acceptedAnswers覆盖多种格式。,方法一，4000,"计算 125×32 时，小胖想用运算性质使计算简便。下面哪种方法正确且简便？请写出你选择的方法和结果。\n方法一：125×32 = 125×8×4 = 1000×4 = 4000\n方法二：125×32 = (125×30) + (125×2) = 3750 + 250 = 4000\n方法三：125×32 = 125×16×2 = 2000×2 = 4000\n方法四：125×32 = 125×40 - 125×8 = 5000 - 1000 = 4000"
hjb-primary-ds-v1-p4-162,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查小数大小比较，排序正确，acceptedAnswers覆盖常见写法。,0.65 > 0.605 > 0.6 > 0.56 > 0.065,"把下面各数按从大到小的顺序排列。\n0.6  0.605  0.65  0.56  0.065"
hjb-primary-ds-v1-p4-163,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查小数性质，选项C正确，解释合理。,8.300,下面各数中，去掉“0”而大小不变的是（ ）。
hjb-primary-ds-v1-p4-164,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查小数点移动，答案0.036正确。,0.036,把3.6的小数点向左移动两位，得到的数是（ ）。
hjb-primary-ds-v1-p4-165,P4,lower,short-answer,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查元角分转小数加法，计算正确，答案带单位。,7.45元,小亚买了一本笔记本，花了4元8角5分，又买了一支笔，花了2元6角。她一共花了多少元？请用小数计算。
hjb-primary-ds-v1-p4-166,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查小数大小比较，答案小宇正确，解释清晰。,小宇,在跳远比赛中，小杰跳了1.52米，小宇跳了1.6米，小轩跳了1.49米。谁跳得最远？
hjb-primary-ds-v1-p4-167,P4,lower,fill-in,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查小数加法，答案3.95正确，解释合理。,3.95,计算：3.25 + 0.7 = ______
hjb-primary-ds-v1-p4-168,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目考查小数比较，答案正确，acceptedAnswers覆盖多种表述。,0.5升更大,一瓶饮料的容量是0.5升，另一瓶是0.45升。哪一瓶的容量更大？请写出你的比较过程。
hjb-primary-ds-v1-p4-169,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，选项清晰，答案与解释一致。,4.02,下面哪个小数中的“2”表示2个百分之一？
hjb-primary-ds-v1-p4-170,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，答案80无误。,80,把0.8的小数点向右移动两位，得到的数是______。
hjb-primary-ds-v1-p4-171,P4,lower,short-answer,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，答案与解释合理。,不正确。5元4角应该写成5.4元，而不是5.04元。因为1元=10角，4角=0.4元，所以5元4角=5.4元。5.04元表示5元0角4分，与5元4角不同。,小丽在超市买了一瓶果汁，价格是5元4角。她用小数表示这个价格，写成了5.04元。请判断她写得是否正确，并说明理由。
hjb-primary-ds-v1-p4-172,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，选项唯一，答案0.70无误。,0.70,下面四个小数中，哪一个与0.7相等？
hjb-primary-ds-v1-p4-173,P4,lower,fill-in,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，计算过程和结果均无误。,正确，得数是5.05。,在计算3.25 + 1.8时，小明列竖式把两个小数的小数点对齐，然后从百分位开始加。百分位上5加0得5，十分位上2加8得10，向个位进1，十分位写0；个位上3加1再加进位1得5。他算出的结果是5.05。请你帮小明检查，他的计算正确吗？如果不正确，正确的得数应该是多少？
hjb-primary-ds-v1-p4-174,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，答案1.25米无误。,1.25米,一根绳子长2.6米，用去1.35米后，还剩多少米？请列竖式计算。
hjb-primary-ds-v1-p4-175,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，比较逻辑清晰，答案小浩无误。,小浩,在50米跑测试中，小杰的成绩是8.9秒，小宇的成绩是9.2秒，小浩的成绩是8.5秒，小轩的成绩是9.0秒。谁跑得最快？
hjb-primary-ds-v1-p4-176,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，比较过程合理，答案小宇无误。,小宇跳得更远。比较过程：1.6米可以看作1.60米，1.60＞1.56，所以1.6米＞1.56米。,在跳远比赛中，小杰跳了1.56米，小宇跳了1.6米。谁跳得更远？请写出比较的过程。
hjb-primary-ds-v1-p4-177,P4,lower,short-answer,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，计算无误，答案3.75元。,3.75元,妈妈买苹果花了8.5元，买香蕉花了4.75元。买苹果比买香蕉多花了多少元？
hjb-primary-ds-v1-p4-178,P4,lower,multiple-choice,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，比较过程严谨，答案0.699无误。,0.699,下面四个小数中，最大的是哪一个？
hjb-primary-ds-v1-p4-179,P4,lower,fill-in,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，化简结果3.05无误。,3.05,把3.050化简，写成最简小数是______。
hjb-primary-ds-v1-p4-180,P4,lower,short-answer,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，解题步骤清晰，答案0.6千克无误。,0.6千克,一桶油连桶重5.6千克，用去一半油后，连桶重3.1千克。桶重多少千克？
hjb-primary-ds-v1-p4-181,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，比较无误，答案小华。,小华,小明的身高是1.35米，小华的身高是1.4米。谁更高？
hjb-primary-ds-v1-p4-182,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，改写结果0.80无误。,0.80,把0.8改写成以百分之一为计数单位的数是______。
hjb-primary-ds-v1-p4-183,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，选项唯一，答案6.050无误。,6.050,下面各数中，去掉“0”后大小不变的是（ ）。
hjb-primary-ds-v1-p4-184,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-decimals-meaning-add-sub,小数的认识与加减法,pass,none,,,题目正确，计算无误，答案4.08。,4.08,计算：3.6 + 0.48 = ______。
hjb-primary-ds-v1-p4-185,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,题目正确，趋势判断无误，答案先上升后下降再上升。,先上升后下降再上升,下面是某地一周内每天最高气温的折线统计图数据：周一25°C，周二26°C，周三24°C，周四27°C，周五28°C，周六30°C，周日29°C。从周一到周六，气温的整体变化趋势是（ ）。
hjb-primary-ds-v1-p4-186,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,题目正确，比较无误，答案星期三。,星期三,小丁记录了连续5天每天上午8时的室外气温，数据如下：星期一18℃，星期二20℃，星期三22℃，星期四21℃，星期五19℃。根据这些数据，星期几的气温最高？
hjb-primary-ds-v1-p4-187,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,题目正确，答案与解释一致，无歧义。,气温下降了1℃,下面是某城市一周内每天下午2时的气温记录：星期一15℃，星期二17℃，星期三16℃，星期四18℃，星期五19℃，星期六20℃，星期日18℃。如果把这些数据画成折线统计图，横轴表示星期，纵轴表示气温，那么从星期二到星期三的线段表示什么？
hjb-primary-ds-v1-p4-188,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,计算正确，答案4格，解释清晰。,4,小胖记录了自己一周内每天跳绳的个数：星期一120个，星期二135个，星期三130个，星期四140个，星期五125个。他打算画折线统计图，纵轴每格表示5个。如果纵轴从115开始，那么星期二的点应该画在纵轴从下往上数第几格的位置？
hjb-primary-ds-v1-p4-189,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,选项B温差3℃最大，符合“最陡”，其他选项温差均小于3℃，答案正确。,第1天18℃，第2天21℃，第3天20℃，第4天22℃，第5天23℃，第6天24℃,小亚记录了连续6天每天中午12时的室内温度，并画了折线统计图。她发现第1天到第2天的线段最陡。下面哪组数据符合她的记录？
hjb-primary-ds-v1-p4-190,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,直接比较数据，35页最少，对应第3周，答案正确。,第3周,小巧统计了自己连续4周每周阅读课外书的页数：第1周40页，第2周45页，第3周35页，第4周50页。根据这些数据，哪一周阅读页数最少？
hjb-primary-ds-v1-p4-191,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,选项C正确，其他选项均有错误，解释合理。,星期六的气温比星期五低2℃,小丁记录了上海某公园一周内每天上午8时的气温，并制成折线统计图。横轴表示星期一到星期日，纵轴表示气温（℃），每格代表1℃。数据点依次为：星期一10℃，星期二12℃，星期三11℃，星期四14℃，星期五15℃，星期六13℃，星期日16℃。下列说法正确的是（ ）。
hjb-primary-ds-v1-p4-192,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,计算相邻差值，第3到4天增加20个最多，答案正确。,"3,4",小胖记录了自己连续5天每天跳绳的个数，并绘制成折线统计图。横轴表示天数（第1天到第5天），纵轴表示跳绳个数，每格代表10个。数据点：第1天120个，第2天135个，第3天130个，第4天150个，第5天145个。请填空：跳绳个数增加最多的是从第______天到第______天。
hjb-primary-ds-v1-p4-193,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,选项C正确，其他选项计算错误，解释清晰。,星期五到星期六高度增加了2厘米,小亚记录了某植物一周内每天的高度，并制成折线统计图。横轴表示星期一到星期日，纵轴表示高度（厘米），每格代表2厘米。数据点：星期一6厘米，星期二8厘米，星期三10厘米，星期四10厘米，星期五12厘米，星期六14厘米，星期日14厘米。根据统计图，下列说法正确的是（ ）。
hjb-primary-ds-v1-p4-194,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,11时22℃最高，答案正确。,"11,22",小巧记录了某天上午8时到12时室外气温变化情况，并绘制成折线统计图。横轴表示时间（8时、9时、10时、11时、12时），纵轴表示气温（℃），每格代表1℃。数据点：8时15℃，9时17℃，10时20℃，11时22℃，12时21℃。请填空：从8时到12时，气温最高出现在______时，为______℃。
hjb-primary-ds-v1-p4-195,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,选项D正确，其他选项错误，解释合理。,星期四和星期一做作业的时间相同,小丁丁记录了自己一周内每天做作业的时间，并制成折线统计图。横轴表示星期一到星期日，纵轴表示时间（分钟），每格代表5分钟。数据点：星期一30分钟，星期二25分钟，星期三35分钟，星期四30分钟，星期五40分钟，星期六20分钟，星期日15分钟。根据统计图，下列说法正确的是（ ）。
hjb-primary-ds-v1-p4-196,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,数据整体上升，答案正确。,上升,小丁记录了连续5天每天上午10点的室外温度，数据如下：第1天18℃，第2天20℃，第3天19℃，第4天22℃，第5天25℃。如果把这些数据画成折线统计图，横轴表示天数，纵轴表示温度（单位：℃），那么从第1天到第5天，温度的整体变化趋势是______。（填“上升”或“下降”）
hjb-primary-ds-v1-p4-197,P4,lower,multiple-choice,Core,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,星期四150个最多，答案正确，其他选项错误。,星期四跳绳个数最多,小胖记录了自己一周每天跳绳的个数，并画成了折线统计图。横轴是星期一到星期五，纵轴是跳绳个数（单位：个）。数据点：星期一120个，星期二135个，星期三130个，星期四150个，星期五140个。下列说法正确的是（ ）。
hjb-primary-ds-v1-p4-198,P4,lower,fill-in,Foundation,hjb-primary-p4-lower-line-statistics,统计,pass,none,,,20-10=10厘米，答案正确。,10,小亚测量了一棵植物在5周内每周一的高度，数据如下：第1周10厘米，第2周12厘米，第3周15厘米，第4周17厘米，第5周20厘米。如果画成折线统计图，横轴表示周数，纵轴表示高度（单位：厘米），那么从第1周到第5周，高度增加了______厘米。
