id,batch,grade,semester,topicId,unitTitle,volume,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,assessmentPatternCardIds,paperPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,manualQaStatus,reviewNotes
bnu-primary-ds-v2-p4-101,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Foundation,fill-in,某城市冬季某天的气温从零上8℃下降到零下5℃，气温下降了______℃。,,13,13,零上8℃记作+8℃，零下5℃记作-5℃。从+8℃到-5℃的温差是8+5=13℃，所以下降了13℃。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-102,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Challenge,short-answer,小明在一条东西向的直路上行走，规定向东为正。他从起点出发，先向东走150米，再向西走200米。请问小明最后的位置在起点的哪一侧？距离起点多少米？请用正负数表示他的最终位置。,,西侧，50米，-50米,西侧，50米，-50米 | 西侧50米，-50米 | 西侧50米-50米,向东150米记作+150米，向西200米记作-200米。最终位置为+150+(-200)=-50米，负号表示在起点西侧，距离50米。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-103,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Core,multiple-choice,某天四个城市的最低气温如下：甲市-8℃，乙市-3℃，丙市0℃，丁市2℃。哪个城市的最低气温最高？,甲市 | 乙市 | 丙市 | 丁市,丁市,丁市,在数轴上，正数大于0，0大于负数。2℃是正数，最高。比较负数时，-3℃大于-8℃，但2℃最大。所以丁市气温最高。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-104,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Foundation,fill-in,某水库的水位以正常水位为基准，高于正常水位记为正，低于正常水位记为负。某日水位为+15厘米，次日水位为-10厘米。这两天水位相差______厘米。,,25,25,+15厘米表示高于正常水位15厘米，-10厘米表示低于正常水位10厘米。两者相差15+10=25厘米。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-105,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Challenge,short-answer,小华玩积分游戏，答对一题得10分，答错一题扣5分。他答对了8题，答错了4题。他的最终得分是多少分？,,60,60 | 60分,答对得分：8×10=80分；答错扣分：4×5=20分。最终得分：80-20=60分。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-106,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Core,multiple-choice,某地一天中四个时刻的气温记录如下：凌晨2时-4℃，上午8时0℃，下午2时6℃，晚上8时-1℃。这四个时刻中，气温最低的是哪个时刻？,凌晨2时 | 上午8时 | 下午2时 | 晚上8时,凌晨2时,凌晨2时,比较各气温：-4℃、0℃、6℃、-1℃。负数中-4℃最小，所以凌晨2时气温最低。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-107,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Foundation,fill-in,在数轴上，点A表示-3，点B表示2。点A和点B之间的距离是______。,,5,5,数轴上两点距离为右边点表示的数减去左边点表示的数：2-(-3)=2+3=5。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-108,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Challenge,short-answer,某山峰海拔高度为+1240米（以海平面为基准），某盆地海拔高度为-155米。山峰比盆地高多少米？,,1395,1395 | 1395米,山峰海拔+1240米，盆地海拔-155米。高差为1240-(-155)=1240+155=1395米。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-109,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Core,multiple-choice,下面哪个数最接近0？,-5 | -2 | 3 | 4,-2,-2,各数到0的距离：|-5|=5，|-2|=2，|3|=3，|4|=4。其中2最小，所以-2最接近0。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-110,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Foundation,fill-in,某超市盈利记为正，亏损记为负。上月盈利5000元，本月亏损2000元。这两个月总的盈亏情况是______元。,,3000,3000 | +3000 | 盈利3000,盈利5000元记作+5000元，亏损2000元记作-2000元。总和为5000+(-2000)=3000元，即盈利3000元。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-111,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Challenge,short-answer,气象站记录某天凌晨2时的气温是零下8℃，上午10时气温比凌晨2时上升了12℃，下午4时气温比上午10时下降了5℃。请分别写出上午10时和下午4时的气温（用带正负号的数表示），并说明下午4时的气温比凌晨2时高还是低。,,上午10时：+4℃；下午4时：-1℃；下午4时的气温比凌晨2时高。,上午10时：+4℃；下午4时：-1℃；下午4时的气温比凌晨2时高。 | 上午10时：+4℃；下午4时：-1℃；高,凌晨2时为零下8℃，记作-8℃。上升12℃后为-8+12=4℃，记作+4℃。再下降5℃后为4-5=-1℃，记作-1℃。比较-1℃和-8℃，在数轴上-1在-8右边，所以-1℃高于-8℃，即下午4时比凌晨2时高。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-112,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-negative-numbers,生活中的负数,四年级上册,negative-numbers | signed-quantities | number-line | 生活中的负数 | 正负数,Core,multiple-choice,下面四个温度中，最低的是哪一个？,-3℃ | 0℃ | -7℃ | 2℃,-7℃,-7℃,比较负数温度时，负号后面的数越大，温度越低。-7℃比-3℃低，也比0℃和2℃低，所以-7℃是最低的温度。,bnu-primary-p4-upper-negative-numbers,bnu-primary-p4-upper-assessment-negative-numbers-unit | bnu-primary-p4-upper-assessment-final-integrated,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-113,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Foundation,fill-in,一个袋子里装有5个红球、3个黄球和2个蓝球，球的大小、手感完全相同。从中任意摸出一个球，摸到（ ）球的可能性最大，摸到（ ）球的可能性最小。,,红；蓝,红；蓝 | 红球；蓝球,红球数量最多（5个），所以摸到红球的可能性最大；蓝球数量最少（2个），所以摸到蓝球的可能性最小。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-114,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Challenge,short-answer,一个转盘被平均分成8份，分别涂上红色、黄色和蓝色。其中红色区域有3份，黄色区域有4份，蓝色区域有1份。转动转盘，指针停在哪种颜色区域的可能性最大？停在哪种颜色区域的可能性最小？请说明理由。,,停在黄色区域的可能性最大，停在蓝色区域的可能性最小。理由：黄色区域占4份，份数最多，所以可能性最大；蓝色区域占1份，份数最少，所以可能性最小。,停在黄色区域的可能性最大，停在蓝色区域的可能性最小。理由：黄色区域占4份，份数最多，所以可能性最大；蓝色区域占1份，份数最少，所以可能性最小。 | 黄色；蓝色。因为黄色份数多，蓝色份数少。,转盘被平均分成8份，每种颜色所占份数不同。黄色占4份，红色占3份，蓝色占1份。份数越多，指针停在该区域的可能性越大，所以黄色可能性最大，蓝色可能性最小。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-115,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Core,multiple-choice,一个盒子里有10个除了颜色外完全相同的球，其中红球6个，白球3个，黑球1个。下面说法正确的是（ ）。,摸到的一定是红球 | 摸到红球的可能性比白球小 | 摸到黑球的可能性最小 | 摸到白球和黑球的可能性一样大,摸到黑球的可能性最小,摸到黑球的可能性最小,红球最多，可能性最大；黑球最少，可能性最小。摸到的不一定是红球，只是可能性大。白球比黑球多，所以可能性不同。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-116,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Foundation,fill-in,用“一定”“可能”或“不可能”填空：太阳从西方升起，这件事是（ ）发生的；明天会下雨，这件事是（ ）发生的；地球每天都在转动，这件事是（ ）发生的。,,不可能；可能；一定,不可能；可能；一定,太阳从西方升起违背自然规律，所以不可能；明天是否下雨不确定，所以可能；地球自转是确定事实，所以一定。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-117,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Challenge,short-answer,小明和小红玩掷骰子游戏，骰子是一个正方体，六个面上分别写着数字1、2、3、4、5、6。规则是：掷出单数小明赢，掷出双数小红赢。这个游戏公平吗？请写出你的判断理由。,,公平。因为骰子六个面中单数有1、3、5共3个，双数有2、4、6共3个，数量相等，所以两人赢的可能性相同。,公平。因为骰子六个面中单数有1、3、5共3个，双数有2、4、6共3个，数量相等，所以两人赢的可能性相同。 | 公平。单数和双数一样多，可能性相同。,单数面有3个，双数面也有3个，掷出单数和双数的可能性都是3/6=1/2，机会均等，因此游戏公平。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-118,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Core,multiple-choice,一个袋子里有5个红球和5个黄球，球的大小、形状、手感完全相同。从中任意摸出一个球，下面说法正确的是（ ）。,不可能摸到红球 | 摸到红球的可能性比黄球大 | 摸到红球和黄球的可能性一样大 | 一定摸到黄球,摸到红球和黄球的可能性一样大,摸到红球和黄球的可能性一样大,红球和黄球数量相等，都是5个，所以摸到两种球的可能性相同。其他选项与事实不符。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-119,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Foundation,fill-in,口袋里有8个球，分别是2个红球、2个黄球、2个蓝球和2个绿球。任意摸一个球，摸到红球的可能性与摸到黄球的可能性相比，（ ）（填“红球大”“黄球大”或“一样大”）。,,一样大,一样大,红球和黄球的数量都是2个，在总数8个球中所占比例相同，因此摸到红球和黄球的可能性一样大。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-120,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Challenge,short-answer,设计一个抽奖转盘，要求：指针停在红色区域的可能性最大，停在蓝色区域的可能性最小，停在黄色区域的可能性居中。请你用文字描述转盘上三种颜色的区域各占几份，并说明理由。,,可以将转盘平均分成若干份，例如分成8份：红色占5份，黄色占2份，蓝色占1份。这样红色份数最多，可能性最大；蓝色份数最少，可能性最小；黄色居中。,可以将转盘平均分成若干份，例如分成8份：红色占5份，黄色占2份，蓝色占1份。这样红色份数最多，可能性最大；蓝色份数最少，可能性最小；黄色居中。 | 红色5份，黄色2份，蓝色1份。红色最多，蓝色最少。,可能性大小由区域份数决定。要满足红色最大、蓝色最小、黄色居中，只需让红色份数>黄色份数>蓝色份数即可，如5份、2份、1份。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-121,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Core,multiple-choice,一个不透明的袋子里装有5个红球、3个蓝球和2个黄球，这些球除颜色外完全相同。从中任意摸出一个球，下面哪种说法是正确的？,摸到红球的可能性最大 | 摸到蓝球的可能性比黄球小 | 摸到黄球的可能性最大 | 摸到红球和蓝球的可能性相等,摸到红球的可能性最大,摸到红球的可能性最大,红球5个最多，蓝球3个次之，黄球2个最少。数量越多，摸到的可能性越大，所以摸到红球的可能性最大。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-122,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Foundation,fill-in,盒子里有8个白乒乓球和4个黄乒乓球，除颜色外完全相同。任意摸出一个球，摸到白球的可能性比摸到黄球的可能性______。（填“大”或“小”）,,大,大,白球有8个，黄球有4个，8>4，所以摸到白球的可能性更大。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-123,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Challenge,short-answer,小明和小红用转盘做游戏。转盘被平均分成8份，其中红色区域占3份，蓝色区域占3份，黄色区域占2份。指针转动后停在红色区域小明赢，停在蓝色区域小红赢，停在黄色区域平局。这个游戏规则公平吗？请说明理由。,,公平，因为红色区域和蓝色区域各占3份，小明和小红赢的机会相等。,公平，因为红色区域和蓝色区域各占3份，小明和小红赢的机会相等。,红色和蓝色区域份数相同，都是3份，所以指针停在两种颜色上的可能性相等，游戏公平。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-124,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Core,multiple-choice,一个正方体的六个面分别写着数字1、1、2、2、3、3。抛掷这个正方体，落地后朝上的面是数字2的可能性与数字3的可能性相比，下面哪种说法正确？,数字2的可能性大 | 数字3的可能性大 | 可能性相等 | 无法比较,可能性相等,可能性相等,数字2和数字3都出现了2次，面数相同，所以朝上的可能性相等。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-125,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Foundation,fill-in,口袋里有6支红铅笔和2支蓝铅笔，任意摸出一支，摸到红铅笔的可能性比摸到蓝铅笔的可能性______。（填“大”或“小”）,,大,大,红铅笔6支，蓝铅笔2支，6>2，所以摸到红铅笔的可能性更大。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-126,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Challenge,short-answer,一个抽奖箱里有10张卡片，分别写着1～10。抽到单数卡片得奖，抽到双数卡片不得奖。小华说：“我第一次抽到了单数，第二次抽到双数的可能性会变大。”你同意小华的说法吗？请用可能性知识解释。,,不同意。每次抽奖前卡片总数和单双数比例不变，抽到单数或双数的可能性不变，上一次的结果不影响下一次。,不同意。每次抽奖前卡片总数和单双数比例不变，抽到单数或双数的可能性不变，上一次的结果不影响下一次。,每次抽奖都是独立事件，卡片放回后，单双数各5张，可能性相等且不变，不会因之前结果改变。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-127,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Core,multiple-choice,袋子中有3个绿球、2个白球和1个黑球，除颜色外完全相同。任意摸出一个球，下面哪种情况的可能性最小？,摸到绿球 | 摸到白球 | 摸到黑球 | 摸到白球或黑球,摸到黑球,摸到黑球,黑球只有1个，数量最少，所以摸到黑球的可能性最小。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-128,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-probability,可能性,四年级上册,probability-intuition | likelihood | random-events | fairness | 可能性,Foundation,fill-in,转动一个转盘，转盘被平均分成6份，其中1份涂红色，2份涂蓝色，3份涂黄色。指针停在黄色区域的可能性最______。（填“大”或“小”）,,大,大,黄色区域有3份，份数最多，所以指针停在黄色区域的可能性最大。,bnu-primary-p4-upper-probability,bnu-primary-p4-upper-assessment-probability-unit | bnu-primary-p5-upper-assessment-probability-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-129,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-math-play-review,数学好玩及整理复习,四年级上册,p4-upper-review | mathematical-activity | integrated-application | 整理与复习 | 数学好玩 | 总复习,Core,short-answer,在整理与复习中，小亮发现一道题：估算198+397时，他把198看作200，397看作400，得到600。请你说一说他用了什么策略，并检验结果是否合理。,,他用了四舍五入法把加数看作整百数进行估算。198≈200，397≈400，200+400=600，实际198+397=595，600接近595，结果合理。,他用了四舍五入法把加数看作整百数进行估算。198≈200，397≈400，200+400=600，实际198+397=595，600接近595，结果合理。,把198和397分别四舍五入到百位，估算为200和400，和是600，与实际和595相差5，在合理范围内。,bnu-primary-p4-upper-math-play-review,bnu-primary-p4-upper-assessment-large-numbers-unit | bnu-primary-p4-upper-assessment-lines-angles-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
bnu-primary-ds-v2-p4-130,bnu-primary-v2,P4,upper,bnu-primary-p4-upper-math-play-review,数学好玩及整理复习,四年级上册,p4-upper-review | mathematical-activity | integrated-application | 整理与复习 | 数学好玩 | 总复习,Foundation,multiple-choice,下面哪个问题最适合用“先估算再计算”的策略来解决？,小明有345元，买了一个198元的书包，还剩多少元？ | 学校图书馆有故事书1234本，科技书比故事书多567本，科技书有多少本？ | 一箱苹果重25千克，8箱苹果重多少千克？ | 从甲地到乙地距离120千米，汽车每小时行60千米，几小时到达？,小明有345元，买了一个198元的书包，还剩多少元？,小明有345元，买了一个198元的书包，还剩多少元？,该问题涉及退位减法，可先估算：345≈350，198≈200，350-200=150，再精确计算345-198=147，估算可帮助检验。其他问题直接计算更简便。,bnu-primary-p4-upper-math-play-review,bnu-primary-p4-upper-assessment-large-numbers-unit | bnu-primary-p4-upper-assessment-lines-angles-unit,,passed-auto-source-scan,pending-s18-review,pending-s18-review,pending-s18-review,"S18 BNU primary V2 automated source-distance/structure/v1-distance gate passed with 300-row grade sample queue generated; candidate QA package only, not approved for public integration."
