"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-p4-lower-010","P4","lower","multiple-choice","Foundation","平均数与条形统计图","solver-gap","manual-required","36 千克","36 千克","","","","not-run","solver:no deterministic solver matched this free-form item","四个同学的体重分别是 32 千克、35 千克、37 千克、40 千克，他们的平均体重是多少千克？"
"pep-primary-p4-lower-011","P4","lower","fill-in","Challenge","运算定律","solver-gap","manual-required","5 × 5 ÷ 5 + 5 = 10","5 × 5 ÷ 5 + 5 = 10 | 5×5÷5+5=10 | 5 × 5 ÷ 5 + 5 | 5×5÷5+5 | (5 × 5) ÷ 5 + 5 = 10 | (5×5)÷5+5=10 | 5 + 5 × 5 ÷ 5 = 10 | 5+5×5÷5=10 | 5 + (5 × 5) ÷ 5 = 10 | 5+(5×5)÷5=10","","","","not-run","solver:no deterministic solver matched this free-form item","在下面的算式中，填入合适的运算符号（＋、－、×、÷）和括号，使等式成立。\n5 ___ 5 ___ 5 ___ 5 = 10"
"pep-primary-p4-lower-012","P4","lower","short-answer","Exam","小数点移动","solver-gap","manual-required","2","2 | 2.00","","","","not-run","solver:no deterministic solver matched this free-form item","一个数的小数点向右移动两位后，比原数大 198。原数是多少？"
"pep-primary-p4-lower-013","P4","lower","multiple-choice","Core","小数加法和减法","solver-gap","manual-required","10.00 元","10.00 元","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了一瓶酱油，用去 3.45 元后，还剩 6.55 元。这瓶酱油原价多少元？"
"pep-primary-p4-lower-014","P4","lower","fill-in","Foundation","三角形","solver-gap","manual-required","锐角三角形","锐角三角形 | 锐角","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形，其中两个内角的度数分别是 40° 和 60°。按角分类，这个三角形是什么三角形？"
"pep-primary-p4-lower-015","P4","lower","short-answer","Challenge","期末综合","solver-gap","manual-required","鸡 6 只，兔 4 只","鸡 6 只，兔 4 只 | 鸡6只，兔4只 | 鸡6只,兔4只 | 鸡6只 兔4只 | 鸡6只兔4只 | 6只鸡，4只兔 | 6只鸡,4只兔 | 6只鸡 4只兔 | 6只鸡4只兔 | 鸡有6只，兔有4只 | 鸡有6只,兔有4只 | 鸡有6只 兔有4只 | 鸡有6只兔有4只","","","","not-run","solver:no deterministic solver matched this free-form item","笼子里有鸡和兔共 10 只，从下面数共有 28 只脚。鸡和兔各有多少只？"
"pep-primary-p4-lower-016","P4","lower","multiple-choice","Core","四则运算","solver-gap","manual-required","28 +（72 ÷ 9）","28 +（72 ÷ 9）","","","","not-run","solver:no deterministic solver matched this free-form item","下列算式中，去掉括号后计算结果不变的是（ ）。"
"pep-primary-p4-lower-017","P4","lower","fill-in","Foundation","小数大小比较","solver-gap","manual-required","3","3 | 三个","","","","not-run","solver:no deterministic solver matched this free-form item","在 0.6、0.60、0.600 这三个数中，大小相等的有 ______ 个。"
"pep-primary-p4-lower-018","P4","lower","short-answer","Challenge","单位换算","solver-gap","manual-required","7.8","7.8 | 7.80","","","","not-run","solver:no deterministic solver matched this free-form item","小华在计算一道小数减法时，把被减数 15.6 看成了 16.5，算出的差是 8.7。正确的差是多少？"
"pep-primary-p4-lower-019","P4","lower","multiple-choice","Core","观察物体（二）","solver-gap","manual-required","下面一排两个，上面两个分别放在左右两边","下面一排两个，上面两个分别放在左右两边","","","","not-run","solver:no deterministic solver matched this free-form item","用 4 个同样的小正方体搭成一个立体图形，从前面看是“田”字形，从上面看是“一”字形。这个立体图形是（ ）。"
"pep-primary-p4-lower-020","P4","lower","fill-in","Foundation","数学广角：鸡兔同笼","solver-gap","manual-required","15","15 | 十五","","","","not-run","solver:no deterministic solver matched this free-form item","停车场有三轮车和汽车共 20 辆，共有 65 个轮子。三轮车有 ______ 辆。"
"pep-primary-p4-lower-021","P4","lower","short-answer","Challenge","简便计算","solver-gap","manual-required","运用了乘法结合律和乘法交换律。过程：125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。第一步将32拆成8×4，用了乘法结合律；第二步交换位置并重新结合，用了乘法交换律和结合律。","运用了乘法结合律和乘法交换律。过程：125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。第一步将32拆成8×4，用了乘法结合律；第二步交换位置并重新结合，用了乘法交换律和结合律。","","","","not-run","solver:no deterministic solver matched this free-form item","计算 125×32×25 时，小丽想用简便方法，她先算 125×8=1000，再算 25×4=100，最后得到 1000×100=100000。请问她运用了哪些运算定律？请写出完整的简便计算过程，并说明每一步的依据。"
"pep-primary-p4-lower-022","P4","lower","multiple-choice","Core","小数的意义和性质","solver-gap","manual-required","0.80","0.80","","","","not-run","solver:no deterministic solver matched this free-form item","下面四个小数中，哪一个与 0.8 大小相等，但计数单位不同？"
"pep-primary-p4-lower-023","P4","lower","fill-in","Foundation","小数混合应用","solver-gap","manual-required","饮料净重 0.6 千克，空瓶重 0.05 千克。","饮料净重 0.6 千克，空瓶重 0.05 千克。","","","","not-run","solver:no deterministic solver matched this free-form item","一瓶饮料连瓶重 0.65 千克，喝了一半后，连瓶重 0.35 千克。原来饮料净重多少千克？空瓶重多少千克？"
"pep-primary-p4-lower-024","P4","lower","short-answer","Challenge","图形的运动（二）","solver-gap","manual-required","按角分类是锐角三角形，按边分类是等腰三角形。","按角分类是锐角三角形，按边分类是等腰三角形。 | 锐角三角形；等腰三角形 | 锐角三角形，等腰三角形","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形，其中两个内角的度数之和是 110°，且这个三角形是轴对称图形。请判断这个三角形按角分类是什么三角形？按边分类是什么三角形？并说明理由。"
"pep-primary-p4-lower-025","P4","lower","multiple-choice","Core","平均数与条形统计图","solver-gap","manual-required","平均数是这组数据的总和除以数据的个数","平均数是这组数据的总和除以数据的个数","","","","not-run","solver:no deterministic solver matched this free-form item","下面是四年级一班第一小组同学的身高数据（单位：厘米）：145, 138, 142, 136, 141, 143。关于这组数据的平均数，下面哪种说法是正确的？"
"pep-primary-p4-lower-026","P4","lower","fill-in","Foundation","运算定律","solver-gap","manual-required","47×25×4 = 47 × (25 × 4)，运用了乘法结合律。","47×25×4 = 47 × (25 × 4)，运用了乘法结合律。","","","","not-run","solver:no deterministic solver matched this free-form item","在横线上填上适当的数或运算符号，使计算简便：\n47×25×4 = 47 × ( ____ × ____ )，这里运用了乘法____律。"
"pep-primary-p4-lower-027","P4","lower","short-answer","Core","小数点移动","solver-gap","manual-required","向右移动两位得到75，是原数的100倍。再向左移动三位得到0.075。","向右移动两位得到75，是原数的100倍。再向左移动三位得到0.075。","","","","not-run","solver:no deterministic solver matched this free-form item","把 0.75 的小数点向右移动两位，得到的数是原数的多少倍？如果再把小数点向左移动三位，得到的数是多少？请写出过程和结果。"
"pep-primary-p4-lower-028","P4","lower","multiple-choice","Foundation","小数加法和减法","solver-gap","manual-required","2.5","2.5","","","","not-run","solver:no deterministic solver matched this free-form item","小明在计算一道小数减法时，把被减数 5.4 看成了 5.7，算出的差是 2.8。正确的差应该是多少？"
"pep-primary-p4-lower-029","P4","lower","fill-in","Core","三角形","solver-gap","manual-required","最长 12 厘米，最短 4 厘米。","最长 12 厘米，最短 4 厘米。","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形三条边的长度都是整厘米数，其中两条边分别是 5 厘米和 8 厘米。第三条边最长是多少厘米？最短是多少厘米？"
"pep-primary-p4-lower-030","P4","lower","short-answer","Foundation","期末综合","solver-gap","manual-required","答对了17道题。思考过程：假设全对，应得20×5=100分，实际少得100-79=21分。每把一道对的换成错的，损失5+2=7分。所以错题数=21÷7=3道，对题数=20-3=17道。","答对了17道题。思考过程：假设全对，应得20×5=100分，实际少得100-79=21分。每把一道对的换成错的，损失5+2=7分。所以错题数=21÷7=3道，对题数=20-3=17道。","","","","not-run","solver:no deterministic solver matched this free-form item","学校举行环保知识竞赛，共有20道题，答对一道得5分，答错一道倒扣2分。小华得了79分，他答对了几道题？请写出你的思考过程。"
"pep-primary-p4-lower-031","P4","lower","multiple-choice","Core","四则运算","solver-gap","manual-required","15 × 6 × 4","15 × 6 × 4","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个算式的结果与 15 × 24 相等？"
"pep-primary-p4-lower-032","P4","lower","fill-in","Foundation","小数大小比较","solver-gap","manual-required","0.600, 0.6","0.600, 0.6 | 0.600 0.6","","","","not-run","solver:no deterministic solver matched this free-form item","在 0.6、0.60、0.600 中，最大的数是 ______，最小的数是 ______。"
"pep-primary-p4-lower-033","P4","lower","short-answer","Core","单位换算","solver-gap","manual-required","小亮更高，高 5 厘米。","小亮更高，高 5 厘米。 | 小亮更高，高5厘米 | 小亮高，5厘米","","","","not-run","solver:no deterministic solver matched this free-form item","小明的身高是 1 米 35 厘米，小亮的身高是 1.4 米。谁更高？高多少厘米？"
"pep-primary-p4-lower-034","P4","lower","multiple-choice","Foundation","观察物体（二）","solver-gap","manual-required","锐角三角形","锐角三角形","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形中，有两个角分别是 30° 和 70°，这个三角形按角分类是什么三角形？"
"pep-primary-p4-lower-035","P4","lower","fill-in","Core","数学广角：鸡兔同笼","pass","none","6, 4","6, 4 | 6 4","6, 4","chicken-rabbit-linear-system","application-problem","pass","solver:chicken-rabbit-linear-system","鸡和兔共有 10 个头，28 条腿。鸡有 ______ 只，兔有 ______ 只。"
"pep-primary-p4-lower-036","P4","lower","short-answer","Foundation","简便计算","pass","none","25 × 36 = 25 × 4 × 9 = 100 × 9 = 900","25 × 36 = 25 × 4 × 9 = 100 × 9 = 900 | 25×36=25×4×9=100×9=900","900","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","用简便方法计算 25 × 36，并写出主要步骤。"
"pep-primary-p4-lower-037","P4","lower","multiple-choice","Core","小数的意义和性质","solver-gap","manual-required","3.50","3.50","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，去掉“0”后大小不变的是（ ）。"
"pep-primary-p4-lower-038","P4","lower","fill-in","Foundation","小数混合应用","solver-gap","manual-required","3.7","3.7","","","","not-run","solver:no deterministic solver matched this free-form item","一瓶饮料 2.5 元，一包饼干 3.8 元。小明买一瓶饮料和一包饼干，付了 10 元，应找回 ______ 元。"
"pep-primary-p4-lower-039","P4","lower","multiple-choice","Core","图形的运动（二）","solver-gap","manual-required","平行四边形","平行四边形","","","","not-run","solver:no deterministic solver matched this free-form item","下面图形中，不是轴对称图形的是（ ）。"
"pep-primary-p4-lower-040","P4","lower","fill-in","Foundation","平均数与条形统计图","solver-gap","manual-required","125","125","","","","not-run","solver:no deterministic solver matched this free-form item","小红四次跳绳的成绩分别是 120 下、135 下、128 下、117 下。她平均每次跳 ______ 下。"
"pep-primary-p4-lower-041","P4","lower","multiple-choice","Core","运算定律","solver-gap","manual-required","25×36 = 25×(40−4)","25×36 = 25×(40−4)","","","","not-run","solver:no deterministic solver matched this free-form item","计算 25×36 时，下面哪种简便方法运用了乘法分配律？"
"pep-primary-p4-lower-042","P4","lower","fill-in","Foundation","小数点移动","solver-gap","manual-required","100倍","100倍 | 100","","","","not-run","solver:no deterministic solver matched this free-form item","把0.08的小数点向右移动两位，得到的数是原来的多少倍？"
"pep-primary-p4-lower-043","P4","lower","multiple-choice","Core","小数加法和减法","solver-gap","manual-required","5.6 + 12.8 = 18.4","5.6 + 12.8 = 18.4","","","","not-run","solver:no deterministic solver matched this free-form item","小丽买了一本笔记本花了5.6元，又买了一支钢笔花了12.8元，她一共花了多少元？正确的算式是？"
"pep-primary-p4-lower-044","P4","lower","fill-in","Foundation","三角形","solver-gap","manual-required","4厘米、5厘米、6厘米、7厘米、8厘米、9厘米、10厘米、11厘米、12厘米中的任意一个","4厘米、5厘米、6厘米、7厘米、8厘米、9厘米、10厘米、11厘米、12厘米中的任意一个 | 4厘米 | 5厘米 | 6厘米 | 7厘米 | 8厘米 | 9厘米 | 10厘米 | 11厘米 | 12厘米 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形的两条边分别是5厘米和8厘米，第三条边的长度可能是多少厘米？（取整厘米数）"
"pep-primary-p4-lower-045","P4","lower","multiple-choice","Core","期末综合","solver-gap","manual-required","91分","91分","","","","not-run","solver:no deterministic solver matched this free-form item","小明4次数学小测的成绩分别是92分、88分、94分、90分，他的平均分是多少？"
"pep-primary-p4-lower-046","P4","lower","fill-in","Core","四则运算","solver-gap","manual-required","乘法结合律","乘法结合律","","","","not-run","solver:no deterministic solver matched this free-form item","在计算125×88时，小华想用简便方法：125×88 = 125×8×11，他运用了什么运算律？"
"pep-primary-p4-lower-047","P4","lower","multiple-choice","Core","小数大小比较","solver-gap","manual-required","0.51","0.51","","","","not-run","solver:no deterministic solver matched this free-form item","下面四个小数中，哪个最大？"
"pep-primary-p4-lower-048","P4","lower","fill-in","Core","单位换算","solver-gap","manual-required","0.8升","0.8升 | 0.8","","","","not-run","solver:no deterministic solver matched this free-form item","一瓶饮料的净含量是1.25升，倒入一个容量为0.45升的杯子后，瓶里还剩多少升？"
"pep-primary-p4-lower-049","P4","lower","multiple-choice","Core","观察物体（二）","solver-gap","manual-required","3个","3个","","","","not-run","solver:no deterministic solver matched this free-form item","一个由小正方体搭成的立体图形，从前面看是3个正方形排成一排，从上面看也是3个正方形排成一排，这个立体图形至少由几个小正方体搭成？"
"pep-primary-p4-lower-050","P4","lower","multiple-choice","Core","数学广角：鸡兔同笼","solver-gap","manual-required","6只","6只","","","","not-run","solver:no deterministic solver matched this free-form item","鸡兔同笼，共有头10个，脚28只，鸡有多少只？"
"pep-primary-p4-upper-001","P4","upper","multiple-choice","Core","大数的认识","solver-gap","manual-required","50836000，五千零八十三万六千，5084万","50836000，五千零八十三万六千，5084万","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由5个千万、8个十万、3个万和6个千组成。这个数写作多少？读作什么？省略万位后面的尾数约是多少万？"
"pep-primary-p4-upper-002","P4","upper","fill-in","Foundation","除数是两位数的除法","solver-gap","manual-required","13800；4","13800；4 | 13800,4 | 13800，4","","","","not-run","solver:no deterministic solver matched this free-form item","计算 234 × 56 时，可以先估算：234 接近 230，56 接近 60，积大约是 ______。再笔算，积的个位是 ______。"
"pep-primary-p4-upper-003","P4","upper","short-answer","Challenge","平行四边形和梯形","solver-gap","manual-required","周长40厘米；面积可能是72平方厘米或108平方厘米","周长40厘米；面积可能是72平方厘米或108平方厘米 | 40厘米；72平方厘米或108平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两条边的长度分别是8厘米和12厘米，其中一条边上的高是9厘米。这个平行四边形的周长是多少厘米？面积可能是多少平方厘米？（提示：考虑高可能在哪条边上）"
"pep-primary-p4-upper-004","P4","upper","multiple-choice","Exam","条形统计图","solver-gap","manual-required","先算本周总销量495本，再乘4，估计下月销量约1980本","先算本周总销量495本，再乘4，估计下月销量约1980本","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某书店一周售出图书数量的条形统计图：周一售出45本，周二售出60本，周三售出55本，周四售出70本，周五售出80本，周六售出95本，周日售出90本。如果书店想用一周的总销量来估计下个月的销量（按4周计算），下面哪种估计方法最合理？"
"pep-primary-p4-upper-005","P4","upper","fill-in","Core","期中综合","solver-gap","manual-required","1049999999；950000000","1049999999；950000000 | 1049999999,950000000 | 1049999999，950000000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数省略亿位后面的尾数约是10亿。这个数最大是 ______，最小是 ______。"
"pep-primary-p4-upper-006","P4","upper","short-answer","Foundation","近似数","solver-gap","manual-required","5000500 < 5005000 < 5050000 < 5500000","5000500 < 5005000 < 5050000 < 5500000 | 5000500，5005000，5050000，5500000","","","","not-run","solver:no deterministic solver matched this free-form item","把下面各数按从小到大的顺序排列：5050000、5005000、5500000、5000500。请写出排列后的序列。"
"pep-primary-p4-upper-007","P4","upper","multiple-choice","Challenge","三位数乘两位数","solver-gap","manual-required","以上都对","以上都对","","","","not-run","solver:no deterministic solver matched this free-form item","在计算 345 × 27 时，下面哪个算式的积与 345 × 27 的积相等？"
"pep-primary-p4-upper-008","P4","upper","fill-in","Exam","平行与垂直","solver-gap","manual-required","互相垂直","互相垂直 | 垂直","","","","not-run","solver:no deterministic solver matched this free-form item","在同一平面内，如果直线a与直线b互相垂直，直线b与直线c互相平行，那么直线a与直线c的位置关系是 ______。"
"pep-primary-p4-upper-009","P4","upper","short-answer","Core","公顷和平方千米","pass","none","10公顷；2000棵","10公顷；2000棵 | 10公顷,2000棵 | 10公顷，2000棵","10公顷; 2000棵","rectangle-area-hectare-conversion","area","pass","solver:rectangle-area-hectare-conversion","一个长方形果园长400米，宽250米。这个果园的面积是多少公顷？如果每公顷栽果树200棵，这个果园一共可以栽多少棵果树？"
"pep-primary-p4-upper-010","P4","upper","multiple-choice","Foundation","期末综合","solver-gap","manual-required","27","27","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数36看成了63，结果得到的商是15，余数是9。正确的商应该是多少？"
"pep-primary-p4-upper-011","P4","upper","fill-in","Challenge","亿以内数","solver-gap","manual-required","写作30569000，近似数是3057万","写作30569000，近似数是3057万 | 30569000，3057万 | 30569000 3057万","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由3个千万、5个十万、6个万和9个千组成，这个数写作多少？省略万位后面的尾数，它的近似数是多少？"
"pep-primary-p4-upper-012","P4","upper","short-answer","Core","积和商的估算","solver-gap","manual-required","大约2400本。把198看作200，200×12=2400。","大约2400本。把198看作200，200×12=2400。 | 2400本，198≈200，200×12=2400 | 2400本 198≈200 200×12=2400","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆有故事书198本，科技书的本数是故事书的12倍。图书馆大约有多少本科技书？你是怎样估算的？"
"pep-primary-p4-upper-013","P4","upper","multiple-choice","Foundation","角的度量","solver-gap","manual-required","A. 15°","A. 15° | A","","","","not-run","solver:no deterministic solver matched this free-form item","用一个10倍的放大镜看一个15°的角，这个角的度数是（ ）。"
"pep-primary-p4-upper-014","P4","upper","fill-in","Challenge","数学广角：优化","solver-gap","manual-required","先洗水壶，然后烧开水，在烧开水的同时洗茶杯、找茶叶，水烧开后沏茶。最少需要10分钟。","先洗水壶，然后烧开水，在烧开水的同时洗茶杯、找茶叶，水烧开后沏茶。最少需要10分钟。 | 洗水壶→烧开水（同时洗茶杯、找茶叶）→沏茶，10分钟 | 10分钟，洗水壶1分钟，烧开水8分钟（同时洗茶杯2分钟、找茶叶1分钟），沏茶1分钟","","","","not-run","solver:no deterministic solver matched this free-form item","小明给客人沏茶，洗水壶要1分钟，烧开水要8分钟，洗茶杯要2分钟，找茶叶要1分钟，沏茶要1分钟。为了让客人尽快喝上茶，最合理的安排顺序是什么？最少需要多少分钟？"
"pep-primary-p4-upper-015","P4","upper","short-answer","Core","易错提优","solver-gap","manual-required","正确的商是11，余数是15。","正确的商是11，余数是15。 | 商11余15 | 11……15","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数32看成了23，结果得到的商是15，余数是18。正确的商和余数应该是多少？请你写出思考过程。"
"pep-primary-p4-upper-016","P4","upper","multiple-choice","Foundation","大数的认识","solver-gap","manual-required","B. 40005600","B. 40005600 | B","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，一个零都不读出来的是（ ）。"
"pep-primary-p4-upper-017","P4","upper","fill-in","Challenge","除数是两位数的除法","solver-gap","manual-required","被除数最大是188，最小是163。","被除数最大是188，最小是163。 | 最大188，最小163 | 188和163","","","","not-run","solver:no deterministic solver matched this free-form item","在下面的除法算式中，被除数最大可以填几？最小可以填几？\n□÷27=6……□"
"pep-primary-p4-upper-018","P4","upper","short-answer","Core","平行四边形和梯形","solver-gap","manual-required","梯形。因为只有一组对边平行的四边形是梯形。","梯形。因为只有一组对边平行的四边形是梯形。 | 梯形，只有一组对边平行 | 梯形","","","","not-run","solver:no deterministic solver matched this free-form item","一个四边形，它的一组对边平行，另一组对边不平行。这个四边形可能是什么图形？请写出它的名称，并说明你的理由。"
"pep-primary-p4-upper-019","P4","upper","multiple-choice","Foundation","条形统计图","solver-gap","manual-required","A. 5","A. 5 | A","","","","not-run","solver:no deterministic solver matched this free-form item","下面是四（1）班同学最喜欢的水果情况统计表：\n苹果：正正正\n香蕉：正正\n橘子：正\n梨：正正\n如果每个“正”字代表5人，那么喜欢苹果的人数比喜欢梨的人数多（ ）人。"
"pep-primary-p4-upper-020","P4","upper","fill-in","Challenge","素养拓展","solver-gap","manual-required","最大是32100，最小是12300。","最大是32100，最小是12300。 | 最大32100，最小12300 | 32100和12300","","","","not-run","solver:no deterministic solver matched this free-form item","用0、0、1、2、3这五个数字组成一个五位数，要求所有的0都不读出来。这个五位数最大是多少？最小是多少？"
"pep-primary-p4-upper-021","P4","upper","short-answer","Core","近似数","solver-gap","manual-required","5040000","5040000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由 5 个百万、3 个万和 6 个千组成，这个数省略万位后面的尾数，得到的近似数是多少？"
"pep-primary-p4-upper-022","P4","upper","multiple-choice","Foundation","三位数乘两位数","pass","none","203 × 39","203 × 39","203 × 39","option-expression-closest-value","estimation","pass","solver:option-expression-closest-value","下列算式中，积最接近 8000 的是哪一个？"
"pep-primary-p4-upper-023","P4","upper","fill-in","Challenge","平行与垂直","solver-gap","manual-required","直角梯形","直角梯形","","","","not-run","solver:no deterministic solver matched this free-form item","一个四边形，它有一组对边平行，另一组对边不平行，且四个角中有一个是直角。这个四边形是（    ）。"
"pep-primary-p4-upper-024","P4","upper","short-answer","Core","公顷和平方千米","pass","none","4","4 | 4公顷","4公顷","square-area-hectare-conversion","area","pass","solver:square-area-hectare-conversion","一块正方形果园的边长是 200 米，它的面积是多少公顷？"
"pep-primary-p4-upper-025","P4","upper","multiple-choice","Foundation","期中综合","solver-gap","manual-required","3060600","3060600","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，读出零的个数最多的是哪一个？"
"pep-primary-p4-upper-026","P4","upper","fill-in","Challenge","亿以内数","solver-gap","manual-required","549999999,450000000","549999999,450000000 | 549999999 450000000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数用“四舍五入”法省略亿位后面的尾数后约是 5 亿，这个数最大是（    ），最小是（    ）。"
"pep-primary-p4-upper-027","P4","upper","short-answer","Core","积和商的估算","solver-gap","manual-required","3744","3744 | 3744元","","","","not-run","solver:no deterministic solver matched this free-form item","学校买来 12 箱图书，每箱 24 本，每本 13 元。买这些图书一共花了多少元？"
"pep-primary-p4-upper-028","P4","upper","multiple-choice","Foundation","角的度量","solver-gap","manual-required","130°","130°","","","","not-run","solver:no deterministic solver matched this free-form item","用一副三角尺不能拼出的角是（    ）。"
"pep-primary-p4-upper-029","P4","upper","fill-in","Core","数学广角：优化","solver-gap","manual-required","10","10 | 10分钟","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈用平底锅煎鱼，每次只能放 2 条鱼，煎一条鱼需要 4 分钟（正、反面各需 2 分钟）。煎 5 条鱼至少需要（    ）分钟。"
"pep-primary-p4-upper-030","P4","upper","short-answer","Foundation","期末综合","solver-gap","manual-required","12","12","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数 32 看成了 23，结果得到的商是 17，余数是 11。正确的商应该是多少？"
"pep-primary-p4-upper-031","P4","upper","multiple-choice","Core","大数的认识","solver-gap","manual-required","5080000","5080000","","","","not-run","solver:no deterministic solver matched this free-form item","某市图书馆藏书量约为 5084000 册。如果把这个数四舍五入到万位，近似数是多少？"
"pep-primary-p4-upper-032","P4","upper","fill-in","Foundation","除数是两位数的除法","solver-gap","manual-required","2","2 | 20","","","","not-run","solver:no deterministic solver matched this free-form item","计算 768 ÷ 32 时，可以把 32 看作 30 来试商。先估计商是几位数，再写出竖式计算中第一次试商得到的商。"
"pep-primary-p4-upper-033","P4","upper","short-answer","Core","平行四边形和梯形","solver-gap","manual-required","长方形","长方形 | 矩形","","","","not-run","solver:no deterministic solver matched this free-form item","一个四边形，两组对边分别平行，四个角都是直角，并且相邻两条边长度不相等。这个四边形是什么图形？"
"pep-primary-p4-upper-034","P4","upper","multiple-choice","Foundation","条形统计图","solver-gap","manual-required","10 格","10 格","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某文具店一周的销售量统计表（单位：支）：\n星期一：25，星期二：30，星期三：20，星期四：35，星期五：40，星期六：50，星期日：45。\n如果用条形统计图表示，每格代表 5 支，那么星期六的直条应该画几格？"
"pep-primary-p4-upper-035","P4","upper","fill-in","Core","易错提优","solver-gap","manual-required","5037000","5037000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由 5 个百万、3 个万和 7 个千组成，这个数写作多少？"
"pep-primary-p4-upper-036","P4","upper","short-answer","Foundation","近似数","pass","none","285000","285000","285000","round-to-nearest-thousand","estimation","pass","solver:round-to-nearest-thousand","把 284760 四舍五入到千位，得到的近似数是多少？"
"pep-primary-p4-upper-037","P4","upper","multiple-choice","Core","三位数乘两位数","solver-gap","manual-required","128 × 25","128 × 25","","","","not-run","solver:no deterministic solver matched this free-form item","学校要为 25 个班每班配备 128 本图书，一共需要多少本图书？下面哪个算式是正确的？"
"pep-primary-p4-upper-038","P4","upper","fill-in","Foundation","平行与垂直","solver-gap","manual-required","平行","平行 | 互相平行","","","","not-run","solver:no deterministic solver matched this free-form item","在同一平面内，如果直线 a 与直线 b 互相垂直，直线 b 与直线 c 互相垂直，那么直线 a 与直线 c 的位置关系是什么？"
"pep-primary-p4-upper-039","P4","upper","multiple-choice","Core","公顷和平方千米","pass","none","4 公顷","4 公顷","4公顷","square-area-hectare-conversion","area","pass","solver:square-area-hectare-conversion","一个正方形果园的边长是 200 米，它的面积是多少公顷？"
"pep-primary-p4-upper-040","P4","upper","fill-in","Foundation","素养拓展","solver-gap","manual-required","21","21","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数 36 看成了 63，结果得到的商是 12，余数是 18。正确的商应该是多少？"
"pep-primary-p4-upper-041","P4","upper","multiple-choice","Core","亿以内数","solver-gap","manual-required","50836000","50836000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数由 5 个千万、8 个十万、3 个万和 6 个千组成，这个数写作（ ）。"
"pep-primary-p4-upper-042","P4","upper","fill-in","Foundation","积和商的估算","pass","none","800, 60, 48000","800, 60, 48000 | 800,60,48000 | 800 60 48000 | 800、60、48000","800, 60, 48000","estimate-rounded-factors-and-product","estimation","pass","solver:estimate-rounded-factors-and-product","估算 789 × 61 时，可以把 789 看作（ ），61 看作（ ），积大约是（ ）。"
"pep-primary-p4-upper-043","P4","upper","multiple-choice","Core","角的度量","solver-gap","manual-required","越大","越大","","","","not-run","solver:no deterministic solver matched this free-form item","一个角的两条边张开得越大，这个角就（ ）。"
"pep-primary-p4-upper-044","P4","upper","fill-in","Foundation","数学广角：优化","solver-gap","manual-required","6","6 | 6分钟","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈用平底锅煎鱼，每次只能放 2 条鱼，煎一条鱼需要 4 分钟（正、反面各 2 分钟）。煎 3 条鱼至少需要（ ）分钟。"
"pep-primary-p4-upper-045","P4","upper","multiple-choice","Core","期中综合","solver-gap","manual-required","50063020","50063020","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，读出两个零的数是（ ）。"
"pep-primary-p4-upper-046","P4","upper","fill-in","Foundation","大数的认识","solver-gap","manual-required","84999, 75000","84999, 75000 | 84999,75000 | 84999 75000 | 84999、75000","","","","not-run","solver:no deterministic solver matched this free-form item","一个数省略万位后面的尾数后约是 8 万，这个数最大是（ ），最小是（ ）。"
