"reviewReason","questionId","grade","semester","type","difficulty","status","solverMethod","independentAnswer","storedAnswer","acceptedAnswers","notes","promptZhHans"
"required-solver-gap","pep-primary-p4-upper-019","P4","upper","multiple-choice","Foundation","solver-gap","","","A. 5","A. 5 | A","solver:no deterministic solver matched this free-form item","下面是四（1）班同学最喜欢的水果情况统计表：\n苹果：正正正\n香蕉：正正\n橘子：正\n梨：正正\n如果每个“正”字代表5人，那么喜欢苹果的人数比喜欢梨的人数多（ ）人。"
"required-solver-gap","pep-primary-p4-upper-020","P4","upper","fill-in","Challenge","solver-gap","","","最大是32100，最小是12300。","最大是32100，最小是12300。 | 最大32100，最小12300 | 32100和12300","solver:no deterministic solver matched this free-form item","用0、0、1、2、3这五个数字组成一个五位数，要求所有的0都不读出来。这个五位数最大是多少？最小是多少？"
"required-solver-gap","pep-primary-p4-upper-021","P4","upper","short-answer","Core","solver-gap","","","5040000","5040000","solver:no deterministic solver matched this free-form item","一个数由 5 个百万、3 个万和 6 个千组成，这个数省略万位后面的尾数，得到的近似数是多少？"
"required-solver-gap","pep-primary-p4-upper-023","P4","upper","fill-in","Challenge","solver-gap","","","直角梯形","直角梯形","solver:no deterministic solver matched this free-form item","一个四边形，它有一组对边平行，另一组对边不平行，且四个角中有一个是直角。这个四边形是（    ）。"
"required-solver-gap","pep-primary-p4-upper-025","P4","upper","multiple-choice","Foundation","solver-gap","","","3060600","3060600","solver:no deterministic solver matched this free-form item","下面各数中，读出零的个数最多的是哪一个？"
"required-solver-gap","pep-primary-p4-upper-026","P4","upper","fill-in","Challenge","solver-gap","","","549999999,450000000","549999999,450000000 | 549999999 450000000","solver:no deterministic solver matched this free-form item","一个数用“四舍五入”法省略亿位后面的尾数后约是 5 亿，这个数最大是（    ），最小是（    ）。"
"required-solver-gap","pep-primary-p4-upper-027","P4","upper","short-answer","Core","solver-gap","","","3744","3744 | 3744元","solver:no deterministic solver matched this free-form item","学校买来 12 箱图书，每箱 24 本，每本 13 元。买这些图书一共花了多少元？"
"required-solver-gap","pep-primary-p4-upper-028","P4","upper","multiple-choice","Foundation","solver-gap","","","130°","130°","solver:no deterministic solver matched this free-form item","用一副三角尺不能拼出的角是（    ）。"
"required-solver-gap","pep-primary-p4-upper-029","P4","upper","fill-in","Core","solver-gap","","","10","10 | 10分钟","solver:no deterministic solver matched this free-form item","妈妈用平底锅煎鱼，每次只能放 2 条鱼，煎一条鱼需要 4 分钟（正、反面各需 2 分钟）。煎 5 条鱼至少需要（    ）分钟。"
"required-solver-gap","pep-primary-p4-upper-030","P4","upper","short-answer","Foundation","solver-gap","","","12","12","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数 32 看成了 23，结果得到的商是 17，余数是 11。正确的商应该是多少？"
"required-solver-gap","pep-primary-p4-upper-031","P4","upper","multiple-choice","Core","solver-gap","","","5080000","5080000","solver:no deterministic solver matched this free-form item","某市图书馆藏书量约为 5084000 册。如果把这个数四舍五入到万位，近似数是多少？"
"required-solver-gap","pep-primary-p4-upper-032","P4","upper","fill-in","Foundation","solver-gap","","","2","2 | 20","solver:no deterministic solver matched this free-form item","计算 768 ÷ 32 时，可以把 32 看作 30 来试商。先估计商是几位数，再写出竖式计算中第一次试商得到的商。"
"required-solver-gap","pep-primary-p4-upper-033","P4","upper","short-answer","Core","solver-gap","","","长方形","长方形 | 矩形","solver:no deterministic solver matched this free-form item","一个四边形，两组对边分别平行，四个角都是直角，并且相邻两条边长度不相等。这个四边形是什么图形？"
"required-solver-gap","pep-primary-p4-upper-034","P4","upper","multiple-choice","Foundation","solver-gap","","","10 格","10 格","solver:no deterministic solver matched this free-form item","下面是某文具店一周的销售量统计表（单位：支）：\n星期一：25，星期二：30，星期三：20，星期四：35，星期五：40，星期六：50，星期日：45。\n如果用条形统计图表示，每格代表 5 支，那么星期六的直条应该画几格？"
"required-solver-gap","pep-primary-p4-upper-035","P4","upper","fill-in","Core","solver-gap","","","5037000","5037000","solver:no deterministic solver matched this free-form item","一个数由 5 个百万、3 个万和 7 个千组成，这个数写作多少？"
"required-solver-gap","pep-primary-p4-upper-037","P4","upper","multiple-choice","Core","solver-gap","","","128 × 25","128 × 25","solver:no deterministic solver matched this free-form item","学校要为 25 个班每班配备 128 本图书，一共需要多少本图书？下面哪个算式是正确的？"
"required-solver-gap","pep-primary-p4-upper-038","P4","upper","fill-in","Foundation","solver-gap","","","平行","平行 | 互相平行","solver:no deterministic solver matched this free-form item","在同一平面内，如果直线 a 与直线 b 互相垂直，直线 b 与直线 c 互相垂直，那么直线 a 与直线 c 的位置关系是什么？"
"required-solver-gap","pep-primary-p4-upper-040","P4","upper","fill-in","Foundation","solver-gap","","","21","21","solver:no deterministic solver matched this free-form item","小马虎在计算一道除法题时，把除数 36 看成了 63，结果得到的商是 12，余数是 18。正确的商应该是多少？"
"required-solver-gap","pep-primary-p4-upper-041","P4","upper","multiple-choice","Core","solver-gap","","","50836000","50836000","solver:no deterministic solver matched this free-form item","一个数由 5 个千万、8 个十万、3 个万和 6 个千组成，这个数写作（ ）。"
"required-solver-gap","pep-primary-p4-upper-043","P4","upper","multiple-choice","Core","solver-gap","","","越大","越大","solver:no deterministic solver matched this free-form item","一个角的两条边张开得越大，这个角就（ ）。"
"required-solver-gap","pep-primary-p4-upper-044","P4","upper","fill-in","Foundation","solver-gap","","","6","6 | 6分钟","solver:no deterministic solver matched this free-form item","妈妈用平底锅煎鱼，每次只能放 2 条鱼，煎一条鱼需要 4 分钟（正、反面各 2 分钟）。煎 3 条鱼至少需要（ ）分钟。"
"required-solver-gap","pep-primary-p4-upper-045","P4","upper","multiple-choice","Core","solver-gap","","","50063020","50063020","solver:no deterministic solver matched this free-form item","下面各数中，读出两个零的数是（ ）。"
"required-solver-gap","pep-primary-p4-upper-046","P4","upper","fill-in","Foundation","solver-gap","","","84999, 75000","84999, 75000 | 84999,75000 | 84999 75000 | 84999、75000","solver:no deterministic solver matched this free-form item","一个数省略万位后面的尾数后约是 8 万，这个数最大是（ ），最小是（ ）。"
"required-solver-gap","pep-primary-p4-upper-047","P4","upper","multiple-choice","Core","solver-gap","","","偏大","偏大","solver:no deterministic solver matched this free-form item","计算 768 ÷ 32 时，把 32 看作 30 试商，初商可能（ ）。"
"required-solver-gap","pep-primary-p4-upper-048","P4","upper","fill-in","Core","solver-gap","","","40","40 | 40厘米","solver:no deterministic solver matched this free-form item","一个平行四边形的一条边长 12 厘米，它的邻边长 8 厘米，这个平行四边形的周长是（ ）厘米。"
"required-solver-gap","pep-primary-p4-upper-050","P4","upper","multiple-choice","Core","solver-gap","","","10","10","solver:no deterministic solver matched this free-form item","小明在计算一道除法题时，把除数 54 看成了 45，结果得到的商是 12，余数是 8。正确的商应该是（ ）。"
"required-solver-gap","pep-primary-p5-lower-003","P5","lower","short-answer","Challenge","solver-gap","","","7/12","7/12","solver:no deterministic solver matched this free-form item","一桶油重 3/4 千克，用去了 1/6 千克，还剩多少千克？"
"required-solver-gap","pep-primary-p5-lower-004","P5","lower","multiple-choice","Exam","solver-gap","","","184 平方厘米","184 平方厘米","solver:no deterministic solver matched this free-form item","一个长方体纸盒，长 8 厘米，宽 5 厘米，高 4 厘米。做这个纸盒至少需要多少平方厘米的硬纸板？"
"required-solver-gap","pep-primary-p5-lower-005","P5","lower","fill-in","Core","solver-gap","","","4","4 | 4个 | 4个小正方体","solver:no deterministic solver matched this free-form item","一个用同样大小的小正方体搭成的立体图形，从前面看是 3 个小正方形排成一横排，从左面看是 2 个小正方形上下排成一列。搭成这个立体图形最少需要几个小正方体？"
"required-solver-gap","pep-primary-p5-lower-006","P5","lower","short-answer","Foundation","solver-gap","","","10,20,30,40,50","10,20,30,40,50 | 10、20、30、40、50","solver:no deterministic solver matched this free-form item","写出 50 以内所有既是 2 的倍数又是 5 的倍数的数。"
"required-solver-gap","pep-primary-p5-lower-007","P5","lower","multiple-choice","Challenge","solver-gap","","","6/10","6/10","solver:no deterministic solver matched this free-form item","下面哪个分数与 3/5 相等？"
"required-solver-gap","pep-primary-p5-lower-010","P5","lower","multiple-choice","Foundation","solver-gap","","","等腰三角形","等腰三角形","solver:no deterministic solver matched this free-form item","下面哪个图形是轴对称图形？"
"required-solver-gap","pep-primary-p5-lower-011","P5","lower","fill-in","Challenge","solver-gap","","","8","8 | 8种","solver:no deterministic solver matched this free-form item","小明想用36个棱长为1厘米的小正方体拼成一个长方体，共有多少种不同的拼法？（拼法由长、宽、高决定，交换长宽高视为同一种拼法）"
"required-solver-gap","pep-primary-p5-lower-012","P5","lower","short-answer","Exam","solver-gap","","","24/40和25/40","24/40和25/40 | 24/40,25/40 | 24/40 25/40","solver:no deterministic solver matched this free-form item","把分数3/5和5/8通分，并说明为什么通分后分数的大小不变。"
"required-solver-gap","pep-primary-p5-lower-016","P5","lower","multiple-choice","Exam","solver-gap","","","60","60","solver:no deterministic solver matched this free-form item","下面哪个数既是2的倍数，又是3的倍数？"
"required-solver-gap","pep-primary-p5-lower-020","P5","lower","fill-in","Core","solver-gap","","","5","5 | 5个","solver:no deterministic solver matched this free-form item","一个几何体从正面看是，从左面看是，从上面看是。搭这样的几何体最少需要几个小正方体？"
"required-solver-gap","pep-primary-p5-lower-021","P5","lower","short-answer","Foundation","solver-gap","","","2个；340、430、450、540（任选两个，但必须包含340和430或450和540等，实际上共有4个：340、430、450、540）","2个；340、430、450、540（任选两个，但必须包含340和430或450和540等，实际上共有4个：340、430、450、540） | 2个；340、430 | 2个；450、540 | 4个；340、430、450、540","solver:no deterministic solver matched this free-form item","从0、3、4、5中选出三个数字组成三位数，要求既是2的倍数又是5的倍数。这样的三位数共有几个？请写出所有符合条件的三位数。"
"required-solver-gap","pep-primary-p5-lower-022","P5","lower","multiple-choice","Challenge","solver-gap","","","9/16","9/16","solver:no deterministic solver matched this free-form item","下面哪个分数的分子和分母的最大公因数是1，且分数值大于1/2？"
"required-solver-gap","pep-primary-p5-lower-025","P5","lower","multiple-choice","Challenge","solver-gap","","","第一层放4个小正方体排成田字，第二层在右上角放1个","第一层放4个小正方体排成田字，第二层在右上角放1个","solver:no deterministic solver matched this free-form item","用5个同样的小正方体搭成一个立体图形，从正面看是“田”字形（上下两行，每行两个正方形），从左面看是“L”形（下面两个正方形，上面一个正方形在右侧）。符合要求的立体图形是哪一个？"
"required-solver-gap","pep-primary-p5-lower-026","P5","lower","fill-in","Core","solver-gap","","","2；4","2；4","solver:no deterministic solver matched this free-form item","在20以内的自然数中，既是质数又是偶数的数是（  ），最小的合数是（  ）。"
"required-solver-gap","pep-primary-p5-lower-027","P5","lower","short-answer","Foundation","solver-gap","","","24；35；<","24；35；<","solver:no deterministic solver matched this free-form item","把3/7和5/8通分，并比较大小。通分后：3/7 = （  ）/56，5/8 = （  ）/56，所以3/7 ○ 5/8（填“>”“<”或“=”）。"
"required-solver-gap","pep-primary-p5-lower-030","P5","lower","short-answer","Foundation","solver-gap","","","(6,1)","(6,1) | 6,1","solver:no deterministic solver matched this free-form item","一个三角形ABC，顶点A的位置是(2,3)，顶点B的位置是(5,3)，顶点C的位置是(2,7)。如果将三角形向右平移4格，再向下平移2格，那么平移后点A'的位置是（ ， ）。"
"required-solver-gap","pep-primary-p5-lower-031","P5","lower","multiple-choice","Challenge","solver-gap","","","750","750","solver:no deterministic solver matched this free-form item","从0、1、2、3、5、7这六张数字卡片中选出三张，组成一个三位数。要求这个三位数既是2的倍数，又是3的倍数，并且含有因数5。符合条件的三位数中，最大的是多少？"
"required-solver-gap","pep-primary-p5-lower-032","P5","lower","fill-in","Core","solver-gap","","","\frac{3}{4}","\frac{3}{4} | 3/4","solver:no deterministic solver matched this free-form item","把分数 \frac{36}{48} 化成最简分数。"
"required-solver-gap","pep-primary-p5-lower-036","P5","lower","short-answer","Core","solver-gap","","","120","120","solver:no deterministic solver matched this free-form item","写出一个同时是2、5、3的倍数的最小三位数。"
"required-solver-gap","pep-primary-p5-lower-037","P5","lower","multiple-choice","Foundation","solver-gap","","","\frac{6}{10}","\frac{6}{10}","solver:no deterministic solver matched this free-form item","下面哪个分数与 \frac{3}{5} 相等？"
"required-solver-gap","pep-primary-p5-lower-040","P5","lower","fill-in","Core","solver-gap","","","3","3","solver:no deterministic solver matched this free-form item","一个几何体从正面看是 ，从左面看是 ，从上面看是 。（描述：从正面看是横着的两个正方形，从左面看是竖着的两个正方形，从上面看是横着的两个正方形）这个几何体至少由几个小正方体搭成？"
"required-solver-gap","pep-primary-p5-lower-041","P5","lower","multiple-choice","Core","solver-gap","","","15","15","solver:no deterministic solver matched this free-form item","下面哪个数既是合数又是奇数？"
"required-solver-gap","pep-primary-p5-lower-042","P5","lower","fill-in","Core","solver-gap","","","24","24","solver:no deterministic solver matched this free-form item","把3/8和5/12通分，它们的最简公分母是______。"
"required-solver-gap","pep-primary-p5-lower-044","P5","lower","fill-in","Core","solver-gap","","","150","150","solver:no deterministic solver matched this free-form item","一个正方体的棱长是5厘米，它的表面积是______平方厘米。"
"required-solver-gap","pep-primary-p5-lower-045","P5","lower","multiple-choice","Core","solver-gap","","","3个","3个","solver:no deterministic solver matched this free-form item","从一个方向观察一个长方体，最多能看到几个面？"
"required-solver-gap","pep-primary-p5-lower-046","P5","lower","fill-in","Core","solver-gap","","","8","8","solver:no deterministic solver matched this free-form item","24的因数有______个。"
"required-solver-gap","pep-primary-p5-lower-047","P5","lower","multiple-choice","Core","solver-gap","","","5/7","5/7","solver:no deterministic solver matched this free-form item","下面哪个分数是最简分数？"
"required-solver-gap","pep-primary-p5-lower-048","P5","lower","fill-in","Core","solver-gap","","","1/4","1/4","solver:no deterministic solver matched this free-form item","一桶油重3/4千克，用去1/2千克，还剩______千克。"
"required-solver-gap","pep-primary-p5-lower-050","P5","lower","multiple-choice","Core","solver-gap","","","图形的位置改变","图形的位置改变","solver:no deterministic solver matched this free-form item","一个图形绕点O顺时针旋转90°后，下面说法正确的是？"
"required-solver-gap","pep-primary-p5-upper-001","P5","upper","multiple-choice","Core","solver-gap","","","估算 2.5×7.8≈2.5×8=20，20−20=0，精确 20−19.5=0.5，应找回 0.5 元","估算 2.5×7.8≈2.5×8=20，20−20=0，精确 20−19.5=0.5，应找回 0.5 元","solver:no deterministic solver matched this free-form item","妈妈买了 2.5 千克苹果，每千克 7.8 元。她付了 20 元，应找回多少元？先估算，再精确计算。下面哪个选项的估算和精确结果都正确？"
"required-solver-gap","pep-primary-p5-upper-003","P5","upper","short-answer","Challenge","solver-gap","","","40.5平方米","40.5平方米 | 40.5","solver:no deterministic solver matched this free-form item","一个梯形花坛，上底 8.4 米，下底 12.6 米，高 5 米。在花坛中间有一条平行四边形小路，底 3 米，高 4 米（小路贯穿花坛，高度方向与梯形高平行）。求种花部分的面积。"
"required-solver-gap","pep-primary-p5-upper-004","P5","upper","multiple-choice","Exam","solver-gap","","","(4,4)","(4,4)","solver:no deterministic solver matched this free-form item","小华在教室里的位置是第 4 列第 3 行，用数对 (4,3) 表示。他后面一个同学的位置用数对表示是（  ）。"
"required-solver-gap","pep-primary-p5-upper-005","P5","upper","fill-in","Core","solver-gap","","","<；<；=","<；<；= | <,<,= | < < =","solver:no deterministic solver matched this free-form item","在下面的○里填上“>”“<”或“=”。\n4.8×0.99○4.8    5.04÷1.2○5.04    1.5÷0.25○1.5×4"
"required-solver-gap","pep-primary-p5-upper-007","P5","upper","multiple-choice","Challenge","solver-gap","","","3x=24","3x=24","solver:no deterministic solver matched this free-form item","方程 3x−8=16 的解与下面哪个方程的解相同？"
"required-solver-gap","pep-primary-p5-upper-008","P5","upper","fill-in","Exam","solver-gap","","","80","80 | 80平方厘米","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两条边的长度分别是 12 厘米和 8 厘米，其中一条高是 10 厘米。这个平行四边形的面积是（ ）平方厘米。"
"required-solver-gap","pep-primary-p5-upper-009","P5","upper","short-answer","Core","solver-gap","","","21棵","21棵 | 21","solver:no deterministic solver matched this free-form item","一条马路长 400 米，在它的一侧从头到尾每隔 20 米栽一棵树，两端都栽。一共要栽多少棵树？"
"required-solver-gap","pep-primary-p5-upper-010","P5","upper","multiple-choice","Foundation","solver-gap","","","2a+6=14","2a+6=14","solver:no deterministic solver matched this free-form item","下面哪个式子是方程？"
"required-solver-gap","pep-primary-p5-upper-011","P5","upper","fill-in","Challenge","solver-gap","","","4, 4, 0.14","4, 4, 0.14 | 4,4,0.14 | 4 4 0.14","solver:no deterministic solver matched this free-form item","计算 0.56 × 0.25 时，先按整数乘法算出 56 × 25 = 1400。两个因数中一共有（    ）位小数，就从积的右边起数出（    ）位，点上小数点，得到（    ）。"
"required-solver-gap","pep-primary-p5-upper-012","P5","upper","short-answer","Exam","solver-gap","","","等量关系：苹果总价 + 梨总价 = 总付钱数；方程：4.8 × 3 + 2x = 25.6","等量关系：苹果总价 + 梨总价 = 总付钱数；方程：4.8 × 3 + 2x = 25.6 | 等量关系：苹果总价+梨总价=总付钱数；方程：4.8×3+2x=25.6 | 苹果总价+梨总价=总付钱数；4.8×3+2x=25.6","solver:no deterministic solver matched this free-form item","妈妈买了 3 千克苹果和 2 千克梨，共付 25.6 元。已知每千克苹果 4.8 元，设每千克梨 x 元。写出等量关系，并列出方程。"
"required-solver-gap","pep-primary-p5-upper-013","P5","upper","multiple-choice","Core","solver-gap","","","B. 20 平方厘米","B. 20 平方厘米 | B | 20 平方厘米","solver:no deterministic solver matched this free-form item","一个平行四边形的底是 8 厘米，高是 5 厘米。与它等底等高的三角形的面积是多少平方厘米？"
"required-solver-gap","pep-primary-p5-upper-014","P5","upper","fill-in","Foundation","solver-gap","","","红, 黄","红, 黄 | 红，黄 | 红 黄","solver:no deterministic solver matched this free-form item","盒子里有 5 个红球、3 个蓝球和 2 个黄球，除颜色外完全相同。任意摸出一个球，摸出（    ）球的可能性最大，摸出（    ）球的可能性最小。"
"required-solver-gap","pep-primary-p5-upper-015","P5","upper","short-answer","Challenge","solver-gap","","","1.05","1.05","solver:no deterministic solver matched this free-form item","小马虎在计算一道小数除法时，把被除数 12.6 错看成了 126，得到的商比正确的商多 10.5。正确的商是多少？"
"required-solver-gap","pep-primary-p5-upper-016","P5","upper","multiple-choice","Core","solver-gap","","","B. 3.5 × 1.2","B. 3.5 × 1.2 | B","solver:no deterministic solver matched this free-form item","下面算式中，积大于第一个因数的是（    ）。"
"required-solver-gap","pep-primary-p5-upper-017","P5","upper","fill-in","Foundation","solver-gap","","","(a + b) × c = a × c + b × c","(a + b) × c = a × c + b × c | (a+b)×c=a×c+b×c | a×c+b×c=(a+b)×c","solver:no deterministic solver matched this free-form item","用字母表示乘法分配律：（    ）。"
"required-solver-gap","pep-primary-p5-upper-018","P5","upper","short-answer","Challenge","solver-gap","","","5 平方厘米","5 平方厘米 | 5 | 5平方厘米","solver:no deterministic solver matched this free-form item","一个梯形的上底是 4 厘米，下底是 6 厘米，高是 5 厘米。如果从这个梯形中剪去一个最大的平行四边形，剩下的面积是多少平方厘米？"
"required-solver-gap","pep-primary-p5-upper-019","P5","upper","multiple-choice","Core","solver-gap","","","C. （5，3）","C. （5，3） | C","solver:no deterministic solver matched this free-form item","小明在教室里的位置用数对表示是（4，3），他同桌的位置可能是（    ）。"
"required-solver-gap","pep-primary-p5-upper-020","P5","upper","fill-in","Foundation","solver-gap","","","0.5","0.5","solver:no deterministic solver matched this free-form item","把一个小数的小数点向右移动一位后，得到的数比原数大 4.5。原数是（    ）。"
"required-solver-gap","pep-primary-p5-upper-021","P5","upper","short-answer","Challenge","solver-gap","","","够","够 | 钱够 | 30元够","solver:no deterministic solver matched this free-form item","妈妈买水果：苹果每千克 8.6 元，买了 2.35 千克；香蕉每千克 5.4 元，买了 1.8 千克。她带了 30 元，请估算一下钱够不够，并写出估算过程。"
"required-solver-gap","pep-primary-p5-upper-022","P5","upper","multiple-choice","Core","solver-gap","","","2x + 3 = 13","2x + 3 = 13","solver:no deterministic solver matched this free-form item","下列哪个方程的解是 x=5？"
"required-solver-gap","pep-primary-p5-upper-023","P5","upper","fill-in","Foundation","solver-gap","","","30","30 | 30平方厘米","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两边的长分别是 8 cm 和 6 cm，其中一条高是 5 cm，这个平行四边形的面积是（ ）平方厘米。"
"required-solver-gap","pep-primary-p5-upper-024","P5","upper","short-answer","Challenge","solver-gap","","","41","41 | 41棵","solver:no deterministic solver matched this free-form item","一条马路长 200 米，在马路的一侧从头到尾每隔 5 米种一棵树（两端都种），一共要种多少棵树？"
"required-solver-gap","pep-primary-p5-upper-025","P5","upper","multiple-choice","Core","solver-gap","","","24×2÷6","24×2÷6","solver:no deterministic solver matched this free-form item","一个三角形的面积是 24 平方厘米，高是 6 厘米，底是多少厘米？正确的算式是（ ）。"
"required-solver-gap","pep-primary-p5-upper-026","P5","upper","fill-in","Foundation","solver-gap","","","两，两","两，两 | 2，2 | 两 两 | 2 2","solver:no deterministic solver matched this free-form item","计算 1.26÷0.28 时，先把除数 0.28 的小数点向右移动（ ）位变成 28，被除数 1.26 的小数点也向右移动（ ）位变成 126，然后计算。"
"required-solver-gap","pep-primary-p5-upper-028","P5","upper","multiple-choice","Core","solver-gap","","","20","20","solver:no deterministic solver matched this free-form item","一个梯形的上底是 4 cm，下底是 6 cm，高是 5 cm。如果把这个梯形分成一个平行四边形和一个三角形，平行四边形的面积是（ ）平方厘米。"
"required-solver-gap","pep-primary-p5-upper-029","P5","upper","fill-in","Foundation","solver-gap","","","红，黄","红，黄 | 红 黄","solver:no deterministic solver matched this free-form item","盒子里有 5 个红球、3 个蓝球和 2 个黄球，任意摸一个球，摸到（ ）球的可能性最大，摸到（ ）球的可能性最小。"
"required-solver-gap","pep-primary-p5-upper-030","P5","upper","short-answer","Challenge","solver-gap","","","0.8","0.8","solver:no deterministic solver matched this free-form item","小马虎在计算一道小数除法时，把被除数 15.6 错看成了 156，得到的商比正确的商多 7.2。正确的商是多少？"
"required-solver-gap","pep-primary-p5-upper-031","P5","upper","multiple-choice","Core","solver-gap","","","2.6 × 8.5","2.6 × 8.5","solver:no deterministic solver matched this free-form item","妈妈买了2.6千克苹果，每千克8.5元，又买了1.4千克香蕉，每千克6.8元。下面哪个算式能正确算出苹果的总价？"
"required-solver-gap","pep-primary-p5-upper-032","P5","upper","fill-in","Foundation","solver-gap","","","3.5a","3.5a | a×3.5 | 3.5×a","solver:no deterministic solver matched this free-form item","一辆汽车每小时行驶a千米，行驶了3.5小时，一共行驶了（    ）千米。"
"required-solver-gap","pep-primary-p5-upper-033","P5","upper","short-answer","Core","solver-gap","","","1000平方米","1000平方米 | 1000 | (32+48)×25÷2=1000平方米 | (32+48)×25÷2=1000","solver:no deterministic solver matched this free-form item","一块梯形麦田，上底长32米，下底长48米，高25米。这块麦田的面积是多少平方米？请写出计算过程。"
"required-solver-gap","pep-primary-p5-upper-034","P5","upper","multiple-choice","Foundation","solver-gap","","","（4,4）","（4,4）","solver:no deterministic solver matched this free-form item","小华在教室里的座位是第4列第3行，用数对表示是（4,3）。小红坐在小华的正后方第一个位置，小红的座位用数对表示是（    ）。"
"required-solver-gap","pep-primary-p5-upper-035","P5","upper","fill-in","Core","solver-gap","","","5","5 | x=5","solver:no deterministic solver matched this free-form item","解方程：2.5x - 4.2 = 8.3。x = （    ）"
"required-solver-gap","pep-primary-p5-upper-037","P5","upper","multiple-choice","Core","solver-gap","","","2y - 6 = 10","2y - 6 = 10","solver:no deterministic solver matched this free-form item","下面哪个式子是方程？"
"required-solver-gap","pep-primary-p5-upper-038","P5","upper","fill-in","Foundation","solver-gap","","","84","84 | 84平方厘米","solver:no deterministic solver matched this free-form item","一个平行四边形的底是12厘米，高是7厘米，它的面积是（    ）平方厘米。"
"required-solver-gap","pep-primary-p5-upper-039","P5","upper","multiple-choice","Core","solver-gap","","","41棵","41棵","solver:no deterministic solver matched this free-form item","一条小路长200米，在小路的一侧从头到尾每隔5米栽一棵树（两端都栽），一共要栽多少棵树？"
"required-solver-gap","pep-primary-p5-upper-041","P5","upper","multiple-choice","Core","solver-gap","","","5 根","5 根","solver:no deterministic solver matched this free-form item","小明用一根 2.4 米长的绳子做跳绳，每根跳绳需要 0.45 米。他最多可以做几根跳绳？"
"required-solver-gap","pep-primary-p5-upper-042","P5","upper","fill-in","Core","solver-gap","","","a+15","a+15","solver:no deterministic solver matched this free-form item","学校买来 5 个篮球和 3 个足球，一共花了 420 元。已知每个篮球 a 元，每个足球比篮球贵 15 元。请用含有字母的式子表示每个足球的价钱：______元。"
"required-solver-gap","pep-primary-p5-upper-043","P5","upper","multiple-choice","Core","solver-gap","","","42 平方厘米","42 平方厘米","solver:no deterministic solver matched this free-form item","一个平行四边形的底边长 12 厘米，高 7 厘米。与它等底等高的三角形面积是多少平方厘米？"
"required-solver-gap","pep-primary-p5-upper-044","P5","upper","fill-in","Core","solver-gap","","","大","大","solver:no deterministic solver matched this free-form item","盒子里有 5 个红球、3 个黄球和 2 个蓝球，大小形状相同。任意摸出一个球，摸到红球的可能性最______。（填“大”或“小”）"
"required-solver-gap","pep-primary-p5-upper-045","P5","upper","multiple-choice","Core","solver-gap","","","3.6 ÷ 4","3.6 ÷ 4","solver:no deterministic solver matched this free-form item","下列算式中，计算结果与 3.6 × 0.25 相等的是（ ）。"
"required-solver-gap","pep-primary-p5-upper-046","P5","upper","fill-in","Core","solver-gap","","","三,3.816","三,3.816 | 3,3.816","solver:no deterministic solver matched this free-form item","计算 0.72 × 5.3 时，先按整数乘法算出 72 × 53 = 3816，两个因数一共有______位小数，所以积是______。"
"required-solver-gap","pep-primary-p5-upper-048","P5","upper","fill-in","Core","solver-gap","","","30","30","solver:no deterministic solver matched this free-form item","一个梯形的上底是 4 厘米，下底是 8 厘米，高是 5 厘米。这个梯形的面积是______平方厘米。"
"required-solver-gap","pep-primary-p5-upper-049","P5","upper","multiple-choice","Core","solver-gap","","","（3，6）","（3，6）","solver:no deterministic solver matched this free-form item","在教室里，小华坐在第 3 列第 5 行，用数对（3，5）表示。小明坐在小华的正后方第一个位置，小明的座位用数对表示是（ ）。"
"required-solver-gap","pep-primary-p5-upper-050","P5","upper","multiple-choice","Core","solver-gap","","","60 平方分米","60 平方分米","solver:no deterministic solver matched this free-form item","一个三角形的底是 10 分米，高是 6 分米。与它等底等高的平行四边形的面积是多少平方分米？"
"required-solver-gap","pep-primary-p6-lower-001","P6","lower","multiple-choice","Core","solver-gap","","","凌晨2时","凌晨2时","solver:no deterministic solver matched this free-form item","某城市冬季某日气温记录如下：凌晨2时为-8℃，上午8时为-2℃，下午2时为5℃，晚上8时为0℃。将这四个时刻的气温在数轴上表示时，位于最左边的是哪个时刻的气温？"
"required-solver-gap","pep-primary-p6-lower-002","P6","lower","fill-in","Foundation","solver-gap","","","15.072","15.072 | 15.07 | 15.072千克 | 15.07千克","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径为2分米，高为5分米。给这个水桶的外侧（只包括一个底面和侧面）涂防锈漆，每平方分米需要油漆0.2千克。一共需要油漆多少千克？（π取3.14）"
"required-solver-gap","pep-primary-p6-lower-003","P6","lower","short-answer","Challenge","solver-gap","","","2","2 | 2小时","solver:no deterministic solver matched this free-form item","在比例尺为1:4000000的地图上，量得甲、乙两城的距离为3.5厘米。一辆汽车以每小时70千米的速度从甲城开往乙城，需要多少小时到达？"
"required-solver-gap","pep-primary-p6-lower-004","P6","lower","multiple-choice","Exam","solver-gap","","","5","5","solver:no deterministic solver matched this free-form item","把红、黄、蓝、绿四种颜色的球各10个放入一个袋子里。至少取出多少个球，才能保证取到两个颜色相同的球？"
"required-solver-gap","pep-primary-p6-lower-005","P6","lower","fill-in","Core","solver-gap","","","10","10","solver:no deterministic solver matched this free-form item","一个数的3/5是24，这个数的25%是多少？"
