"clusterId","grade","semester","unitTitle","type","conceptIds","promptPattern","count","exampleQuestionIds","recommendedAction"
"gap-cluster-206","P4","lower","数学广角：鸡兔同笼","fill-in","average | bar-chart | data-interpretation | problem-solving","笼子里有鸡和兔共 # 只,它们共有 # 条腿。鸡有 ___ 只。","1","pep-primary-p4-lower-005","manual S18 review"
"gap-cluster-207","P4","lower","小数的意义和性质","multiple-choice","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","下面各数中,去掉“#”后大小不变的是?","1","pep-primary-p4-lower-007","manual S18 review"
"gap-cluster-208","P4","lower","小数混合应用","fill-in","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","一根绳子长 # 米,剪成两段,第一段长 # 米,第二段长多少米?","1","pep-primary-p4-lower-008","manual S18 review"
"gap-cluster-209","P4","lower","图形的运动（二）","short-answer","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个图形先向右平移 # 格,再向下平移 # 格,现在的位置在原来位置的什么方向?请用方向和距离描述。","1","pep-primary-p4-lower-009","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-210","P4","lower","平均数与条形统计图","multiple-choice","average | bar-chart | data-interpretation | problem-solving","四个同学的体重分别是 # 千克、# 千克、# 千克、# 千克,他们的平均体重是多少千克?","1","pep-primary-p4-lower-010","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-211","P4","lower","运算定律","fill-in","four-operations | operation-order | operation-laws | mental-calculation-strategy","在下面的算式中,填入合适的运算符号(+、-、×、÷)和括号,使等式成立。 # ___ # ___ # ___ # = #","1","pep-primary-p4-lower-011","manual S18 review"
"gap-cluster-212","P4","lower","小数点移动","short-answer","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","一个数的小数点向右移动两位后,比原数大 #。原数是多少?","1","pep-primary-p4-lower-012","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-213","P4","lower","小数加法和减法","multiple-choice","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","妈妈买了一瓶酱油,用去 # 元后,还剩 # 元。这瓶酱油原价多少元?","1","pep-primary-p4-lower-013","manual S18 review"
"gap-cluster-214","P4","lower","三角形","fill-in","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个三角形,其中两个内角的度数分别是 #° 和 #°。按角分类,这个三角形是什么三角形?","1","pep-primary-p4-lower-014","manual S18 review"
"gap-cluster-215","P4","lower","期末综合","short-answer","average | bar-chart | data-interpretation | problem-solving","笼子里有鸡和兔共 # 只,从下面数共有 # 只脚。鸡和兔各有多少只?","1","pep-primary-p4-lower-015","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-216","P4","lower","四则运算","multiple-choice","four-operations | operation-order | operation-laws | mental-calculation-strategy","下列算式中,去掉括号后计算结果不变的是( )。","1","pep-primary-p4-lower-016","manual S18 review"
"gap-cluster-217","P4","lower","小数大小比较","fill-in","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","在 #、#、# 这三个数中,大小相等的有 ______ 个。","1","pep-primary-p4-lower-017","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-218","P4","lower","单位换算","short-answer","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","小华在计算一道小数减法时,把被减数 # 看成了 #,算出的差是 #。正确的差是多少?","1","pep-primary-p4-lower-018","manual S18 review"
"gap-cluster-219","P4","lower","观察物体（二）","multiple-choice","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","用 # 个同样的小正方体搭成一个立体图形,从前面看是“田”字形,从上面看是“一”字形。这个立体图形是( )。","1","pep-primary-p4-lower-019","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-220","P4","lower","数学广角：鸡兔同笼","fill-in","average | bar-chart | data-interpretation | problem-solving","停车场有三轮车和汽车共 # 辆,共有 # 个轮子。三轮车有 ______ 辆。","1","pep-primary-p4-lower-020","manual S18 review"
"gap-cluster-221","P4","lower","简便计算","short-answer","four-operations | operation-order | operation-laws | mental-calculation-strategy","计算 #×#×# 时,小丽想用简便方法,她先算 #×#=#,再算 #×#=#,最后得到 #×#=#。请问她运用了哪些运算定律?请写出完整的简便计算过程,并说明每一步的依据。","1","pep-primary-p4-lower-021","manual S18 review"
"gap-cluster-222","P4","lower","小数的意义和性质","multiple-choice","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","下面四个小数中,哪一个与 # 大小相等,但计数单位不同?","1","pep-primary-p4-lower-022","manual S18 review"
"gap-cluster-223","P4","lower","小数混合应用","fill-in","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","一瓶饮料连瓶重 # 千克,喝了一半后,连瓶重 # 千克。原来饮料净重多少千克?空瓶重多少千克?","1","pep-primary-p4-lower-023","manual S18 review"
"gap-cluster-224","P4","lower","图形的运动（二）","short-answer","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个三角形,其中两个内角的度数之和是 #°,且这个三角形是轴对称图形。请判断这个三角形按角分类是什么三角形?按边分类是什么三角形?并说明理由。","1","pep-primary-p4-lower-024","manual S18 review"
"gap-cluster-225","P4","lower","平均数与条形统计图","multiple-choice","average | bar-chart | data-interpretation | problem-solving","下面是四年级一班第一小组同学的身高数据(单位:厘米):#, #, #, #, #, #。关于这组数据的平均数,下面哪种说法是正确的?","1","pep-primary-p4-lower-025","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-226","P4","lower","运算定律","fill-in","four-operations | operation-order | operation-laws | mental-calculation-strategy","在横线上填上适当的数或运算符号,使计算简便: #×#×# = # × ( ____ × ____ ),这里运用了乘法____律。","1","pep-primary-p4-lower-026","manual S18 review"
"gap-cluster-227","P4","lower","小数点移动","short-answer","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","把 # 的小数点向右移动两位,得到的数是原数的多少倍?如果再把小数点向左移动三位,得到的数是多少?请写出过程和结果。","1","pep-primary-p4-lower-027","manual S18 review"
"gap-cluster-228","P4","lower","小数加法和减法","multiple-choice","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","小明在计算一道小数减法时,把被减数 # 看成了 #,算出的差是 #。正确的差应该是多少?","1","pep-primary-p4-lower-028","manual S18 review"
"gap-cluster-229","P4","lower","三角形","fill-in","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个三角形三条边的长度都是整厘米数,其中两条边分别是 # 厘米和 # 厘米。第三条边最长是多少厘米?最短是多少厘米?","1","pep-primary-p4-lower-029","manual S18 review"
"gap-cluster-230","P4","lower","期末综合","short-answer","average | bar-chart | data-interpretation | problem-solving","学校举行环保知识竞赛,共有#道题,答对一道得#分,答错一道倒扣#分。小华得了#分,他答对了几道题?请写出你的思考过程。","1","pep-primary-p4-lower-030","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-231","P4","lower","四则运算","multiple-choice","four-operations | operation-order | operation-laws | mental-calculation-strategy","下面哪个算式的结果与 # × # 相等?","1","pep-primary-p4-lower-031","manual S18 review"
"gap-cluster-232","P4","lower","小数大小比较","fill-in","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","在 #、#、# 中,最大的数是 ______,最小的数是 ______。","1","pep-primary-p4-lower-032","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-233","P4","lower","单位换算","short-answer","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","小明的身高是 # 米 # 厘米,小亮的身高是 # 米。谁更高?高多少厘米?","1","pep-primary-p4-lower-033","manual S18 review"
"gap-cluster-234","P4","lower","观察物体（二）","multiple-choice","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个三角形中,有两个角分别是 #° 和 #°,这个三角形按角分类是什么三角形?","1","pep-primary-p4-lower-034","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-235","P4","lower","小数的意义和性质","multiple-choice","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","下面各数中,去掉“#”后大小不变的是( )。","1","pep-primary-p4-lower-037","manual S18 review"
"gap-cluster-236","P4","lower","小数混合应用","fill-in","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","一瓶饮料 # 元,一包饼干 # 元。小明买一瓶饮料和一包饼干,付了 # 元,应找回 ______ 元。","1","pep-primary-p4-lower-038","manual S18 review"
"gap-cluster-237","P4","lower","图形的运动（二）","multiple-choice","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","下面图形中,不是轴对称图形的是( )。","1","pep-primary-p4-lower-039","manual S18 review"
"gap-cluster-238","P4","lower","平均数与条形统计图","fill-in","average | bar-chart | data-interpretation | problem-solving","小红四次跳绳的成绩分别是 # 下、# 下、# 下、# 下。她平均每次跳 ______ 下。","1","pep-primary-p4-lower-040","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-239","P4","lower","运算定律","multiple-choice","four-operations | operation-order | operation-laws | mental-calculation-strategy","计算 #×# 时,下面哪种简便方法运用了乘法分配律?","1","pep-primary-p4-lower-041","manual S18 review"
"gap-cluster-240","P4","lower","小数点移动","fill-in","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","把#的小数点向右移动两位,得到的数是原来的多少倍?","1","pep-primary-p4-lower-042","manual S18 review"
"gap-cluster-241","P4","lower","小数加法和减法","multiple-choice","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","小丽买了一本笔记本花了#元,又买了一支钢笔花了#元,她一共花了多少元?正确的算式是?","1","pep-primary-p4-lower-043","manual S18 review"
"gap-cluster-242","P4","lower","三角形","fill-in","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个三角形的两条边分别是#厘米和#厘米,第三条边的长度可能是多少厘米?(取整厘米数)","1","pep-primary-p4-lower-044","manual S18 review"
"gap-cluster-243","P4","lower","期末综合","multiple-choice","average | bar-chart | data-interpretation | problem-solving","小明#次数学小测的成绩分别是#分、#分、#分、#分,他的平均分是多少?","1","pep-primary-p4-lower-045","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-244","P4","lower","四则运算","fill-in","four-operations | operation-order | operation-laws | mental-calculation-strategy","在计算#×#时,小华想用简便方法:#×# = #×#×#,他运用了什么运算律?","1","pep-primary-p4-lower-046","manual S18 review"
"gap-cluster-245","P4","lower","小数大小比较","multiple-choice","decimal-place-value | decimal-comparison | decimal-properties | decimal-point-movement","下面四个小数中,哪个最大?","1","pep-primary-p4-lower-047","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-246","P4","lower","单位换算","fill-in","decimal-addition-subtraction | decimal-place-value | unit-conversion | 小数加减法","一瓶饮料的净含量是#升,倒入一个容量为#升的杯子后,瓶里还剩多少升?","1","pep-primary-p4-lower-048","manual S18 review"
"gap-cluster-247","P4","lower","观察物体（二）","multiple-choice","triangle-attributes | triangle-classification | viewpoint-geometry | translation-rotation-symmetry","一个由小正方体搭成的立体图形,从前面看是#个正方形排成一排,从上面看也是#个正方形排成一排,这个立体图形至少由几个小正方体搭成?","1","pep-primary-p4-lower-049","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-248","P4","lower","数学广角：鸡兔同笼","multiple-choice","average | bar-chart | data-interpretation | problem-solving","鸡兔同笼,共有头#个,脚#只,鸡有多少只?","1","pep-primary-p4-lower-050","manual S18 review"
"gap-cluster-249","P4","upper","大数的认识","multiple-choice","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","一个数由#个千万、#个十万、#个万和#个千组成。这个数写作多少?读作什么?省略万位后面的尾数约是多少万?","1","pep-primary-p4-upper-001","manual S18 review"
"gap-cluster-250","P4","upper","除数是两位数的除法","fill-in","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","计算 # × # 时,可以先估算:# 接近 #,# 接近 #,积大约是 ______。再笔算,积的个位是 ______。","1","pep-primary-p4-upper-002","manual S18 review"
"gap-cluster-251","P4","upper","平行四边形和梯形","short-answer","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","一个平行四边形相邻两条边的长度分别是#厘米和#厘米,其中一条边上的高是#厘米。这个平行四边形的周长是多少厘米?面积可能是多少平方厘米?(提示:考虑高可能在哪条边上)","1","pep-primary-p4-upper-003","manual S18 review"
"gap-cluster-252","P4","upper","条形统计图","multiple-choice","bar-chart | data-interpretation | optimization | area-units-hectare-square-kilometer","下面是某书店一周售出图书数量的条形统计图:周一售出#本,周二售出#本,周三售出#本,周四售出#本,周五售出#本,周六售出#本,周日售出#本。如果书店想用一周的总销量来估计下个月的销量(按#周计算),下面哪种估计方法最合理?","1","pep-primary-p4-upper-004","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-253","P4","upper","期中综合","fill-in","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","一个数省略亿位后面的尾数约是#亿。这个数最大是 ______,最小是 ______。","1","pep-primary-p4-upper-005","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-254","P4","upper","近似数","short-answer","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","把下面各数按从小到大的顺序排列:#、#、#、#。请写出排列后的序列。","1","pep-primary-p4-upper-006","manual S18 review"
"gap-cluster-255","P4","upper","三位数乘两位数","multiple-choice","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","在计算 # × # 时,下面哪个算式的积与 # × # 的积相等?","1","pep-primary-p4-upper-007","manual S18 review"
"gap-cluster-256","P4","upper","平行与垂直","fill-in","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","在同一平面内,如果直线a与直线b互相垂直,直线b与直线c互相平行,那么直线a与直线c的位置关系是 ______。","1","pep-primary-p4-upper-008","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-257","P4","upper","期末综合","multiple-choice","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","小马虎在计算一道除法题时,把除数#看成了#,结果得到的商是#,余数是#。正确的商应该是多少?","1","pep-primary-p4-upper-010","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-258","P4","upper","亿以内数","fill-in","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","一个数由#个千万、#个十万、#个万和#个千组成,这个数写作多少?省略万位后面的尾数,它的近似数是多少?","1","pep-primary-p4-upper-011","manual S18 review"
"gap-cluster-259","P4","upper","积和商的估算","short-answer","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","学校图书馆有故事书#本,科技书的本数是故事书的#倍。图书馆大约有多少本科技书?你是怎样估算的?","1","pep-primary-p4-upper-012","manual S18 review"
"gap-cluster-260","P4","upper","角的度量","multiple-choice","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","用一个#倍的放大镜看一个#°的角,这个角的度数是( )。","1","pep-primary-p4-upper-013","manual S18 review"
"gap-cluster-261","P4","upper","数学广角：优化","fill-in","bar-chart | data-interpretation | optimization | area-units-hectare-square-kilometer","小明给客人沏茶,洗水壶要#分钟,烧开水要#分钟,洗茶杯要#分钟,找茶叶要#分钟,沏茶要#分钟。为了让客人尽快喝上茶,最合理的安排顺序是什么?最少需要多少分钟?","1","pep-primary-p4-upper-014","manual S18 review"
"gap-cluster-262","P4","upper","易错提优","short-answer","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","小马虎在计算一道除法题时,把除数#看成了#,结果得到的商是#,余数是#。正确的商和余数应该是多少?请你写出思考过程。","1","pep-primary-p4-upper-015","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-263","P4","upper","大数的认识","multiple-choice","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","下面各数中,一个零都不读出来的是( )。","1","pep-primary-p4-upper-016","manual S18 review"
"gap-cluster-264","P4","upper","除数是两位数的除法","fill-in","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","在下面的除法算式中,被除数最大可以填几?最小可以填几? □÷#=#……□","1","pep-primary-p4-upper-017","manual S18 review"
"gap-cluster-265","P4","upper","平行四边形和梯形","short-answer","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","一个四边形,它的一组对边平行,另一组对边不平行。这个四边形可能是什么图形?请写出它的名称,并说明你的理由。","1","pep-primary-p4-upper-018","manual S18 review"
"gap-cluster-266","P4","upper","条形统计图","multiple-choice","bar-chart | data-interpretation | optimization | area-units-hectare-square-kilometer","下面是四(#)班同学最喜欢的水果情况统计表: 苹果:正正正 香蕉:正正 橘子:正 梨:正正 如果每个“正”字代表#人,那么喜欢苹果的人数比喜欢梨的人数多( )人。","1","pep-primary-p4-upper-019","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-267","P4","upper","素养拓展","fill-in","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","用#、#、#、#、#这五个数字组成一个五位数,要求所有的#都不读出来。这个五位数最大是多少?最小是多少?","1","pep-primary-p4-upper-020","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-268","P4","upper","近似数","short-answer","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","一个数由 # 个百万、# 个万和 # 个千组成,这个数省略万位后面的尾数,得到的近似数是多少?","1","pep-primary-p4-upper-021","manual S18 review"
"gap-cluster-269","P4","upper","平行与垂直","fill-in","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","一个四边形,它有一组对边平行,另一组对边不平行,且四个角中有一个是直角。这个四边形是( )。","1","pep-primary-p4-upper-023","manual S18 review"
"gap-cluster-270","P4","upper","期中综合","multiple-choice","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","下面各数中,读出零的个数最多的是哪一个?","1","pep-primary-p4-upper-025","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-271","P4","upper","亿以内数","fill-in","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","一个数用“四舍五入”法省略亿位后面的尾数后约是 # 亿,这个数最大是( ),最小是( )。","1","pep-primary-p4-upper-026","manual S18 review"
"gap-cluster-272","P4","upper","积和商的估算","short-answer","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","学校买来 # 箱图书,每箱 # 本,每本 # 元。买这些图书一共花了多少元?","1","pep-primary-p4-upper-027","manual S18 review"
"gap-cluster-273","P4","upper","角的度量","multiple-choice","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","用一副三角尺不能拼出的角是( )。","1","pep-primary-p4-upper-028","manual S18 review"
"gap-cluster-274","P4","upper","数学广角：优化","fill-in","bar-chart | data-interpretation | optimization | area-units-hectare-square-kilometer","妈妈用平底锅煎鱼,每次只能放 # 条鱼,煎一条鱼需要 # 分钟(正、反面各需 # 分钟)。煎 # 条鱼至少需要( )分钟。","1","pep-primary-p4-upper-029","manual S18 review"
"gap-cluster-275","P4","upper","期末综合","short-answer","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","小马虎在计算一道除法题时,把除数 # 看成了 #,结果得到的商是 #,余数是 #。正确的商应该是多少?","1","pep-primary-p4-upper-030","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-276","P4","upper","大数的认识","multiple-choice","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","某市图书馆藏书量约为 # 册。如果把这个数四舍五入到万位,近似数是多少?","1","pep-primary-p4-upper-031","manual S18 review"
"gap-cluster-277","P4","upper","除数是两位数的除法","fill-in","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","计算 # ÷ # 时,可以把 # 看作 # 来试商。先估计商是几位数,再写出竖式计算中第一次试商得到的商。","1","pep-primary-p4-upper-032","manual S18 review"
"gap-cluster-278","P4","upper","平行四边形和梯形","short-answer","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","一个四边形,两组对边分别平行,四个角都是直角,并且相邻两条边长度不相等。这个四边形是什么图形?","1","pep-primary-p4-upper-033","manual S18 review"
"gap-cluster-279","P4","upper","条形统计图","multiple-choice","bar-chart | data-interpretation | optimization | area-units-hectare-square-kilometer","下面是某文具店一周的销售量统计表(单位:支): 星期一:#,星期二:#,星期三:#,星期四:#,星期五:#,星期六:#,星期日:#。 如果用条形统计图表示,每格代表 # 支,那么星期六的直条应该画几格?","1","pep-primary-p4-upper-034","extend statistics/table solver only when data are fully textual and unique"
"gap-cluster-280","P4","upper","易错提优","fill-in","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","一个数由 # 个百万、# 个万和 # 个千组成,这个数写作多少?","1","pep-primary-p4-upper-035","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-281","P4","upper","三位数乘两位数","multiple-choice","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","学校要为 # 个班每班配备 # 本图书,一共需要多少本图书?下面哪个算式是正确的?","1","pep-primary-p4-upper-037","manual S18 review"
"gap-cluster-282","P4","upper","平行与垂直","fill-in","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","在同一平面内,如果直线 a 与直线 b 互相垂直,直线 b 与直线 c 互相垂直,那么直线 a 与直线 c 的位置关系是什么?","1","pep-primary-p4-upper-038","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-283","P4","upper","素养拓展","fill-in","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","小马虎在计算一道除法题时,把除数 # 看成了 #,结果得到的商是 #,余数是 #。正确的商应该是多少?","1","pep-primary-p4-upper-040","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-284","P4","upper","亿以内数","multiple-choice","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","一个数由 # 个千万、# 个十万、# 个万和 # 个千组成,这个数写作( )。","1","pep-primary-p4-upper-041","manual S18 review"
"gap-cluster-285","P4","upper","角的度量","multiple-choice","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","一个角的两条边张开得越大,这个角就( )。","1","pep-primary-p4-upper-043","manual S18 review"
"gap-cluster-286","P4","upper","数学广角：优化","fill-in","bar-chart | data-interpretation | optimization | area-units-hectare-square-kilometer","妈妈用平底锅煎鱼,每次只能放 # 条鱼,煎一条鱼需要 # 分钟(正、反面各 # 分钟)。煎 # 条鱼至少需要( )分钟。","1","pep-primary-p4-upper-044","manual S18 review"
"gap-cluster-287","P4","upper","期中综合","multiple-choice","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","下面各数中,读出两个零的数是( )。","1","pep-primary-p4-upper-045","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-288","P4","upper","大数的认识","fill-in","large-numbers | place-value-large-numbers | rounding-estimation | number-comparison","一个数省略万位后面的尾数后约是 # 万,这个数最大是( ),最小是( )。","1","pep-primary-p4-upper-046","manual S18 review"
"gap-cluster-289","P4","upper","除数是两位数的除法","multiple-choice","multidigit-multiplication | two-digit-divisor-division | estimation | 三位数乘两位数","计算 # ÷ # 时,把 # 看作 # 试商,初商可能( )。","1","pep-primary-p4-upper-047","manual S18 review"
"gap-cluster-290","P4","upper","平行四边形和梯形","fill-in","angle-measurement | parallel-perpendicular | quadrilateral-attributes | 角的度量","一个平行四边形的一条边长 # 厘米,它的邻边长 # 厘米,这个平行四边形的周长是( )厘米。","1","pep-primary-p4-upper-048","manual S18 review"
"gap-cluster-291","P4","upper","期末综合","multiple-choice","p4-upper-integrated-review | large-numbers | multidigit-multiplication | two-digit-divisor-division","小明在计算一道除法题时,把除数 # 看成了 #,结果得到的商是 #,余数是 #。正确的商应该是( )。","1","pep-primary-p4-upper-050","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-292","P5","lower","分数混合应用","short-answer","fraction-addition-subtraction | like-unlike-denominators | least-common-multiple | fraction-word-problem","一桶油重 #/# 千克,用去了 #/# 千克,还剩多少千克?","1","pep-primary-p5-lower-003","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-293","P5","lower","长方体和正方体","multiple-choice","cuboid-cube-volume | surface-area | volume-unit | net-of-solid","一个长方体纸盒,长 # 厘米,宽 # 厘米,高 # 厘米。做这个纸盒至少需要多少平方厘米的硬纸板?","1","pep-primary-p5-lower-004","manual S18 review"
"gap-cluster-294","P5","lower","观察物体","fill-in","object-observation | shape-movement | line-graph | data-interpretation","一个用同样大小的小正方体搭成的立体图形,从前面看是 # 个小正方形排成一横排,从左面看是 # 个小正方形上下排成一列。搭成这个立体图形最少需要几个小正方体?","1","pep-primary-p5-lower-005","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-295","P5","lower","2、5、3的倍数特征","short-answer","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","写出 # 以内所有既是 # 的倍数又是 # 的倍数的数。","1","pep-primary-p5-lower-006","manual S18 review"
"gap-cluster-297","P5","lower","图形的运动","multiple-choice","object-observation | shape-movement | line-graph | data-interpretation","下面哪个图形是轴对称图形?","1","pep-primary-p5-lower-010","manual S18 review"
"gap-cluster-298","P5","lower","质数和合数","fill-in","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","小明想用#个棱长为#厘米的小正方体拼成一个长方体,共有多少种不同的拼法?(拼法由长、宽、高决定,交换长宽高视为同一种拼法)","1","pep-primary-p5-lower-011","manual S18 review"
"gap-cluster-299","P5","lower","通分","short-answer","fraction-meaning-operations | equivalent-fractions | simplifying-fractions | common-denominator","把分数#/#和#/#通分,并说明为什么通分后分数的大小不变。","1","pep-primary-p5-lower-012","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-300","P5","lower","因数与倍数","multiple-choice","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","下面哪个数既是#的倍数,又是#的倍数?","1","pep-primary-p5-lower-016","manual S18 review"
"gap-cluster-301","P5","lower","期末综合","fill-in","object-observation | shape-movement | line-graph | data-interpretation","一个几何体从正面看是,从左面看是,从上面看是。搭这样的几何体最少需要几个小正方体?","1","pep-primary-p5-lower-020","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-302","P5","lower","2、5、3的倍数特征","short-answer","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","从#、#、#、#中选出三个数字组成三位数,要求既是#的倍数又是#的倍数。这样的三位数共有几个?请写出所有符合条件的三位数。","1","pep-primary-p5-lower-021","manual S18 review"
"gap-cluster-303","P5","lower","分数的意义和性质","multiple-choice","fraction-meaning-operations | equivalent-fractions | simplifying-fractions | common-denominator","下面哪个分数的分子和分母的最大公因数是#,且分数值大于#/#?","1","pep-primary-p5-lower-022","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-304","P5","lower","观察物体","multiple-choice","object-observation | shape-movement | line-graph | data-interpretation","用#个同样的小正方体搭成一个立体图形,从正面看是“田”字形(上下两行,每行两个正方形),从左面看是“L”形(下面两个正方形,上面一个正方形在右侧)。符合要求的立体图形是哪一个?","1","pep-primary-p5-lower-025","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-305","P5","lower","质数和合数","fill-in","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","在#以内的自然数中,既是质数又是偶数的数是( ),最小的合数是( )。","1","pep-primary-p5-lower-026","manual S18 review"
"gap-cluster-306","P5","lower","通分","short-answer","fraction-meaning-operations | equivalent-fractions | simplifying-fractions | common-denominator","把#/#和#/#通分,并比较大小。通分后:#/# = ( )/#,#/# = ( )/#,所以#/# ○ #/#(填“>”“<”或“=”)。","1","pep-primary-p5-lower-027","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
