questionId,grade,volume,unitTitle,questionType,difficulty,needTier,needLevel,priority,visualCategory,family,illustrationKind,needsDeterministicOverlay,assetStatus,imagePath,reason,promptZhHans,imageBriefZhHans
hjb-primary-ds-v1-p5-151,P5,五年级下册,因数、倍数与数的结构,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p5-151.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,把24块同样的巧克力全部分给小朋友，每个小朋友分得的块数相同且多于1块。下面哪种分法不可能？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-016,P6,6年级上册,数的整除,multiple-choice,Exam,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-016.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面说法中，正确的是（ ）。 A. 一个数的倍数一定比它的因数大。 B. 所有的奇数都是质数。 C. 两个数的公倍数一定比这两个数都大。 D. 一个合数至少有3个因数。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-042,P6,6年级上册,比和比例,short-answer,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-042.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,判断下面两个量是否成正比例，并说明理由：一辆汽车行驶的速度一定，行驶的路程与时间。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-070,P6,6年级上册,圆和扇形,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-070.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个图形中的涂色部分一定是扇形？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-109,P6,六年级下册,可能性与统计图表,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-109.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个袋子里有5个红球、3个蓝球和2个黄球，它们除颜色外完全相同。从中任意摸出一个球，下面说法正确的是（ ）。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-110,P6,六年级下册,可能性与统计图表,fill-in,Challenge,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-110.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下表是某班同学最喜欢的运动项目统计。如果班级总人数为40人，那么喜欢足球的人数比喜欢篮球的多______人。 | 项目 | 足球 | 篮球 | 乒乓球 | 其他 | |--------|------|------|--------|------| | 人数 | 16 | 10 | 8 | 6 |,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-111,P6,六年级下册,可能性与统计图表,short-answer,Core,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-111.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,盒子里有5个红球、3个蓝球和2个黄球，除颜色外完全相同。小华从盒子里任意摸出一个球，记录颜色后放回并摇匀，共摸球40次。下表是他记录的摸球结果。 颜色 | 红 | 蓝 | 黄 次数 | 22 | 10 | 8 根据表中的数据，你认为哪种颜色的球被摸出的可能性最大？请说明理由。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-112,P6,六年级下册,可能性与统计图表,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-112.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有大小相同的红球和绿球共10个。小明从袋子里任意摸出一个球，记录颜色后放回，共摸球50次，摸到红球32次，摸到绿球18次。根据这些数据，下面哪种说法最合理？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-113,P6,六年级下册,可能性与统计图表,fill-in,Challenge,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-113.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是六年级一班同学最喜欢的运动项目统计表。 项目 | 篮球 | 足球 | 乒乓球 | 羽毛球 | 其他 人数 | 12 | 8 | 10 | 6 | 4 全班共有______人。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-114,P6,六年级下册,可能性与统计图表,short-answer,Core,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-114.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,某商场一周内每天的营业额如下： 星期一：5.2万元，星期二：4.8万元，星期三：6.1万元，星期四：5.5万元，星期五：7.3万元，星期六：9.6万元，星期日：8.4万元。 这一周的总营业额是多少万元？哪一天的营业额最高？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-115,P6,六年级下册,可能性与统计图表,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-115.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,转动一个均匀的转盘，转盘被分成红、黄、蓝三个区域，红色区域占转盘面积的一半，黄色和蓝色区域各占四分之一。下面哪种说法是正确的？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-116,P6,六年级下册,可能性与统计图表,fill-in,Challenge,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-116.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有大小、形状相同的红球、蓝球和绿球。下表是三种颜色球的数量统计： | 颜色 | 数量（个） | |------|------------| | 红球 | 12 | | 蓝球 | 8 | | 绿球 | 5 | 从袋中任意摸出一个球，摸到红球的可能性是摸到绿球的可能性的多少倍？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-117,P6,六年级下册,可能性与统计图表,short-answer,Core,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-117.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某小学六年级（1）班同学最喜欢的运动项目统计表。 | 运动项目 | 人数 | |----------|------| | 篮球 | 12 | | 足球 | 8 | | 乒乓球 | 10 | | 羽毛球 | 6 | | 其他 | 4 | 根据统计表回答： （1）这个班一共有多少名同学？ （2）喜欢篮球的人数比喜欢羽毛球的人数多几人？ （3）如果从这个班任意抽取一名同学，他最喜欢的运动项目是足球的可能性大，还是乒乓球的可能性大？请说明理由。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-118,P6,六年级下册,可能性与统计图表,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-118.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有5个红球、3个蓝球和2个黄球，这些球除颜色外完全相同。从袋子中任意摸出一个球，下面哪种说法是正确的？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-119,P6,六年级下册,可能性与统计图表,fill-in,Challenge,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-119.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有红、黄、蓝三种颜色的球共20个，每种颜色至少有一个。下表是随机摸球实验的部分记录（每次摸出一个球，记录颜色后放回并摇匀）。 | 实验次数 | 摸到红球次数 | 摸到黄球次数 | 摸到蓝球次数 | |----------|--------------|--------------|--------------| | 100 | 32 | 45 | 23 | | 200 | 68 | 88 | 44 | | 500 | 165 | 220 | 115 | 根据表中数据，摸到黄球的可能性最______（填“大”或“小”），理由是：从实验数据看，黄球出现的频率最______（填“高”或“低”）。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-120,P6,六年级下册,可能性与统计图表,short-answer,Core,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-120.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,六（1）班同学在“最喜欢的课间活动”调查中，统计结果如下：跳绳12人，踢毽子8人，下棋6人，阅读4人。请写出一个正确说法，并说明理由。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-121,P6,六年级下册,可能性与统计图表,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-121.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有大小、形状相同的球，其中红球5个，蓝球3个，黄球2个。从袋子中任意摸出一个球，下面哪种说法是正确的？,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-122,P6,六年级下册,可能性与统计图表,fill-in,Challenge,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-122.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有红、黄、蓝三种颜色的球共20个，除颜色外完全相同。下表是摸球试验的记录（每次摸出一个球，记录颜色后放回并摇匀）： | 颜色 | 红 | 黄 | 蓝 | |------|----|----|----| | 次数 | 8 | 12 | 5 | 根据试验数据，摸到哪种颜色的球的可能性比摸到蓝球的可能性大？请填一种颜色。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-123,P6,六年级下册,可能性与统计图表,short-answer,Core,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-123.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,六（1）班进行了一次“最喜欢的运动”调查，全班40人每人只选一项。结果如下：乒乓球12人，足球10人，篮球8人，羽毛球6人，其他4人。小明说：“因为喜欢乒乓球的人最多，所以任意抽一名同学，抽到喜欢乒乓球的同学的可能性最大。”小华说：“喜欢羽毛球的人数比喜欢篮球的人数少，所以抽到喜欢羽毛球的同学的可能性比抽到喜欢篮球的同学的可能性小。”请判断两人的说法是否正确，并说明理由。（提示：可能性大小由什么决定？）,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-124,P6,六年级下册,可能性与统计图表,multiple-choice,Foundation,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-124.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个袋子里装有大小、质地完全相同的红球5个、蓝球3个、绿球2个。从袋子里任意摸出一个球，下面说法正确的是（ ）。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-125,P6,六年级下册,可能性与统计图表,fill-in,Challenge,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-125.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有红、黄、蓝三种颜色的球共20个，除颜色外完全相同。其中红球有5个，黄球有8个，其余为蓝球。从袋子中任意摸出一个球，摸到哪种颜色球的可能性最大？摸到哪种颜色球的可能性最小？请按“最大：颜色，最小：颜色”的格式填写。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-126,P6,六年级下册,可能性与统计图表,short-answer,Core,A_required,core,P1,probability_scene,probability-scene,probability-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-126.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个不透明的袋子里装有大小、形状相同的红球5个、黄球3个、蓝球2个。从袋子中任意摸出一个球，下面哪种说法是正确的？请写出你的判断理由。,表现摸球、转盘、抽卡、袋子或可能性实验底图，精确数量、颜色说明和概率标签后续叠加。
hjb-primary-ds-v1-p6-040,P6,6年级上册,比和比例,multiple-choice,Exam,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-040.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面各组中的两个比，能组成比例的是哪一组？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p6-043,P6,6年级上册,比和比例,multiple-choice,Challenge,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-043.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个比与0.4:1.2的比值相等？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p6-049,P6,6年级上册,比和比例,multiple-choice,Core,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-049.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个比与3:4能组成比例？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p6-052,P6,6年级上册,比和比例,multiple-choice,Exam,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-052.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组中的两个比可以组成比例？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p6-082,P6,六年级下册,比与比例,multiple-choice,Foundation,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-082.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组比与4:5相等？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p6-085,P6,六年级下册,比与比例,multiple-choice,Foundation,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-085.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个式子表示x和y成正比例？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p6-088,P6,六年级下册,比与比例,multiple-choice,Foundation,A_required,core,P1,ratio_proportion_model,ratio-proportion-model,ratio-bar,true,not-generated,candidates/hjb-primary-ds-v1-p6-088.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组比能与2:3组成比例？,表现比例条、配比、放大缩小、线段图或比例关系底图，精确数字和文字后续叠加。
hjb-primary-ds-v1-p5-034,P5,五年级上册,用字母表示数与简易方程,multiple-choice,Foundation,A_required,core,P1,equation_number_model,equation-number-model,equation-scene,true,not-generated,candidates/hjb-primary-ds-v1-p5-034.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个式子是方程？,表现天平、线段图、数量关系图或未知量模型，具体字母、等式和数字后续叠加。
hjb-primary-ds-v1-p6-205,P6,六年级下册,一元一次方程,multiple-choice,Core,A_required,core,P1,equation_number_model,equation-number-model,equation-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-205.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,方程2(x - 3) = 8的解与下面哪个方程的解相同？,表现天平、线段图、数量关系图或未知量模型，具体字母、等式和数字后续叠加。
hjb-primary-ds-v1-p6-213,P6,六年级下册,一元一次方程,multiple-choice,Core,A_required,core,P1,equation_number_model,equation-number-model,equation-scene,true,not-generated,candidates/hjb-primary-ds-v1-p6-213.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,方程2(x - 4) = 10的解与下面哪个方程的解相同？,表现天平、线段图、数量关系图或未知量模型，具体字母、等式和数字后续叠加。
hjb-primary-ds-v1-p1-004,P1,一年级上册,我是小学生与数学学习习惯,multiple-choice,Exam,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-004.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,老师让小朋友观察教室里的物品，然后说一个数学发现。下面哪个小朋友的发现最像数学发现？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-010,P1,一年级上册,我是小学生与数学学习习惯,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-010.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,老师让小朋友观察教室里的物品，并说出一个数学发现。下面哪个小朋友的发现是数学发现？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-043,P1,一年级上册,10以内数的认识,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-043.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数比5大，比9小？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-045,P1,一年级上册,10以内数的认识,short-answer,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-045.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,看图写数。树上有5只小鸟，又飞来2只，现在树上一共有几只小鸟？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-049,P1,一年级上册,10以内数的认识,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-049.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示“没有”？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-052,P1,一年级上册,10以内数的认识,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-052.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小明有5颗糖，小红有3颗糖。下面哪句话是正确的？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-058,P1,一年级上册,10以内数的认识,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-058.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数比6大，比9小？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-082,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-082.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示1个十和4个一？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-088,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-088.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数比15大，比18小？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-094,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-094.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示1个十和7个一？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-097,P1,一年级上册,20以内的数与不进位不退位加减,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-097.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数表示1个十和6个一？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-100,P1,一年级上册,一年级上册整理与复习,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-100.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪种做法能帮助我们检查计算对不对？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-103,P1,一年级上册,一年级上册整理与复习,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-103.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪句话的说法是正确的？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-109,P1,一年级上册,一年级上册整理与复习,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-109.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪句话在整理数学知识时是正确的？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-112,P1,一年级上册,一年级上册整理与复习,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-112.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪句话说的是计算？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-115,P1,一年级上册,一年级上册整理与复习,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-115.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小东在整理错题时，发现下面有一道题不是用加法解决的，是哪一道？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-118,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-118.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算13-6时，下面哪种方法是对的？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-124,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Foundation,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-124.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道题的计算过程用了“想加算减”的方法？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
hjb-primary-ds-v1-p1-127,P1,一年级下册,20以内数的加减法（二）,multiple-choice,Core,A_required,core,P1,text_calculation_only,text-calculation-support,conceptual-support,false,not-generated,candidates/hjb-primary-ds-v1-p1-127.png,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算14 - 8时，下面哪种方法正确？,为文字题生成轻量数学支持视觉，保持非答案化、无文字、无公式。
