"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v3-s6-148","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","V3修复变式1148：选择：从 8 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","170 | 168 | 169 | 167","168","168","先选无序小组有 C(8,2)=28 种，再从余下 6 个元素中选观察员，所以共有 28×6=168 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-153","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","V3修复变式1153：解答：若事件 A 有 9 种情况，且每种 A 情况下事件 B 有 6 种情况，则按分步计数共有多少种结果？","","54","54","分步计数原理：总数=9×6=54。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-156","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Exam","V3修复变式1156：解答：若事件 A 有 2 种情况，其中 1 种 A 情况下事件 B 有 16 种情况，其余 A 情况下事件 B 有 17 种情况。按分步计数共有多少种结果？","","33","33","分类后按分步计数相加：1×16+(2-1)×17=33。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-158","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Challenge","V3修复变式1158：填空：若事件 A 有 2 种情况，其中 1 种 A 情况下事件 B 有 15 种情况，其余 A 情况下事件 B 有 16 种情况。按分步计数共有多少种结果？","","31","31","分类后按分步计数相加：1×15+(2-1)×16=31。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-160","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Exam","V3修复变式1160：选择：若事件 A 有 4 种情况，其中 2 种 A 情况下事件 B 有 17 种情况，其余 A 情况下事件 B 有 18 种情况。按分步计数共有多少种结果？","71 | 69 | 72 | 70","70","70","分类后按分步计数相加：2×17+(4-2)×18=70。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-178","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","V3修复变式1178：选择：若事件 A 有 10 种情况，其中 8 种 A 情况下事件 B 有 10 种情况，其余 A 情况下事件 B 有 11 种情况。按分步计数共有多少种结果？","102 | 103 | 101 | 104","102","102","分类后按分步计数相加：8×10+(10-8)×11=102。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-185","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Core","V3修复变式1185：填空：若事件 A 有 6 种情况，且每种 A 情况下事件 B 有 10 种情况，则按分步计数共有多少种结果？","","60","60","分步计数原理：总数=6×10=60。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-190","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","V3修复变式1190：选择：若事件 A 有 11 种情况，其中 1 种 A 情况下事件 B 有 15 种情况，其余 A 情况下事件 B 有 16 种情况。按分步计数共有多少种结果？","174 | 177 | 175 | 176","175","175","分类后按分步计数相加：1×15+(11-1)×16=175。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-194","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Challenge","V3修复变式1194：填空：若事件 A 有 2 种情况，其中 1 种 A 情况下事件 B 有 16 种情况，其余 A 情况下事件 B 有 17 种情况。按分步计数共有多少种结果？","","33","33","分类后按分步计数相加：1×16+(2-1)×17=33。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-196","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Exam","V3修复变式1196：选择：若事件 A 有 9 种情况，其中 5 种 A 情况下事件 B 有 9 种情况，其余 A 情况下事件 B 有 10 种情况。按分步计数共有多少种结果？","85 | 86 | 84 | 87","85","85","分类后按分步计数相加：5×9+(9-5)×10=85。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-200","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Exam","V3修复变式1200：填空：若事件 A 有 4 种情况，其中 3 种 A 情况下事件 B 有 5 种情况，其余 A 情况下事件 B 有 6 种情况。按分步计数共有多少种结果？","","21","21","分类后按分步计数相加：3×5+(4-3)×6=21。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-212","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","V3修复变式1212：填空：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 20 种情况，则按分步计数共有多少种结果？","","200","200","分步计数原理：总数=10×20=200。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-225","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","V3修复变式1225：解答：若事件 A 有 6 种情况，且每种 A 情况下事件 B 有 18 种情况，则按分步计数共有多少种结果？","","108","108","分步计数原理：总数=6×18=108。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-231","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V3修复变式1231：解答：一组数据为 3，12，21，求这组数据的平均数。","","12","12","三数等差，中间数就是平均数，所以平均数为 12。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-241","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V3修复变式1241：选择：一组数据为 7，20，33，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","29 | 27 | 30 | 28","28","28","原平均数为 (7+20+33)/3=20。加入 x 后平均数为 20+2=22，所以 x=4×22-(7+20+33)=28。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-248","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V3修复变式1248：填空：一组数据为 2，14，26，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-255","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V3修复变式1255：解答：一组数据为 6，13，20，求这组数据的平均数。","","13","13","三数等差，中间数就是平均数，所以平均数为 13。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-260","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V3修复变式1260：填空：一组数据为 8，13，18，求这组数据的平均数。","","13","13","三数等差，中间数就是平均数，所以平均数为 13。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-272","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V3修复变式1272：填空：一组数据为 4，10，16，求这组数据的平均数。","","10","10","三数等差，中间数就是平均数，所以平均数为 10。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-280","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V3修复变式1280：选择：一组数据为 12，13，14，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","20 | 23 | 21 | 22","21","21","原平均数为 (12+13+14)/3=13。加入 x 后平均数为 13+2=15，所以 x=4×15-(12+13+14)=21。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-290","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V3修复变式1290：填空：一组数据为 3，4，5，求这组数据的平均数。","","4","4","三数等差，中间数就是平均数，所以平均数为 4。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-299","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V3修复变式1299：填空：一组数据为 12，24，36，求这组数据的平均数。","","24","24","三数等差，中间数就是平均数，所以平均数为 24。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-301","S6","选择性必修 第一册复习","数列","数列综合复习","multiple-choice","Challenge","V3修复变式1301：选择：等差数列首项为 4，公差为 3，第 6 项为 19。求前 6 项和。","68 | 71 | 69 | 70","69","69","第 6 项为 19，前 6 项和 S_6=6(4+19)/2=69。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-304","S6","选择性必修 第一册复习","数列","数列综合复习","multiple-choice","Challenge","V3修复变式1304：选择：等差数列首项为 11，公差为 11，第 9 项为 99。求前 9 项和。","496 | 494 | 497 | 495","495","495","第 9 项为 99，前 9 项和 S_9=9(11+99)/2=495。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-307","S6","选择性必修 第一册复习","数列","数列综合复习","multiple-choice","Challenge","V3修复变式1307：选择：等差数列首项为 5，公差为 1，第 11 项为 15。求前 11 项和。","110 | 111 | 109 | 112","110","110","第 11 项为 15，前 11 项和 S_11=11(5+15)/2=110。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-329","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","fill-in","Foundation","V3修复变式1329：填空：直线经过点 (2,8) 和 (3,16)，求斜率。","","8","8","斜率=(16-8)/(3-2)=8。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-370","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","multiple-choice","Challenge","V3修复变式1370：选择：椭圆 x²/784+y²/256=1 的两个焦点为 F1，F2。求 |F1F2|²。","2111 | 2114 | 2112 | 2113","2112","2112","c²=784-256=528，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=2112。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-397","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Challenge","V3修复变式1397：填空：空间向量 p=(11,13,1)，q=(1,1,1)，求 |p+q|²-|p|²。","","53","53","|p+q|²-|p|²=2p·q+|q|²=2×(11+13+1)+3=53。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v3-s6-399","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Core","V3修复变式1399：填空：空间向量 p=(3,13,2)，求 |p|²。","","182","182","|p|²=3²+13²+2²=182。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-401","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","fill-in","Foundation","V3修复变式1401：填空：已知 f(x)=5x+9，求 f(16)。","","89","89","f(16)=5×16+9=89。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-415","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","fill-in","Challenge","V3修复变式1415：填空：已知 f(x)=6x+7，若 f(t)=f(12)+2×6，求 t+f(t)。","","105","105","一次函数斜率为 6，函数值增加 2×6 时自变量增加 2，所以 t=12+2=14。f(t)=6×14+7=91，故 t+f(t)=105。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-424","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","multiple-choice","Challenge","V3修复变式1424：选择：在三角形 ABC 中，AB=2，AC=8，且 ∠A=60°。求 BC²。","51 | 54 | 52 | 53","52","52","由余弦定理，BC²=AB²+AC²-2AB·AC·cos60°=2²+8²-2×8=52。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-452","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","multiple-choice","Core","V3修复变式1452：选择：长方体中同一顶点出发的两条互相垂直棱长分别为 11 和 15，这两条棱围成的矩形面积是多少？","176 | 154 | 187 | 165","165","165","相邻垂直棱围成矩形，面积=11×15=165。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-462","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V3修复变式1462：选择：袋中有 5 个红球和 15 个蓝球，随机取出 1 个，取到红球的概率是多少？","1/4 | 3/10 | 1/5 | 5/21","1/4","1/4 | 5/20","总球数为 20，红球 5 个，所以概率为 5/20=1/4。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-480","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V3修复变式1480：选择：袋中有 8 个红球和 6 个蓝球，随机取出 1 个，取到红球的概率是多少？","4/7 | 9/14 | 1/2 | 8/15","4/7","4/7 | 8/14","总球数为 14，红球 8 个，所以概率为 8/14=4/7。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-483","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V3修复变式1483：选择：等差数列首项为 3，公差为 12，求第 11 项。","124 | 123 | 122 | 125","123","123","a_11=a_1+(11-1)d=3+10×12=123。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-484","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V3修复变式1484：选择：等差数列首项为 6，公差为 4，求第 12 项。","50 | 51 | 49 | 52","50","50","a_12=a_1+(12-1)d=6+11×4=50。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-492","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V3修复变式1492：选择：等差数列首项为 11，公差为 6，求第 14 项。","90 | 88 | 91 | 89","89","89","a_14=a_1+(14-1)d=11+13×6=89。","mandatory-original-p2-recheck"
"hjb-high-ds-v3-s6-495","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V3修复变式1495：选择：等差数列首项为 6，公差为 8，求第 11 项。","87 | 85 | 86 | 88","86","86","a_11=a_1+(11-1)d=6+10×8=86。","mandatory-original-p2-recheck"
