"id","topicId","slot","reviewStatus","decision","candidatePath","srcAfterApproval","grade","semester","volume","ragCardIds","altZhHans","captionZhHans","reviewerNotes"
"hjb-primary-p4-upper-review-integration-worked-example","hjb-primary-p4-upper-review-integration","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-upper-review-integration/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-upper-review-integration/worked-example.png","P4","upper","四年级上册","hjb-primary-p4-upper-review-integration","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《四年级上册整理与提高》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 四年级上册整理与提高 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-review-operation-properties-concept","hjb-primary-p4-lower-review-operation-properties","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-review-operation-properties/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-review-operation-properties/concept.png","P4","lower","四年级下册","hjb-primary-p4-lower-review-operation-properties","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《复习与提高》。","比例推理要保持对应量同步变化。","Review 复习与提高 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-review-operation-properties-worked-example","hjb-primary-p4-lower-review-operation-properties","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-review-operation-properties/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-review-operation-properties/worked-example.png","P4","lower","四年级下册","hjb-primary-p4-lower-review-operation-properties","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《复习与提高》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 复习与提高 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-decimals-meaning-add-sub-concept","hjb-primary-p4-lower-decimals-meaning-add-sub","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-decimals-meaning-add-sub/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-decimals-meaning-add-sub/concept.png","P4","lower","四年级下册","hjb-primary-p4-lower-decimals-meaning-add-sub","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。主题对应沪教版《小数的认识与加减法》。","分数和小数都要先确认整体、单位和等分关系。","Review 小数的认识与加减法 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-decimals-meaning-add-sub-worked-example","hjb-primary-p4-lower-decimals-meaning-add-sub","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-decimals-meaning-add-sub/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-decimals-meaning-add-sub/worked-example.png","P4","lower","四年级下册","hjb-primary-p4-lower-decimals-meaning-add-sub","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。画面以例题工作区方式对应沪教版《小数的认识与加减法》。","分数和小数都要先确认整体、单位和等分关系。例题中要把模型、步骤和检查连起来。","Review 小数的认识与加减法 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-line-statistics-concept","hjb-primary-p4-lower-line-statistics","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-line-statistics/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-line-statistics/concept.png","P4","lower","四年级下册","hjb-primary-p4-lower-line-statistics","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。主题对应沪教版《统计》。","读数据要先配对类别与数值，再比较和解释结论。","Review 统计 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-line-statistics-worked-example","hjb-primary-p4-lower-line-statistics","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-line-statistics/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-line-statistics/worked-example.png","P4","lower","四年级下册","hjb-primary-p4-lower-line-statistics","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。画面以例题工作区方式对应沪教版《统计》。","读数据要先配对类别与数值，再比较和解释结论。例题中要把模型、步骤和检查连起来。","Review 统计 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-vertical-parallel-lines-concept","hjb-primary-p4-lower-vertical-parallel-lines","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-vertical-parallel-lines/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-vertical-parallel-lines/concept.png","P4","lower","四年级下册","hjb-primary-p4-lower-vertical-parallel-lines","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。主题对应沪教版《几何小实践》。","几何判断要同时看形状特征、位置关系和测量线索。","Review 几何小实践 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-vertical-parallel-lines-worked-example","hjb-primary-p4-lower-vertical-parallel-lines","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-vertical-parallel-lines/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-vertical-parallel-lines/worked-example.png","P4","lower","四年级下册","hjb-primary-p4-lower-vertical-parallel-lines","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。画面以例题工作区方式对应沪教版《几何小实践》。","几何判断要同时看形状特征、位置关系和测量线索。例题中要把模型、步骤和检查连起来。","Review 几何小实践 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-review-integration-concept","hjb-primary-p4-lower-review-integration","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-review-integration/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-review-integration/concept.png","P4","lower","四年级下册","hjb-primary-p4-lower-review-integration","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《四年级下册整理与提高》。","比例推理要保持对应量同步变化。","Review 四年级下册整理与提高 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p4-lower-review-integration-worked-example","hjb-primary-p4-lower-review-integration","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p4-lower-review-integration/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p4-lower-review-integration/worked-example.png","P4","lower","四年级下册","hjb-primary-p4-lower-review-integration","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《四年级下册整理与提高》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 四年级下册整理与提高 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-decimal-operations-concept","hjb-primary-p5-upper-decimal-operations","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-decimal-operations/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-decimal-operations/concept.png","P5","upper","五年级上册","hjb-primary-p5-upper-decimal-operations","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。主题对应沪教版《小数乘除法与估算》。","分数和小数都要先确认整体、单位和等分关系。","Review 小数乘除法与估算 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-decimal-operations-worked-example","hjb-primary-p5-upper-decimal-operations","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-decimal-operations/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-decimal-operations/worked-example.png","P5","upper","五年级上册","hjb-primary-p5-upper-decimal-operations","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。画面以例题工作区方式对应沪教版《小数乘除法与估算》。","分数和小数都要先确认整体、单位和等分关系。例题中要把模型、步骤和检查连起来。","Review 小数乘除法与估算 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-equations-relationships-concept","hjb-primary-p5-upper-equations-relationships","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-equations-relationships/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-equations-relationships/concept.png","P5","upper","五年级上册","hjb-primary-p5-upper-equations-relationships","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。主题对应沪教版《用字母表示数与简易方程》。","代数推理要保持等量关系，并逐步追踪未知量。","Review 用字母表示数与简易方程 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-equations-relationships-worked-example","hjb-primary-p5-upper-equations-relationships","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-equations-relationships/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-equations-relationships/worked-example.png","P5","upper","五年级上册","hjb-primary-p5-upper-equations-relationships","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。画面以例题工作区方式对应沪教版《用字母表示数与简易方程》。","代数推理要保持等量关系，并逐步追踪未知量。例题中要把模型、步骤和检查连起来。","Review 用字母表示数与简易方程 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-plane-figure-area-concept","hjb-primary-p5-upper-plane-figure-area","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-plane-figure-area/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-plane-figure-area/concept.png","P5","upper","五年级上册","hjb-primary-p5-upper-plane-figure-area","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。主题对应沪教版《平面图形面积》。","几何判断要同时看形状特征、位置关系和测量线索。","Review 平面图形面积 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-plane-figure-area-worked-example","hjb-primary-p5-upper-plane-figure-area","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-plane-figure-area/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-plane-figure-area/worked-example.png","P5","upper","五年级上册","hjb-primary-p5-upper-plane-figure-area","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。画面以例题工作区方式对应沪教版《平面图形面积》。","几何判断要同时看形状特征、位置关系和测量线索。例题中要把模型、步骤和检查连起来。","Review 平面图形面积 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-data-average-concept","hjb-primary-p5-upper-data-average","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-data-average/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-data-average/concept.png","P5","upper","五年级上册","hjb-primary-p5-upper-data-average","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。主题对应沪教版《数据整理与平均数》。","读数据要先配对类别与数值，再比较和解释结论。","Review 数据整理与平均数 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-upper-data-average-worked-example","hjb-primary-p5-upper-data-average","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-upper-data-average/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-upper-data-average/worked-example.png","P5","upper","五年级上册","hjb-primary-p5-upper-data-average","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。画面以例题工作区方式对应沪教版《数据整理与平均数》。","读数据要先配对类别与数值，再比较和解释结论。例题中要把模型、步骤和检查连起来。","Review 数据整理与平均数 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-factors-multiples-concept","hjb-primary-p5-lower-factors-multiples","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-factors-multiples/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-factors-multiples/concept.png","P5","lower","五年级下册","hjb-primary-p5-lower-factors-multiples","相同小组转化为阵列、行列和部分矩形。主题对应沪教版《因数、倍数与数的结构》。","乘除法模型要先保证每组数量相同。","Review 因数、倍数与数的结构 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-factors-multiples-worked-example","hjb-primary-p5-lower-factors-multiples","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-factors-multiples/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-factors-multiples/worked-example.png","P5","lower","五年级下册","hjb-primary-p5-lower-factors-multiples","相同小组转化为阵列、行列和部分矩形。画面以例题工作区方式对应沪教版《因数、倍数与数的结构》。","乘除法模型要先保证每组数量相同。例题中要把模型、步骤和检查连起来。","Review 因数、倍数与数的结构 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-fractions-equivalence-operations-concept","hjb-primary-p5-lower-fractions-equivalence-operations","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-fractions-equivalence-operations/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-fractions-equivalence-operations/concept.png","P5","lower","五年级下册","hjb-primary-p5-lower-fractions-equivalence-operations","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。主题对应沪教版《分数意义、性质与加减》。","分数和小数都要先确认整体、单位和等分关系。","Review 分数意义、性质与加减 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-fractions-equivalence-operations-worked-example","hjb-primary-p5-lower-fractions-equivalence-operations","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-fractions-equivalence-operations/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-fractions-equivalence-operations/worked-example.png","P5","lower","五年级下册","hjb-primary-p5-lower-fractions-equivalence-operations","分数圆、分数条、小数条、等值分割和平衡部分展示数的意义。画面以例题工作区方式对应沪教版《分数意义、性质与加减》。","分数和小数都要先确认整体、单位和等分关系。例题中要把模型、步骤和检查连起来。","Review 分数意义、性质与加减 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-cuboid-cube-concept","hjb-primary-p5-lower-cuboid-cube","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-cuboid-cube/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-cuboid-cube/concept.png","P5","lower","五年级下册","hjb-primary-p5-lower-cuboid-cube","长方体、正方体、圆柱、圆锥、展开图、单位立方体和阴影面展示空间推理。主题对应沪教版《长方体、正方体与体积》。","立体图形要分清结构、表面积和体积。","Review 长方体、正方体与体积 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-cuboid-cube-worked-example","hjb-primary-p5-lower-cuboid-cube","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-cuboid-cube/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-cuboid-cube/worked-example.png","P5","lower","五年级下册","hjb-primary-p5-lower-cuboid-cube","长方体、正方体、圆柱、圆锥、展开图、单位立方体和阴影面展示空间推理。画面以例题工作区方式对应沪教版《长方体、正方体与体积》。","立体图形要分清结构、表面积和体积。例题中要把模型、步骤和检查连起来。","Review 长方体、正方体与体积 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-statistics-review-concept","hjb-primary-p5-lower-statistics-review","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-statistics-review/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-statistics-review/concept.png","P5","lower","五年级下册","hjb-primary-p5-lower-statistics-review","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。主题对应沪教版《统计表达与综合应用》。","读数据要先配对类别与数值，再比较和解释结论。","Review 统计表达与综合应用 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p5-lower-statistics-review-worked-example","hjb-primary-p5-lower-statistics-review","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p5-lower-statistics-review/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p5-lower-statistics-review/worked-example.png","P5","lower","五年级下册","hjb-primary-p5-lower-statistics-review","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。画面以例题工作区方式对应沪教版《统计表达与综合应用》。","读数据要先配对类别与数值，再比较和解释结论。例题中要把模型、步骤和检查连起来。","Review 统计表达与综合应用 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-divisibility-concept","hjb-primary-p6-upper-divisibility","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-divisibility/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-divisibility/concept.png","P6","upper","6年级上册","hjb-primary-p6-upper-divisibility","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。主题对应沪教版《数的整除》。","代数推理要保持等量关系，并逐步追踪未知量。","Review 数的整除 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-divisibility-worked-example","hjb-primary-p6-upper-divisibility","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-divisibility/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-divisibility/worked-example.png","P6","upper","6年级上册","hjb-primary-p6-upper-divisibility","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。画面以例题工作区方式对应沪教版《数的整除》。","代数推理要保持等量关系，并逐步追踪未知量。例题中要把模型、步骤和检查连起来。","Review 数的整除 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-fractions-concept","hjb-primary-p6-upper-fractions","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-fractions/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-fractions/concept.png","P6","upper","6年级上册","hjb-primary-p6-upper-fractions","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《分数》。","比例推理要保持对应量同步变化。","Review 分数 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-fractions-worked-example","hjb-primary-p6-upper-fractions","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-fractions/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-fractions/worked-example.png","P6","upper","6年级上册","hjb-primary-p6-upper-fractions","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《分数》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 分数 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-ratio-proportion-concept","hjb-primary-p6-upper-ratio-proportion","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-ratio-proportion/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-ratio-proportion/concept.png","P6","upper","6年级上册","hjb-primary-p6-upper-ratio-proportion","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《比和比例》。","比例推理要保持对应量同步变化。","Review 比和比例 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-ratio-proportion-worked-example","hjb-primary-p6-upper-ratio-proportion","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-ratio-proportion/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-ratio-proportion/worked-example.png","P6","upper","6年级上册","hjb-primary-p6-upper-ratio-proportion","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《比和比例》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 比和比例 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-circle-sector-concept","hjb-primary-p6-upper-circle-sector","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-circle-sector/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-circle-sector/concept.png","P6","upper","6年级上册","hjb-primary-p6-upper-circle-sector","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。主题对应沪教版《圆和扇形》。","几何判断要同时看形状特征、位置关系和测量线索。","Review 圆和扇形 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-upper-circle-sector-worked-example","hjb-primary-p6-upper-circle-sector","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-upper-circle-sector/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-upper-circle-sector/worked-example.png","P6","upper","6年级上册","hjb-primary-p6-upper-circle-sector","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。画面以例题工作区方式对应沪教版《圆和扇形》。","几何判断要同时看形状特征、位置关系和测量线索。例题中要把模型、步骤和检查连起来。","Review 圆和扇形 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-ratio-proportion-concept","hjb-primary-p6-lower-ratio-proportion","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-ratio-proportion/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-ratio-proportion/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-ratio-proportion","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《比与比例》。","比例推理要保持对应量同步变化。","Review 比与比例 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-ratio-proportion-worked-example","hjb-primary-p6-lower-ratio-proportion","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-ratio-proportion/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-ratio-proportion/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-ratio-proportion","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《比与比例》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 比与比例 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-circle-sector-concept","hjb-primary-p6-lower-circle-sector","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-circle-sector/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-circle-sector/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-circle-sector","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。主题对应沪教版《圆与扇形》。","几何判断要同时看形状特征、位置关系和测量线索。","Review 圆与扇形 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-circle-sector-worked-example","hjb-primary-p6-lower-circle-sector","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-circle-sector/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-circle-sector/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-circle-sector","平面图形、线段、角的两边、平行垂直线组和移动箭头展示几何关系。画面以例题工作区方式对应沪教版《圆与扇形》。","几何判断要同时看形状特征、位置关系和测量线索。例题中要把模型、步骤和检查连起来。","Review 圆与扇形 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-probability-statistics-concept","hjb-primary-p6-lower-probability-statistics","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-probability-statistics/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-probability-statistics/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-probability-statistics","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。主题对应沪教版《可能性与统计图表》。","读数据要先配对类别与数值，再比较和解释结论。","Review 可能性与统计图表 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-probability-statistics-worked-example","hjb-primary-p6-lower-probability-statistics","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-probability-statistics/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-probability-statistics/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-probability-statistics","原创条形图、点图、分类标记、平均数天平和可能性方块展示统计思路。画面以例题工作区方式对应沪教版《可能性与统计图表》。","读数据要先配对类别与数值，再比较和解释结论。例题中要把模型、步骤和检查连起来。","Review 可能性与统计图表 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-cylinder-cone-concept","hjb-primary-p6-lower-cylinder-cone","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-cylinder-cone/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-cylinder-cone/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-cylinder-cone","长方体、正方体、圆柱、圆锥、展开图、单位立方体和阴影面展示空间推理。主题对应沪教版《圆柱与圆锥》。","立体图形要分清结构、表面积和体积。","Review 圆柱与圆锥 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-cylinder-cone-worked-example","hjb-primary-p6-lower-cylinder-cone","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-cylinder-cone/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-cylinder-cone/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-cylinder-cone","长方体、正方体、圆柱、圆锥、展开图、单位立方体和阴影面展示空间推理。画面以例题工作区方式对应沪教版《圆柱与圆锥》。","立体图形要分清结构、表面积和体积。例题中要把模型、步骤和检查连起来。","Review 圆柱与圆锥 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
