"id","batch","grade","chapter","type","difficulty","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-high-ds-v2-s6-426","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 5*20*cos60° = 50，而非 100。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：50；若按线段长度乘积：100。","100","100","标准答案为 100，但若按向量数量积应为 50，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1426：选择：在三角形 ABC 中，若 AB=5，AC=20，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-427","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 5*17*cos60° = 42.5，而非 85。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：42.5；若按线段长度乘积：85。","85","85","标准答案为 85，但若按向量数量积应为 42.5，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1427：填空：在三角形 ABC 中，若 AB=5，AC=17，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-428","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 12*20*cos60° = 120，而非 240。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：120；若按线段长度乘积：240。","240","240","标准答案为 240，但若按向量数量积应为 120，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1428：选择：在三角形 ABC 中，若 AB=12，AC=20，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-429","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 6*15*cos60° = 45，而非 90。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：45；若按线段长度乘积：90。","90","90","标准答案为 90，但若按向量数量积应为 45，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1429：填空：在三角形 ABC 中，若 AB=6，AC=15，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-430","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 5*16*cos60° = 40，而非 80。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：40；若按线段长度乘积：80。","80","80","标准答案为 80，但若按向量数量积应为 40，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1430：选择：在三角形 ABC 中，若 AB=5，AC=16，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-431","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 7*15*cos60° = 52.5，而非 105。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：52.5；若按线段长度乘积：105。","105","105","标准答案为 105，但若按向量数量积应为 52.5，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1431：填空：在三角形 ABC 中，若 AB=7，AC=15，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-432","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 2*10*cos60° = 10，而非 20。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：10；若按线段长度乘积：20。","20","20","标准答案为 20，但若按向量数量积应为 10，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1432：选择：在三角形 ABC 中，若 AB=2，AC=10，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-433","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 6*20*cos60° = 60，而非 120。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：60；若按线段长度乘积：120。","120","120","标准答案为 120，但若按向量数量积应为 60，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1433：填空：在三角形 ABC 中，若 AB=6，AC=20，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-434","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 3*14*cos60° = 21，而非 42。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：21；若按线段长度乘积：42。","42","42","标准答案为 42，但若按向量数量积应为 21，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1434：选择：在三角形 ABC 中，若 AB=3，AC=14，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-435","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 8*16*cos60° = 64，而非 128。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：64；若按线段长度乘积：128。","128","128","标准答案为 128，但若按向量数量积应为 64，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1435：填空：在三角形 ABC 中，若 AB=8，AC=16，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-436","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 2*11*cos60° = 11，而非 22。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：11；若按线段长度乘积：22。","22","22","标准答案为 22，但若按向量数量积应为 11，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1436：选择：在三角形 ABC 中，若 AB=2，AC=11，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-437","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 10*13*cos60° = 65，而非 130。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：65；若按线段长度乘积：130。","130","130","标准答案为 130，但若按向量数量积应为 65，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1437：填空：在三角形 ABC 中，若 AB=10，AC=13，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-438","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 5*16*cos60° = 40，而非 80。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：40；若按线段长度乘积：80。","80","80","标准答案为 80，但若按向量数量积应为 40，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1438：选择：在三角形 ABC 中，若 AB=5，AC=16，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-439","hjb-v2","S6","跨册综合：三角向量解析几何","fill-in","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 6*16*cos60° = 48，而非 96。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：48；若按线段长度乘积：96。","96","96","标准答案为 96，但若按向量数量积应为 48，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1439：填空：在三角形 ABC 中，若 AB=6，AC=16，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-440","hjb-v2","S6","跨册综合：三角向量解析几何","multiple-choice","Core","P1","wrong-answer","题目中表达式 AB·AC 在三角形中通常表示向量的数量积，但解析和答案将其解释为线段长度的乘积。若按向量数量积计算，应为 10*14*cos60° = 70，而非 140。题目未明确说明是线段长度乘积，存在歧义。","若按向量数量积：70；若按线段长度乘积：140。","140","140","标准答案为 140，但若按向量数量积应为 70，答案不匹配。","需明确表达式含义，或修改答案和解析以匹配向量数量积。","high","二轮变式1440：选择：在三角形 ABC 中，若 AB=10，AC=14，且 ∠A=60°，表达式 AB·AC 的值是多少？"
"hjb-high-ds-v2-s6-477","hjb-v2","S6","跨册综合：概率统计","multiple-choice","Core","P1","multiple-correct-options","选项C为12/24，选项D为12/24+1，但12/24+1不是概率值（大于1），因此实际只有C正确。但选项D写法异常，可能引起混淆。标准答案为12/24，选项C匹配。但选项D的存在可能被视为干扰项，需确认是否应视为无效选项。","12/24","12/24","12/24","标准答案为12/24，可接受答案包含12/24，解析正确推导出12/24。选项C为12/24，选项D为12/24+1，后者不是有效概率，因此唯一正确选项为C。但选项D的写法可能导致歧义，需审查。","检查选项D的写法是否合理，若为笔误应修正。","medium","二轮变式1477：选择：袋中有 12 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？"
"hjb-high-ds-v2-s6-478","hjb-v2","S6","跨册综合：概率统计","multiple-choice","Core","P1","multiple-correct-options","选项A为7/14，选项D为7/14+1，但7/14+1不是概率值（大于1），因此实际只有A正确。但选项D写法异常，可能引起混淆。标准答案为7/14，选项A匹配。需确认选项D是否应视为无效。","7/14","7/14","7/14","标准答案为7/14，可接受答案包含7/14，解析正确推导出7/14。选项A为7/14，选项D为7/14+1，后者不是有效概率，因此唯一正确选项为A。但选项D的写法可能导致歧义，需审查。","检查选项D的写法是否合理，若为笔误应修正。","medium","二轮变式1478：选择：袋中有 7 个红球和 7 个蓝球，随机取出 1 个，取到红球的概率是多少？"
"hjb-high-ds-v3-s4-051","hjb-v3-remediated","S4","等式与不等式","short-answer","Foundation","P1","wrong-answer","题目要求解不等式x+4>8，求x的取值范围右端常数8-4的值。不等式解为x>4，右端常数为4，但题目表述可能引起歧义：是求x的取值范围右端常数，还是求8-4的值？实际上8-4=4，答案4正确。但题目问法不清晰，可能让学生困惑。然而答案4与解析一致，可视为正确。但严格来说，题目问的是“求x的取值范围右端常数8-4的值”，这等于直接计算8-4，与不等式无关，可能不是出题本意。建议修改题目表述。","4","4","4","标准答案为4，acceptedAnswers包含4，解析正确。但题目表述有歧义。","修改题目表述，明确要求解不等式并写出右端常数，或直接问8-4的值。","medium","V3修复变式0051：解答：解不等式 x+4>8，求 x 的取值范围右端常数 8-4 的值。"
"hjb-high-ds-v3-s4-053","hjb-v3-remediated","S4","等式与不等式","fill-in","Core","P1","wrong-answer","题目要求解不等式x+5>17，求x的取值范围右端常数17-5的值。不等式解为x>12，右端常数为12，但题目问的是17-5的值，即12。答案12正确，但题目表述与051类似，有歧义。","12","12","12","标准答案为12，acceptedAnswers包含12，解析正确。但题目表述有歧义。","修改题目表述，明确要求解不等式并写出右端常数，或直接问17-5的值。","medium","V3修复变式0053：填空：解不等式 x+5>17，求 x 的取值范围右端常数 17-5 的值。"
"hjb-high-ds-v3-s4-055","hjb-v3-remediated","S4","等式与不等式","multiple-choice","Foundation","P1","wrong-answer","题目要求解不等式x+12>20，求x的取值范围右端常数20-12的值。不等式解为x>8，右端常数为8，但题目问的是20-12的值，即8。答案8正确，但题目表述有歧义。","8","8","8","标准答案为8，选项中有8且唯一，解析正确。但题目表述有歧义。","修改题目表述，明确要求解不等式并写出右端常数，或直接问20-12的值。","medium","V3修复变式0055：选择：解不等式 x+12>20，求 x 的取值范围右端常数 20-12 的值。"
"hjb-high-ds-v3-s4-057","hjb-v3-remediated","S4","等式与不等式","short-answer","Core","P1","wrong-answer","题目要求解不等式x+3>9，求x的取值范围右端常数9-3的值。不等式解为x>6，右端常数为6，但题目问的是9-3的值，即6。答案6正确，但题目表述有歧义。","6","6","6","标准答案为6，acceptedAnswers包含6，解析正确。但题目表述有歧义。","修改题目表述，明确要求解不等式并写出右端常数，或直接问9-3的值。","medium","V3修复变式0057：解答：解不等式 x+3>9，求 x 的取值范围右端常数 9-3 的值。"
"hjb-high-ds-v3-s4-059","hjb-v3-remediated","S4","等式与不等式","fill-in","Foundation","P1","wrong-answer","题目要求解不等式x+3>11，求x的取值范围右端常数11-3的值。不等式解为x>8，右端常数为8，但题目问的是11-3的值，即8。答案8正确，但题目表述有歧义。","8","8","8","标准答案为8，acceptedAnswers包含8，解析正确。但题目表述有歧义。","修改题目表述，明确要求解不等式并写出右端常数，或直接问11-3的值。","medium","V3修复变式0059：填空：解不等式 x+3>11，求 x 的取值范围右端常数 11-3 的值。"
"hjb-high-ds-v3-s4-061","hjb-v3-remediated","S4","等式与不等式","multiple-choice","Core","P1","wrong-answer","题目要求计算14-3的值，结果为11，但选项中有11，答案正确。然而，题目问的是“求 x 的取值范围右端常数 14-3 的值”，这实际上是一个算术题，而非解不等式。题目可解，答案匹配，但题目表述可能引起混淆。","14-3=11","11","11","标准答案为11，选项D为11，正确。","检查题目表述是否合适，或修改为直接解不等式。","medium","V3修复变式0061：选择：解不等式 x+3>14，求 x 的取值范围右端常数 14-3 的值。"
"hjb-high-ds-v3-s4-081","hjb-v3-remediated","S4","等式与不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 12-2 的值，即 10，但题目问的是“求 x 的取值范围右端常数 12-2 的值”，这本身是一个计算题，答案 10 正确。然而，题目类型为 short-answer，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 2，得 x>12-2=10”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","10","10","10","标准答案为 10，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0081：解答：解不等式 x+2>12，求 x 的取值范围右端常数 12-2 的值。"
"hjb-high-ds-v3-s4-083","hjb-v3-remediated","S4","等式与不等式","fill-in","Foundation","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 15-7 的值，即 8，但题目问的是“求 x 的取值范围右端常数 15-7 的值”，这本身是一个计算题，答案 8 正确。然而，题目类型为 fill-in，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 7，得 x>15-7=8”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","8","8","8","标准答案为 8，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0083：填空：解不等式 x+7>15，求 x 的取值范围右端常数 15-7 的值。"
"hjb-high-ds-v3-s4-085","hjb-v3-remediated","S4","等式与不等式","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 15-2 的值，即 13，但题目问的是“求 x 的取值范围右端常数 15-2 的值”，这本身是一个计算题，答案 13 正确。然而，题目类型为 multiple-choice，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 2，得 x>15-2=13”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","13","13","13","标准答案为 13，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0085：选择：解不等式 x+2>15，求 x 的取值范围右端常数 15-2 的值。"
"hjb-high-ds-v3-s4-087","hjb-v3-remediated","S4","等式与不等式","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 13-11 的值，即 2，但题目问的是“求 x 的取值范围右端常数 13-11 的值”，这本身是一个计算题，答案 2 正确。然而，题目类型为 short-answer，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 11，得 x>13-11=2”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","2","2","2","标准答案为 2，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0087：解答：解不等式 x+11>13，求 x 的取值范围右端常数 13-11 的值。"
"hjb-high-ds-v3-s4-089","hjb-v3-remediated","S4","等式与不等式","fill-in","Core","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 19-8 的值，即 11，但题目问的是“求 x 的取值范围右端常数 19-8 的值”，这本身是一个计算题，答案 11 正确。然而，题目类型为 fill-in，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 8，得 x>19-8=11”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","11","11","11","标准答案为 11，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0089：填空：解不等式 x+8>19，求 x 的取值范围右端常数 19-8 的值。"
"hjb-high-ds-v3-s4-091","hjb-v3-remediated","S4","等式与不等式","multiple-choice","Foundation","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 14-4 的值，即 10，但题目问的是“求 x 的取值范围右端常数 14-4 的值”，这本身是一个计算题，答案 10 正确。然而，题目类型为 multiple-choice，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 4，得 x>14-4=10”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","10","10","10","标准答案为 10，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0091：选择：解不等式 x+4>14，求 x 的取值范围右端常数 14-4 的值。"
"hjb-high-ds-v3-s4-093","hjb-v3-remediated","S4","等式与不等式","short-answer","Core","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 12-10 的值，即 2，但题目问的是“求 x 的取值范围右端常数 12-10 的值”，这本身是一个计算题，答案 2 正确。然而，题目类型为 short-answer，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 10，得 x>12-10=2”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","2","2","2","标准答案为 2，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0093：解答：解不等式 x+10>12，求 x 的取值范围右端常数 12-10 的值。"
"hjb-high-ds-v3-s4-095","hjb-v3-remediated","S4","等式与不等式","fill-in","Foundation","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 12-3 的值，即 9，但题目问的是“求 x 的取值范围右端常数 12-3 的值”，这本身是一个计算题，答案 9 正确。然而，题目类型为 fill-in，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 3，得 x>12-3=9”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","9","9","9","标准答案为 9，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0095：填空：解不等式 x+3>12，求 x 的取值范围右端常数 12-3 的值。"
"hjb-high-ds-v3-s4-097","hjb-v3-remediated","S4","等式与不等式","multiple-choice","Core","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 13-4 的值，即 9，但题目问的是“求 x 的取值范围右端常数 13-4 的值”，这本身是一个计算题，答案 9 正确。然而，题目类型为 multiple-choice，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 4，得 x>13-4=9”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","9","9","9","标准答案为 9，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0097：选择：解不等式 x+4>13，求 x 的取值范围右端常数 13-4 的值。"
"hjb-high-ds-v3-s4-099","hjb-v3-remediated","S4","等式与不等式","short-answer","Foundation","P1","wrong-answer | explanation-mismatch","题目要求求右端常数 17-6 的值，即 11，但题目问的是“求 x 的取值范围右端常数 17-6 的值”，这本身是一个计算题，答案 11 正确。然而，题目类型为 short-answer，但实际是计算一个常数，与解不等式无关，且解析说“两边同时减去 6，得 x>17-6=11”，但题目并未要求解不等式，而是直接求常数。这导致题目与解析不匹配，且题目表述有歧义。","11","11","11","标准答案为 11，计算正确，但题目表述与解析不一致。","修改题目表述，明确是解不等式还是计算常数，或调整解析。","high","V3修复变式0099：解答：解不等式 x+6>17，求 x 的取值范围右端常数 17-6 的值。"
"hjb-high-ds-v3-s4-316","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数 y=5sin(2x+10π/6) 在 [0,2π] 内取得最大值的次数应为4次，但标准答案为2。解析中推导有误：最大值条件为 2x+10π/6=π/2+2kπ，解得 x = -7π/12 + kπ。在 [0,2π] 内，k=1,2,3,4 时 x 分别为 5π/12, 17π/12, 29π/12, 41π/12，其中 29π/12≈2.416π>2π，41π/12≈3.416π>2π，故只有 k=1,2 两个解。但需检查端点：x=0 时相位 10π/6=5π/3，sin= -√3/2；x=2π 时相位 4π+10π/6=34π/6=17π/3，sin= sin(5π/3)= -√3/2。最大值点确实只有两个。然而，周期为 π，一个周期内有一个最大值点，区间长度 2π 包含两个完整周期，应有 2 个最大值点。但需注意相位偏移可能导致边界处有最大值。经计算，最大值点 x = -7π/12 + kπ，k=1 得 5π/12≈0.416π，k=2 得 17π/12≈1.416π，k=3 得 29π/12≈2.416π>2π，故只有两个。因此答案2正确。但解析中 x=π(3-10)/12+kπ 有误，应为 x=π(3-10)/12+kπ = -7π/12+kπ，与正确推导一致。但解析说“符合条件的整数 k 有 2 个”正确。然而，我重新计算发现 k=0 时 x=-7π/12 不在区间，k=1 时 5π/12，k=2 时 17π/12，k=3 时 29π/12>2π，所以确实是2个。因此答案正确。但之前我误判为4次，实际应为2次。所以此题答案正确。","2","2","2","标准答案2，acceptedAnswers包含2，解析推导有瑕疵但结论正确。","解析中 x=π(3-10)/12+kπ 应明确化简为 -7π/12+kπ，并列出 k=1,2 对应的 x 值，以增强清晰度。但答案正确，可保留。","medium","V3修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v3-s4-319","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数 y=7sin(2x+8π/6) 在 [0,2π] 内取得最大值的次数应为4次，但标准答案为2。解析中推导有误：最大值条件为 2x+8π/6=π/2+2kπ，解得 x = -5π/12 + kπ。在 [0,2π] 内，k=1,2,3,4 时 x 分别为 7π/12, 19π/12, 31π/12, 43π/12，其中 31π/12≈2.583π>2π，43π/12≈3.583π>2π，故只有 k=1,2 两个解。因此答案2正确。但解析中 x=π(3-8)/12+kπ 有误，应为 x=π(3-8)/12+kπ = -5π/12+kπ，与正确推导一致。解析说“符合条件的整数 k 有 2 个”正确。因此答案正确。","2","2","2","标准答案2，acceptedAnswers包含2，解析推导有瑕疵但结论正确。","解析中 x=π(3-8)/12+kπ 应明确化简为 -5π/12+kπ，并列出 k=1,2 对应的 x 值，以增强清晰度。但答案正确，可保留。","medium","V3修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v3-s4-322","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数y=10sin(2x+6π/6)=10sin(2x+π)，最大值在2x+π=π/2+2kπ即x=-π/4+kπ时取得。在[0,2π]内，k=1,2,3,4对应x=3π/4,7π/4,11π/4(超出),15π/4(超出)，实际只有2个解，但解析中x=π(3-6)/12+kπ=-π/4+kπ，k=1,2给出x=3π/4,7π/4，共2次，答案2正确。但选项中有2，且唯一，故答案匹配。重新检查：原解析说“符合条件的整数k有2个”，答案2，正确。但之前误判，实际答案匹配。","2","2","2","标准答案为2，解析正确，选项中有2且唯一，匹配。","无需修改，答案正确。","high","V3修复变式0322：选择：函数 y=10sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v3-s4-325","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数y=9sin(2x+3π/6)=9sin(2x+π/2)，最大值在2x+π/2=π/2+2kπ即x=kπ时取得。在[0,2π]内，k=0,1,2对应x=0,π,2π，共3次。解析中x=π(3-3)/12+kπ=0+kπ，k=0,1,2，共3次，答案3正确。选项中有3且唯一，匹配。","3","3","3","标准答案为3，解析正确，选项中有3且唯一，匹配。","无需修改，答案正确。","high","V3修复变式0325：选择：函数 y=9sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v3-s4-328","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数y=4sin(2x+10π/6)=4sin(2x+5π/3)，最大值在2x+5π/3=π/2+2kπ即2x=π/2-5π/3+2kπ=-7π/6+2kπ，x=-7π/12+kπ。在[0,2π]内，k=1,2,3对应x=5π/12,17π/12,29π/12(超出)，实际只有2个解。解析中x=π(3-10)/12+kπ=-7π/12+kπ，k=1,2给出x=5π/12,17π/12，共2次，答案2正确。选项中有2且唯一，匹配。","2","2","2","标准答案为2，解析正确，选项中有2且唯一，匹配。","无需修改，答案正确。","high","V3修复变式0328：选择：函数 y=4sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v3-s4-331","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数y=7sin(2x+2π/6)=7sin(2x+π/3)，最大值在2x+π/3=π/2+2kπ即2x=π/6+2kπ，x=π/12+kπ。在[0,2π]内，k=0,1,2对应x=π/12,13π/12,25π/12(超出)，实际只有2个解。解析中x=π(3-2)/12+kπ=π/12+kπ，k=0,1给出x=π/12,13π/12，共2次，答案2正确。选项中有2且唯一，匹配。","2","2","2","标准答案为2，解析正确，选项中有2且唯一，匹配。","无需修改，答案正确。","high","V3修复变式0331：选择：函数 y=7sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
"hjb-high-ds-v3-s4-334","hjb-v3-remediated","S4","三角函数","multiple-choice","Challenge","P1","wrong-answer","函数y=10sin(2x+3π/6)=10sin(2x+π/2)，最大值在2x+π/2=π/2+2kπ即x=kπ时取得。在[0,2π]内，k=0,1,2对应x=0,π,2π，共3次。解析中x=π(3-3)/12+kπ=0+kπ，k=0,1,2，共3次，答案3正确。选项中有3且唯一，匹配。","3","3","3","标准答案为3，解析正确，选项中有3且唯一，匹配。","无需修改，答案正确。","high","V3修复变式0334：选择：函数 y=10sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。"
