id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,sourceStage,solvableStatus,ragFitStatus,answerMatchStatus,explanationMatchStatus,mcUniquenessStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,stageASolvableStatus,stageASeverity,stageAIndependentAnswer,stageBAnswerMatchStatus,stageBExplanationMatchStatus,stageBMcUniquenessStatus,stageBCorrectedAnswer,stageCSeverity,promptZhHans
bnu-high-ds-v1-s5-176,S5,lower,short-answer,Challenge,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,,,math_error|unsolvable|explanation_contradiction|answer_mismatch,self_correction_language,A、B、C、D四点共线，无法构成四边形，更不可能是平行四边形，题目条件错误导致不可解。存储答案错误判定为平行四边形，解析中向量计算与坐标不符，存在矛盾。,"是平行四边形，因为向量AB=DC=(3,3,3)且向量AD=BC=(9,9,9)，两组对边分别平行且相等。","是平行四边形，因为向量AB=DC=(3,3,3)且向量AD=BC=(9,9,9)，两组对边分别平行且相等。",fail,blocker,,fail,fail,not_applicable,,blocker,"在空间直角坐标系中，已知点A(1,2,3)，B(4,5,6)，C(7,8,9)，D(10,11,12)。判断四边形ABCD是否为平行四边形，并说明理由。"
bnu-high-ds-v1-s5-178,S5,lower,multiple-choice,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|unsolvable|bad_options,,A、B、C、D四点共线，AB与CD共线，异面直线距离无定义，题目条件错误，选项无0，无法求解。,0,0,fail,blocker,,fail,fail,fail,,blocker,"在空间直角坐标系中，已知点A(1,2,3)，B(4,5,6)，C(7,8,9)，D(10,11,12)。则异面直线AB与CD的距离为？"
bnu-high-ds-v1-s5-180,S5,lower,fill-in,Challenge,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,,,math_error|unsolvable,,A、B、C、D四点共线，无法构成四面体，题目条件错误，体积无定义，存储答案0虽反映共线但题目要求四面体体积，属于数学错误，不可用。,0,0,fail,blocker,,fail,fail,not_applicable,,blocker,"在空间直角坐标系中，已知点A(1,2,3)，B(4,5,6)，C(7,8,9)，D(10,11,12)。则四面体ABCD的体积为______。"
bnu-high-ds-v1-s5-182,S5,lower,short-answer,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(1) 2√3/3; (2) (3/2,1/2,5/2) 或 (-3/2,3/2,7/2)","(1) 2√3/3; (2) (3/2,1/2,5/2) 或 (-3/2,3/2,7/2)",math_error|answer_mismatch|explanation_contradiction,overlong_rationale,"题目可解，符合北师大版空间向量章节要求。但存储答案(1)√3/3错误，正确距离为2√3/3；(2)中P坐标错误，正确为(3/2,1/2,5/2)和(-3/2,3/2,7/2)；解析中t=1/2或-1/2与答案矛盾，且解析本身计算有误。存在数学错误、答案不匹配和解释矛盾，严重程度为阻断。","(1) √3/3；(2) (2,1/2,5/2)或(4,-1/2,3/2)","(1) √3/3；(2) (2,1/2,5/2)或(4,-1/2,3/2) | (1) √3/3；(2) (2,0.5,2.5)或(4,-0.5,1.5) | (1) √3/3；(2) (2,1/2,5/2) 或 (4,-1/2,3/2)",pass,none,"(1) √3; (2) (2,1/2,5/2) 或 (4,-1/2,3/2)",fail,fail,not_applicable,"(1) 2√3/3; (2) (3/2,1/2,5/2) 或 (-3/2,3/2,7/2)",blocker,"在空间直角坐标系中，已知点A(1,2,0)，B(3,0,2)，C(0,1,3)，D(2,2,1)。设平面α过点A且法向量为n=(1,-1,1)。\n(1) 求点D到平面α的距离；\n(2) 若点P在直线BC上，且直线AP与平面α所成角的正弦值为√6/6，求点P的坐标。"
bnu-high-ds-v1-s5-183,S5,lower,fill-in,Foundation,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,0,0,math_error|answer_mismatch|explanation_contradiction|unsolvable,,"点A(1,2,3)、B(4,5,6)、C(7,8,9)共线，点C到直线AB的距离为0。题目给出的答案√6错误，解析过程自相矛盾，最终得出0却给出√6。题目不可解，答案不匹配，解释矛盾。",√6,√6 | 根号6 | sqrt(6),pass,none,√6,fail,fail,not_applicable,0,blocker,"在空间直角坐标系中，已知点A(1,2,3)，点B(4,5,6)，点C(7,8,9)。求点C到直线AB的距离。"
bnu-high-ds-v1-s5-184,S5,lower,multiple-choice,Challenge,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,ambiguous_mc|unsolvable|missing_condition|explanation_contradiction,,"条件“向量AP与平面ABC的法向量垂直”等价于AP平行于平面ABC，但P已在平面ABC上，该条件恒成立，无法唯一确定P。结合x+y+z=6，P有无穷多解，点P到直线AB的距离不唯一，题目不可解。解析中取特例P(2,2,2)无依据，答案√6/3无效。",√6/3,√6/3,fail,blocker,,fail,fail,fail,,blocker,"在空间直角坐标系中，已知点 A(1, 2, 3)，B(3, 1, 2)，C(2, 3, 1)。点 P 在平面 ABC 上，且满足向量 AP 与平面 ABC 的法向量垂直。若点 P 的坐标可表示为 (x, y, z)，且 x + y + z = 6，则点 P 到直线 AB 的距离为（ ）"
bnu-high-ds-v1-s5-185,S5,lower,short-answer,Core,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,4√61/61,4√61/61,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合北师大版空间向量章节要求。独立计算得点P到平面A₁BC₁的距离为4√61/61，但存储答案为6√61/61，且解析中计算过程混乱、结果矛盾，存在数学错误和答案不匹配，需修正为4√61/61。,\frac{6\sqrt{61}}{61},\frac{6\sqrt{61}}{61} | 6√61/61 | 6*sqrt(61)/61,pass,none,4√61/61,fail,fail,not_applicable,4√61/61,blocker,在长方体ABCD-A₁B₁C₁D₁中，AB=4，AD=3，AA₁=2。以D为原点，射线DA、DC、DD₁分别为x轴、y轴、z轴的正方向建立空间直角坐标系。点P在线段B₁D₁上，且B₁P : PD₁ = 1 : 2。求点P到平面A₁BC₁的距离。
bnu-high-ds-v1-s5-186,S5,lower,fill-in,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(4,5,6)","(4,5,6)",math_error|answer_mismatch|explanation_contradiction,,"平面α方程为x+y+z-6=0，线段BC参数化P(4+3t,5+3t,6+3t)，t∈[0,1]，距离d=|9+9t|/√3，t=0时最小，P为B(4,5,6)。存储答案(5,6,7)错误，解析中参数设置反向导致结果错误，必须修正。","(5,6,7)","(5,6,7)",pass,none,"(4,5,6)",fail,fail,not_applicable,"(4,5,6)",blocker,"在空间直角坐标系中，已知点A(1,2,3)，点B(4,5,6)，点C(7,8,9)，点P是线段BC上的动点。设平面α过点A且法向量为n=(1,1,1)。当点P到平面α的距离最小时，求此时点P的坐标。"
bnu-high-ds-v1-s5-187,S5,lower,multiple-choice,Foundation,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,warn,none,high,stage-c,pass,pass,pass,weak,pass,\frac{2\sqrt{5}}{15},,,status_rationale_tension,"题目可解，答案唯一，选项无歧义。独立解与存储答案一致，均为2√5/15。解析中法向量取(3,4,-6)与独立解(3,4,6)符号相反，不影响正弦值，但解释存在轻微不一致，标记为weak。整体无数学错误，符合教材范围。",\frac{2\sqrt{5}}{15},\frac{2\sqrt{5}}{15},pass,none,\frac{2\sqrt{5}}{15},pass,weak,pass,,none,在长方体ABCD-A₁B₁C₁D₁中，AB=4，AD=3，AA₁=2。以A为原点，AB、AD、AA₁的方向分别为x轴、y轴、z轴的正方向建立空间直角坐标系。点P在棱BB₁上，且BP=1。求直线PC₁与平面A₁BD所成角的正弦值。
bnu-high-ds-v1-s5-188,S5,lower,short-answer,Challenge,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(1) n=(1,1,2) 或共线向量; (2) λ=1 或 λ=1/2","(1) n=(1,1,2) 或共线向量; (2) λ=1 或 λ=1/2",math_error|answer_mismatch|explanation_contradiction,,"存储答案(1)法向量(1,1,1)错误，正确为(1,1,2)；(2)λ=1不完整，漏解λ=1/2；解析中法向量计算错误，且仅得一个解。","(1) n=(1,1,1) (答案不唯一，与(1,1,1)共线的非零向量均可)；(2) λ=1","(1) n=(1,1,1) (答案不唯一，与(1,1,1)共线的非零向量均可)；(2) λ=1",pass,none,"(1) n=(1,1,-1) 或比例; (2) λ=1 或 λ=1/2",fail,fail,not_applicable,"(1) n=(1,1,2) 或共线向量; (2) λ=1 或 λ=1/2",blocker,"在空间直角坐标系中，已知点A(1,2,0)，B(3,0,2)，C(0,1,3)，D(2,3,1)。点P是线段AB上的动点，且满足AP:PB=λ:1 (λ>0)。设平面BCD的法向量为n。\n(1) 求平面BCD的一个法向量n；\n(2) 若直线DP与平面BCD所成角的正弦值为√6/6，求λ的值。"
bnu-high-ds-v1-s5-189,S5,lower,fill-in,Core,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,,,unsolvable|missing_condition|explanation_contradiction,,点B在平面ABC上，到该平面的距离恒为0，与法向量求解无关。题目要求计算距离，但结果平凡，且法向量的附加条件（坐标均为正数、模为√3）无法唯一确定，导致题目无实际计算意义，不可解。解析中法向量求解过程与距离0无逻辑关联，存在矛盾。,0,0,fail,blocker,,fail,fail,not_applicable,,blocker,"在空间直角坐标系中，已知点 A(1, 2, 3)，B(3, 1, 2)，C(2, 3, 1)。设平面 ABC 的法向量为 n = (x, y, z)，且满足 n·AB = 0，n·AC = 0，|n| = √3。若 n 的坐标均为正数，则点 B 到平面 ABC 的距离为 ______。"
bnu-high-ds-v1-s5-193,S5,lower,multiple-choice,Core,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,\frac{4}{9},\frac{4}{9},math_error|answer_mismatch|explanation_contradiction,,"直线方向向量s=(1,2,2)，平面法向量n=(2,-1,2)，线面角θ满足sinθ=|s·n|/(|s||n|)=4/(3×3)=4/9，选项A为4/9且唯一正确。存储答案B错误，解析自相矛盾，需修正为A。",\frac{4\sqrt{21}}{21},\frac{4\sqrt{21}}{21},pass,none,\frac{4}{9},fail,fail,fail,\frac{4}{9},blocker,"在空间直角坐标系中，已知直线l的方向向量为s=(1,2,2)，平面π的法向量为n=(2,-1,2)。则直线l与平面π所成角的正弦值为（ ）。"
bnu-high-ds-v1-s5-194,S5,lower,short-answer,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,\sqrt{2},\sqrt{2},math_error|answer_mismatch|explanation_contradiction,,题目可解，建立坐标系后计算点B到平面PCD的距离为√2，但存储答案2√3/3错误，且解析中计算过程得出√2却给出错误最终答案，存在数学错误和答案矛盾。,\frac{2\sqrt{3}}{3},\frac{2\sqrt{3}}{3} | 2√3/3,pass,none,2√3/3,fail,fail,not_applicable,\sqrt{2},blocker,在四棱锥P-ABCD中，底面ABCD是边长为2的正方形，PA垂直于底面，PA=2。建立适当的空间直角坐标系，求点B到平面PCD的距离。
bnu-high-ds-v1-s5-195,S5,lower,fill-in,Foundation,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,x = -1 - 2√3 或 x = -1 + 2√3,x = -1 - 2√3 或 x = -1 + 2√3,math_error|answer_mismatch|accepted_answer_gap,status_rationale_tension,题目可解，符合北师大版空间向量章节。正确答案为x=-1±2√3，但存储答案-1错误，解析中方程化简错误导致漏解，且未验证所有解，故判定为严重错误。,-1,-1,pass,none,x = -1 - 2√3 或 x = -1 + 2√3,fail,fail,not_applicable,x = -1 - 2\sqrt{3} 或 x = -1 + 2\sqrt{3},blocker,"已知空间向量a=(1,2,3)，b=(x,1,2)，且a与b的夹角为60°，则x=______。"
bnu-high-ds-v1-s5-199,S5,lower,multiple-choice,Foundation,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,相交但不垂直,相交但不垂直,math_error|answer_mismatch|explanation_contradiction,,"方向向量与法向量点积非零，直线不垂直平面；点(1,0,2)代入平面方程满足，点在平面上，故直线与平面相交但不垂直。选项C正确，存储答案A错误，解析自相矛盾。",平行,平行,pass,none,平行,fail,fail,pass,相交但不垂直,blocker,"在空间直角坐标系中，已知直线l过点(1,0,2)且方向向量为(2,1,-1)，平面π过点(0,1,1)且法向量为(1,2,1)。则直线l与平面π的位置关系是（ ）。"
bnu-high-ds-v1-s5-201,S5,lower,fill-in,Core,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,not_applicable,,,unsolvable|math_error|answer_mismatch|explanation_contradiction,,"A(1,2,3), B(4,5,6), C(7,8,9) 三点共线，无法确定唯一平面，不存在法向量，题目不可解。存储答案 1,-2,1 无意义，解释中亦承认共线但未修正。","1,-2,1","1,-2,1",fail,blocker,,fail,fail,not_applicable,,blocker,"在空间直角坐标系中，已知点A(1,2,3)，点B(4,5,6)，点C(7,8,9)。求平面ABC的一个法向量n，使得n的各个坐标均为整数且互质。请写出该法向量的坐标，用逗号分隔，例如“1,2,3”。"
bnu-high-ds-v1-s5-202,S5,lower,multiple-choice,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,√3/3,√3/3,math_error|explanation_contradiction,,独立计算得线面角正弦为√3/3，而存储答案√6/3错误。解析中法向量计算有误，导致答案不匹配，需修正。,√6/3,√6/3,pass,none,√3/3,fail,fail,pass,√3/3,blocker,"在空间直角坐标系中，已知点A(1,0,0)，B(0,1,0)，C(0,0,1)，D(1,1,1)。则直线AB与平面BCD所成角的正弦值为？"
bnu-high-ds-v1-s5-203,S5,lower,short-answer,Foundation,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,1/3,1/3,math_error|answer_mismatch|explanation_contradiction,,"点P(1,2,3)到平面2x - y + 2z - 5 = 0的距离正确计算为1/3，但存储答案为2，且解析中计算过程与答案矛盾，属于严重错误。",2,2,pass,none,1/3,fail,fail,not_applicable,1/3,blocker,"在空间直角坐标系中，已知点P(1,2,3)，平面α的方程为2x - y + 2z - 5 = 0。求点P到平面α的距离。"
bnu-high-ds-v1-s5-205,S5,lower,multiple-choice,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,1/3,1/3,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合教材范围。独立计算得体积为1/3，选项B为1/3，选项唯一。但存储答案为1/6，解析中计算过程得1/3却强行改为1/6，存在数学错误、答案不匹配和解释矛盾，严重性为阻断。,1/6,1/6,pass,none,1/6,fail,fail,pass,1/3,blocker,"在空间直角坐标系中，已知点A(1,2,1)，B(2,1,2)，C(1,1,3)，D(3,2,1)。则四面体ABCD的体积为？"
bnu-high-ds-v1-s5-207,S5,lower,fill-in,Core,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"5/√35, 1/√35, -3/√35","5/√35, 1/√35, -3/√35",math_error|answer_mismatch|explanation_contradiction,,"题目可解，与教材匹配。独立求解得单位向量 (5/√35, 1/√35, -3/√35)，但存储答案错误为 (5/√35, 5/√35, -5/√35)，解析过程混乱且与答案矛盾，属于严重错误。","5/√35, 5/√35, -5/√35","5/√35, 5/√35, -5/√35 | 5/√35,5/√35,-5/√35",pass,none,"5/√35, 1/√35, -3/√35",fail,fail,not_applicable,"5/√35, 1/√35, -3/√35",blocker,"在空间直角坐标系中，已知向量a=(1,2,3)，b=(2,-1,1)，则与a和b都垂直的单位向量c的坐标为______。（写出一个即可，用逗号分隔）"
bnu-high-ds-v1-s5-208,S5,lower,multiple-choice,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,0,,math_error|answer_mismatch|ambiguous_mc|explanation_contradiction|unsolvable,overlong_rationale,"AB方向向量=(-1,1,0)，CD方向向量=(1,1,0)，点积为0，异面直线夹角余弦为0，但选项无0，题目无正确选项，不可解。存储答案1/3与解析矛盾，解析中计算得0却强行改为1/3，答案错误。",1/3,1/3,pass,none,√3/3,fail,fail,fail,,blocker,"在空间直角坐标系中，已知点A(1,0,0)，B(0,1,0)，C(0,0,1)，D(1,1,1)。则异面直线AB与CD所成角的余弦值为？"
bnu-high-ds-v1-s5-210,S5,lower,fill-in,Core,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,5√3/3,5√3/3,math_error|answer_mismatch|explanation_contradiction,,"平面α方程为x+y+z=1，点P(1,2,3)到平面距离为|1+2+3-1|/√3=5/√3=5√3/3。存储答案2√3/3错误，解析中计算得5√3/3却强行改为2√3/3，答案与解析矛盾。",2√3/3,2√3/3,pass,none,√3,fail,fail,not_applicable,5√3/3,blocker,"在空间直角坐标系中，已知点P(1,2,3)，平面α经过点A(1,0,0)，B(0,1,0)，C(0,0,1)。求点P到平面α的距离。"
bnu-high-ds-v1-s5-211,S5,lower,multiple-choice,Exam,bnu-high-s5-空间向量与立体几何,空间向量与立体几何,选择性必修 第一册,空间向量与立体几何,fail,blocker,high,stage-c,pass,pass,fail,fail,pass,3√3,3√3,math_error|answer_mismatch|explanation_contradiction,,题目可解，符合BNU教材范围。独立计算得点D到平面α的距离为3√3，对应选项C。存储答案为2√3，解析中计算过程得出3√3却错误地给出2√3，存在数学错误、答案不匹配和解释矛盾，必须修正为3√3。,2√3,2√3,pass,none,2√3,fail,fail,pass,3√3,blocker,"在空间直角坐标系中，已知点A(1,2,3)，B(4,5,6)，C(7,8,9)，D(10,11,12)。若平面α过点A且法向量为n=(1,-1,1)，则点D到平面α的距离为（ ）。"
bnu-high-ds-v1-s5-217,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,±√2/4,±√2/4,math_error|bad_options|explanation_contradiction,overlong_rationale,独立求解得斜率 k=±√2/4，但选项无此值，且存储答案 ±√3/3 错误，解析推导有误，题目不可解。,±√3/3,±√3/3,pass,none,±√3/3,fail,fail,fail,±√2/4,blocker,"在平面直角坐标系中，已知圆C：x²+y²=4，直线l过点P(3,0)且与圆C相交于A、B两点。若弦AB的长为2√3，则直线l的斜率可能为（ ）。"
bnu-high-ds-v1-s5-221,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"C(6, 17/3) 或 C(4, 13/3)","(6, 17/3) 或 (4, 13/3)",math_error|answer_mismatch|explanation_contradiction|accepted_answer_gap,,"题目要求点C到A距离是到B距离的2倍，应有两个解（内分点和外分点）。存储答案仅给出(6,17/3)，漏掉(4,13/3)，且解析未提及另一解，存在数学错误和答案不完整。","(6,17/3)","(6,17/3) | (6, 17/3) | (6,5.67)",pass,none,"C(6, 17/3) 或 C(4, 13/3)",fail,fail,not_applicable,"(6, 17/3) 或 (4, 13/3)",blocker,"某学校计划在校园内修建一条笔直的道路，连接教学楼A和实验楼B。已知教学楼A位于坐标(2,3)，实验楼B位于坐标(8,7)。现需要在道路AB上选择一个点C修建路灯，使得点C到教学楼A的距离是到实验楼B距离的2倍。请建立适当的坐标系，写出点C的坐标，并说明你的计算过程。"
bnu-high-ds-v1-s5-222,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,x=5 或 3x+4y-19=0,x=5 或 3x+4y-19=0,math_error|answer_mismatch|explanation_contradiction|accepted_answer_gap,,"圆C：(x-2)²+(y+3)²=25，圆心(2,-3)，半径5。弦长8，弦心距3。直线过P(5,1)，设点斜式时遗漏斜率不存在情况，实际存在两条直线：x=5和3x+4y-19=0。存储答案仅给出y=1，与正确解不符；解析中虽提及两解但最终答案仅写y=1，且acceptedAnswers未包含x=5，存在漏解。",y=1,y=1 | y-1=0 | y=1 或 3x+4y-19=0,pass,none,x=5 或 3x+4y-19=0,fail,fail,not_applicable,x=5 或 3x+4y-19=0,blocker,"在平面直角坐标系中，已知圆C的方程为x²+y²-4x+6y-12=0，直线l过点P(5,1)且与圆C相交于A、B两点。若弦AB的长为8，则直线l的方程为______。（写出一个满足条件的方程即可）"
bnu-high-ds-v1-s5-223,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|bad_options|explanation_contradiction|unsolvable,,独立求解得m=±√2，但选项A、B、C、D均不包含该值，题目无正确选项，不可解。存储答案A.-1错误，解析推导有误，且与正确解矛盾。,A. -1,A. -1,fail,blocker,,fail,fail,fail,,blocker,已知圆C：(x-1)²+(y+2)²=9，直线l：mx-y+2m+1=0（m为实数）。若直线l与圆C相交于不同的两点，且这两个交点与坐标原点O构成的三角形OAB的面积为3√2，则m的值为（ ）
bnu-high-ds-v1-s5-225,S5,lower,fill-in,Core,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,2x-y-1=0 或 4x-3y+1=0,2x-y-1=0 或 4x-3y+1=0,math_error|answer_mismatch|explanation_contradiction|accepted_answer_gap,,题目可解，符合BNU建模活动章节要求。正确答案应为2x-y-1=0或4x-3y+1=0，存储答案x-2y+4=0错误，解析中虽提及两解但最终给出错误答案，且acceptedAnswers包含错误答案，存在数学错误和答案不匹配，需修正。,x-2y+4=0,x-2y+4=0 | x-2y+4=0 或 2x-y-1=0,pass,none,x-2y+4=0,fail,fail,not_applicable,2x-y-1=0 或 4x-3y+1=0,blocker,"在平面直角坐标系中，已知点A(1,2)，B(4,6)，直线l经过点P(2,3)且与线段AB相交。若直线l的倾斜角为锐角，且点A和点B到直线l的距离相等，则直线l的方程为______。"
bnu-high-ds-v1-s5-227,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,"(5-2√6, 5-2√6), (5+2√6, 5-2√6), (5+2√6, 5+2√6), (5-2√6, 5+2√6)","(5-2√6, 5-2√6), (5+2√6, 5-2√6), (5+2√6, 5+2√6), (5-2√6, 5+2√6)",math_error|answer_mismatch|explanation_contradiction|accepted_answer_gap,,"题目条件“对角线分别与坐标轴平行”唯一确定矩形边与坐标轴成45°，面积48得半对角线长2√6，顶点坐标必含根号。存储答案(2,2)等为整数坐标，与正确解矛盾；解析中虽提及d=2√6却强行取整，自相矛盾。判定为数学错误，答案不匹配，解释矛盾，严重程度为阻断。","(2,2)，(8,2)，(8,8)，(2,8)","(2,2)，(8,2)，(8,8)，(2,8) | (2,2),(8,2),(8,8),(2,8)",pass,none,"(5-2√6, 5-2√6), (5+2√6, 5-2√6), (5+2√6, 5+2√6), (5-2√6, 5+2√6)",fail,fail,not_applicable,"(5-2√6, 5-2√6), (5+2√6, 5-2√6), (5+2√6, 5+2√6), (5-2√6, 5+2√6)",blocker,"某小区要修建一个矩形花坛，花坛的中心位于坐标(5,5)，且花坛的两条对角线分别与坐标轴平行。已知花坛的面积为48平方米，请建立适当的坐标系，写出花坛四个顶点的坐标。"
bnu-high-ds-v1-s5-229,S5,lower,multiple-choice,Exam,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,fail,pass,fail,fail,fail,,,math_error|answer_mismatch|ambiguous_mc|bad_options|missing_condition|explanation_contradiction|unsolvable,,"题目数据矛盾：由焦点 F(1,0) 和点 P(√3,1/2) 求得的椭圆方程为 x²/4+y²/3=1，但点 P 不满足该方程，导致椭圆无法唯一确定。解析中计算混乱，最终直线与选项均不匹配，且选项无正确对应，题目不可解。",A. x-2y-1=0,A. x-2y-1=0,pass,none,A. x-2y-1=0,fail,fail,fail,,blocker,"已知椭圆C：x²/a²+y²/b²=1（a>b>0）的右焦点为F(1,0)，且椭圆C经过点P(√3,1/2)。过点F的直线l与椭圆C交于A、B两点，若线段AB的中点为M，且直线OM的斜率为1/2（O为坐标原点），则直线l的方程为（ ）"
bnu-high-ds-v1-s5-230,S5,lower,short-answer,Foundation,bnu-high-s5-数学建模活动-三,数学建模活动（三）,选择性必修 第一册,数学建模活动（三）,fail,blocker,high,stage-c,pass,pass,fail,fail,not_applicable,圆的方程为(x-5)²+(y-3)²=20，半径2√5,圆的方程：(x-5)²+(y-3)²=20，半径：2√5,math_error|answer_mismatch|explanation_contradiction,,"题目可解，圆心在x=5上，由|CA|=|CB|解得圆心(5,3)，半径2√5。存储答案圆心(5,1)半径4错误，解析中计算b=1但半径算得4√2与答案4矛盾，且正确圆心应为(5,3)。",圆的方程：(x-5)²+(y-1)²=16，半径：4,圆的方程：(x-5)²+(y-1)²=16，半径：4 | (x-5)²+(y-1)²=16，4,pass,none,圆的方程为(x-5)²+(y-3)²=20，半径2√5,fail,fail,not_applicable,圆的方程：(x-5)²+(y-3)²=20，半径：2√5,blocker,"某地要修建一条高速公路，需要经过一个湖泊。工程师设计了一座桥梁，桥梁的两端分别位于点A(1,5)和点B(9,1)。为了减少对湖泊生态的影响，桥梁必须设计成圆弧形，且圆弧的圆心在直线x=5上。请建立适当的坐标系，求出圆弧所在圆的方程，并计算圆弧的半径。"
