"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s5-217","S5","必修 第三册","统计","multiple-choice","Challenge","v3-mean-after-adding-value","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-218","S5","必修 第三册","统计","fill-in","Foundation","v3-mean-after-adding-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-219","S5","必修 第三册","统计","short-answer","Core","v3-mean-after-adding-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-220","S5","必修 第三册","统计","multiple-choice","Challenge","v3-mean-after-adding-value","29","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-221","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-222","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-223","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-224","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","19","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-225","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-226","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","12","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-227","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-228","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-229","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-230","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","11","11","11","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-231","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-232","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-233","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-234","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-235","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","10","10","10","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-236","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-237","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-238","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-239","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-240","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-241","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-242","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-243","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-244","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-245","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-246","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","12","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-247","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","7","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-248","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-249","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-250","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","12","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-251","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-252","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-253","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-254","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-255","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-256","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","7","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-257","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-258","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","5","5","5","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-259","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-260","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-261","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-262","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-263","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-264","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-265","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-266","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","7","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-267","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","12","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-268","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-269","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-270","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-271","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-272","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-273","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-274","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","22","22","22","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-275","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-276","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-277","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-278","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-279","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","6","6","6","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-280","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-281","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-282","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-283","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-284","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","7","7","7","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-285","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","19","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-286","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-287","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-288","S5","选择性必修 第一册","平面直角坐标系中的直线","short-answer","Core","v3-parallel-line-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-289","S5","选择性必修 第一册","平面直角坐标系中的直线","multiple-choice","Challenge","v3-parallel-line-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-290","S5","选择性必修 第一册","平面直角坐标系中的直线","fill-in","Foundation","v3-parallel-line-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-291","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","800","800","800","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-292","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","960","960","960","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-293","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","1260","1260","1260","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-294","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","576","576","576","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-295","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","900","900","900","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-296","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","532","532","532","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-297","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","256","256","256","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-298","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","1044","1044","1044","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-299","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","528","528","528","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-300","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","812","812","812","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-301","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","1360","1360","1360","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-302","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","380","380","380","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-303","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1200","1200","1200","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-304","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","768","768","768","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-305","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","420","420","420","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-306","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1044","1044","1044","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-307","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","960","960","960","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-308","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","340","340","340","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-309","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","756","756","756","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-310","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","1088","1088","1088","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-311","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","1120","1120","1120","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-312","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","384","384","384","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-313","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","384","384","384","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-314","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","900","900","900","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-315","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","828","828","828","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-316","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","576","576","576","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-317","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","868","868","868","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-318","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","532","532","532","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-319","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","644","644","644","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-320","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","340","340","340","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-321","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1116","1116","1116","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-322","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","644","644","644","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-323","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","640","640","640","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-324","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","640","640","640","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-325","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","960","960","960","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-326","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","756","756","756","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-327","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","960","960","960","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-328","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","580","580","580","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-329","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","460","460","460","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-330","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","768","768","768","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-331","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","1088","1088","1088","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-332","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","1188","1188","1188","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-333","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","868","868","868","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-334","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","1040","1040","1040","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-335","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","480","480","480","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-336","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","580","580","580","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-337","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","828","828","828","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-338","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","420","420","420","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-339","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","224","224","224","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-340","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","624","624","624","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-341","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","432","432","432","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-342","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1200","1200","1200","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-343","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","460","460","460","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-344","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","768","768","768","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-345","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1040","1040","1040","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-346","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","420","420","420","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-347","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","476","476","476","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-348","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1360","1360","1360","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-349","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","528","528","528","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-350","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","812","812","812","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-351","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","896","896","896","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-352","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","896","896","896","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-353","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","672","672","672","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-354","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","620","620","620","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-355","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","768","768","768","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-356","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","1044","1044","1044","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-357","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","1040","1040","1040","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-358","S5","选择性必修 第一册","圆锥曲线","multiple-choice","Challenge","v3-ellipse-focal-distance-squared","1440","1440","1440","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-359","S5","选择性必修 第一册","圆锥曲线","fill-in","Foundation","v3-ellipse-focal-distance-squared","480","480","480","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-360","S5","选择性必修 第一册","圆锥曲线","short-answer","Core","v3-ellipse-focal-distance-squared","924","924","924","pass","none","","","Include in S18 pass-sample review before app integration."
