"questionId","grade","type","difficulty","topicId","chapter","queueReason","reviewer","decision","mathQaStatus","terminologyQaStatus","sourceDistanceStatus","p0IssueCodes","p1IssueCodes","p2IssueCodes","templateFamilySize","promptZhHans","answer","notes"
"hjb-high-ds-v3-s6-059","S6","fill-in","Foundation","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1059：填空：函数 f(x)=5x²+7x+7 在 x=6 处的切线与 y 轴交于点 (0,k)，求 k。","-173","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-060","S6","short-answer","Exam","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1060：解答：函数 f(x)=4x²+11x+9 在 x=6 处的切线与 y 轴交于点 (0,k)，求 k。","-135","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-063","S6","short-answer","Foundation","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1063：解答：函数 f(x)=6x²+10x+9 在 x=3 处的切线与 y 轴交于点 (0,k)，求 k。","-45","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-070","S6","multiple-choice","Challenge","hjb-high-s6-导数及其运用","导数及其运用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1070：选择：函数 f(x)=4x²+7x+4 在 x=4 处的切线与 y 轴交于点 (0,k)，求 k。","-60","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-079","S6","multiple-choice","Foundation","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1079：选择：从 13 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","858","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-083","S6","fill-in","Foundation","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1083：填空：从 11 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","495","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-084","S6","short-answer","Exam","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1084：解答：从 14 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","1092","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-099","S6","short-answer","Foundation","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1099：解答：从 9 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","252","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-107","S6","fill-in","Foundation","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1107：填空：从 9 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","252","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-113","S6","fill-in","Core","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1113：填空：从 8 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","168","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-134","S6","fill-in","Challenge","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1134：填空：从 10 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","360","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-148","S6","multiple-choice","Exam","hjb-high-s6-计数原理","计数原理","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1148：选择：从 18 名同学中选 2 名负责人，再从剩余同学中选 1 名记录员，共有多少种不同安排？","2448","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-153","S6","short-answer","Core","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1153：解答：一次独立试验成功的概率为 7/24，连续独立试验 2 次。求恰好成功 1 次的概率。","119/288","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-156","S6","short-answer","Exam","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1156：解答：一次独立试验成功的概率为 7/24，连续独立试验 2 次。求恰好成功 1 次的概率。","119/288","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-158","S6","fill-in","Challenge","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1158：填空：一次独立试验成功的概率为 6/23，连续独立试验 2 次。求恰好成功 1 次的概率。","204/529","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-160","S6","multiple-choice","Exam","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1160：选择：一次独立试验成功的概率为 1/11，连续独立试验 2 次。求恰好成功 1 次的概率。","20/121","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-185","S6","fill-in","Core","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1185：填空：一次独立试验成功的概率为 4/14，连续独立试验 2 次。求恰好成功 1 次的概率。","20/49","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-194","S6","fill-in","Challenge","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1194：填空：一次独立试验成功的概率为 5/14，连续独立试验 2 次。求恰好成功 1 次的概率。","45/98","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-196","S6","multiple-choice","Exam","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1196：选择：一次独立试验成功的概率为 5/19，连续独立试验 2 次。求恰好成功 1 次的概率。","140/361","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-212","S6","fill-in","Foundation","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1212：填空：一次独立试验成功的概率为 2/13，连续独立试验 2 次。求恰好成功 1 次的概率。","44/169","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-225","S6","short-answer","Core","hjb-high-s6-概率初步续","概率初步续","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","25","V3安全变式1225：解答：一次独立试验成功的概率为 2/12，连续独立试验 2 次。求恰好成功 1 次的概率。","5/18","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-231","S6","short-answer","Core","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1231：解答：一组数据为 8，11，14，若再加入一个数 x 后，四个数平均数比原平均数大 4，求 x。","27","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-241","S6","multiple-choice","Challenge","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","44","V3安全变式1241：选择：一组数据为 6，8，10，若再加入一个数 x 后，四个数平均数比原平均数大 5，求 x。","28","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-248","S6","fill-in","Foundation","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1248：填空：一组数据为 6，15，24，若再加入一个数 x 后，四个数平均数比原平均数大 3，求 x。","27","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-255","S6","short-answer","Core","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1255：解答：一组数据为 5，11，17，若再加入一个数 x 后，四个数平均数比原平均数大 4，求 x。","27","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-260","S6","fill-in","Foundation","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1260：填空：一组数据为 3，8，13，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","16","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-272","S6","fill-in","Foundation","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1272：填空：一组数据为 8，11，14，若再加入一个数 x 后，四个数平均数比原平均数大 5，求 x。","31","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-290","S6","fill-in","Foundation","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1290：填空：一组数据为 5，14，23，若再加入一个数 x 后，四个数平均数比原平均数大 5，求 x。","34","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-299","S6","fill-in","Foundation","hjb-high-s6-成对数据的统计分析","成对数据的统计分析","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","43","V3安全变式1299：填空：一组数据为 2，6，10，若再加入一个数 x 后，四个数平均数比原平均数大 5，求 x。","26","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-304","S6","multiple-choice","Challenge","hjb-high-s6-数列综合复习","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式1304：选择：等差数列首项为 3，公差为 2，第 6 项为 13。求前 6 项和。","48","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-307","S6","multiple-choice","Challenge","hjb-high-s6-数列综合复习","数列","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式1307：选择：等差数列首项为 3，公差为 4，第 9 项为 35。求前 9 项和。","171","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-329","S6","fill-in","Foundation","hjb-high-s6-解析几何直线综合复习","平面直角坐标系中的直线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","33","V3安全变式1329：填空：直线 l 经过点 (4,9) 和 (5,14)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。","15","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-370","S6","multiple-choice","Challenge","hjb-high-s6-圆锥曲线综合复习","圆锥曲线","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","31","V3安全变式1370：选择：椭圆 x²/256+y²/144=1 的两个焦点为 F1，F2。求 |F1F2|²。","448","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-399","S6","fill-in","Core","hjb-high-s6-空间向量综合复习","空间向量及其应用","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","44","V3安全变式1399：填空：空间向量 p=(2,7,6)，q=(1,1,1)，求 |p+q|²-|p|²。","33","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-401","S6","fill-in","Foundation","hjb-high-s6-函数-导数与不等式综合","跨册综合：函数与导数","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","26","V3安全变式1401：填空：求不等式组 x+6>6，x≤7 的整数解个数。","7","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-415","S6","fill-in","Challenge","hjb-high-s6-函数-导数与不等式综合","跨册综合：函数与导数","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse | p2-challenge-exam-too-routine","26","V3安全变式1415：填空：求不等式组 x+8>5，x≤5 的整数解个数。","8","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-424","S6","multiple-choice","Challenge","hjb-high-s6-三角-向量与解析几何综合","跨册综合：三角向量解析几何","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse | p2-challenge-exam-too-routine","31","V3安全变式1424：选择：在三角形 ABC 中，AB=8，AC=4，且 ∠A=60°。求 BC²。","48","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-452","S6","multiple-choice","Core","hjb-high-s6-立体几何与空间向量综合","跨册综合：立体几何与空间向量","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","29","V3安全变式1452：选择：长方体中同一顶点出发的三条互相垂直棱长分别为 4、11、6。求含有长为 4 的棱的两个相邻面的面积之和。","68","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-462","S6","multiple-choice","Core","hjb-high-s6-概率统计综合","跨册综合：概率统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","30","V3安全变式1462：选择：袋中有 8 个红球和 12 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","14/95","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-480","S6","multiple-choice","Core","hjb-high-s6-概率统计综合","跨册综合：概率统计","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","30","V3安全变式1480：选择：袋中有 7 个红球和 5 个蓝球，不放回连续取出 2 个。求两次都取到红球的概率。","7/22","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-483","S6","multiple-choice","Core","hjb-high-s6-数列与计数综合","跨册综合：数列与计数","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式1483：选择：等差数列首项为 8，公差为 4，第 6 项为 28。求前 6 项和。","108","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-484","S6","multiple-choice","Core","hjb-high-s6-数列与计数综合","跨册综合：数列与计数","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式1484：选择：等差数列首项为 4，公差为 4，第 7 项为 28。求前 7 项和。","112","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-492","S6","multiple-choice","Core","hjb-high-s6-数列与计数综合","跨册综合：数列与计数","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式1492：选择：等差数列首项为 7，公差为 1，第 7 项为 13。求前 7 项和。","70","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
"hjb-high-ds-v3-s6-495","S6","multiple-choice","Core","hjb-high-s6-数列与计数综合","跨册综合：数列与计数","grade-pass-sample | grade-pass-sample","S18/Codex manual QA","needs-remediation","p2-needs-remediation","manual-sample-pass","manual-sample-pass","","","p2-template-family-overuse","76","V3安全变式1495：选择：等差数列首项为 8，公差为 4，第 5 项为 24。求前 5 项和。","80","Mathematically solvable and source-safe, but manual QA flags it as too repetitive or too routine for its assigned difficulty."
