questionId,status,qaStatus,reviewNotes,batchPhase,illustrationType,grade,volume,unitTitle,imagePath,promptZhHans,generationBriefZhHans,copyrightSafetyZhHans
hjb-junior-ds-v2-s3-290,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-290.png,已知两圆的半径分别为3 cm和5 cm，圆心距为d cm。若两圆相交，则d的取值范围是______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-290 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-291,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-291.png,已知⊙O的半径为5 cm，弦AB的长为8 cm，P是弦AB上的一个动点，连接OP。求线段OP长度的取值范围。,为沪教版初中数学题 hjb-junior-ds-v2-s3-291 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-292,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-292.png,已知两圆的半径分别为6 cm和2 cm，圆心距为d cm。若这两圆有且仅有一条公切线，则d的值为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-292 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-293,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-293.png,在⊙O中，弦AB与弦CD相交于点E，∠AEC=70°，弧AD的度数为100°。求弧BC的度数。,为沪教版初中数学题 hjb-junior-ds-v2-s3-293 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-294,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-294.png,已知正六边形ABCDEF内接于⊙O，⊙O的半径为6 cm。求正六边形边心距的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-294 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-295,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-295.png,已知⊙O的直径为10 cm，点P到圆心O的距离为8 cm。过点P作⊙O的切线，切点为T，则切线长PT为（ ）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-295 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-297,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-297.png,已知圆O的半径为5 cm，弦AB的长为8 cm，C为弦AB的中点，连接OC并延长交圆O于点D。求线段CD的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-297 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-298,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-298.png,已知两圆的半径分别为4 cm和7 cm，圆心距为d cm。若两圆相交，则d的取值范围是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-298 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-299,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-299.png,已知正八边形ABCDEFGH内接于半径为6 cm的圆O。求正八边形的边长（精确到0.1 cm）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-299 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-300,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-300.png,已知圆O的直径AB长为10 cm，C为圆O上一点，且∠CAB=30°。求弦BC的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-300 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-301,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-301.png,已知⊙O的半径为5 cm，点P到圆心O的距离为3 cm。过点P作一条弦AB，使得点P为弦AB的中点。则弦AB的长为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-301 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-303,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-303.png,已知⊙O中，弦AB与弦CD相交于点E，且AE=3，EB=5，CE=2。求ED的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-303 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-304,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-304.png,下列条件中，能确定一个圆的是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-304 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-305,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-305.png,正六边形ABCDEF内接于⊙O，若⊙O的半径为2，则正六边形的边长为______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-305 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-306,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-306.png,已知⊙O的半径为5 cm，点P在直线l上，且OP=5 cm。若直线l与⊙O相切，求点P到切点的距离。,为沪教版初中数学题 hjb-junior-ds-v2-s3-306 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-307,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-307.png,在⊙O中，弦AB与弦CD相交于点E，且AE=3 cm，EB=4 cm，CE=2 cm，ED=6 cm。根据相交弦定理，下列结论正确的是：,为沪教版初中数学题 hjb-junior-ds-v2-s3-307 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-308,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-308.png,在⊙O中，弦AB与直径CD垂直相交于点E，且CE=2 cm，ED=8 cm。求弦AB的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-308 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-309,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-309.png,已知正六边形ABCDEF内接于⊙O，半径为R。求正六边形的边长与R的关系，并说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s3-309 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-310,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-310.png,已知两圆的半径分别为3 cm和5 cm，圆心距为d cm。若两圆相交，则d的取值范围是：,为沪教版初中数学题 hjb-junior-ds-v2-s3-310 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-311,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-311.png,已知⊙O的半径为5 cm，弦AB的长为8 cm，则圆心O到弦AB的距离为______cm。,为沪教版初中数学题 hjb-junior-ds-v2-s3-311 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-313,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-313.png,已知⊙O的半径为5 cm，弦AB与弦CD相交于点P，且AB=CD=8 cm。若∠APC=70°，则∠AOC的度数为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-313 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-314,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-314.png,正六边形ABCDEF内接于⊙O，若⊙O的半径为4 cm，则正六边形的边心距为______cm。,为沪教版初中数学题 hjb-junior-ds-v2-s3-314 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-315,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-315.png,已知⊙O的直径为10 cm，点P到圆心O的距离为8 cm。过点P作⊙O的切线，切点为T，求切线PT的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-315 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-316,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-316.png,已知圆O的半径为5 cm，点P在圆O外，且OP = 13 cm。过点P作圆O的切线PA，切点为A，连接OA。则切线长PA为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-316 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-317,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-317.png,已知⊙O的半径为5 cm，点P在⊙O外，且OP = 13 cm。过点P作⊙O的切线PA，A为切点，则切线长PA = ______ cm。,为沪教版初中数学题 hjb-junior-ds-v2-s3-317 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-318,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-318.png,已知圆O的半径为5 cm，点P在圆O外，且OP = 13 cm。过点P作圆O的切线PA，切点为A，连接OA。求切线PA的长度。,为沪教版初中数学题 hjb-junior-ds-v2-s3-318 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-319,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-319.png,已知⊙O的半径为5 cm，点P到圆心O的距离为3 cm。过点P作一条弦AB，使得点P为弦AB的中点。求弦AB的长度。,为沪教版初中数学题 hjb-junior-ds-v2-s3-319 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-320,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-320.png,已知⊙O的半径为5 cm，弦AB的长为8 cm，点C是优弧AB上一点（不与A、B重合），连接OC交弦AB于点D。若OD = 3 cm，求CD的长（单位：cm）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-320 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-322,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-322.png,已知⊙O的半径为5 cm，点P在直线l上，且OP=5 cm。若直线l与⊙O的公共点个数为2，则下列条件中一定成立的是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-322 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-323,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-323.png,已知⊙O的半径为5 cm，弦AB的长为8 cm，点C是弦AB的中点，连接OC并延长交⊙O于点D。求线段CD的长（单位：cm）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-323 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-324,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-324.png,已知⊙O的半径为5 cm，弦AB的长为8 cm，点C是优弧AB上一点（不与A、B重合），连接AC、BC。判断直线AC与⊙O的位置关系，并说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s3-324 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-325,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-325.png,已知⊙O的半径为5 cm，点P到圆心O的距离为3 cm。过点P作⊙O的弦AB，使得点P为弦AB的中点，则弦AB的长为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-325 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-326,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-326.png,在半径为5 cm的圆O中，弦AB的长为8 cm。求圆心O到弦AB的距离。,为沪教版初中数学题 hjb-junior-ds-v2-s3-326 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-327,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-327.png,已知圆O的半径为6 cm，点P到圆心O的距离为10 cm。过点P作圆O的切线，切点为T，求切线PT的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-327 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-328,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-328.png,已知两圆的半径分别为4和7，圆心距为d。若两圆外离，则d的取值范围是（ ）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-328 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-329,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-329.png,正六边形的边长为4 cm，求其外接圆的半径。,为沪教版初中数学题 hjb-junior-ds-v2-s3-329 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-330,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-330.png,在圆O中，弦AB与弦CD相交于点E，AE=3 cm，EB=5 cm，CE=2 cm，求ED的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-330 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-331,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-331.png,已知⊙O的半径为5，点P到圆心O的距离为3。过点P作⊙O的弦AB，使得弦AB被点P平分。求弦AB的长度。 A. 4 B. 6 C. 8 D. 10,为沪教版初中数学题 hjb-junior-ds-v2-s3-331 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-333,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-333.png,已知⊙O的半径为10，弦AB的长为16。求圆心O到弦AB的距离。,为沪教版初中数学题 hjb-junior-ds-v2-s3-333 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-334,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-334.png,已知⊙O的半径为5，直线l与⊙O相切于点A，点B是直线l上不同于A的一点，且AB=12。求点B到圆心O的距离。 A. 13 B. 12 C. 10 D. 15,为沪教版初中数学题 hjb-junior-ds-v2-s3-334 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-335,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-335.png,正六边形ABCDEF内接于⊙O，⊙O的半径为6。求正六边形的边长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-335 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-337,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-337.png,已知⊙O的半径为5 cm，点P到圆心O的距离为3 cm。过点P作一条弦AB，使得OP⊥AB。求弦AB的长。,为沪教版初中数学题 hjb-junior-ds-v2-s3-337 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-338,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-338.png,已知正六边形ABCDEF内接于⊙O，⊙O的半径为4。则正六边形边心距的长度为______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-338 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-339,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-339.png,已知⊙O的直径为10，点A在⊙O上，直线l经过点A且与半径OA垂直。求证：直线l是⊙O的切线。,为沪教版初中数学题 hjb-junior-ds-v2-s3-339 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-340,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-340.png,已知两圆的半径分别为4 cm和6 cm，圆心距为d cm。若两圆恰有两条外公切线，则d的取值范围是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-340 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-341,queued,pending,,full,geometry-diagram,S3,九年级下册,圆与正多边形,candidates/hjb-junior-ds-v2-s3-341.png,已知圆O的半径为5 cm，弦AB的长为8 cm。求圆心O到弦AB的距离。,为沪教版初中数学题 hjb-junior-ds-v2-s3-341 绘制原创题目插图，单元「圆与正多边形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
