index,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationNeed,illustrationType,priority,confidence,manualReviewRequired,reasonZhHans,generationBriefZhHans,copyrightSafetyZhHans,promptZhHans,answer,skillTags,competencyTags,misconceptionTags,evidenceCardIds
849,hjb-junior-ds-v2-s2-349,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-349 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点 A 的坐标是 (2, -3)。将点 A 先向左平移 4 个单位，再向下平移 1 个单位，得到点 B。点 B 关于 y 轴对称的点是 C。点 C 的坐标是（ ）。","(2, -4)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
850,hjb-junior-ds-v2-s2-350,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-350 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在平面直角坐标系中，点 P 在第二象限，且点 P 到 x 轴的距离是 3，到 y 轴的距离是 2。点 P 的坐标是__________。,"(-2, 3)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
851,hjb-junior-ds-v2-s2-351,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-351 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标为(3, -4)。将点A先向右平移5个单位，再向上平移2个单位得到点B。求点B的坐标。","(8, -2)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
852,hjb-junior-ds-v2-s2-352,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-352 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，已知点P(-2, 0)，点Q(3, -4)。点P关于x轴的对称点为P'，点Q关于y轴的对称点为Q'。下列选项中，P'和Q'的坐标都正确的是（ ）。","P'(-2, 0), Q'(-3, -4)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
853,hjb-junior-ds-v2-s2-353,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-353 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,在平面直角坐标系中，点M在第二象限，且到x轴的距离为3，到y轴的距离为2。则点M的坐标是______。,"(-2, 3)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
854,hjb-junior-ds-v2-s2-354,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-354 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标为(1, 2)，点B的坐标为(4, 6)。求线段AB的长度。",5,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
855,hjb-junior-ds-v2-s2-355,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-355 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标为(-3, 5)，点B的坐标为(2, -1)。将线段AB平移，使点A移动到点A'(1, 2)，则点B的对应点B'的坐标是（ ）。","(6, -4)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
856,hjb-junior-ds-v2-s2-356,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-356 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标是(-3, 4)。将点A先向右平移5个单位，再向下平移2个单位得到点B。点B关于x轴对称的点是点C。请写出点C的坐标：______。","(2, -2)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
857,hjb-junior-ds-v2-s2-357,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-357 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"已知点P(a, b)在第二象限，且点P到x轴的距离为3，到y轴的距离为4。请写出点P的坐标，并说明理由。","(-4, 3)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
858,hjb-junior-ds-v2-s2-358,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-358 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点M(2, -3)关于y轴对称的点是N，点N关于原点对称的点是P。点P所在的象限是（　）。",第一象限,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
859,hjb-junior-ds-v2-s2-359,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-359 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"已知线段AB的两个端点坐标分别为A(1, 2)和B(1, -3)。将线段AB沿x轴正方向平移4个单位后，得到线段A'B'。A'B'的长度是______。",5,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
860,hjb-junior-ds-v2-s2-360,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-360 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点Q的坐标是(m, n)。若点Q向左平移3个单位后落在y轴上，且点Q向上平移2个单位后落在x轴上，求m和n的值。","m=3, n=-2",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
861,hjb-junior-ds-v2-s2-361,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-361 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点P的坐标是(-3, 5)，点Q的坐标是(4, -2)。点P与点Q之间的距离最接近下列哪个整数？",10,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
862,hjb-junior-ds-v2-s2-362,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-362 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标是(3, -1)，点B的坐标是(-2, 4)。点A与点B之间的距离是______。",5√2,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
863,hjb-junior-ds-v2-s2-363,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-363 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点M的坐标是(-4, 2)，点N的坐标是(1, -3)。求点M与点N之间的距离。",5√2,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
864,hjb-junior-ds-v2-s2-364,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-364 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标是(2, -3)，将点A先向右平移4个单位，再向上平移5个单位，得到点B。点B关于x轴对称的点C的坐标是（ ）。","(6, -2)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
865,hjb-junior-ds-v2-s2-365,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-365 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点P的坐标是(-5, 3)，将点P先向下平移2个单位，再向左平移3个单位，得到点Q。点Q关于y轴对称的点R的坐标是______。","(8, 1)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
866,hjb-junior-ds-v2-s2-366,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-366 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标是(3, -5)。点B由点A先向左平移4个单位，再向上平移7个单位得到。请写出点B的坐标，并说明点B所在的象限。","(-1, 2)，第二象限",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
867,hjb-junior-ds-v2-s2-367,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-367 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点P的坐标是(-2, 0)。关于点P的位置，以下说法正确的是：",C. 点P在x轴上,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
868,hjb-junior-ds-v2-s2-368,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-368 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点M(4, -3)与点N关于x轴对称。则点N的坐标是______。","(4, 3)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
869,hjb-junior-ds-v2-s2-369,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-369 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，已知点A(-1, 2)和点B(3, -1)。求线段AB的长度。",5,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
870,hjb-junior-ds-v2-s2-370,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-370 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，将点Q(2, -4)先向右平移3个单位，再向下平移2个单位，得到点Q'。点Q'关于y轴对称的点为Q''。则点Q''的坐标是：","A. (-5, -6)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
871,hjb-junior-ds-v2-s2-371,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-371 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标是(-3, 4)。将点A先向右平移5个单位，再向下平移2个单位，得到点B。点B关于x轴对称的点为C。请写出点C的坐标：(___, ___)","(2, -2)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
872,hjb-junior-ds-v2-s2-372,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-372 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，已知点P(2, -5)和点Q(-4, -5)。请计算线段PQ的长度，并说明点P和点Q的位置关系（例如是否在同一水平线上）。",6，点P和点Q在同一水平线上（纵坐标相同）,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
873,hjb-junior-ds-v2-s2-373,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,multiple-choice,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-373 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点M的坐标是(0, -3)。关于点M的位置，下列说法正确的是：",B. 点M在y轴上,坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
874,hjb-junior-ds-v2-s2-374,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,fill-in,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-374 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，点A的坐标是(4, -1)。将点A向左平移3个单位，再向上平移2个单位，得到点B。请写出点B的坐标：(___, ___)","(1, 1)",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
875,hjb-junior-ds-v2-s2-375,S2,lower,八年级下册,平面直角坐标系,hjb-junior-s2-lower-coordinate-plane,short-answer,Core,must-have,coordinate-grid,P1,high,false,题干依赖平面直角坐标系、象限或坐标变换，坐标网格图能降低读题和定位负担。 判定信号：坐标系题需要网格和关键点定位。,为沪教版初中数学题 hjb-junior-ds-v2-s2-375 绘制原创题目插图，单元「平面直角坐标系」，不要复制教材或试卷版式。 绘制简洁坐标网格、坐标轴、关键点和变换箭头；坐标标签必须与题干一致。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,"在平面直角坐标系中，已知点A(3, 2)和点B(3, -4)。点C是线段AB的中点。请写出点C的坐标，并说明点C到x轴的距离。","点C的坐标为(3, -1)，点C到x轴的距离为1",坐标表示；象限判断；两点距离；平移；轴对称；坐标变换,直观想象；数学表达；空间观念,x and y coordinates swapped；axis point assigned to a quadrant；reflection sign changed on wrong coordinate,hjb-junior-s2-lower-coordinate-plane
