questionId,grade,volume,unitTitle,questionType,difficulty,needTier,visualCategory,reason,promptZhHans,assetStatus
hjb-primary-ds-v1-p4-072,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小丁丁看一本故事书，原计划每天看24页，12天看完。实际他每天多看8页，实际提前几天看完？,not-generated
hjb-primary-ds-v1-p4-073,P4,四年级上册,整数的四则运算,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个算式去掉括号后，计算结果不变？,not-generated
hjb-primary-ds-v1-p4-074,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,先估算，再在横线上填上“＞”“＜”或“＝”。\n（1）298×19______6000\n（2）403÷21______20,not-generated
hjb-primary-ds-v1-p4-075,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一个数加上8，再乘8，再减去8，最后除以8，结果还是8。这个数是多少？,not-generated
hjb-primary-ds-v1-p4-076,P4,四年级上册,整数的四则运算,multiple-choice,Core,C_optional_or_text_only,money_shopping,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校图书馆新买来一批书，如果每班分40本，正好可以分给12个班。如果每班分48本，可以分给多少个班？正确的算式是（ ）。,not-generated
hjb-primary-ds-v1-p4-077,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算 125×（80＋8）时，运用乘法分配律可以得到 125×80＋125×8，结果是______。,not-generated
hjb-primary-ds-v1-p4-078,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小马虎在计算一道题时，把某数乘3加20，误算成某数除以3减20，得数是10。某数是多少？正确的计算结果应该是多少？,not-generated
hjb-primary-ds-v1-p4-079,P4,四年级上册,整数的四则运算,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一辆卡车4次运煤80吨。照这样计算，要运煤200吨，需要运多少次？下面列式正确的是（ ）。,not-generated
hjb-primary-ds-v1-p4-080,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在计算 360÷（70－4×16）时，应先算______法，再算______法，最后算______法。,not-generated
hjb-primary-ds-v1-p4-081,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小杰计算一道题时，先除以8，再减去15，接着乘4，最后得到100。这道题原来的数是多少？,not-generated
hjb-primary-ds-v1-p4-082,P4,四年级上册,整数的四则运算,multiple-choice,Core,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,李师傅要加工一批零件，原计划每天加工60个，15天完成。实际每天多加工15个，实际提前几天完成？正确的列式是（ ）。,not-generated
hjb-primary-ds-v1-p4-083,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算 125×32 时，为了简便，可以把32看作（ ）×（ ），先算125×（ ）=（ ），再算（ ）×（ ）=（ ）。,not-generated
hjb-primary-ds-v1-p4-084,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小马虎在计算“□－24÷6”时，弄错了运算顺序，先算减法后算除法，结果得数是2。正确的得数应该是多少？,not-generated
hjb-primary-ds-v1-p4-085,P4,四年级上册,整数的四则运算,multiple-choice,Core,A_required,text_calculation_only,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面算式中，去掉括号后计算结果不变的是（ ）。,not-generated
hjb-primary-ds-v1-p4-086,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小雅在计算“25×4＋75×4”时，想用运算定律使计算更简便。她可以写成（______＋______）×______，结果是______。,not-generated
hjb-primary-ds-v1-p4-087,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小丁想了一个数，先乘6，再减去18，然后除以3，最后加上24，得到的结果是50。小丁想的数是多少？请写出你的思考过程。,not-generated
hjb-primary-ds-v1-p4-088,P4,四年级上册,整数的四则运算,multiple-choice,Core,A_required,money_shopping,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,学校图书馆买来一批新书，如果每个书架放320本，需要20个书架。如果每个书架多放80本，需要多少个书架？下面列式正确的是（ ）。,not-generated
hjb-primary-ds-v1-p4-089,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算125×32时，小胖想用乘法结合律使计算简便。他把32看成______×______，先算125×______，再乘______，结果是______。,not-generated
hjb-primary-ds-v1-p4-090,P4,四年级上册,整数的四则运算,short-answer,Challenge,C_optional_or_text_only,time_clock,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,李师傅和张师傅共同加工一批零件。李师傅每小时加工45个，张师傅每小时加工55个，两人一起工作6小时后，还剩下80个零件没有加工。这批零件一共有多少个？请列式解答。,not-generated
hjb-primary-ds-v1-p4-091,P4,四年级上册,整数的四则运算,multiple-choice,Core,B_strong_recommended,time_clock,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,学校图书馆整理一批新书，甲组每小时整理48本，乙组每小时整理36本。两组同时工作，3小时后共整理了多少本？正确的综合算式是哪一个？,not-generated
hjb-primary-ds-v1-p4-092,P4,四年级上册,整数的四则运算,fill-in,Foundation,C_optional_or_text_only,text_calculation_only,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算 125 × 32 时，为了简便，可以把32看作______和______的乘积，再运用乘法结合律。,not-generated
hjb-primary-ds-v1-p4-093,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,circle_sector_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个圆形花坛的直径是8米，在花坛周围修一条1米宽的小路。小路的面积是多少平方米？（π取3.14）,not-generated
hjb-primary-ds-v1-p4-094,P4,四年级上册,几何小实践,multiple-choice,Core,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,下列说法正确的是哪一个？,not-generated
hjb-primary-ds-v1-p4-095,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个周角等于______个平角，等于______个直角。,not-generated
hjb-primary-ds-v1-p4-096,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,circle_sector_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,小海画了一个圆，圆心是点O。他在圆上取了三个点A、B、C，连接OA、OB、OC。他发现OA、OB、OC的长度都是4厘米。小海说：“因为这三条线段长度相等，所以它们都是圆的半径。”小海的说法对吗？请说明理由。,not-generated
hjb-primary-ds-v1-p4-097,P4,四年级上册,几何小实践,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面关于线段、射线和直线的说法，正确的是哪一个？,not-generated
hjb-primary-ds-v1-p4-098,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个角的两条边都是射线，角的大小与边的长短无关，只与两条边______的大小有关。,not-generated
hjb-primary-ds-v1-p4-099,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,小圆用量角器量一个角时，把量角器的中心与角的顶点重合，0°刻度线与角的一条边重合，角的另一条边指向130°。小圆说这个角是130°。小方用同样的方法量同一个角，却得到50°。谁对？为什么？,not-generated
hjb-primary-ds-v1-p4-100,P4,四年级上册,几何小实践,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,用一副三角尺拼角，下面哪个度数的角不能直接拼出来？,not-generated
hjb-primary-ds-v1-p4-101,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,从一点引出两条（ ）所组成的图形叫做角。,not-generated
hjb-primary-ds-v1-p4-102,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,用一副三角尺可以拼出多少个不同的钝角？请写出所有可能拼出的钝角的度数。（三角尺上各个角的度数分别为30°、60°、90°和45°、45°、90°）,not-generated
hjb-primary-ds-v1-p4-103,P4,四年级上册,几何小实践,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面关于圆的说法，正确的是（ ）。,not-generated
hjb-primary-ds-v1-p4-104,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,线段有（ ）个端点，射线有（ ）个端点。,not-generated
hjb-primary-ds-v1-p4-105,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,已知∠1和∠2组成一个平角，∠1的度数是∠2的3倍，求∠1和∠2的度数。,not-generated
hjb-primary-ds-v1-p4-106,P4,四年级上册,几何小实践,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丁在纸上画了一个图形：先确定一个点O，把圆规两脚分开4厘米，针尖固定在O点，旋转一周画出一个圆。关于这个圆，下面哪句话是正确的？,not-generated
hjb-primary-ds-v1-p4-107,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,手电筒射出的光线可以看作一条（    ）。,not-generated
hjb-primary-ds-v1-p4-108,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,小胖用量角器量一个角时，把量角器的中心与角的顶点重合，0°刻度线与角的一条边重合，角的另一条边指向内圈刻度135°。小丁量同一个角时，也把中心和顶点重合，0°刻度线与角的一条边重合，但他看的是外圈刻度。请问小丁看到的外圈刻度是多少度？请写出你的思考过程。,not-generated
hjb-primary-ds-v1-p4-109,P4,四年级上册,几何小实践,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面关于角的说法，哪一个是正确的？,not-generated
hjb-primary-ds-v1-p4-110,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,经过两点可以画（    ）条直线。,not-generated
hjb-primary-ds-v1-p4-111,P4,四年级上册,几何小实践,short-answer,Challenge,A_required,circle_sector_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丁用圆规画了一个圆，圆心为O，半径为3厘米。他在圆上取一点A，连接OA。接着，他从O点出发，沿着OA的反方向画一条无限长的线。请回答：\n(1) 线段OA是圆的什么？\n(2) 从O点出发沿OA反方向画的无限长的线是什么？\n(3) 如果小丁再画一条从A点出发，经过O点继续延伸的线，这条线是什么？,not-generated
hjb-primary-ds-v1-p4-112,P4,四年级上册,几何小实践,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面关于角的说法，哪一项是正确的？,not-generated
hjb-primary-ds-v1-p4-113,P4,四年级上册,几何小实践,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个周角等于______个平角，也等于______个直角。,not-generated
hjb-primary-ds-v1-p4-114,P4,四年级上册,几何小实践,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,小胖画了一个三角形ABC，其中∠A=50°，∠B=60°。他用量角器量出∠C的度数后，发现三角形三个内角的和是180°。请计算∠C的度数，并说明你用的推理方法。,not-generated
hjb-primary-ds-v1-p4-115,P4,四年级上册,几何小实践,multiple-choice,Core,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,下列说法中，哪一项是正确的？,not-generated
hjb-primary-ds-v1-p4-116,P4,四年级上册,四年级上册整理与提高,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,把 3849600 四舍五入到万位，得到的近似数是（    ）万。,not-generated
hjb-primary-ds-v1-p4-117,P4,四年级上册,四年级上册整理与提高,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个数由5个千万、3个十万、8个万和6个千组成。写出这个数，并把它四舍五入到十万位。,not-generated
hjb-primary-ds-v1-p4-118,P4,四年级上册,四年级上册整理与提高,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数四舍五入到亿位后约等于10亿？,not-generated
hjb-primary-ds-v1-p4-119,P4,四年级上册,四年级上册整理与提高,fill-in,Foundation,B_strong_recommended,fraction_area_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,在数射线上，从0到1平均分成10份，从左往右第3个点表示的分数是（    ）。,not-generated
hjb-primary-ds-v1-p4-120,P4,四年级上册,四年级上册整理与提高,short-answer,Challenge,B_strong_recommended,circle_sector_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,画一个半径为3厘米的圆，并在圆内画一个圆心角为60°的扇形。计算这个扇形的面积占整个圆面积的几分之几。,not-generated
hjb-primary-ds-v1-p4-121,P4,四年级上册,四年级上册整理与提高,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,在解决问题时，下面哪种情况最适合用“四舍五入法”先凑整再估算？,not-generated
hjb-primary-ds-v1-p4-122,P4,四年级上册,四年级上册整理与提高,fill-in,Foundation,B_strong_recommended,fraction_area_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,在数射线上，从0到1被平均分成了8份。点A在从左数起第3个分点上，点B在从左数起第6个分点上。用分数表示点A和点B的位置，并计算点B表示的数比点A表示的数大多少。,not-generated
hjb-primary-ds-v1-p4-123,P4,四年级上册,四年级上册整理与提高,short-answer,Challenge,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,用一副三角尺可以拼出很多角。小明说：“我用一副三角尺拼出了一个105°的角和一个15°的角。”请你想一想他是怎样拼的，并写出每个角是由哪两个已知角拼成的。,not-generated
hjb-primary-ds-v1-p4-124,P4,四年级上册,四年级上册整理与提高,multiple-choice,Core,A_required,position_map,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个选项中的数，省略万位后面的尾数求近似数后，结果都是50万？,not-generated
hjb-primary-ds-v1-p4-125,P4,四年级上册,四年级上册整理与提高,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,估测一下，你所在教室黑板的面积大约是多少？请写出你估测的方法和结果。,not-generated
hjb-primary-ds-v1-p4-126,P4,四年级上册,四年级上册整理与提高,short-answer,Challenge,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,学校图书馆有藏书 384 592 本。请你把这个数分别用“四舍五入法”和“去尾法”凑整到万位，并写出两个结果。然后想一想：如果图书馆计划再购买一些新书，使藏书总数达到 40 万本，至少需要购买多少本？请写出你的计算过程。,not-generated
hjb-primary-ds-v1-p4-127,P4,四年级上册,四年级上册整理与提高,multiple-choice,Core,B_strong_recommended,fraction_area_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,在一条数射线上，点 A 表示 0，点 B 表示 1。把线段 AB 平均分成 10 份，从左往右第 3 个分点表示哪个分数？,not-generated
hjb-primary-ds-v1-p4-128,P4,四年级上册,四年级上册整理与提高,fill-in,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个数由 5 个百万、3 个万和 6 个千组成，这个数写作 ________。,not-generated
hjb-primary-ds-v1-p4-129,P4,四年级上册,四年级上册整理与提高,short-answer,Core,B_strong_recommended,circle_sector_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,小丁丁用圆规画了一个圆，圆心是 O，半径是 3 厘米。他又在圆上取两点 A 和 B，连接 OA 和 OB，量得 ∠AOB = 60°。请问三角形 AOB 是什么三角形？请说明理由。,not-generated
hjb-primary-ds-v1-p4-130,P4,四年级上册,四年级上册整理与提高,multiple-choice,Foundation,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,小胖在计算 125 × 24 时，想到了两种不同的方法。方法一：125 × 24 = 125 × 8 × 3 = 1000 × 3 = 3000。方法二：125 × 24 = 125 × (20 + 4) = 125 × 20 + 125 × 4 = 2500 + 500 = 3000。这两种方法分别运用了什么运算定律？,not-generated
hjb-primary-ds-v1-p4-131,P4,四年级上册,四年级上册整理与提高,fill-in,Core,B_strong_recommended,plane_geometry,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,把 384720 四舍五入到万位，得到的近似数是______万。,not-generated
hjb-primary-ds-v1-p4-132,P4,四年级上册,四年级上册整理与提高,short-answer,Foundation,B_strong_recommended,fraction_area_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,在数射线上，从0到1平均分成10份，从左起第3份的点表示哪个分数？请写出这个分数。,not-generated
hjb-primary-ds-v1-p4-133,P4,四年级上册,四年级上册整理与提高,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪种情况适合用“四舍五入法”求近似数？,not-generated
hjb-primary-ds-v1-p4-134,P4,四年级上册,四年级上册整理与提高,fill-in,Foundation,B_strong_recommended,circle_sector_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个圆的半径是4厘米，它的直径是______厘米。,not-generated
hjb-primary-ds-v1-p4-135,P4,四年级上册,四年级上册整理与提高,short-answer,Core,A_required,position_map,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小胖用步测的方法估测教室的长。他走10步大约5米，从教室前面走到后面走了24步，教室的长大约是多少米？请写出计算过程。,not-generated
hjb-primary-ds-v1-p4-136,P4,四年级上册,四年级上册整理与提高,multiple-choice,Foundation,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丁丁在复习时遇到了下面四个问题，他应该选择哪个问题用“凑整到万位”的方法来解决？,not-generated
hjb-primary-ds-v1-p4-137,P4,四年级上册,四年级上册整理与提高,fill-in,Core,B_strong_recommended,fraction_area_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,在数射线上，点A表示0，点B表示1，把线段AB平均分成8份。从左往右数，第3个分点表示的分数是（ ）。,not-generated
hjb-primary-ds-v1-p4-138,P4,四年级上册,四年级上册整理与提高,short-answer,Foundation,B_strong_recommended,circle_sector_model,P3-P4 单元涉及时间、测量、分数、几何、面积周长或统计等视觉模型；插图有助于形成正确表征。,一个圆的直径是10厘米，在这个圆里画一个最大的扇形，扇形的圆心角是90°。这个扇形的半径是多少厘米？请写出你的思考过程。,not-generated
hjb-primary-ds-v1-p4-139,P4,四年级下册,复习与提高,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个算式运用了乘法分配律？,not-generated
hjb-primary-ds-v1-p4-140,P4,四年级下册,复习与提高,fill-in,Foundation,C_optional_or_text_only,plane_geometry,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小胖在计算“25×44”时，想到了两种方法：方法一：25×44＝25×（40＋4）＝25×40＋25×4＝1000＋100＝1100；方法二：25×44＝25×4×11＝100×11＝1100。这两种方法都正确吗？如果都正确，哪种更简便？请填空：两种方法都（ ）（填“正确”或“不正确”），更简便的是方法（ ）。,not-generated
hjb-primary-ds-v1-p4-141,P4,四年级下册,复习与提高,short-answer,Core,C_optional_or_text_only,plane_geometry,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算 125×32×25，要求写出简便计算的过程，并说明这样算为什么正确。,not-generated
hjb-primary-ds-v1-p4-142,P4,四年级下册,复习与提高,multiple-choice,Foundation,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个算式运用了乘法分配律进行简便计算？,not-generated
hjb-primary-ds-v1-p4-143,P4,四年级下册,复习与提高,fill-in,Core,C_optional_or_text_only,plane_geometry,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在横线上填上合适的数，使计算简便： 78×46 + 78×54 = 78 × (___ + ___),not-generated
hjb-primary-ds-v1-p4-144,P4,四年级下册,复习与提高,short-answer,Foundation,C_optional_or_text_only,plane_geometry,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校图书馆有故事书168本，科技书比故事书的3倍少24本。科技书有多少本？请先写出数量关系，再列式解答。,not-generated
hjb-primary-ds-v1-p4-145,P4,四年级下册,复习与提高,multiple-choice,Core,C_optional_or_text_only,plane_geometry,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小马虎在计算“25×4÷25×4”时，错误地算成了(25×4)÷(25×4)=1。正确的得数应该是多少？,not-generated
hjb-primary-ds-v1-p4-146,P4,四年级下册,复习与提高,fill-in,Foundation,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算 25 × 36，下面哪种方法用到了乘法结合律？,not-generated
hjb-primary-ds-v1-p4-147,P4,四年级下册,复习与提高,short-answer,Core,C_optional_or_text_only,money_shopping,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校图书馆新买来故事书和科技书共240本，其中故事书的本数是科技书的3倍。故事书和科技书各有多少本？请先写出数量关系，再列式解答。,not-generated
hjb-primary-ds-v1-p4-148,P4,四年级下册,复习与提高,multiple-choice,Foundation,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪道题的计算过程运用了乘法分配律？,not-generated
hjb-primary-ds-v1-p4-149,P4,四年级下册,复习与提高,fill-in,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,在下面的横线上填上合适的数，使计算简便，并写出运用了什么运算性质。\n167 + 58 + 42 = 167 + (____ + ____)，运用了________。,not-generated
hjb-primary-ds-v1-p4-150,P4,四年级下册,复习与提高,short-answer,Foundation,C_optional_or_text_only,counting_manipulatives,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,水果店运来苹果和梨共360千克，苹果的重量是梨的2倍。运来的梨有多少千克？请列式解答，并说说你是怎样验算的。,not-generated
hjb-primary-ds-v1-p4-151,P4,四年级下册,复习与提高,multiple-choice,Core,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,计算 125×(80+8) 时，下面哪种方法既简便又正确？,not-generated
hjb-primary-ds-v1-p4-152,P4,四年级下册,复习与提高,fill-in,Foundation,C_optional_or_text_only,plane_geometry,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在算式 480÷(6×□)=8 中，□里应填的数是______。,not-generated
hjb-primary-ds-v1-p4-153,P4,四年级下册,复习与提高,short-answer,Core,C_optional_or_text_only,money_shopping,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校图书馆买来 12 包新书，每包 25 本。管理员准备把这些书平均放到 5 个书架上，每个书架放多少本？请写出数量关系再解答。,not-generated
hjb-primary-ds-v1-p4-154,P4,四年级下册,复习与提高,multiple-choice,Foundation,A_required,plane_geometry,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个算式与 36×25 的计算结果不相等？,not-generated
