"id","grade","volume","chapter","topicTitleZhHans","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"hjb-high-ds-v4-s6-134","S6","选择性必修 第二册","计数原理","计数原理","fill-in","Challenge","V4修复变式1134：填空：从 6 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","60","60","先选无序小组有 C(6,2)=15 种，再从余下 4 个元素中选观察员，所以共有 15×4=60 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-148","S6","选择性必修 第二册","计数原理","计数原理","multiple-choice","Exam","V4修复变式1148：选择：从 8 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","170 | 168 | 169 | 167","168","168","先选无序小组有 C(8,2)=28 种，再从余下 6 个元素中选观察员，所以共有 28×6=168 种。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-150","S6","选择性必修 第二册","计数原理","计数原理","short-answer","Challenge","V4修复变式1150：解答：从 7 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？","","105","105","先选无序小组有 C(7,2)=21 种，再从余下 5 个元素中选观察员，所以共有 21×5=105 种。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-156","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Exam","V4修复变式1156：解答：若事件 A 有 2 种情况，其中 1 种 A 情况下事件 B 有 16 种情况，其余 A 情况下事件 B 有 17 种情况。按分步计数共有多少种结果？","","33","33","分类后按分步计数相加：1×16+(2-1)×17=33。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-162","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Challenge","V4修复变式1162：解答：若事件 A 有 10 种情况，其中 1 种 A 情况下事件 B 有 9 种情况，其余 A 情况下事件 B 有 10 种情况。按分步计数共有多少种结果？","","99","99","分类后按分步计数相加：1×9+(10-1)×10=99。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-168","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Exam","V4修复变式1168：解答：若事件 A 有 8 种情况，其中 1 种 A 情况下事件 B 有 9 种情况，其余 A 情况下事件 B 有 10 种情况。按分步计数共有多少种结果？","","79","79","分类后按分步计数相加：1×9+(8-1)×10=79。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-169","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Core","V4修复变式1169：选择：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 7 种情况，则按分步计数共有多少种结果？","40 | 30 | 35 | 45","35","35","分步计数原理：总数=5×7=35。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-176","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Exam","V4修复变式1176：填空：若事件 A 有 10 种情况，其中 6 种 A 情况下事件 B 有 9 种情况，其余 A 情况下事件 B 有 10 种情况。按分步计数共有多少种结果？","","94","94","分类后按分步计数相加：6×9+(10-6)×10=94。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-188","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Exam","V4修复变式1188：填空：若事件 A 有 3 种情况，其中 1 种 A 情况下事件 B 有 12 种情况，其余 A 情况下事件 B 有 13 种情况。按分步计数共有多少种结果？","","38","38","分类后按分步计数相加：1×12+(3-1)×13=38。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-200","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Exam","V4修复变式1200：填空：若事件 A 有 4 种情况，其中 3 种 A 情况下事件 B 有 5 种情况，其余 A 情况下事件 B 有 6 种情况。按分步计数共有多少种结果？","","21","21","分类后按分步计数相加：3×5+(4-3)×6=21。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-204","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","V4修复变式1204：解答：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 4 种情况，则按分步计数共有多少种结果？","","40","40","分步计数原理：总数=10×4=40。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-208","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","V4修复变式1208：选择：若事件 A 有 5 种情况，其中 1 种 A 情况下事件 B 有 18 种情况，其余 A 情况下事件 B 有 19 种情况。按分步计数共有多少种结果？","93 | 96 | 94 | 95","94","94","分类后按分步计数相加：1×18+(5-1)×19=94。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-211","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","V4修复变式1211：选择：若事件 A 有 4 种情况，其中 2 种 A 情况下事件 B 有 6 种情况，其余 A 情况下事件 B 有 7 种情况。按分步计数共有多少种结果？","26 | 27 | 25 | 28","26","26","分类后按分步计数相加：2×6+(4-2)×7=26。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-212","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","V4修复变式1212：填空：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 20 种情况，则按分步计数共有多少种结果？","","200","200","分步计数原理：总数=10×20=200。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-219","S6","选择性必修 第二册","概率初步续","概率初步续","short-answer","Core","V4修复变式1219：解答：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 11 种情况，则按分步计数共有多少种结果？","","55","55","分步计数原理：总数=5×11=55。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-220","S6","选择性必修 第二册","概率初步续","概率初步续","multiple-choice","Challenge","V4修复变式1220：选择：若事件 A 有 7 种情况，其中 5 种 A 情况下事件 B 有 8 种情况，其余 A 情况下事件 B 有 9 种情况。按分步计数共有多少种结果？","58 | 59 | 57 | 60","58","58","分类后按分步计数相加：5×8+(7-5)×9=58。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-221","S6","选择性必修 第二册","概率初步续","概率初步续","fill-in","Foundation","V4修复变式1221：填空：若事件 A 有 8 种情况，且每种 A 情况下事件 B 有 19 种情况，则按分步计数共有多少种结果？","","152","152","分步计数原理：总数=8×19=152。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-228","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4修复变式1228：解答：一组数据为 3，4，5，求这组数据的平均数。","","4","4","三数等差，中间数就是平均数，所以平均数为 4。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-232","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V4修复变式1232：选择：一组数据为 6，14，22，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","24 | 22 | 23 | 21","22","22","原平均数为 (6+14+22)/3=14。加入 x 后平均数为 14+2=16，所以 x=4×16-(6+14+22)=22。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-235","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V4修复变式1235：选择：一组数据为 6，12，18，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","19 | 22 | 20 | 21","20","20","原平均数为 (6+12+18)/3=12。加入 x 后平均数为 12+2=14，所以 x=4×14-(6+12+18)=20。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-241","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V4修复变式1241：选择：一组数据为 7，20，33，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","29 | 27 | 30 | 28","28","28","原平均数为 (7+20+33)/3=20。加入 x 后平均数为 20+2=22，所以 x=4×22-(7+20+33)=28。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-248","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","fill-in","Foundation","V4修复变式1248：填空：一组数据为 2，14，26，求这组数据的平均数。","","14","14","三数等差，中间数就是平均数，所以平均数为 14。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-249","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4修复变式1249：解答：一组数据为 2，6，10，求这组数据的平均数。","","6","6","三数等差，中间数就是平均数，所以平均数为 6。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-253","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V4修复变式1253：选择：一组数据为 6，12，18，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","19 | 22 | 20 | 21","20","20","原平均数为 (6+12+18)/3=12。加入 x 后平均数为 12+2=14，所以 x=4×14-(6+12+18)=20。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-264","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4修复变式1264：解答：一组数据为 2，13，24，求这组数据的平均数。","","13","13","三数等差，中间数就是平均数，所以平均数为 13。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-273","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","short-answer","Core","V4修复变式1273：解答：一组数据为 4，7，10，求这组数据的平均数。","","7","7","三数等差，中间数就是平均数，所以平均数为 7。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-283","S6","选择性必修 第二册","成对数据的统计分析","成对数据的统计分析","multiple-choice","Challenge","V4修复变式1283：选择：一组数据为 7，10，13，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。","20 | 18 | 19 | 17","18","18","原平均数为 (7+10+13)/3=10。加入 x 后平均数为 10+2=12，所以 x=4×12-(7+10+13)=18。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-307","S6","选择性必修 第一册复习","数列","数列综合复习","multiple-choice","Challenge","V4修复变式1307：选择：等差数列首项为 5，公差为 1，第 11 项为 15。求前 11 项和。","110 | 111 | 109 | 112","110","110","第 11 项为 15，前 11 项和 S_11=11(5+15)/2=110。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-311","S6","选择性必修 第一册复习","数列","数列综合复习","fill-in","Foundation","V4修复变式1311：填空：等差数列首项为 3，公差为 4，求第 7 项。","","27","27","a_7=a_1+(7-1)d=3+6×4=27。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-340","S6","选择性必修 第一册复习","平面直角坐标系中的直线","解析几何直线综合复习","multiple-choice","Challenge","V4修复变式1340：选择：直线 l 经过点 (11,10) 和 (12,30)。直线 m 与 l 平行，且经过点 (0,5)。求直线 m 在 x=2 时的 y 坐标。","46 | 44 | 47 | 45","45","45","l 的斜率为 (30-10)/(12-11)=20。m 与 l 平行，斜率也为 20，且过 (0,5)，所以 x=2 时 y=20×2+5=45。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-358","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","multiple-choice","Challenge","V4修复变式1358：选择：椭圆 x²/576+y²/196=1 的两个焦点为 F1，F2。求 |F1F2|²。","1520 | 1521 | 1519 | 1522","1520","1520","c²=576-196=380，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=1520。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-360","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","short-answer","Core","V4修复变式1360：解答：椭圆 x²/324+y²/144=1 中，求 c²=a²-b² 的值。","","180","180","这里 a²=324，b²=144，所以 c²=324-144=180。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-373","S6","选择性必修 第一册复习","圆锥曲线","圆锥曲线综合复习","multiple-choice","Challenge","V4修复变式1373：选择：椭圆 x²/144+y²/25=1 的两个焦点为 F1，F2。求 |F1F2|²。","478 | 476 | 477 | 475","476","476","c²=144-25=119，两焦点距离 |F1F2|=2c，所以 |F1F2|²=4c²=476。","challenge-exam-targeted-p2-sweep"
"hjb-high-ds-v4-s6-379","S6","选择性必修 第一册复习","空间向量及其应用","空间向量综合复习","fill-in","Challenge","V4修复变式1379：填空：空间向量 p=(2,11,6)，q=(1,1,1)，求 |p+q|²-|p|²。","","41","41","|p+q|²-|p|²=2p·q+|q|²=2×(2+11+6)+3=41。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-402","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","multiple-choice","Core","V4修复变式1402：选择：已知 f(x)=11x+6，求 f(16)。","193 | 171 | 182 | 204","182","182","f(16)=11×16+6=182。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-406","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","multiple-choice","Challenge","V4修复变式1406：选择：已知 f(x)=12x+9，若 f(t)=f(20)+2×12，求 t+f(t)。","294 | 297 | 295 | 296","295","295","一次函数斜率为 12，函数值增加 2×12 时自变量增加 2，所以 t=20+2=22。f(t)=12×22+9=273，故 t+f(t)=295。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-420","S6","跨册综合复习","跨册综合：函数与导数","函数、导数与不等式综合","multiple-choice","Core","V4修复变式1420：选择：已知 f(x)=4x+2，求 f(9)。","42 | 34 | 38 | 46","38","38","f(9)=4×9+2=38。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-431","S6","跨册综合复习","跨册综合：三角向量解析几何","三角、向量与解析几何综合","fill-in","Core","V4修复变式1431：填空：在三角形 ABC 中，AB=2，AC=14，且 ∠A=60°。求 △ABC 的面积。","","7√3","7√3","三角形面积 S=1/2×AB×AC×sin60°=1/2×2×14×√3/2=7√3。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-443","S6","跨册综合复习","跨册综合：立体几何与空间向量","立体几何与空间向量综合","fill-in","Core","V4修复变式1443：填空：长方体中同一顶点出发的两条互相垂直棱长分别为 12 和 9，这两条棱围成的矩形面积是多少？","","108","108","相邻垂直棱围成矩形，面积=12×9=108。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-466","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V4修复变式1466：选择：袋中有 6 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？","1/3 | 7/18 | 5/18 | 6/19","1/3","1/3 | 6/18","总球数为 18，红球 6 个，所以概率为 6/18=1/3。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-470","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","multiple-choice","Core","V4修复变式1470：选择：袋中有 9 个红球和 14 个蓝球，随机取出 1 个，取到红球的概率是多少？","3/8 | 9/23 | 10/23 | 8/23","9/23","9/23","总球数为 23，红球 9 个，所以概率为 9/23=9/23。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-473","S6","跨册综合复习","跨册综合：概率统计","概率统计综合","fill-in","Core","V4修复变式1473：填空：袋中有 12 个红球和 14 个蓝球，随机取出 1 个，取到红球的概率是多少？","","6/13","6/13 | 12/26","总球数为 26，红球 12 个，所以概率为 12/26=6/13。","mandatory-original-p2-recheck"
"hjb-high-ds-v4-s6-481","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V4修复变式1481：选择：等差数列首项为 10，公差为 5，求第 14 项。","76 | 74 | 77 | 75","75","75","a_14=a_1+(14-1)d=10+13×5=75。","fresh-150-sample-fill"
"hjb-high-ds-v4-s6-490","S6","跨册综合复习","跨册综合：数列与计数","数列与计数综合","multiple-choice","Core","V4修复变式1490：选择：等差数列首项为 10，公差为 2，求第 14 项。","37 | 36 | 35 | 38","36","36","a_14=a_1+(14-1)d=10+13×2=36。","fresh-150-sample-fill"
