id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v4-s5-366,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,short-answer,"V4修复变式0866：解答：空间向量 p=(7,12,5)，求 |p|²。",,218,218,|p|²=7²+12²+5²=218。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-367,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0867：选择：空间向量 p=(8,8,1)，q=(1,1,1)，求 |p+q|²-|p|²。",39 | 37 | 38 | 36,37,37,|p+q|²-|p|²=2p·q+|q|²=2×(8+8+1)+3=37。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-368,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0868：填空：空间向量 p=(10,10,1)，求 |p|²。",,201,201,|p|²=10²+10²+1²=201。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-369,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,short-answer,"V4修复变式0869：解答：空间向量 p=(2,5,12)，求 |p|²。",,173,173,|p|²=2²+5²+12²=173。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-370,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0870：选择：空间向量 p=(6,20,3)，q=(1,1,1)，求 |p+q|²-|p|²。",63 | 61 | 62 | 60,61,61,|p+q|²-|p|²=2p·q+|q|²=2×(6+20+3)+3=61。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-371,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0871：填空：空间向量 p=(9,6,2)，求 |p|²。",,121,121,|p|²=9²+6²+2²=121。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-372,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,short-answer,"V4修复变式0872：解答：空间向量 p=(3,4,5)，求 |p|²。",,50,50,|p|²=3²+4²+5²=50。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-373,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0873：选择：空间向量 p=(9,19,1)，q=(1,1,1)，求 |p+q|²-|p|²。",60 | 63 | 61 | 62,61,61,|p+q|²-|p|²=2p·q+|q|²=2×(9+19+1)+3=61。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-374,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0874：填空：空间向量 p=(9,7,9)，求 |p|²。",,211,211,|p|²=9²+7²+9²=211。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-375,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,short-answer,"V4修复变式0875：解答：空间向量 p=(12,7,11)，求 |p|²。",,314,314,|p|²=12²+7²+11²=314。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-376,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0876：选择：空间向量 p=(11,17,8)，q=(1,1,1)，求 |p+q|²-|p|²。",76 | 74 | 77 | 75,75,75,|p+q|²-|p|²=2p·q+|q|²=2×(11+17+8)+3=75。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-377,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0877：填空：空间向量 p=(2,8,4)，求 |p|²。",,84,84,|p|²=2²+8²+4²=84。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-378,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,multiple-choice,"V4修复变式0878：选择：空间向量 p=(6,6,4)，求 |p|²。",94 | 82 | 100 | 88,88,88,|p|²=6²+6²+4²=88。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-379,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,fill-in,"V4修复变式0879：填空：空间向量 p=(12,10,8)，q=(1,1,1)，求 |p+q|²-|p|²。",,63,63,|p+q|²-|p|²=2p·q+|q|²=2×(12+10+8)+3=63。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-380,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,multiple-choice,"V4修复变式0880：选择：空间向量 p=(11,13,7)，求 |p|²。",339 | 350 | 328 | 361,339,339,|p|²=11²+13²+7²=339。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-381,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,fill-in,"V4修复变式0881：填空：空间向量 p=(5,6,2)，求 |p|²。",,65,65,|p|²=5²+6²+2²=65。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-382,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0882：选择：空间向量 p=(2,4,5)，q=(1,1,1)，求 |p+q|²-|p|²。",24 | 27 | 25 | 26,25,25,|p+q|²-|p|²=2p·q+|q|²=2×(2+4+5)+3=25。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-383,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0883：填空：空间向量 p=(4,8,8)，求 |p|²。",,144,144,|p|²=4²+8²+8²=144。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-384,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,multiple-choice,"V4修复变式0884：选择：空间向量 p=(8,15,10)，求 |p|²。",389 | 397 | 381 | 405,389,389,|p|²=8²+15²+10²=389。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-385,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,fill-in,"V4修复变式0885：填空：空间向量 p=(2,7,6)，q=(1,1,1)，求 |p+q|²-|p|²。",,33,33,|p+q|²-|p|²=2p·q+|q|²=2×(2+7+6)+3=33。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-386,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,multiple-choice,"V4修复变式0886：选择：空间向量 p=(7,10,7)，求 |p|²。",205 | 191 | 198 | 212,198,198,|p|²=7²+10²+7²=198。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-387,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,fill-in,"V4修复变式0887：填空：空间向量 p=(8,18,3)，求 |p|²。",,397,397,|p|²=8²+18²+3²=397。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-388,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0888：选择：空间向量 p=(4,6,4)，q=(1,1,1)，求 |p+q|²-|p|²。",31 | 32 | 30 | 33,31,31,|p+q|²-|p|²=2p·q+|q|²=2×(4+6+4)+3=31。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-389,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0889：填空：空间向量 p=(4,10,2)，求 |p|²。",,120,120,|p|²=4²+10²+2²=120。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-390,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,multiple-choice,"V4修复变式0890：选择：空间向量 p=(4,14,8)，求 |p|²。",280 | 276 | 272 | 284,276,276,|p|²=4²+14²+8²=276。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-391,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,fill-in,"V4修复变式0891：填空：空间向量 p=(2,5,7)，q=(1,1,1)，求 |p+q|²-|p|²。",,31,31,|p+q|²-|p|²=2p·q+|q|²=2×(2+5+7)+3=31。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-392,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,multiple-choice,"V4修复变式0892：选择：空间向量 p=(2,11,5)，求 |p|²。",152 | 148 | 154 | 150,150,150,|p|²=2²+11²+5²=150。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-393,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,fill-in,"V4修复变式0893：填空：空间向量 p=(4,19,3)，求 |p|²。",,386,386,|p|²=4²+19²+3²=386。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-394,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0894：选择：空间向量 p=(6,17,8)，q=(1,1,1)，求 |p+q|²-|p|²。",66 | 64 | 67 | 65,65,65,|p+q|²-|p|²=2p·q+|q|²=2×(6+17+8)+3=65。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-395,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0895：填空：空间向量 p=(3,17,3)，求 |p|²。",,307,307,|p|²=3²+17²+3²=307。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-396,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,multiple-choice,"V4修复变式0896：选择：空间向量 p=(10,17,5)，求 |p|²。",424 | 404 | 434 | 414,414,414,|p|²=10²+17²+5²=414。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-397,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,fill-in,"V4修复变式0897：填空：空间向量 p=(8,14,1)，q=(1,1,1)，求 |p+q|²-|p|²。",,49,49,|p+q|²-|p|²=2p·q+|q|²=2×(8+14+1)+3=49。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-398,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,multiple-choice,"V4修复变式0898：选择：空间向量 p=(5,13,13)，求 |p|²。",368 | 363 | 358 | 373,363,363,|p|²=5²+13²+13²=363。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-399,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,fill-in,"V4修复变式0899：填空：空间向量 p=(8,16,11)，求 |p|²。",,441,441,|p|²=8²+16²+11²=441。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-400,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Challenge,multiple-choice,"V4修复变式0900：选择：空间向量 p=(9,18,12)，q=(1,1,1)，求 |p+q|²-|p|²。",82 | 80 | 83 | 81,81,81,|p+q|²-|p|²=2p·q+|q|²=2×(9+18+12)+3=81。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | space-vector-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-401,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Foundation,fill-in,"V4修复变式0901：填空：空间向量 p=(3,15,2)，求 |p|²。",,238,238,|p|²=3²+15²+2²=238。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s5-402,S5,hjb-high-s5-空间向量及其应用,空间向量及其应用,选择性必修 第一册,空间向量及其应用,space-vectors | spatial-coordinate-system | line-plane-angle | distance-in-space | parallel-perpendicular,Core,multiple-choice,"V4修复变式0902：选择：空间向量 p=(6,13,7)，求 |p|²。",260 | 248 | 266 | 254,254,254,|p|²=6²+13²+7²=254。,hjb-high-selective-1-space-vectors,hjb-high-selective-1-space-vectors-synthesis | hjb-high-selective-1-space-vectors-unit-core | pep-high-exam-space-vectors-geometry,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
