questionId,grade,volume,chapter,topicId,topicZh,questionType,difficulty,batch,promptZh,answer,illustrationTier,wideScopeCandidate,illustrationCategory,reusableTemplateKey,suggestedImageKind,exactMathLabelsNeeded,generationPriority,gptImage2Notes,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,topicOrder
hjb-high-ds-v2-s5-312,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0812：解答：椭圆 x²/289+y²/81=1 中，求 c²=a²-b² 的值。,208,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-315,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0815：解答：椭圆 x²/441+y²/361=1 中，求 c²=a²-b² 的值。,80,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-318,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0818：解答：椭圆 x²/529+y²/169=1 中，求 c²=a²-b² 的值。,360,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-321,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0821：解答：椭圆 x²/784+y²/361=1 中，求 c²=a²-b² 的值。,423,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-324,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0824：解答：椭圆 x²/529+y²/225=1 中，求 c²=a²-b² 的值。,304,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-327,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0827：解答：椭圆 x²/225+y²/49=1 中，求 c²=a²-b² 的值。,176,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-330,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0830：解答：椭圆 x²/81+y²/36=1 中，求 c²=a²-b² 的值。,45,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-333,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0833：解答：椭圆 x²/324+y²/81=1 中，求 c²=a²-b² 的值。,243,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-336,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0836：解答：椭圆 x²/144+y²/100=1 中，求 c²=a²-b² 的值。,44,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-339,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0839：解答：椭圆 x²/256+y²/49=1 中，求 c²=a²-b² 的值。,207,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-342,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0842：解答：椭圆 x²/256+y²/100=1 中，求 c²=a²-b² 的值。,156,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-345,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0845：解答：椭圆 x²/625+y²/256=1 中，求 c²=a²-b² 的值。,369,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-348,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0848：解答：椭圆 x²/676+y²/324=1 中，求 c²=a²-b² 的值。,352,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-351,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0851：解答：椭圆 x²/676+y²/361=1 中，求 c²=a²-b² 的值。,315,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-354,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0854：解答：椭圆 x²/324+y²/49=1 中，求 c²=a²-b² 的值。,275,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-357,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0857：解答：椭圆 x²/576+y²/400=1 中，求 c²=a²-b² 的值。,176,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v2-s5-360,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v2,二轮变式0860：解答：椭圆 x²/100+y²/36=1 中，求 c²=a²-b² 的值。,64,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-291,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0791：解答：椭圆 x²/961+y²/361=1 中，求 c²=a²-b² 的值。,600,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-294,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0794：解答：椭圆 x²/361+y²/121=1 中，求 c²=a²-b² 的值。,240,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-297,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0797：解答：椭圆 x²/324+y²/169=1 中，求 c²=a²-b² 的值。,155,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-300,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0800：解答：椭圆 x²/324+y²/64=1 中，求 c²=a²-b² 的值。,260,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-303,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0803：解答：椭圆 x²/400+y²/100=1 中，求 c²=a²-b² 的值。,300,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-306,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0806：解答：椭圆 x²/676+y²/324=1 中，求 c²=a²-b² 的值。,352,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-309,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0809：解答：椭圆 x²/225+y²/16=1 中，求 c²=a²-b² 的值。,209,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-312,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0812：解答：椭圆 x²/729+y²/256=1 中，求 c²=a²-b² 的值。,473,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-315,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0815：解答：椭圆 x²/324+y²/64=1 中，求 c²=a²-b² 的值。,260,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-318,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0818：解答：椭圆 x²/676+y²/289=1 中，求 c²=a²-b² 的值。,387,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-321,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0821：解答：椭圆 x²/484+y²/196=1 中，求 c²=a²-b² 的值。,288,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-324,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0824：解答：椭圆 x²/576+y²/361=1 中，求 c²=a²-b² 的值。,215,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-327,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0827：解答：椭圆 x²/441+y²/81=1 中，求 c²=a²-b² 的值。,360,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-330,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0830：解答：椭圆 x²/225+y²/36=1 中，求 c²=a²-b² 的值。,189,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-333,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0833：解答：椭圆 x²/361+y²/196=1 中，求 c²=a²-b² 的值。,165,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-336,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0836：解答：椭圆 x²/289+y²/121=1 中，求 c²=a²-b² 的值。,168,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-339,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0839：解答：椭圆 x²/225+y²/64=1 中，求 c²=a²-b² 的值。,161,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-342,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0842：解答：椭圆 x²/169+y²/16=1 中，求 c²=a²-b² 的值。,153,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-345,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0845：解答：椭圆 x²/225+y²/16=1 中，求 c²=a²-b² 的值。,209,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-348,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0848：解答：椭圆 x²/324+y²/256=1 中，求 c²=a²-b² 的值。,68,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-351,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0851：解答：椭圆 x²/289+y²/100=1 中，求 c²=a²-b² 的值。,189,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-354,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0854：解答：椭圆 x²/289+y²/100=1 中，求 c²=a²-b² 的值。,189,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-357,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0857：解答：椭圆 x²/961+y²/400=1 中，求 c²=a²-b² 的值。,561,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v3-s5-360,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v3-remediated,V3修复变式0860：解答：椭圆 x²/576+y²/256=1 中，求 c²=a²-b² 的值。,320,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-291,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0791：解答：椭圆 x²/961+y²/361=1 中，求 c²=a²-b² 的值。,600,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-294,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0794：解答：椭圆 x²/361+y²/121=1 中，求 c²=a²-b² 的值。,240,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-297,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0797：解答：椭圆 x²/324+y²/169=1 中，求 c²=a²-b² 的值。,155,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-300,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0800：解答：椭圆 x²/324+y²/64=1 中，求 c²=a²-b² 的值。,260,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-303,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0803：解答：椭圆 x²/400+y²/100=1 中，求 c²=a²-b² 的值。,300,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-306,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0806：解答：椭圆 x²/676+y²/324=1 中，求 c²=a²-b² 的值。,352,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-309,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0809：解答：椭圆 x²/225+y²/16=1 中，求 c²=a²-b² 的值。,209,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
