batch,questionId,grade,topicId,type,difficulty,qualityScore,knowledgeMatchScore,solvabilityScore,overallScore,evidenceCardIds,examPatternCardIds,riskFlags,reviewRecommendation
rag-v2,pep-high-s6-rag2-fi-051,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-052,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-053,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-054,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-055,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-056,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-057,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-058,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-059,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-060,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-061,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-062,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-063,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-064,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-065,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-066,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-067,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-068,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-069,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-070,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-071,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-072,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,92,100,80,90.7,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-073,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-074,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-075,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-076,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-077,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-078,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-079,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-080,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-081,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-082,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-083,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-084,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-085,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-086,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,74,100,80,84.7,pep-high-probability|pep-high-probability-event-operations,pep-high-exam-probability-statistics|pep-high-exam-legacy-stream-migration,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-087,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-088,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-089,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-090,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-091,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-092,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-093,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-094,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-095,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-096,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-097,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-098,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-099,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-fi-100,S6,pep-high-s6-exam-practice,fill-in,Exam,92,100,80,90.7,pep-high-trigonometric-functions|pep-high-probability|pep-high-lines-circles,pep-high-exam-legacy-stream-migration|pep-high-exam-derivatives-optimization,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-001,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-002,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-003,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-004,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-005,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-006,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-007,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-008,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-009,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-010,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-011,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-012,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-013,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-014,S6,pep-high-s6-counting,short-answer,Exam,74,100,80,84.7,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,exact-prompt-duplicate|near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-015,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-016,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-017,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-018,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,100,97.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster,sample-review
rag-v2,pep-high-s6-rag2-sa-019,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-020,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-021,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-022,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-023,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,100,97.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster,sample-review
rag-v2,pep-high-s6-rag2-sa-024,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-025,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-026,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-027,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,80,90.7,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-028,S6,pep-high-s6-random-variables,short-answer,Exam,92,100,100,97.3,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,near-duplicate-template-cluster,sample-review
rag-v2,pep-high-s6-rag2-sa-029,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-030,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-031,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-032,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-033,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-034,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-035,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-036,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-037,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-038,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
rag-v2,pep-high-s6-rag2-sa-039,S6,pep-high-s6-bivariate-data,short-answer,Exam,92,100,80,90.7,pep-high-bivariate-statistics,pep-high-exam-bivariate-data|pep-high-exam-regression-independence,near-duplicate-template-cluster|answer-not-shown-in-explanation,sample-review
