id,bank,grade,type,gradeAppropriate,solvable,answerCorrect,display,notes
hjb-junior-ds-v2-s1-250,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-251,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-252,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-253,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-254,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-256,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-257,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-258,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-259,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-260,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-261,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-262,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-263,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-264,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-265,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-267,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-269,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-271,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-272,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-275,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-277,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-279,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-280,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-281,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-282,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-283,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-284,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-285,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-286,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-287,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-288,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-290,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-291,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-292,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-294,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-295,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-296,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-297,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-298,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-299,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-300,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-301,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-302,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-303,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-304,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-305,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-306,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-307,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-308,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-309,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-310,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-311,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-312,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-313,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-314,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-315,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-316,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-317,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-318,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-319,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-320,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-321,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-322,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-324,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-325,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-326,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-327,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-328,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-329,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-330,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-331,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-332,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-333,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-335,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-337,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-338,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-339,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-341,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-342,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-343,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-344,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-345,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-346,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-347,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-349,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-350,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-352,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-353,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-355,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-356,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-358,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-360,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-361,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-362,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-363,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-364,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-365,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-366,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-368,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-370,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-373,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-374,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-375,MAINLAND/MAINLAND_HJB,S1,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-380,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-381,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-385,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-388,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-389,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-398,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-399,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-400,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-401,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-404,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-409,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-410,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-411,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-413,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-415,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-417,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-419,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-425,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-429,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-430,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-431,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-434,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-435,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-442,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-443,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-444,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-448,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-449,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-451,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-452,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-453,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-455,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-456,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-457,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-458,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-459,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-460,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-465,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-466,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-467,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-470,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-472,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-475,MAINLAND/MAINLAND_HJB,S1,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-476,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-479,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-482,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-483,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-485,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-486,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-487,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-490,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-491,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-496,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-497,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s1-500,MAINLAND/MAINLAND_HJB,S1,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-001,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-002,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-004,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-005,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-006,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-007,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-008,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-009,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-010,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-011,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-012,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-013,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-015,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-016,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-018,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-019,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-022,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-023,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-024,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-025,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-026,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-027,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-028,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-030,MAINLAND/MAINLAND_HJB,S2,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-031,MAINLAND/MAINLAND_HJB,S2,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-junior-ds-v2-s2-032,MAINLAND/MAINLAND_HJB,S2,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
