questionId,grade,semester,topicId,unitTitle,questionType,difficulty,promptZhHans,answer,illustrationCategory,categoryLabelZh,illustrationPhase,gptImage2Batch,templateFamilyId,templateKey,normalizedPromptTemplate,suggestedImageKind,exactMathLabelsNeeded,notes
pep-junior-v2-s1-k04-fi-001,S1,lower,pep-junior-s1-lower-lines-coordinates,相交线、平行线与平面直角坐标系,fill-in,Core,两条平行直线被一条截线所截，一组同位角中一个角为89°，另一个同位角为____。,89°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-001,plane_geometry | pep-junior-s1-lower-lines-coordinates | fill-in | 两条平行直线被一条截线所截，N组同位角中N个角为#°，另N个同位角为____。,两条平行直线被一条截线所截，N组同位角中N个角为#°，另N个同位角为____。,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s3-k11-mc-044,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(10,33)，k的值是多少？",330,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-045,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(11,4)，k的值是多少？",44,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-046,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(12,6)，k的值是多少？",72,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-047,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(13,8)，k的值是多少？",104,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-048,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(14,10)，k的值是多少？",140,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-049,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(15,12)，k的值是多少？",180,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-050,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(16,14)，k的值是多少？",224,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-051,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(17,16)，k的值是多少？",272,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-052,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(18,18)，k的值是多少？",324,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-053,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(19,20)，k的值是多少？",380,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-054,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(20,22)，k的值是多少？",440,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-055,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(21,24)，k的值是多少？",504,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-056,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(22,26)，k的值是多少？",572,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-057,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(23,28)，k的值是多少？",644,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-058,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(24,30)，k的值是多少？",720,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-059,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(25,32)，k的值是多少？",800,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-060,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(26,3)，k的值是多少？",78,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-061,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(27,5)，k的值是多少？",135,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-062,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(28,7)，k的值是多少？",196,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-063,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(29,9)，k的值是多少？",261,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-064,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(30,11)，k的值是多少？",330,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-065,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(2,13)，k的值是多少？",26,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k11-mc-066,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,反比例函数、相似与锐角三角函数,multiple-choice,Exam,"反比例函数y=k/x经过点(3,15)，k的值是多少？",45,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-017,"coordinate_function | pep-junior-s3-lower-inverse-similarity-trigonometry | multiple-choice | 反比例函数y=k/x经过点(#,#)，k的值是多少？","反比例函数y=k/x经过点(#,#)，k的值是多少？",coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-9)²+2的对称轴是____。,x=9,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-10)²+4的对称轴是____。,x=10,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-11)²+6的对称轴是____。,x=11,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-12)²+8的对称轴是____。,x=12,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-13)²+10的对称轴是____。,x=13,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-14)²+12的对称轴是____。,x=14,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-15)²+14的对称轴是____。,x=15,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-16)²+16的对称轴是____。,x=16,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-17)²+18的对称轴是____。,x=17,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-18)²+20的对称轴是____。,x=18,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-19)²+22的对称轴是____。,x=19,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-20)²+24的对称轴是____。,x=20,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-21)²+26的对称轴是____。,x=21,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x-22)²+28的对称轴是____。,x=22,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-018,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x#)²+#的对称轴是____。,N次函数y=(x#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x+8)²+30的对称轴是____。,x=-8,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-019,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x+#)²+#的对称轴是____。,N次函数y=(x+#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x+7)²+3的对称轴是____。,x=-7,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-019,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x+#)²+#的对称轴是____。,N次函数y=(x+#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
pep-junior-v2-s3-k10-fi-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,fill-in,Core,二次函数y=(x+6)²+5的对称轴是____。,x=-6,coordinate_function,坐标与函数图象,core,batch-1-core-coordinate-function,pep-junior-illustration-template-019,coordinate_function | pep-junior-s3-upper-quadratics-circle-probability | fill-in | N次函数y=(x+#)²+#的对称轴是____。,N次函数y=(x+#)²+#的对称轴是____。,coordinate plane or function graph diagram,"yes: axes, coordinates, formulas, intercepts, slopes, and vertex labels should be deterministic overlays",Use GPT Image2 for clean graph compositions; render exact formulas and coordinates outside the image model.
