sourceBatch,sourceFile,sourceBatchFileId,questionId,grade,semester,unitTitle,topicId,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,independentAnswer,deterministicMathStatus,mathCorrectnessScore,curriculumFitScore,schemaScore,explanationScore,languageScore,diversityScore,sourceSafetyScore,overallScore,directLaunchCandidate,rewriteRecommended,reviewRecommendation,blockerFlags,riskFlags
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-fi-168,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,fill-in,第168小组：班级统计红卡6张、蓝卡5张、绿卡8张，数量最多的是几张？,,8,8,比较三个数量，最大的是8张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,8,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-fi-169,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,fill-in,第169小组：班级统计红卡7张、蓝卡7张、绿卡6张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-fi-170,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,fill-in,活动表上写着三组人数分别是8人、6人、9人，哪一个数量最大？,,9,9,比较8、6、9，最大数量是9。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,9,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-171,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,图书角统计红色5个、蓝色9个、绿色8个，最多的是几个？,,9,9,比较5、9、8，最大数量是9。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,9,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-172,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,小辰整理三类卡片：甲类7个、乙类6个、丙类7个。最大数量是多少？,,7,7,比较7、6、7，最大数量是7。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,7,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-173,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,活动表上写着三组人数分别是4人、9人、6人，哪一个数量最大？,,9,9,比较4、9、6，最大数量是9。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,9,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-174,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第174小组：班级统计红卡7张、蓝卡5张、绿卡6张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-175,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第175小组：班级统计红卡3张、蓝卡7张、绿卡4张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-176,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第176小组：班级统计红卡4张、蓝卡9张、绿卡7张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-177,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第177小组：班级统计红卡5张、蓝卡5张、绿卡5张，数量最多的是几张？,,5,5,比较三个数量，最大的是5张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,5,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-178,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第178小组：班级统计红卡6张、蓝卡7张、绿卡8张，数量最多的是几张？,,8,8,比较三个数量，最大的是8张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,8,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-179,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第179小组：班级统计红卡7张、蓝卡9张、绿卡6张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-180,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第180小组：班级统计红卡3张、蓝卡5张、绿卡4张，数量最多的是几张？,,5,5,比较三个数量，最大的是5张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,5,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-181,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,种植区统计红色8个、蓝色8个、绿色6个，最多的是几个？,,8,8,比较8、8、6，最大数量是8。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,8,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-182,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第182小组：班级统计红卡5张、蓝卡9张、绿卡5张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-183,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第183小组：班级统计红卡6张、蓝卡5张、绿卡8张，数量最多的是几张？,,8,8,比较三个数量，最大的是8张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,8,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-184,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第184小组：班级统计红卡7张、蓝卡7张、绿卡6张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-185,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第185小组：班级统计红卡3张、蓝卡9张、绿卡4张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-186,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第186小组：班级统计红卡4张、蓝卡5张、绿卡7张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-187,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第187小组：班级统计红卡5张、蓝卡7张、绿卡5张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-188,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第188小组：班级统计红卡6张、蓝卡9张、绿卡8张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-189,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第189小组：班级统计红卡7张、蓝卡5张、绿卡6张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-190,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Core,short-answer,第190小组：班级统计红卡3张、蓝卡7张、绿卡4张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-191,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,安安整理三类积木：甲类4个、乙类11个、丙类7个。最大数量是多少？,,11,11,比较4、11、7，最大数量是11。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,11,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-192,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第192小组：班级统计红卡5张、蓝卡5张、绿卡5张，数量最多的是几张？,,5,5,比较三个数量，最大的是5张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,5,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-193,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第193小组：班级统计红卡6张、蓝卡7张、绿卡8张，数量最多的是几张？,,8,8,比较三个数量，最大的是8张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,8,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-194,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第194小组：班级统计红卡7张、蓝卡9张、绿卡6张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-195,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第195小组：班级统计红卡3张、蓝卡5张、绿卡4张，数量最多的是几张？,,5,5,比较三个数量，最大的是5张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,5,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-196,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第196小组：班级统计红卡4张、蓝卡7张、绿卡7张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-197,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第197小组：班级统计红卡5张、蓝卡9张、绿卡5张，数量最多的是几张？,,9,9,比较三个数量，最大的是9张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction,9,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-198,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第198小组：班级统计红卡6张、蓝卡5张、绿卡8张，数量最多的是几张？,,8,8,比较三个数量，最大的是8张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value,8,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-199,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,第199小组：班级统计红卡7张、蓝卡7张、绿卡6张，数量最多的是几张？,,7,7,比较三个数量，最大的是7张。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context,7,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p1-l-sa-200,P1,lower,人民币、时间与数据,pep-primary-p1-lower-money-data-review,,Challenge,short-answer,活动表上写着三组人数分别是4人、6人、5人，哪一个数量最大？,,6,6,比较4、6、5，最大数量是6。,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review,6,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-001,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,晨晨摆了8行书签，每行2个，一共有多少个？,16 | 10 | 24 | 14,16,16,8个2相加，可以写成8x2=16。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-multiplication-arrays,16,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-002,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,科学桌有2个托盘，每个托盘放6个模型，一共放了多少个模型？,8 | 14 | 6 | 12,12,12,2个6相加，可以写成2x6=12。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-length-measurement,12,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-003,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,手工课分成4组，每组做2个作品，一共做多少个作品？,12 | 9 | 8 | 6,8,8,4个2相加，可以写成4x2=8。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-angle-observation,8,checked,100,100,100,90,100,100,100,98.5,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-004,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第4小组：有6组，每组6个，一共有多少个？,30 | 36 | 12 | 42,36,36,6个6相加，可以写成6x6=36。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-midterm-final-integrated,36,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-005,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第5小组：有7组，每组9个，一共有多少个？,63 | 16 | 70 | 54,63,63,7个9相加，可以写成7x9=63。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-error-literacy-extension,63,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-006,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第6小组：有8组，每组4个，一共有多少个？,12 | 40 | 28 | 32,32,32,8个4相加，可以写成8x4=32。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-multiplication-arrays,32,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-007,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第7小组：有9组，每组7个，一共有多少个？,72 | 56 | 63 | 16,63,63,9个7相加，可以写成9x7=63。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-length-measurement,63,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-008,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第8小组：有2组，每组2个，一共有多少个？,5 | 4 | 6 | 2,4,4,2个2相加，可以写成2x2=4。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-angle-observation,4,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-009,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第9小组：有3组，每组5个，一共有多少个？,15 | 8 | 18 | 10,15,15,3个5相加，可以写成3x5=15。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-midterm-final-integrated,15,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-010,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第10小组：有4组，每组8个，一共有多少个？,12 | 36 | 24 | 32,32,32,4个8相加，可以写成4x8=32。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-error-literacy-extension,32,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-011,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第11小组：有5组，每组3个，一共有多少个？,20 | 12 | 15 | 8,15,15,5个3相加，可以写成5x3=15。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-multiplication-arrays,15,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-012,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第12小组：有6组，每组6个，一共有多少个？,30 | 36 | 12 | 42,36,36,6个6相加，可以写成6x6=36。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-length-measurement,36,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-013,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第13小组：有7组，每组9个，一共有多少个？,63 | 16 | 70 | 54,63,63,7个9相加，可以写成7x9=63。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-angle-observation,63,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-014,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第14小组：有8组，每组4个，一共有多少个？,12 | 40 | 28 | 32,32,32,8个4相加，可以写成8x4=32。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-midterm-final-integrated,32,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-015,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第15小组：有9组，每组7个，一共有多少个？,72 | 56 | 63 | 16,63,63,9个7相加，可以写成9x7=63。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-error-literacy-extension,63,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-016,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第16小组：有2组，每组2个，一共有多少个？,5 | 4 | 6 | 2,4,4,2个2相加，可以写成2x2=4。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-multiplication-arrays,4,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-017,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第17小组：有3组，每组5个，一共有多少个？,15 | 8 | 18 | 10,15,15,3个5相加，可以写成3x5=15。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-length-measurement,15,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-018,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第18小组：有4组，每组8个，一共有多少个？,12 | 36 | 24 | 32,32,32,4个8相加，可以写成4x8=32。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-angle-observation,32,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-019,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第19小组：有5组，每组3个，一共有多少个？,20 | 12 | 15 | 8,15,15,5个3相加，可以写成5x3=15。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-midterm-final-integrated,15,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-020,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第20小组：有6组，每组6个，一共有多少个？,30 | 36 | 12 | 42,36,36,6个6相加，可以写成6x6=36。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-error-literacy-extension,36,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-021,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第21小组：有7组，每组9个，一共有多少个？,63 | 16 | 70 | 54,63,63,7个9相加，可以写成7x9=63。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-multiplication-arrays,63,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-022,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第22小组：有8组，每组4个，一共有多少个？,12 | 40 | 28 | 32,32,32,8个4相加，可以写成8x4=32。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-length-measurement,32,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p2-u-mc-023,P2,upper,表内乘法与阵列,pep-primary-p2-upper-multiplication-arrays,,Foundation,multiple-choice,第23小组：有9组，每组7个，一共有多少个？,72 | 56 | 63 | 16,63,63,9个7相加，可以写成9x7=63。,pep-primary-p2-upper-multiplication-facts,pep-primary-p2-upper-paper-angle-observation,63,checked,100,100,100,90,100,70,100,95.5,true,false,pass,,near-duplicate-template-cluster
