questionId,grade,topicId,type,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,confidence,issueType,recommendedAction,singleReviewApplied,note
pep-primary-p1-u-mc-001,P1,pep-primary-p1-upper-number-sense,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 14-11=3，选项中有3，题目清晰可解。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-048,P4,pep-primary-p4-upper-large-numbers-multiplication,multiple-choice,1056,,1056,pass,pass,high,none,pass,false,Stage A: 24×44=1056，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-049,P4,pep-primary-p4-upper-large-numbers-multiplication,multiple-choice,1175,,1175,pass,pass,high,none,pass,false,Stage A: 25×47=1175，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-050,P4,pep-primary-p4-upper-large-numbers-multiplication,multiple-choice,520,,520,pass,pass,high,none,pass,false,Stage A: 26×20=520，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-051,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,42°,,42°,pass,pass,high,none,pass,false,Stage A: 180°-138°=42°，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-052,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,135°,,135°,pass,pass,high,none,pass,false,Stage A: 平角180°，180°-45°=135°，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-053,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,130°,,130°,pass,pass,high,none,pass,false,Stage A: 180°-50°=130°，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-054,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,125°,,125°,pass,pass,high,none,pass,false,Stage A: 180°-55°=125°，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-055,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,120°,,120°,pass,pass,high,none,pass,false,Stage A: 180°-60°=120°，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-056,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,115°,,115°,pass,pass,high,none,pass,false,Stage A: 180°-65°=115°，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-057,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,110°,,110°,pass,pass,high,none,pass,false,Stage A: 180°-70°=110°，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-058,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,105°,,105°,pass,pass,high,none,pass,false,Stage A: 180°-75°=105°，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-059,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,100°,,100°,pass,pass,high,none,pass,false,Stage A: 180°-80°=100°，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-u-mc-060,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,95°,,95°,pass,pass,high,none,pass,true,Stage A: 180°-85°=95°，但选项A为“95°1”，疑似笔误，选项B为“95°”，建议审核选项A。 | Stage B: 独立答案与题库答案一致 | 复审: 题目可解，独立答案95°正确，选项B为95°，选项A的“95°1”为明显笔误但不影响作答，题库答案95°与独立答案一致。
pep-primary-p4-u-mc-061,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,90°,,90°,pass,pass,high,none,pass,false,Stage A: 平角180°，180-90=90，选项A正确。 | Stage B: 独立答案与题库答案一致，均为90°
pep-primary-p4-u-mc-062,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,85°,,85°,pass,pass,high,none,pass,false,Stage A: 180-95=85，选项D正确。 | Stage B: 独立答案与题库答案一致，均为85°
pep-primary-p4-u-mc-063,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,80°,,80°,pass,pass,high,none,pass,false,Stage A: 180-100=80，选项C正确。 | Stage B: 独立答案与题库答案一致，均为80°
pep-primary-p4-u-mc-064,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,75°,,75°,pass,pass,high,none,pass,false,Stage A: 180-105=75，选项B正确。 | Stage B: 独立答案与题库答案一致，均为75°
pep-primary-p4-u-mc-065,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,70°,,70°,pass,pass,high,none,pass,false,Stage A: 180-110=70，选项A正确。 | Stage B: 独立答案与题库答案一致，均为70°
pep-primary-p4-u-mc-066,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,65°,,65°,pass,pass,high,none,pass,false,Stage A: 180-115=65，选项D正确。 | Stage B: 独立答案与题库答案一致，均为65°
pep-primary-p4-u-mc-067,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,60°,,60°,pass,pass,high,none,pass,false,Stage A: 180-120=60，选项C正确。 | Stage B: 独立答案与题库答案一致，均为60°
pep-primary-p4-u-mc-068,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,55°,,55°,pass,pass,high,none,pass,false,Stage A: 180-125=55，选项B正确。 | Stage B: 独立答案与题库答案一致，均为55°
pep-primary-p4-u-mc-069,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,50°,,50°,pass,pass,high,none,pass,false,Stage A: 180-130=50，选项A正确。 | Stage B: 独立答案与题库答案一致，均为50°
pep-primary-p4-u-mc-070,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,45°,,45°,pass,pass,high,none,pass,false,Stage A: 180-135=45，选项D正确。 | Stage B: 独立答案与题库答案一致，均为45°
pep-primary-p4-u-mc-071,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,40°,,40°,pass,pass,high,none,pass,false,Stage A: 180-140=40，选项C正确。 | Stage B: 独立答案与题库答案一致，均为40°
pep-primary-p4-u-mc-072,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,155°,,155°,pass,pass,high,none,pass,false,Stage A: 180-25=155，选项B正确。 | Stage B: 独立答案与题库答案一致，均为155°
pep-primary-p4-u-mc-073,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,150°,,150°,pass,pass,high,none,pass,false,Stage A: 180-30=150，选项A正确。 | Stage B: 独立答案与题库答案一致，均为150°
pep-primary-p4-u-mc-074,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,145°,,145°,pass,pass,high,none,pass,false,Stage A: 180-35=145，选项D正确。 | Stage B: 独立答案与题库答案一致，均为145°
pep-primary-p4-u-mc-075,P4,pep-primary-p4-upper-angles-geometry,multiple-choice,141°,,141°,pass,pass,high,none,pass,false,Stage A: 邻补角即补角，180-39=141，选项C正确。 | Stage B: 独立答案与题库答案一致，均为141°
pep-primary-p4-u-fi-076,P4,pep-primary-p4-upper-angles-geometry,fill-in,135°,,135°,pass,pass,high,none,pass,false,Stage A: 180-45=135，填空题答案。 | Stage B: 独立答案与题库答案一致，均为135°
pep-primary-p4-u-fi-077,P4,pep-primary-p4-upper-angles-geometry,fill-in,129°,,129°,pass,pass,high,none,pass,false,Stage A: 180-51=129，填空题答案。 | Stage B: 独立答案与题库答案一致，均为129°
pep-primary-p4-u-fi-078,P4,pep-primary-p4-upper-angles-geometry,fill-in,123°,,123°,pass,pass,high,none,pass,false,Stage A: 180-57=123，填空题答案。 | Stage B: 独立答案与题库答案一致，均为123°
pep-primary-p4-u-fi-079,P4,pep-primary-p4-upper-angles-geometry,fill-in,120°,,120°,pass,pass,high,none,pass,false,Stage A: 180-60=120，填空题答案。 | Stage B: 独立答案与题库答案一致，均为120°
pep-primary-p4-u-fi-080,P4,pep-primary-p4-upper-angles-geometry,fill-in,115°,,115°,pass,pass,high,none,pass,false,Stage A: 180-65=115，填空题答案。 | Stage B: 独立答案与题库答案一致，均为115°
pep-primary-p4-u-fi-081,P4,pep-primary-p4-upper-angles-geometry,fill-in,110°,,110°,pass,pass,high,none,pass,false,Stage A: 平角为180°，180°-70°=110° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-082,P4,pep-primary-p4-upper-angles-geometry,fill-in,105°,,105°,pass,pass,high,none,pass,false,Stage A: 180°-75°=105° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-083,P4,pep-primary-p4-upper-angles-geometry,fill-in,100°,,100°,pass,pass,high,none,pass,false,Stage A: 180°-80°=100° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-084,P4,pep-primary-p4-upper-angles-geometry,fill-in,92°,,92°,pass,pass,high,none,pass,false,Stage A: 180°-88°=92° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-085,P4,pep-primary-p4-upper-angles-geometry,fill-in,90°,,90°,pass,pass,high,none,pass,false,Stage A: 180°-90°=90° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-086,P4,pep-primary-p4-upper-angles-geometry,fill-in,85°,,85°,pass,pass,high,none,pass,false,Stage A: 180°-95°=85° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-087,P4,pep-primary-p4-upper-angles-geometry,fill-in,80°,,80°,pass,pass,high,none,pass,false,Stage A: 180°-100°=80° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-088,P4,pep-primary-p4-upper-angles-geometry,fill-in,75°,,75°,pass,pass,high,none,pass,false,Stage A: 180°-105°=75° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-089,P4,pep-primary-p4-upper-angles-geometry,fill-in,70°,,70°,pass,pass,high,none,pass,false,Stage A: 180°-110°=70° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-090,P4,pep-primary-p4-upper-angles-geometry,fill-in,65°,,65°,pass,pass,high,none,pass,false,Stage A: 180°-115°=65° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-091,P4,pep-primary-p4-upper-angles-geometry,fill-in,60°,,60°,pass,pass,high,none,pass,false,Stage A: 180°-120°=60° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-092,P4,pep-primary-p4-upper-angles-geometry,fill-in,51°,,51°,pass,pass,high,none,pass,false,Stage A: 180°-129°=51° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-093,P4,pep-primary-p4-upper-angles-geometry,fill-in,50°,,50°,pass,pass,high,none,pass,false,Stage A: 180°-130°=50° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-094,P4,pep-primary-p4-upper-angles-geometry,fill-in,45°,,45°,pass,pass,high,none,pass,false,Stage A: 180°-135°=45° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-095,P4,pep-primary-p4-upper-angles-geometry,fill-in,40°,,40°,pass,pass,high,none,pass,false,Stage A: 180°-140°=40° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-096,P4,pep-primary-p4-upper-angles-geometry,fill-in,155°,,155°,pass,pass,high,none,pass,false,Stage A: 180°-25°=155° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-097,P4,pep-primary-p4-upper-angles-geometry,fill-in,150°,,150°,pass,pass,high,none,pass,false,Stage A: 180°-30°=150° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-098,P4,pep-primary-p4-upper-angles-geometry,fill-in,145°,,145°,pass,pass,high,none,pass,false,Stage A: 180°-35°=145° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-099,P4,pep-primary-p4-upper-angles-geometry,fill-in,140°,,140°,pass,pass,high,none,pass,false,Stage A: 180°-40°=140° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-u-fi-100,P4,pep-primary-p4-upper-angles-geometry,fill-in,120°,,120°,pass,pass,high,none,pass,false,Stage A: 邻补角即补角，180°-60°=120° | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-fi-101,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 1.5+2.7=4.2，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-102,P4,pep-primary-p4-lower-decimals-average,fill-in,3.3,,3.3,pass,pass,high,none,pass,false,Stage A: 1+2.3=3.3，整数加小数，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-103,P4,pep-primary-p4-lower-decimals-average,fill-in,3.8,,3.8,pass,pass,high,none,pass,false,Stage A: 1.2+2.6=3.8，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-104,P4,pep-primary-p4-lower-decimals-average,fill-in,3.4,,3.4,pass,pass,high,none,pass,false,Stage A: 1.4+2=3.4，小数加整数，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-105,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 1.6+2.3=3.9，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-106,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 1.7+2.5=4.2，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-107,P4,pep-primary-p4-lower-decimals-average,fill-in,4.5,,4.5,pass,pass,high,none,pass,false,Stage A: 1.8+2.7=4.5，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-108,P4,pep-primary-p4-lower-decimals-average,fill-in,3,,3,pass,pass,high,none,pass,false,Stage A: 1+2=3，整数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-109,P4,pep-primary-p4-lower-decimals-average,fill-in,3.3,,3.3,pass,pass,high,none,pass,false,Stage A: 1.1+2.2=3.3，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-110,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 1.2+2.4=3.6，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-111,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 1.3+2.6=3.9，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-112,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 1.4+2.8=4.2，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-113,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 1.5+2.1=3.6，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-114,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 1.6+2.3=3.9，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-115,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 1.7+2.5=4.2，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-116,P4,pep-primary-p4-lower-decimals-average,fill-in,4.5,,4.5,pass,pass,high,none,pass,false,Stage A: 1.8+2.7=4.5，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-117,P4,pep-primary-p4-lower-decimals-average,fill-in,3.2,,3.2,pass,pass,high,none,pass,false,Stage A: 1.1+2.1=3.2，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-118,P4,pep-primary-p4-lower-decimals-average,fill-in,3.3,,3.3,pass,pass,high,none,pass,false,Stage A: 1.1+2.2=3.3，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-119,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 1.2+2.4=3.6，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-120,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 1.3+2.6=3.9，直接小数加法，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-121,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.4+2.8=4.2，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-122,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.5+2.1=3.6，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-123,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.6+2.3=3.9，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-124,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.7+2.5=4.2，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-125,P4,pep-primary-p4-lower-decimals-average,fill-in,4.5,,4.5,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.8+2.7=4.5，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-126,P4,pep-primary-p4-lower-decimals-average,fill-in,3.4,,3.4,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.2+2.2=3.4，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-127,P4,pep-primary-p4-lower-decimals-average,fill-in,3.3,,3.3,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.1+2.2=3.3，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-128,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.2+2.4=3.6，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-129,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.3+2.6=3.9，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-130,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.4+2.8=4.2，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-131,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.5+2.1=3.6，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-132,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.6+2.3=3.9，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-133,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.7+2.5=4.2，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-134,P4,pep-primary-p4-lower-decimals-average,fill-in,3.5,,3.5,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.3+2.2=3.5，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-135,P4,pep-primary-p4-lower-decimals-average,fill-in,3.8,,3.8,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.4+2.4=3.8，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-136,P4,pep-primary-p4-lower-decimals-average,fill-in,3.3,,3.3,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.1+2.2=3.3，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-137,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.2+2.4=3.6，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-138,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.3+2.6=3.9，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-139,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.4+2.8=4.2，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-140,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.5+2.1=3.6，条件充分，答案明确。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-fi-141,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.6+2.3=3.9，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-142,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.7+2.5=4.2，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-143,P4,pep-primary-p4-lower-decimals-average,fill-in,4.5,,4.5,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.8+2.7=4.5，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-144,P4,pep-primary-p4-lower-decimals-average,fill-in,4,,4,pass,pass,high,none,pass,false,Stage A: 两盒质量相加，1.5+2.5=4千克，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-145,P4,pep-primary-p4-lower-decimals-average,fill-in,3.3,,3.3,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.1+2.2=3.3，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-146,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.2+2.4=3.6，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-147,P4,pep-primary-p4-lower-decimals-average,fill-in,3.9,,3.9,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.3+2.6=3.9，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-148,P4,pep-primary-p4-lower-decimals-average,fill-in,4.2,,4.2,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.4+2.8=4.2，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-149,P4,pep-primary-p4-lower-decimals-average,fill-in,3.6,,3.6,pass,pass,high,none,pass,false,Stage A: 简单小数加法，1.5+2.1=3.6，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-fi-150,P4,pep-primary-p4-lower-decimals-average,fill-in,4,,4,pass,pass,high,none,pass,false,Stage A: 两盒质量相加，1.2+2.8=4千克，条件充分。 | Stage B: 答案一致
pep-primary-p4-l-sa-151,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,32厘米,,32,pass,pass,high,none,pass,false,Stage A: 长方形周长=(9+7)×2=32厘米，条件充分。 | Stage B: 独立答案'32'与题库答案'32厘米'数值一致，单位可省略
pep-primary-p4-l-sa-152,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28,pass,pass,high,none,pass,false,Stage A: 长方形周长=(11+3)×2=28厘米，条件充分。 | Stage B: 独立答案'28'与题库答案'28厘米'数值一致，单位可省略
pep-primary-p4-l-sa-153,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,38厘米,,38,pass,pass,high,none,pass,false,Stage A: 长方形周长=(13+6)×2=38厘米，条件充分。 | Stage B: 独立答案'38'与题库答案'38厘米'数值一致，单位可省略
pep-primary-p4-l-sa-154,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,18厘米,,18,pass,pass,high,none,pass,false,Stage A: 长方形周长=(6+3)×2=18厘米，条件充分。 | Stage B: 独立答案'18'与题库答案'18厘米'数值一致，单位可省略
pep-primary-p4-l-sa-155,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,24厘米,,24,pass,pass,high,none,pass,false,Stage A: 长方形周长=(7+5)×2=24厘米，条件充分。 | Stage B: 独立答案'24'与题库答案'24厘米'数值一致，单位可省略
pep-primary-p4-l-sa-156,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,30厘米,,30,pass,pass,high,none,pass,false,Stage A: 长方形周长=(8+7)×2=30厘米，条件充分。 | Stage B: 独立答案'30'与题库答案'30厘米'数值一致，单位可省略
pep-primary-p4-l-sa-157,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,36厘米,,36,pass,pass,high,none,pass,false,Stage A: 正方形周长=9×4=36厘米，条件充分。 | Stage B: 独立答案'36'与题库答案'36厘米'数值一致，单位可省略
pep-primary-p4-l-sa-158,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28,pass,pass,high,none,pass,false,Stage A: 长方形周长=(10+4)×2=28厘米，条件充分。 | Stage B: 独立答案'28'与题库答案'28厘米'数值一致，单位可省略
pep-primary-p4-l-sa-159,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,34厘米,,34,pass,pass,high,none,pass,false,Stage A: 长方形周长=(11+6)×2=34厘米，条件充分。 | Stage B: 独立答案'34'与题库答案'34厘米'数值一致，单位可省略
pep-primary-p4-l-sa-160,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,40厘米,,40,pass,pass,high,none,pass,false,Stage A: 长方形周长=(12+8)×2=40厘米，条件充分。 | Stage B: 独立答案'40'与题库答案'40厘米'数值一致，单位可省略
pep-primary-p4-l-sa-161,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,32厘米,,32厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(长+宽)×2=(13+3)×2=32厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-162,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,20厘米,,20厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(5+5)×2=20厘米，正方形是特殊长方形 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-163,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,26厘米,,26厘米,pass,pass,high,none,pass,false,Stage A: 周长=(6+7)×2=26厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-164,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,32厘米,,32厘米,pass,pass,high,none,pass,false,Stage A: 周长=(7+9)×2=32厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-165,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,24厘米,,24厘米,pass,pass,high,none,pass,false,Stage A: 周长=(8+4)×2=24厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-166,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,30厘米,,30厘米,pass,pass,high,none,pass,false,Stage A: 周长=(9+6)×2=30厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-167,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,34厘米,,34厘米,pass,pass,high,none,pass,false,Stage A: 边框长即周长=(10+7)×2=34厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-168,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28厘米,pass,pass,high,none,pass,false,Stage A: 周长=(11+3)×2=28厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-169,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,34厘米,,34厘米,pass,pass,high,none,pass,false,Stage A: 周长=(12+5)×2=34厘米 | Stage B: 独立答案与题库答案完全一致
