questionId,grade,batch,type,topic,topicId,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,qaStatus,severity,sourceStatus,notes,recommendedAction
pep-high-s6-sa-094,S6,seed-v1,short-answer,成对数据的统计分析,pep-high-s6-bivariate-data,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s6-sa-095,S6,seed-v1,short-answer,导数综合,pep-high-s6-derivative-synthesis,0.5,0.5,0.5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s6-sa-096,S6,seed-v1,short-answer,解析几何综合,pep-high-s6-analytic-geometry-synthesis,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s6-sa-097,S6,seed-v1,short-answer,概率统计综合,pep-high-s6-probability-statistics-synthesis,90,90,90,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s6-sa-098,S6,seed-v1,short-answer,高考风格综合练习,pep-high-s6-exam-practice,3/11,3/11; 3 / 11,3/11,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s6-sa-099,S6,seed-v1,short-answer,计数原理,pep-high-s6-counting,15,15,15,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s6-sa-100,S6,seed-v1,short-answer,随机变量及其分布,pep-high-s6-random-variables,2.5,2.5,2.5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-001,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-002,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-003,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-004,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-005,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-006,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-007,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-008,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-009,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-010,S4,rag-v2,multiple-choice,集合与常用逻辑用语,pep-high-s4-sets-logic,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-011,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-012,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-013,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-014,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,-1,-1,-1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-015,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,-2,-2,-2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-016,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,-3,-3,-3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-017,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,-4,-4,-4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-018,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-019,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-020,S4,rag-v2,multiple-choice,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-021,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-022,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,-11,-11,-11,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-023,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,-2,-2,-2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-024,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-025,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,-10,-10,-10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-026,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-027,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,13,13,13,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-028,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,-10,-10,-10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-029,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-030,S4,rag-v2,multiple-choice,函数的概念与性质,pep-high-s4-function-properties,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-031,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-032,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-033,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-034,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-035,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-036,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-037,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-038,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-039,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-040,S4,rag-v2,multiple-choice,指数函数与对数函数,pep-high-s4-exp-log,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-041,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-042,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-043,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-044,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-045,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-046,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-047,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-048,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-049,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-050,S4,rag-v2,multiple-choice,三角函数,pep-high-s4-trigonometry,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-051,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,35,35,35,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-052,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,26,26,26,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-053,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,47,47,47,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-054,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,13,13,13,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-055,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-056,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,21,21,21,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-057,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,44,44,44,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-058,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,37,37,37,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-059,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,15,15,15,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-060,S4,rag-v2,multiple-choice,平面向量及其应用,pep-high-s4-plane-vectors,18,18,18,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-061,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-062,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-063,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-064,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-065,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-066,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-067,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-068,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-069,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,-1,-1,-1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-070,S4,rag-v2,multiple-choice,复数,pep-high-s4-complex-numbers,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-071,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,112,112,112,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-072,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,126,126,126,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-073,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,170,170,170,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-074,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,52,52,52,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-075,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,126,126,126,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-076,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,94,94,94,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-077,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,130,130,130,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-078,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,144,144,144,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-079,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,90,90,90,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-080,S4,rag-v2,multiple-choice,立体几何初步,pep-high-s4-solid-geometry-intro,66,66,66,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-081,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-082,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-083,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-084,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-085,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-086,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-087,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-088,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-089,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-090,S4,rag-v2,multiple-choice,统计,pep-high-s4-statistics,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-091,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,4/9,4/9,4/9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-092,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,1/4,1/4,1/4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-093,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,4/11,4/11,4/11,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-094,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,2/5,2/5,2/5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-095,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,1/2,1/2,1/2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-096,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,2/7,2/7,2/7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-097,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,2/5,2/5,2/5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-098,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,2/9,2/9,2/9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-099,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,4/7,4/7,4/7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-mc-100,S4,rag-v2,multiple-choice,概率,pep-high-s4-probability,1/3,1/3,1/3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-001,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,10,10,10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-002,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,10,10,10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-003,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,15,15,15,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-004,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-005,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-006,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-007,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,11,11,11,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-008,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,10,10,10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-009,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-010,S4,rag-v2,fill-in,集合与常用逻辑用语,pep-high-s4-sets-logic,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-011,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-012,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,6,6,6,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-013,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,27,27,27,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-014,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,4,4,4,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-015,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,14,14,14,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-016,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,39,39,39,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-017,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,65,65,65,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-018,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-019,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,1,1,1,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-020,S4,rag-v2,fill-in,一元二次函数、方程和不等式,pep-high-s4-quadratic-inequalities,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s4-rag2-fi-021,S4,rag-v2,fill-in,函数的概念与性质,pep-high-s4-function-properties,8,8,8,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
