reviewDate,reviewer,questionId,grade,semester,unitTitle,type,difficulty,promptZhHans,optionsZhHans,storedAnswer,acceptedAnswers,explanationZhHans,sourceStatus,mathCorrect,answerKeyMatches,explanationMatches,gradeFit,languageOk,classroomUsable,issueType,reviewNotes
2026-05-23,S18-manual-review,pep-primary-p4-lower-049,P4,lower,观察物体（二）,multiple-choice,Core,一个由小正方体搭成的立体图形，从前面看是3个正方形排成一排，从上面看也是3个正方形排成一排，这个立体图形至少由几个小正方体搭成？,3个 | 4个 | 5个 | 6个,3个,3个,从前面和上面看都是3个正方形一排，说明只有一层，且一排有3个，所以至少需要3个小正方体。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-lower-050,P4,lower,数学广角：鸡兔同笼,multiple-choice,Core,鸡兔同笼，共有头10个，脚28只，鸡有多少只？,4只 | 5只 | 6只 | 7只,6只,6只,假设全是鸡，则脚有2×10=20只，比实际少28−20=8只，每只兔比鸡多2只脚，所以兔有8÷2=4只，鸡有10−4=6只。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-001,P4,upper,大数的认识,multiple-choice,Core,一个数由5个千万、8个十万、3个万和6个千组成。这个数写作多少？读作什么？省略万位后面的尾数约是多少万？,50836000，五千零八十三万六千，5084万 | 50836000，五千零八十三万六千，5083万 | 58036000，五千八百零三万六千，5804万 | 50830600，五千零八十三万零六百，5083万,50836000，五千零八十三万六千，5084万,50836000，五千零八十三万六千，5084万,5个千万是50000000，8个十万是800000，3个万是30000，6个千是6000，合起来是50836000。读作：五千零八十三万六千。省略万位后面的尾数，看千位是6≥5，向万位进1，约是5084万。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-002,P4,upper,除数是两位数的除法,fill-in,Foundation,计算 234 × 56 时，可以先估算：234 接近 230，56 接近 60，积大约是 ______。再笔算，积的个位是 ______。,,13800；4,"13800；4 | 13800,4 | 13800，4",估算：234≈230，56≈60，230×60=13800。笔算：234×56，先算234×6=1404，积的个位是4。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-003,P4,upper,平行四边形和梯形,short-answer,Challenge,一个平行四边形相邻两条边的长度分别是8厘米和12厘米，其中一条边上的高是9厘米。这个平行四边形的周长是多少厘米？面积可能是多少平方厘米？（提示：考虑高可能在哪条边上）,,周长40厘米；面积可能是72平方厘米或108平方厘米,周长40厘米；面积可能是72平方厘米或108平方厘米 | 40厘米；72平方厘米或108平方厘米,周长=2×(8+12)=40厘米。若高9厘米在8厘米边上，面积=8×9=72平方厘米；若在12厘米边上，面积=12×9=108平方厘米。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"With adjacent sides 8 and 12, a height of 9 cm can only correspond to the 8 cm base; area 108 cm² is geometrically impossible."
2026-05-23,S18-manual-review,pep-primary-p4-upper-004,P4,upper,条形统计图,multiple-choice,Exam,下面是某书店一周售出图书数量的条形统计图：周一售出45本，周二售出60本，周三售出55本，周四售出70本，周五售出80本，周六售出95本，周日售出90本。如果书店想用一周的总销量来估计下个月的销量（按4周计算），下面哪种估计方法最合理？,用周日销量90本作为每周代表，估计下月销量约360本 | 用周六销量95本作为每周代表，估计下月销量约380本 | 先算本周总销量495本，再乘4，估计下月销量约1980本 | 去掉最高和最低后求平均，再乘4，估计下月销量约1760本,先算本周总销量495本，再乘4，估计下月销量约1980本,先算本周总销量495本，再乘4，估计下月销量约1980本,一周总销量=45+60+55+70+80+95+90=495本。用一周总销量代表每周销量，再乘4周，估计下月销量约495×4=1980本，最合理。其他方法只用单日销量或去掉数据，代表性不足。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-005,P4,upper,期中综合,fill-in,Core,一个数省略亿位后面的尾数约是10亿。这个数最大是 ______，最小是 ______。,,1049999999；950000000,"1049999999；950000000 | 1049999999,950000000 | 1049999999，950000000",省略亿位后面尾数约10亿，看千万位四舍五入。最大时千万位是4，后面各位都是9，即1049999999；最小时千万位是5，后面各位都是0，即950000000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-006,P4,upper,近似数,short-answer,Foundation,把下面各数按从小到大的顺序排列：5050000、5005000、5500000、5000500。请写出排列后的序列。,,5000500 < 5005000 < 5050000 < 5500000,5000500 < 5005000 < 5050000 < 5500000 | 5000500，5005000，5050000，5500000,比较大小从最高位开始：都是七位数，先看百万位都是5；看十万位：5000500十万位是0，5005000十万位是0，5050000十万位是0，5500000十万位是5，所以5500000最大。再比较前三个的万位：5000500万位是0，5005000万位是0，5050000万位是5，所以5050000第二大。最后比较5000500和5005000的千位：5000500千位是0，5005000千位是5，所以5000500<5005000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-007,P4,upper,三位数乘两位数,multiple-choice,Challenge,在计算 345 × 27 时，下面哪个算式的积与 345 × 27 的积相等？,345 × 20 + 345 × 7 | 345 × 30 - 345 × 3 | 345 × 9 × 3 | 以上都对,以上都对,以上都对,345×27=345×(20+7)=345×20+345×7；345×27=345×(30-3)=345×30-345×3；345×27=345×(9×3)=345×9×3。所以三个算式都等于345×27。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-008,P4,upper,平行与垂直,fill-in,Exam,在同一平面内，如果直线a与直线b互相垂直，直线b与直线c互相平行，那么直线a与直线c的位置关系是 ______。,,互相垂直,互相垂直 | 垂直,因为a⊥b，b∥c，所以a⊥c。即直线a与直线c互相垂直。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-010,P4,upper,期末综合,multiple-choice,Foundation,小马虎在计算一道除法题时，把除数36看成了63，结果得到的商是15，余数是9。正确的商应该是多少？,26 | 27 | 28 | 29,27,27,被除数=63×15+9=954。正确算式：954÷36=26……18，所以正确的商是26。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"The mistaken calculation gives dividend 954; 954 ÷ 36 = 26 remainder 18, so the answer field 27 is wrong."
2026-05-23,S18-manual-review,pep-primary-p4-upper-011,P4,upper,亿以内数,fill-in,Challenge,一个数由3个千万、5个十万、6个万和9个千组成，这个数写作多少？省略万位后面的尾数，它的近似数是多少？,,写作30569000，近似数是3057万,写作30569000，近似数是3057万 | 30569000，3057万 | 30569000 3057万,3个千万是30000000，5个十万是500000，6个万是60000，9个千是9000，合起来是30000000+500000+60000+9000=30569000。省略万位后面的尾数，看千位是9，大于5，向万位进1，万位原来是6，进1变成7，后面都变成0，所以近似数是30570000，写成用“万”作单位的数是3057万。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-012,P4,upper,积和商的估算,short-answer,Core,学校图书馆有故事书198本，科技书的本数是故事书的12倍。图书馆大约有多少本科技书？你是怎样估算的？,,大约2400本。把198看作200，200×12=2400。,大约2400本。把198看作200，200×12=2400。 | 2400本，198≈200，200×12=2400 | 2400本 198≈200 200×12=2400,求科技书的本数，用故事书的本数乘12：198×12。估算时，把198看作与它接近的整百数200，200×12=2400，所以大约有2400本。这样估算比较简便，结果也接近准确值。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-013,P4,upper,角的度量,multiple-choice,Foundation,用一个10倍的放大镜看一个15°的角，这个角的度数是（ ）。,A. 15° | B. 30° | C. 150° | D. 1.5°,A. 15°,A. 15° | A,角的大小与边的长短无关，只与两条边张开的程度有关。用放大镜看角，两条边变长了，但张开的程度不变，所以角的度数不变，还是15°。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-014,P4,upper,数学广角：优化,fill-in,Challenge,小明给客人沏茶，洗水壶要1分钟，烧开水要8分钟，洗茶杯要2分钟，找茶叶要1分钟，沏茶要1分钟。为了让客人尽快喝上茶，最合理的安排顺序是什么？最少需要多少分钟？,,先洗水壶，然后烧开水，在烧开水的同时洗茶杯、找茶叶，水烧开后沏茶。最少需要10分钟。,先洗水壶，然后烧开水，在烧开水的同时洗茶杯、找茶叶，水烧开后沏茶。最少需要10分钟。 | 洗水壶→烧开水（同时洗茶杯、找茶叶）→沏茶，10分钟 | 10分钟，洗水壶1分钟，烧开水8分钟（同时洗茶杯2分钟、找茶叶1分钟），沏茶1分钟,要尽快沏好茶，就要把能同时做的事情安排在一起。洗水壶是烧开水的前提，必须先做，用时1分钟；烧开水需要8分钟，在烧开水的同时可以洗茶杯（2分钟）和找茶叶（1分钟），这两件事可以在8分钟内完成；最后沏茶1分钟。总共用时：1+8+1=10（分钟）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-015,P4,upper,易错提优,short-answer,Core,小马虎在计算一道除法题时，把除数32看成了23，结果得到的商是15，余数是18。正确的商和余数应该是多少？请你写出思考过程。,,正确的商是11，余数是15。,正确的商是11，余数是15。 | 商11余15 | 11……15,先根据错误的除数、商和余数求出被除数：23×15+18=345+18=363。再用正确的除数32去除被除数：363÷32=11……15，所以正确的商是11，余数是15。,passed-auto-source-scan,no,no,no,yes,yes,reject,answer-error,"The dividend is 23×15+18=363; 363 ÷ 32 = 11 remainder 11, not remainder 15."
2026-05-23,S18-manual-review,pep-primary-p4-upper-016,P4,upper,大数的认识,multiple-choice,Foundation,下面各数中，一个零都不读出来的是（ ）。,A. 40056000 | B. 40005600 | C. 40000560 | D. 40560000,B. 40005600,B. 40005600 | B,根据整数的读法，从高位读起，每一级末尾的0都不读，其他数位有一个0或连续几个0都只读一个零。A读作四千零五万六千，读一个零；B读作四千万五千六百，一个零都不读；C读作四千万零五百六十，读一个零；D读作四千零五十六万，读一个零。所以选B。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-017,P4,upper,除数是两位数的除法,fill-in,Challenge,"在下面的除法算式中，被除数最大可以填几？最小可以填几？
□÷27=6……□",,被除数最大是188，最小是163。,被除数最大是188，最小是163。 | 最大188，最小163 | 188和163,在有余数的除法中，余数必须比除数小，所以余数最大是26，最小是1。根据“被除数=商×除数+余数”，当余数最大时，被除数最大：27×6+26=162+26=188；当余数最小时，被除数最小：27×6+1=162+1=163。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-018,P4,upper,平行四边形和梯形,short-answer,Core,一个四边形，它的一组对边平行，另一组对边不平行。这个四边形可能是什么图形？请写出它的名称，并说明你的理由。,,梯形。因为只有一组对边平行的四边形是梯形。,梯形。因为只有一组对边平行的四边形是梯形。 | 梯形，只有一组对边平行 | 梯形,根据四边形的分类，两组对边分别平行的四边形是平行四边形；只有一组对边平行的四边形是梯形。题目中一组对边平行，另一组对边不平行，符合梯形的定义，所以这个四边形是梯形。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-019,P4,upper,条形统计图,multiple-choice,Foundation,"下面是四（1）班同学最喜欢的水果情况统计表：
苹果：正正正
香蕉：正正
橘子：正
梨：正正
如果每个“正”字代表5人，那么喜欢苹果的人数比喜欢梨的人数多（ ）人。",A. 5 | B. 10 | C. 15 | D. 20,A. 5,A. 5 | A,一个“正”字代表5人。苹果有3个“正”字，即3×5=15人；梨有2个“正”字，即2×5=10人。喜欢苹果的比喜欢梨的多15-10=5人。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-020,P4,upper,素养拓展,fill-in,Challenge,用0、0、1、2、3这五个数字组成一个五位数，要求所有的0都不读出来。这个五位数最大是多少？最小是多少？,,最大是32100，最小是12300。,最大是32100，最小是12300。 | 最大32100，最小12300 | 32100和12300,要所有的0都不读出来，0必须放在每一级的末尾。这个五位数只有个级，所以0只能放在个级的末尾，即个位和十位。要最大，把较大的数字放在高位：万位放3，千位放2，百位放1，十位和个位放0，得到32100。要最小，万位放最小的非零数字1，千位放2，百位放3，十位和个位放0，得到12300。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-021,P4,upper,近似数,short-answer,Core,一个数由 5 个百万、3 个万和 6 个千组成，这个数省略万位后面的尾数，得到的近似数是多少？,,5040000,5040000,这个数是 5000000 + 30000 + 6000 = 5036000。省略万位后面的尾数，看千位是 6，大于或等于 5，向万位进 1，万位 3 变成 4，万位后面的数都变成 0，得到 5040000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-023,P4,upper,平行与垂直,fill-in,Challenge,一个四边形，它有一组对边平行，另一组对边不平行，且四个角中有一个是直角。这个四边形是（    ）。,,直角梯形,直角梯形,只有一组对边平行的四边形是梯形。有一个角是直角的梯形就是直角梯形。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-025,P4,upper,期中综合,multiple-choice,Foundation,下面各数中，读出零的个数最多的是哪一个？,3006600 | 3060600 | 3600060 | 3660000,3060600,3060600,3006600 读作三百万六千六百，不读零；3060600 读作三百零六万零六百，读两个零；3600060 读作三百六十万零六十，读一个零；3660000 读作三百六十六万，不读零。所以 3060600 读出零的个数最多。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-026,P4,upper,亿以内数,fill-in,Challenge,一个数用“四舍五入”法省略亿位后面的尾数后约是 5 亿，这个数最大是（    ），最小是（    ）。,,"549999999,450000000","549999999,450000000 | 549999999 450000000",省略亿位后面的尾数，看千万位。约等于 5 亿，最大时千万位要舍去，所以千万位最大是 4，后面各位最大是 9，即 549999999；最小时千万位要入上来，所以千万位最小是 5，后面各位最小是 0，即 450000000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-027,P4,upper,积和商的估算,short-answer,Core,学校买来 12 箱图书，每箱 24 本，每本 13 元。买这些图书一共花了多少元？,,3744,3744 | 3744元,先算总本数：12 × 24 = 288（本）。再算总价：288 × 13 = 3744（元）。也可以先算每箱价钱：24 × 13 = 312（元），再算 12 箱：312 × 12 = 3744（元）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-028,P4,upper,角的度量,multiple-choice,Foundation,用一副三角尺不能拼出的角是（    ）。,75° | 105° | 130° | 150°,130°,130°,一副三角尺的度数有 30°、60°、90° 和 45°、45°、90°。75°=30°+45°，105°=60°+45°，150°=90°+60°。130° 无法用这些角拼出。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-029,P4,upper,数学广角：优化,fill-in,Core,妈妈用平底锅煎鱼，每次只能放 2 条鱼，煎一条鱼需要 4 分钟（正、反面各需 2 分钟）。煎 5 条鱼至少需要（    ）分钟。,,10,10 | 10分钟,先煎 2 条鱼，4 分钟；再煎 2 条鱼，4 分钟；最后 1 条鱼，4 分钟，共 12 分钟。但可以优化：第一次煎 2 条鱼的正面（2 分钟），第二次煎一条鱼的反面和另一条鱼的正面（2 分钟），第三次煎剩下的反面（2 分钟），这样 3 条鱼需要 6 分钟。5 条鱼可以分成 3 条和 2 条，3 条用 6 分钟，2 条用 4 分钟，总共 10 分钟。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-030,P4,upper,期末综合,short-answer,Foundation,小马虎在计算一道除法题时，把除数 32 看成了 23，结果得到的商是 17，余数是 11。正确的商应该是多少？,,12,12,先根据错误的除数、商和余数求出被除数：23 × 17 + 11 = 391 + 11 = 402。再用正确的除数计算：402 ÷ 32 = 12……18，所以正确的商是 12。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-031,P4,upper,大数的认识,multiple-choice,Core,某市图书馆藏书量约为 5084000 册。如果把这个数四舍五入到万位，近似数是多少？,5080000 | 5084000 | 5085000 | 5090000,5080000,5080000,四舍五入到万位，看千位上的数字。5084000 的千位是 4，小于 5，所以舍去万位后面的尾数，得到 5080000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-032,P4,upper,除数是两位数的除法,fill-in,Foundation,计算 768 ÷ 32 时，可以把 32 看作 30 来试商。先估计商是几位数，再写出竖式计算中第一次试商得到的商。,,2,2 | 20,768 ÷ 32，被除数前两位 76 大于除数 32，所以商是两位数。把 32 看作 30 试商，76 ÷ 30 约等于 2，所以第一次试商为 2（写在十位上）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-033,P4,upper,平行四边形和梯形,short-answer,Core,一个四边形，两组对边分别平行，四个角都是直角，并且相邻两条边长度不相等。这个四边形是什么图形？,,长方形,长方形 | 矩形,两组对边分别平行且四个角都是直角，说明它是矩形；相邻两边不相等，所以不是正方形，而是长方形。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-034,P4,upper,条形统计图,multiple-choice,Foundation,"下面是某文具店一周的销售量统计表（单位：支）：
星期一：25，星期二：30，星期三：20，星期四：35，星期五：40，星期六：50，星期日：45。
如果用条形统计图表示，每格代表 5 支，那么星期六的直条应该画几格？",8 格 | 9 格 | 10 格 | 11 格,10 格,10 格,星期六销售 50 支，每格代表 5 支，50 ÷ 5 = 10，所以画 10 格。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-035,P4,upper,易错提优,fill-in,Core,一个数由 5 个百万、3 个万和 7 个千组成，这个数写作多少？,,5037000,5037000,5 个百万是 5000000，3 个万是 30000，7 个千是 7000，合起来是 5000000 + 30000 + 7000 = 5037000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-037,P4,upper,三位数乘两位数,multiple-choice,Core,学校要为 25 个班每班配备 128 本图书，一共需要多少本图书？下面哪个算式是正确的？,128 × 25 | 128 + 25 | 128 ÷ 25 | 25 × 128,128 × 25,128 × 25,求总数用乘法，每班 128 本，25 个班就是 128 × 25。25 × 128 虽然结果相同，但根据题意，通常写成 128 × 25 更符合数量关系。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-038,P4,upper,平行与垂直,fill-in,Foundation,在同一平面内，如果直线 a 与直线 b 互相垂直，直线 b 与直线 c 互相垂直，那么直线 a 与直线 c 的位置关系是什么？,,平行,平行 | 互相平行,根据垂直的性质，在同一平面内，如果两条直线都与同一条直线垂直，那么这两条直线互相平行。所以 a 和 c 平行。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-040,P4,upper,素养拓展,fill-in,Foundation,小马虎在计算一道除法题时，把除数 36 看成了 63，结果得到的商是 12，余数是 18。正确的商应该是多少？,,21,21,先根据错误的除数、商和余数求出被除数：63 × 12 + 18 = 756 + 18 = 774。再用正确的除数计算：774 ÷ 36 = 21。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-041,P4,upper,亿以内数,multiple-choice,Core,一个数由 5 个千万、8 个十万、3 个万和 6 个千组成，这个数写作（ ）。,50836000 | 50083600 | 50803600 | 50080360,50836000,50836000,5 个千万是 50000000，8 个十万是 800000，3 个万是 30000，6 个千是 6000，合起来是 50000000 + 800000 + 30000 + 6000 = 50836000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-043,P4,upper,角的度量,multiple-choice,Core,一个角的两条边张开得越大，这个角就（ ）。,越大 | 越小 | 不变 | 无法确定,越大,越大,角的大小与两条边张开的大小有关，张开得越大，角就越大。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-044,P4,upper,数学广角：优化,fill-in,Foundation,妈妈用平底锅煎鱼，每次只能放 2 条鱼，煎一条鱼需要 4 分钟（正、反面各 2 分钟）。煎 3 条鱼至少需要（ ）分钟。,,6,6 | 6分钟,先煎两条鱼的正面 2 分钟，取出第二条，放入第三条，煎第一条的反面和第三条的正面 2 分钟，第一条煎好取出，放入第二条的反面和第三条的反面煎 2 分钟，共 6 分钟。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-045,P4,upper,期中综合,multiple-choice,Core,下面各数中，读出两个零的数是（ ）。,50600320 | 56000320 | 50060320 | 50063020,50063020,50063020,50063020 读作五千零六万三千零二十，读出两个零。其他选项：50600320 读作五千零六十万零三百二十（读三个零），56000320 读作五千六百万零三百二十（读一个零），50060320 读作五千零六万零三百二十（读三个零）。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-046,P4,upper,大数的认识,fill-in,Foundation,一个数省略万位后面的尾数后约是 8 万，这个数最大是（ ），最小是（ ）。,,"84999, 75000","84999, 75000 | 84999,75000 | 84999 75000 | 84999、75000",四舍五入到万位，最大是千位舍去，所以千位最大是 4，后面各位最大是 9，即 84999；最小是千位入上来，所以千位最小是 5，后面各位最小是 0，即 75000。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-047,P4,upper,除数是两位数的除法,multiple-choice,Core,计算 768 ÷ 32 时，把 32 看作 30 试商，初商可能（ ）。,偏大 | 偏小 | 正好 | 无法确定,偏大,偏大,把除数 32 看作 30 试商，除数看小了，初商容易偏大。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
2026-05-23,S18-manual-review,pep-primary-p4-upper-048,P4,upper,平行四边形和梯形,fill-in,Core,一个平行四边形的一条边长 12 厘米，它的邻边长 8 厘米，这个平行四边形的周长是（ ）厘米。,,40,40 | 40厘米,平行四边形的对边相等，所以四条边分别为 12 厘米、8 厘米、12 厘米、8 厘米，周长为 (12+8)×2 = 40 厘米。,passed-auto-source-scan,yes,yes,yes,yes,yes,approve,none,"Independent S18 review found the prompt, stored answer, accepted answers, explanation, grade fit, and simplified-language classroom wording internally consistent for candidate-only use."
