questionId,batch,grade,topicId,type,difficulty,autoRecommendation,autoRiskFlags,reviewer,reviewDate,decision,severity,issueCategory,independentAnswer,storedAnswer,mathVerdict,answerKeyVerdict,explanationVerdict,curriculumFit,sourceDistance,bilingualFit,templateVariety,studentReadiness,notes,requiredFix,rerunRequired
pep-high-s6-rag4-fi-131,rag-v4,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,5/12,5/12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-141,rag-v4,S6,pep-high-s6-probability-statistics-synthesis,fill-in,Challenge,pass,,S18,2026-05-23,approve-row,none,,5/12,5/12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-151,rag-v4,S6,pep-high-s6-exam-practice,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,225,225,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-fi-161,rag-v4,S6,pep-high-s6-exam-practice,fill-in,Exam,pass,,S18,2026-05-23,approve-row,none,,225,225,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-006,rag-v4,S6,pep-high-s6-counting,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,10,10,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-016,rag-v4,S6,pep-high-s6-counting,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,36,36,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-026,rag-v4,S6,pep-high-s6-random-variables,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,6,6,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-036,rag-v4,S6,pep-high-s6-random-variables,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,6,6,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-050,rag-v4,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,9,9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-051,rag-v4,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,pass,,S18,2026-05-23,approve-row,none,,5,5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-074,rag-v4,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,8,8,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-075,rag-v4,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,16,16,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-076,rag-v4,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-077,rag-v4,S6,pep-high-s6-derivative-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,7,7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-099,rag-v4,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,16,16,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-100,rag-v4,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,14,14,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-101,rag-v4,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,12,12,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-123,rag-v4,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,2/5,2/5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-mc-124,rag-v4,S6,pep-high-s6-probability-statistics-synthesis,multiple-choice,Challenge,pass,,S18,2026-05-23,approve-row,none,,2/7,2/7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-047,rag-v4,S6,pep-high-s6-bivariate-data,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,3,3,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-072,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,-0.25,-0.25,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-073,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0.5,0.5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-074,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0.3,0.3,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-075,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,-0.25,-0.25,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-076,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0,0,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-077,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0.5,0.5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-078,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,-1.5,-1.5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-079,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,-0.1,-0.1,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-080,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0.125,0.125,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-081,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0.5,0.5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-082,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,-0.5,-0.5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-083,rag-v4,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,pass,,S18,2026-05-23,approve-row,none,,0,0,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-142,rag-v4,S6,pep-high-s6-exam-practice,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,2/7,2/7,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-143,rag-v4,S6,pep-high-s6-exam-practice,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,2/11,2/11,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-144,rag-v4,S6,pep-high-s6-exam-practice,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,1/5,1/5,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
pep-high-s6-rag4-sa-145,rag-v4,S6,pep-high-s6-exam-practice,short-answer,Exam,pass,,S18,2026-05-23,approve-row,none,,2/9,2/9,pass,pass,pass,pass,pass,pass,pass,ready,Manual sample canary passed.,,no
