questionId,grade,family,needLevel,illustrationKind,priority,promptZhHans,imageBriefZhHans
pep-primary-p4-u-mc-032,P4,large-numbers-multiplication,optional,array,P3,第32小组：计算：26x26=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第32小组：计算：26x26=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-033,P4,large-numbers-multiplication,optional,array,P3,第33小组：计算：27x29=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第33小组：计算：27x29=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-034,P4,large-numbers-multiplication,optional,array,P3,第34小组：计算：28x32=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第34小组：计算：28x32=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-035,P4,large-numbers-multiplication,optional,array,P3,第35小组：计算：29x35=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第35小组：计算：29x35=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-036,P4,large-numbers-multiplication,optional,array,P3,第36小组：计算：12x38=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第36小组：计算：12x38=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-037,P4,large-numbers-multiplication,optional,array,P3,第37小组：计算：13x41=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第37小组：计算：13x41=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-038,P4,large-numbers-multiplication,optional,array,P3,第38小组：计算：14x44=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第38小组：计算：14x44=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-039,P4,large-numbers-multiplication,optional,array,P3,第39小组：计算：15x47=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第39小组：计算：15x47=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-040,P4,large-numbers-multiplication,optional,array,P3,第40小组：计算：16x20=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第40小组：计算：16x20=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-041,P4,large-numbers-multiplication,optional,array,P3,第41小组：计算：17x23=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第41小组：计算：17x23=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-042,P4,large-numbers-multiplication,optional,array,P3,第42小组：计算：18x26=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第42小组：计算：18x26=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-043,P4,large-numbers-multiplication,optional,array,P3,第43小组：计算：19x29=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第43小组：计算：19x29=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-044,P4,large-numbers-multiplication,optional,array,P3,第44小组：计算：20x32=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第44小组：计算：20x32=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-045,P4,large-numbers-multiplication,optional,array,P3,第45小组：计算：21x35=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第45小组：计算：21x35=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-046,P4,large-numbers-multiplication,optional,array,P3,第46小组：计算：22x38=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第46小组：计算：22x38=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-047,P4,large-numbers-multiplication,optional,array,P3,第47小组：计算：23x41=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第47小组：计算：23x41=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-048,P4,large-numbers-multiplication,optional,array,P3,第48小组：计算：24x44=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第48小组：计算：24x44=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-049,P4,large-numbers-multiplication,optional,array,P3,第49小组：计算：25x47=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第49小组：计算：25x47=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-050,P4,large-numbers-multiplication,optional,array,P3,第50小组：计算：26x20=？,为人教版小学数学“大数认识与三位数乘法”题目生成一张大数乘法情境/可选阵列题目插图。题干：第50小组：计算：26x20=？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-076,P4,angles-geometry,core,angle,P1,乐乐画了两个组成平角的角，其中一个是45°，另一个是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：乐乐画了两个组成平角的角，其中一个是45°，另一个是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-077,P4,angles-geometry,core,angle,P1,一条直线上的两个相邻角和为180°，已知一个角是51°，另一个角是多少？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：一条直线上的两个相邻角和为180°，已知一个角是51°，另一个角是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-078,P4,angles-geometry,core,angle,P1,手工桌的角度卡显示一个角为57°，它的邻补角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：手工桌的角度卡显示一个角为57°，它的邻补角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-079,P4,angles-geometry,core,angle,P1,第79小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第79小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-080,P4,angles-geometry,core,angle,P1,第80小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第80小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-081,P4,angles-geometry,core,angle,P1,第81小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第81小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-082,P4,angles-geometry,core,angle,P1,第82小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第82小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-083,P4,angles-geometry,core,angle,P1,第83小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第83小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-084,P4,angles-geometry,core,angle,P1,浩浩画了两个组成平角的角，其中一个是88°，另一个是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：浩浩画了两个组成平角的角，其中一个是88°，另一个是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-085,P4,angles-geometry,core,angle,P1,第85小组：两个角组成一个平角，其中一个角是90°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第85小组：两个角组成一个平角，其中一个角是90°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-086,P4,angles-geometry,core,angle,P1,第86小组：两个角组成一个平角，其中一个角是95°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第86小组：两个角组成一个平角，其中一个角是95°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-087,P4,angles-geometry,core,angle,P1,第87小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第87小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-088,P4,angles-geometry,core,angle,P1,第88小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第88小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-089,P4,angles-geometry,core,angle,P1,第89小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第89小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-090,P4,angles-geometry,core,angle,P1,第90小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第90小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-091,P4,angles-geometry,core,angle,P1,第91小组：两个角组成一个平角，其中一个角是120°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第91小组：两个角组成一个平角，其中一个角是120°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-092,P4,angles-geometry,core,angle,P1,一条直线上的两个相邻角和为180°，已知一个角是129°，另一个角是多少？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：一条直线上的两个相邻角和为180°，已知一个角是129°，另一个角是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-093,P4,angles-geometry,core,angle,P1,第93小组：两个角组成一个平角，其中一个角是130°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第93小组：两个角组成一个平角，其中一个角是130°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-094,P4,angles-geometry,core,angle,P1,第94小组：两个角组成一个平角，其中一个角是135°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第94小组：两个角组成一个平角，其中一个角是135°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-095,P4,angles-geometry,core,angle,P1,第95小组：两个角组成一个平角，其中一个角是140°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第95小组：两个角组成一个平角，其中一个角是140°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-096,P4,angles-geometry,core,angle,P1,第96小组：两个角组成一个平角，其中一个角是25°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第96小组：两个角组成一个平角，其中一个角是25°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-097,P4,angles-geometry,core,angle,P1,第97小组：两个角组成一个平角，其中一个角是30°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第97小组：两个角组成一个平角，其中一个角是30°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-098,P4,angles-geometry,core,angle,P1,第98小组：两个角组成一个平角，其中一个角是35°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第98小组：两个角组成一个平角，其中一个角是35°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-099,P4,angles-geometry,core,angle,P1,第99小组：两个角组成一个平角，其中一个角是40°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第99小组：两个角组成一个平角，其中一个角是40°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-fi-100,P4,angles-geometry,core,angle,P1,数学角的角度卡显示一个角为60°，它的邻补角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：数学角的角度卡显示一个角为60°，它的邻补角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-051,P4,angles-geometry,core,angle,P1,一条直线上的两个相邻角和为180°，已知一个角是138°，另一个角是多少？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：一条直线上的两个相邻角和为180°，已知一个角是138°，另一个角是多少？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-052,P4,angles-geometry,core,angle,P1,第52小组：两个角组成一个平角，其中一个角是45°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第52小组：两个角组成一个平角，其中一个角是45°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-053,P4,angles-geometry,core,angle,P1,第53小组：两个角组成一个平角，其中一个角是50°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第53小组：两个角组成一个平角，其中一个角是50°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-054,P4,angles-geometry,core,angle,P1,第54小组：两个角组成一个平角，其中一个角是55°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第54小组：两个角组成一个平角，其中一个角是55°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-055,P4,angles-geometry,core,angle,P1,第55小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第55小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-056,P4,angles-geometry,core,angle,P1,第56小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第56小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-057,P4,angles-geometry,core,angle,P1,第57小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第57小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-058,P4,angles-geometry,core,angle,P1,第58小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第58小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-059,P4,angles-geometry,core,angle,P1,第59小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第59小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-060,P4,angles-geometry,core,angle,P1,第60小组：两个角组成一个平角，其中一个角是85°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第60小组：两个角组成一个平角，其中一个角是85°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-061,P4,angles-geometry,core,angle,P1,第61小组：两个角组成一个平角，其中一个角是90°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第61小组：两个角组成一个平角，其中一个角是90°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-062,P4,angles-geometry,core,angle,P1,第62小组：两个角组成一个平角，其中一个角是95°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第62小组：两个角组成一个平角，其中一个角是95°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-063,P4,angles-geometry,core,angle,P1,第63小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第63小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-064,P4,angles-geometry,core,angle,P1,第64小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第64小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-065,P4,angles-geometry,core,angle,P1,第65小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第65小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-066,P4,angles-geometry,core,angle,P1,第66小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第66小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-067,P4,angles-geometry,core,angle,P1,第67小组：两个角组成一个平角，其中一个角是120°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第67小组：两个角组成一个平角，其中一个角是120°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-068,P4,angles-geometry,core,angle,P1,第68小组：两个角组成一个平角，其中一个角是125°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第68小组：两个角组成一个平角，其中一个角是125°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-069,P4,angles-geometry,core,angle,P1,第69小组：两个角组成一个平角，其中一个角是130°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第69小组：两个角组成一个平角，其中一个角是130°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-070,P4,angles-geometry,core,angle,P1,第70小组：两个角组成一个平角，其中一个角是135°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第70小组：两个角组成一个平角，其中一个角是135°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-071,P4,angles-geometry,core,angle,P1,第71小组：两个角组成一个平角，其中一个角是140°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第71小组：两个角组成一个平角，其中一个角是140°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-072,P4,angles-geometry,core,angle,P1,第72小组：两个角组成一个平角，其中一个角是25°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第72小组：两个角组成一个平角，其中一个角是25°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-073,P4,angles-geometry,core,angle,P1,第73小组：两个角组成一个平角，其中一个角是30°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第73小组：两个角组成一个平角，其中一个角是30°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-074,P4,angles-geometry,core,angle,P1,第74小组：两个角组成一个平角，其中一个角是35°，另一个角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：第74小组：两个角组成一个平角，其中一个角是35°，另一个角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-u-mc-075,P4,angles-geometry,core,angle,P1,种植区的角度卡显示一个角为39°，它的邻补角是多少度？,为人教版小学数学“角的度量与几何语言”题目生成一张角/平角/量角器线索题目插图。题干：种植区的角度卡显示一个角为39°，它的邻补角是多少度？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-l-fi-101,P4,decimals-average,recommended,bar-chart,P2,小林量到两段彩带分别长1.5米和2.7米，一共长多少米？,为人教版小学数学“小数运算与平均数”题目生成一张小数测量/平均数数据图题目插图。题干：小林量到两段彩带分别长1.5米和2.7米，一共长多少米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p4-l-fi-102,P4,decimals-average,recommended,bar-chart,P2,浩浩量到两段彩带分别长1米和2.3米，一共长多少米？,为人教版小学数学“小数运算与平均数”题目生成一张小数测量/平均数数据图题目插图。题干：浩浩量到两段彩带分别长1米和2.3米，一共长多少米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
