blindId,grade,semester,type,difficulty,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,reviewerMathCorrectness,reviewerGradeFit,reviewerLanguageQuality,reviewerExplanationQuality,reviewerClassroomUsability,reviewerTemplateFeel,reviewerNotes
MPPQ-227,P3,upper,multiple-choice,Core,一盒巧克力有24块，小丽吃了其中的3块，小强吃的是小丽的2倍。小强吃了多少块？,6块 | 8块 | 12块 | 48块,6块,6块,小强吃的是小丽的2倍，小丽吃了3块，3×2=6（块）。,,,,,,,
MPPQ-228,P3,upper,fill-in,Core,第87小组：阅读活动从10:00开始，持续50分钟。活动持续了多少分钟？,,50分钟,50分钟,题目给出的持续时间就是50分钟。,,,,,,,
MPPQ-229,P3,upper,multiple-choice,Foundation,一个长方形的长是8厘米，宽是5厘米。下面哪个说法是正确的？,周长是13厘米 | 周长是26厘米 | 周长是40厘米 | 周长是16厘米,周长是26厘米,周长是26厘米,长方形周长=（长+宽）×2=（8+5）×2=13×2=26（厘米）。选项A只加了长和宽，选项C是长×宽，选项D是（长+宽）×2算错。,,,,,,,
MPPQ-230,P3,upper,multiple-choice,Foundation,第59小组：阅读活动从12:00开始，持续30分钟。活动持续了多少分钟？,25分钟 | 12分钟 | 30分钟 | 35分钟,30分钟,30分钟,题目给出的持续时间就是30分钟。,,,,,,,
MPPQ-231,P3,upper,short-answer,Core,三年级同学做彩旗，每面彩旗需要3米长的彩带。李老师买了85米彩带，最多可以做多少面彩旗？还剩多少米彩带？,,28面，剩1米,28面，剩1米 | 28面1米,85÷3=28（面）……1（米）。商28是彩旗数量，余数1是剩下的彩带长度。,,,,,,,
MPPQ-232,P3,lower,fill-in,Core,第110小组：一个长方形长5厘米、宽6厘米，面积是多少？,,30平方厘米,30平方厘米,长方形面积=长x宽，5x6=30平方厘米。,,,,,,,
MPPQ-233,P3,upper,short-answer,Foundation,图书馆有故事书126本，科技书比故事书多38本。科技书有多少本？,,164,164 | 164本,科技书比故事书多38本，用加法：126 + 38 = 164（本）。,,,,,,,
MPPQ-234,P3,lower,short-answer,Challenge,第187小组：求7、9、11这三个数的平均数。,,9,9,平均数=(7+9+11)÷3=9。,,,,,,,
MPPQ-235,P3,lower,fill-in,Core,用一根长24厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？,,36,36 | 36平方厘米,周长24厘米，边长 = 24 ÷ 4 = 6（厘米）。面积 = 6 × 6 = 36（平方厘米）。,,,,,,,
MPPQ-236,P3,lower,short-answer,Core,第159小组：求11、13、15这三个数的平均数。,,13,13,平均数=(11+13+15)÷3=13。,,,,,,,
MPPQ-237,P3,lower,fill-in,Foundation,一个长方形花坛，长8米，宽5米。它的面积是______平方米。如果在花坛四周围上篱笆，篱笆长______米。,,"40, 26","40, 26 | 40平方米, 26米",面积=长×宽=8×5=40平方米。周长=(长+宽)×2=(8+5)×2=26米。注意面积和周长单位不同。,,,,,,,
MPPQ-238,P3,upper,fill-in,Core,第88小组：阅读活动从11:00开始，持续15分钟。活动持续了多少分钟？,,15分钟,15分钟,题目给出的持续时间就是15分钟。,,,,,,,
MPPQ-239,P3,lower,multiple-choice,Core,下面小数中，读作“零点五八”的是（ ）。,A. 0.58 | B. 0.058 | C. 5.8 | D. 58.0,A. 0.58,A. 0.58 | A,0.58读作零点五八；0.058读作零点零五八；5.8读作五点八；58.0读作五十八点零。,,,,,,,
MPPQ-240,P3,upper,multiple-choice,Foundation,第60小组：阅读活动从8:00开始，持续35分钟。活动持续了多少分钟？,8分钟 | 35分钟 | 40分钟 | 30分钟,35分钟,35分钟,题目给出的持续时间就是35分钟。,,,,,,,
MPPQ-241,P4,lower,fill-in,Challenge,"在下面的算式中，填入合适的运算符号（＋、－、×、÷）和括号，使等式成立。
5 ___ 5 ___ 5 ___ 5 = 10",,5 × 5 ÷ 5 + 5 = 10,5 × 5 ÷ 5 + 5 = 10 | 5 × 5 ÷ 5 + 5 | (5 × 5) ÷ 5 + 5 = 10 | 5 + 5 × 5 ÷ 5 = 10 | 5 + (5 × 5) ÷ 5 = 10,我们可以用四则运算和括号来组合。例如，5 × 5 = 25，25 ÷ 5 = 5，5 + 5 = 10。所以 5 × 5 ÷ 5 + 5 = 10。也可以写成 5 + 5 × 5 ÷ 5 = 10，因为先算乘除，5 × 5 ÷ 5 = 5，再加 5 得 10。,,,,,,,
MPPQ-242,P4,lower,fill-in,Core,第106小组：计算：1.7+2.5=？,,4.2,4.2,小数点对齐计算：1.7+2.5=4.2。,,,,,,,
MPPQ-243,P4,lower,fill-in,Core,鸡和兔共有 10 个头，28 条腿。鸡有 ______ 只，兔有 ______ 只。,,"6, 4","6, 4",假设全是鸡，则腿数为 10×2=20，比实际少 8 条。每只兔比鸡多 2 条腿，所以兔有 8÷2=4 只，鸡有 10-4=6 只。,,,,,,,
MPPQ-244,P4,lower,short-answer,Challenge,第176小组：一个长方形长10厘米、宽5厘米，周长是多少？,,30厘米,30厘米,长方形周长=（长+宽）x2=(10+5)x2=30厘米。,,,,,,,
MPPQ-245,P4,lower,fill-in,Exam,一根绳子长 5.6 米，剪成两段，第一段长 2.78 米，第二段长多少米？,,2.82 米,2.82 米 | 2.82 | 2.82m,用总长减去第一段：5.6 - 2.78 = 2.82 米。计算时注意小数点对齐。,,,,,,,
MPPQ-246,P4,lower,short-answer,Core,第154小组：一个长方形长6厘米、宽3厘米，周长是多少？,,18厘米,18厘米,长方形周长=（长+宽）x2=(6+3)x2=18厘米。,,,,,,,
MPPQ-247,P4,lower,fill-in,Foundation,在 0.6、0.60、0.600 中，最大的数是 ______，最小的数是 ______。,,"0.600, 0.6","0.600, 0.6",0.6、0.60 和 0.600 大小相等，因为小数的末尾添上或去掉 0，大小不变。所以它们一样大，但按题目要求填出最大和最小，实际上三个数相等，可填 0.600 和 0.6。,,,,,,,
MPPQ-248,P4,upper,fill-in,Core,第81小组：两个角组成一个平角，其中一个角是70°，另一个角是多少度？,,110°,110°,平角是180°，所以另一个角是180°-70°=110°。,,,,,,,
MPPQ-249,P4,lower,multiple-choice,Challenge,下面各数中，只去掉小数末尾的“0”后，大小不变的是？,8.05 | 8.50 | 6.07 | 5.08,8.50,8.50,小数的末尾添上“0”或去掉“0”，小数的大小不变。8.50 末尾的 0 去掉是 8.5，大小不变；8.05、6.07、5.08 中的 0 不在小数末尾，去掉后大小会改变。,,,,,,,
MPPQ-250,P4,upper,fill-in,Foundation,第79小组：两个角组成一个平角，其中一个角是60°，另一个角是多少度？,,120°,120°,平角是180°，所以另一个角是180°-60°=120°。,,,,,,,
MPPQ-251,P4,lower,multiple-choice,Core,计算 125 × (8 + 4) 时，下面哪种做法运用了乘法分配律？,先算 125 × 8，再算 125 × 4，最后相加 | 先算 8 + 4 = 12，再算 125 × 12 | 先算 125 × 8 = 1000，再算 1000 + 4 = 1004 | 先算 125 × 4 = 500，再算 500 × 8 = 4000,先算 125 × 8，再算 125 × 4，最后相加,先算 125 × 8，再算 125 × 4，最后相加,乘法分配律是 a × (b + c) = a × b + a × c。这里把 125 分别与 8 和 4 相乘，再相加，符合分配律。,,,,,,,
MPPQ-252,P4,upper,multiple-choice,Foundation,第4小组：计算：16x32=？,48 | 512 | 528 | 496,512,512,按乘法计算可得16x32=512。,,,,,,,
MPPQ-253,P4,lower,multiple-choice,Exam,一个三角形，其中两个内角分别是 45° 和 90°，这个三角形按角分类是什么三角形？,锐角三角形 | 直角三角形 | 钝角三角形 | 等腰三角形,直角三角形,直角三角形,三角形有一个角是 90°，就是直角三角形。另一个角 45°，第三个角也是 45°，但不影响按角分类。,,,,,,,
MPPQ-254,P4,lower,fill-in,Core,第107小组：计算：1.8+2.7=？,,4.5,4.5,小数点对齐计算：1.8+2.7=4.5。,,,,,,,
MPPQ-255,P4,lower,multiple-choice,Foundation,四个同学的体重分别是 32 千克、35 千克、37 千克、40 千克，他们的平均体重是多少千克？,34 千克 | 35 千克 | 36 千克 | 37 千克,36 千克,36 千克,平均体重 = 总体重 ÷ 人数。(32+35+37+40) ÷ 4 = 144 ÷ 4 = 36 千克。,,,,,,,
MPPQ-256,P4,lower,short-answer,Challenge,第177小组：一个长方形长11厘米、宽7厘米，周长是多少？,,36厘米,36厘米,长方形周长=（长+宽）x2=(11+7)x2=36厘米。,,,,,,,
MPPQ-257,P4,lower,short-answer,Challenge,笼子里有鸡和兔共 10 只，从下面数共有 28 只脚。鸡和兔各有多少只？,,鸡 6 只，兔 4 只,鸡 6 只，兔 4 只 | 6只鸡，4只兔 | 鸡有6只，兔有4只,假设全是鸡，则脚有 2×10=20 只，比实际少 28-20=8 只。每把一只鸡换成一只兔，脚增加 2 只。需要换 8÷2=4 只兔，所以兔 4 只，鸡 10-4=6 只。,,,,,,,
MPPQ-258,P4,lower,short-answer,Core,第155小组：一个长方形长7厘米、宽5厘米，周长是多少？,,24厘米,24厘米,长方形周长=（长+宽）x2=(7+5)x2=24厘米。,,,,,,,
MPPQ-259,P4,lower,short-answer,Core,小明的身高是 1 米 35 厘米，小亮的身高是 1.4 米。谁更高？高多少厘米？,,小亮更高，高 5 厘米。,小亮更高，高 5 厘米。 | 小亮高，5厘米,1 米 35 厘米 = 1.35 米，1.4 米 > 1.35 米，所以小亮更高。1.4 - 1.35 = 0.05 米 = 5 厘米。,,,,,,,
MPPQ-260,P4,upper,fill-in,Core,第82小组：两个角组成一个平角，其中一个角是75°，另一个角是多少度？,,105°,105°,平角是180°，所以另一个角是180°-75°=105°。,,,,,,,
MPPQ-261,P4,lower,short-answer,Exam,一个数的小数点向右移动两位后，比原数大 198。原数是多少？,,2,2 | 2.00,小数点向右移动两位，原数扩大 100 倍，新数比原数大 99 倍。所以 99 倍的原数等于 198，原数 = 198 ÷ 99 = 2。,,,,,,,
MPPQ-262,P4,upper,fill-in,Foundation,第80小组：两个角组成一个平角，其中一个角是65°，另一个角是多少度？,,115°,115°,平角是180°，所以另一个角是180°-65°=115°。,,,,,,,
MPPQ-263,P4,lower,short-answer,Foundation,学校举行环保知识竞赛，共有20道题，答对一道得5分，答错一道倒扣2分。小华得了79分，他答对了几道题？请写出你的思考过程。,,答对了17道题。思考过程：假设全对，应得20×5=100分，实际少得100-79=21分。每把一道对的换成错的，损失5+2=7分。所以错题数=21÷7=3道，对题数=20-3=17道。,答对了17道题。思考过程：假设全对，应得20×5=100分，实际少得100-79=21分。每把一道对的换成错的，损失5+2=7分。所以错题数=21÷7=3道，对题数=20-3=17道。,用假设法。假设全对得100分，实际79分，差21分。错一题不仅不得5分还要扣2分，共损失7分。21÷7=3，所以错3题，对17题。,,,,,,,
MPPQ-264,P4,upper,multiple-choice,Foundation,第5小组：计算：17x35=？,595 | 612 | 578 | 52,595,595,按乘法计算可得17x35=595。,,,,,,,
MPPQ-265,P4,upper,fill-in,Challenge,一个数由3个千万、5个十万、6个万和9个千组成，这个数写作多少？省略万位后面的尾数，它的近似数是多少？,,写作30569000，近似数是3057万,写作30569000，近似数是3057万 | 30569000，3057万,3个千万是30000000，5个十万是500000，6个万是60000，9个千是9000，合起来是30000000+500000+60000+9000=30569000。省略万位后面的尾数，看千位是9，大于5，向万位进1，万位原来是6，进1变成7，后面都变成0，所以近似数是30570000，写成用“万”作单位的数是3057万。,,,,,,,
MPPQ-266,P4,lower,fill-in,Core,第109小组：计算：1.1+2.2=？,,3.3,3.3,小数点对齐计算：1.1+2.2=3.3。,,,,,,,
MPPQ-267,P4,upper,fill-in,Core,一个数省略亿位后面的尾数约是10亿。这个数最大是 ______，最小是 ______。,,1049999999；950000000,"1049999999；950000000 | 1049999999,950000000",省略亿位后面尾数约10亿，看千万位四舍五入。最大时千万位是4，后面各位都是9，即1049999999；最小时千万位是5，后面各位都是0，即950000000。,,,,,,,
MPPQ-268,P4,lower,short-answer,Challenge,第178小组：一个长方形长12厘米、宽9厘米，周长是多少？,,42厘米,42厘米,长方形周长=（长+宽）x2=(12+9)x2=42厘米。,,,,,,,
MPPQ-269,P4,upper,fill-in,Exam,在同一平面内，如果直线a与直线b互相垂直，直线b与直线c互相平行，那么直线a与直线c的位置关系是 ______。,,互相垂直,互相垂直 | 垂直,因为a⊥b，b∥c，所以a⊥c。即直线a与直线c互相垂直。,,,,,,,
MPPQ-270,P4,lower,short-answer,Core,第156小组：一个长方形长8厘米、宽7厘米，周长是多少？,,30厘米,30厘米,长方形周长=（长+宽）x2=(8+7)x2=30厘米。,,,,,,,
MPPQ-271,P4,upper,fill-in,Foundation,计算 234 × 56 时，可以先估算：234 接近 230，56 接近 60，积大约是 ______。再笔算，积的个位是 ______。,,13800；4,"13800；4 | 13800,4",估算：234≈230，56≈60，230×60=13800。笔算：234×56，先算234×6=1404，积的个位是4。,,,,,,,
MPPQ-272,P4,upper,fill-in,Core,第83小组：两个角组成一个平角，其中一个角是80°，另一个角是多少度？,,100°,100°,平角是180°，所以另一个角是180°-80°=100°。,,,,,,,
MPPQ-273,P4,upper,multiple-choice,Challenge,在计算 345 × 27 时，下面哪个算式的积与 345 × 27 的积相等？,345 × 20 + 345 × 7 | 345 × 30 - 345 × 3 | 345 × 9 × 3 | 以上都对,以上都对,以上都对,345×27=345×(20+7)=345×20+345×7；345×27=345×(30-3)=345×30-345×3；345×27=345×(9×3)=345×9×3。所以三个算式都等于345×27。,,,,,,,
MPPQ-274,P4,upper,fill-in,Foundation,乐乐画了两个组成平角的角，其中一个是45°，另一个是多少度？,,135°,135°,平角是180°，所以另一个角是180°-45°=135°。,,,,,,,
MPPQ-275,P4,upper,multiple-choice,Core,一个数由5个千万、8个十万、3个万和6个千组成。这个数写作多少？读作什么？省略万位后面的尾数约是多少万？,50836000，五千零八十三万六千，5084万 | 50836000，五千零八十三万六千，5083万 | 58036000，五千八百零三万六千，5804万 | 50830600，五千零八十三万零六百，5083万,50836000，五千零八十三万六千，5084万,50836000，五千零八十三万六千，5084万,5个千万是50000000，8个十万是800000，3个万是30000，6个千是6000，合起来是50836000。读作：五千零八十三万六千。省略万位后面的尾数，看千位是6≥5，向万位进1，约是5084万。,,,,,,,
MPPQ-276,P4,upper,multiple-choice,Foundation,第6小组：计算：18x38=？,702 | 666 | 56 | 684,684,684,按乘法计算可得18x38=684。,,,,,,,
MPPQ-277,P4,upper,multiple-choice,Exam,下面是某书店一周售出图书数量的条形统计图：周一售出45本，周二售出60本，周三售出55本，周四售出70本，周五售出80本，周六售出95本，周日售出90本。如果书店想用一周的总销量来估计下个月的销量（按4周计算），下面哪种估计方法最合理？,用周日销量90本作为每周代表，估计下月销量约360本 | 用周六销量95本作为每周代表，估计下月销量约380本 | 先算本周总销量495本，再乘4，估计下月销量约1980本 | 去掉最高和最低后求平均，再乘4，估计下月销量约1760本,先算本周总销量495本，再乘4，估计下月销量约1980本,先算本周总销量495本，再乘4，估计下月销量约1980本,一周总销量=45+60+55+70+80+95+90=495本。用一周总销量代表每周销量，再乘4周，估计下月销量约495×4=1980本，最合理。其他方法只用单日销量或去掉数据，代表性不足。,,,,,,,
MPPQ-278,P4,lower,fill-in,Core,第110小组：计算：1.2+2.4=？,,3.6,3.6,小数点对齐计算：1.2+2.4=3.6。,,,,,,,
MPPQ-279,P4,upper,multiple-choice,Foundation,小马虎在计算一道除法题时，把除数36看成了63，结果得到的商是15，余数是9。正确的商应该是多少？,26 | 27 | 28 | 29,27,27,被除数=63×15+9=954。正确算式：954÷36=26……18，所以正确的商是26。,,,,,,,
MPPQ-280,P4,lower,short-answer,Challenge,第179小组：一个长方形长13厘米、宽4厘米，周长是多少？,,34厘米,34厘米,长方形周长=（长+宽）x2=(13+4)x2=34厘米。,,,,,,,
MPPQ-281,P4,upper,short-answer,Challenge,一个平行四边形相邻两条边的长度分别是8厘米和12厘米，其中一条边上的高是9厘米。这个平行四边形的周长是多少厘米？面积可能是多少平方厘米？（提示：考虑高可能在哪条边上）,,周长40厘米；面积可能是72平方厘米或108平方厘米,周长40厘米；面积可能是72平方厘米或108平方厘米 | 40厘米；72平方厘米或108平方厘米,周长=2×(8+12)=40厘米。若高9厘米在8厘米边上，面积=8×9=72平方厘米；若在12厘米边上，面积=12×9=108平方厘米。,,,,,,,
MPPQ-282,P4,lower,short-answer,Core,第157小组：一个长方形长9厘米、宽9厘米，周长是多少？,,36厘米,36厘米,长方形周长=（长+宽）x2=(9+9)x2=36厘米。,,,,,,,
MPPQ-283,P4,upper,short-answer,Core,一个长方形果园长400米，宽250米。这个果园的面积是多少公顷？如果每公顷栽果树200棵，这个果园一共可以栽多少棵果树？,,10公顷；2000棵,"10公顷；2000棵 | 10公顷,2000棵",面积=400×250=100000平方米=10公顷。果树棵数=10×200=2000棵。,,,,,,,
MPPQ-284,P4,upper,fill-in,Core,第87小组：两个角组成一个平角，其中一个角是100°，另一个角是多少度？,,80°,80°,平角是180°，所以另一个角是180°-100°=80°。,,,,,,,
MPPQ-285,P4,upper,short-answer,Foundation,把下面各数按从小到大的顺序排列：5050000、5005000、5500000、5000500。请写出排列后的序列。,,5000500 < 5005000 < 5050000 < 5500000,5000500 < 5005000 < 5050000 < 5500000 | 5000500，5005000，5050000，5500000,比较大小从最高位开始：都是七位数，先看百万位都是5；看十万位：5000500十万位是0，5005000十万位是0，5050000十万位是0，5500000十万位是5，所以5500000最大。再比较前三个的万位：5000500万位是0，5005000万位是0，5050000万位是5，所以5050000第二大。最后比较5000500和5005000的千位：5000500千位是0，5005000千位是5，所以5000500<5005000。,,,,,,,
MPPQ-286,P4,upper,fill-in,Foundation,一条直线上的两个相邻角和为180°，已知一个角是51°，另一个角是多少？,,129°,129°,平角是180°，所以另一个角是180°-51°=129°。,,,,,,,
MPPQ-287,P4,lower,fill-in,Core,一个三角形三条边的长度都是整厘米数，其中两条边分别是 5 厘米和 8 厘米。第三条边最长是多少厘米？最短是多少厘米？,,最长 12 厘米，最短 4 厘米。,最长 12 厘米，最短 4 厘米。,三角形任意两边之和大于第三边，所以第三边 < 5+8=13，最大整数为12；任意两边之差小于第三边，所以第三边 > 8-5=3，最小整数为4。,,,,,,,
MPPQ-288,P4,upper,multiple-choice,Foundation,第7小组：计算：19x41=？,760 | 60 | 779 | 798,779,779,按乘法计算可得19x41=779。,,,,,,,
MPPQ-289,P4,lower,fill-in,Foundation,一瓶饮料连瓶重 0.65 千克，喝了一半后，连瓶重 0.35 千克。原来饮料净重多少千克？空瓶重多少千克？,,饮料净重 0.6 千克，空瓶重 0.05 千克。,饮料净重 0.6 千克，空瓶重 0.05 千克。,喝掉的一半饮料重量 = 0.65 - 0.35 = 0.3 千克，所以原来饮料净重 = 0.3 × 2 = 0.6 千克。空瓶重 = 0.65 - 0.6 = 0.05 千克。,,,,,,,
MPPQ-290,P4,lower,fill-in,Core,第111小组：计算：1.3+2.6=？,,3.9,3.9,小数点对齐计算：1.3+2.6=3.9。,,,,,,,
MPPQ-291,P4,lower,multiple-choice,Core,妈妈买了一瓶酱油，用去 3.45 元后，还剩 6.55 元。这瓶酱油原价多少元？,9.00 元 | 10.00 元 | 3.10 元 | 9.90 元,10.00 元,10.00 元,原价 = 用去的钱 + 剩下的钱 = 3.45 + 6.55。计算时小数点对齐：3.45 + 6.55 = 10.00（元）。,,,,,,,
MPPQ-292,P4,lower,short-answer,Challenge,第180小组：一个长方形长5厘米、宽6厘米，周长是多少？,,22厘米,22厘米,长方形周长=（长+宽）x2=(5+6)x2=22厘米。,,,,,,,
MPPQ-293,P4,lower,multiple-choice,Foundation,小明在计算一道小数减法时，把被减数 5.4 看成了 5.7，算出的差是 2.8。正确的差应该是多少？,2.5 | 3.1 | 2.8 | 3.4,2.5,2.5,被减数增加了 5.7 - 5.4 = 0.3，减数不变，差也增加了 0.3。所以正确的差 = 2.8 - 0.3 = 2.5。,,,,,,,
MPPQ-294,P4,lower,short-answer,Core,第158小组：一个长方形长10厘米、宽4厘米，周长是多少？,,28厘米,28厘米,长方形周长=（长+宽）x2=(10+4)x2=28厘米。,,,,,,,
MPPQ-295,P4,lower,short-answer,Challenge,计算 125×32×25 时，小丽想用简便方法，她先算 125×8=1000，再算 25×4=100，最后得到 1000×100=100000。请问她运用了哪些运算定律？请写出完整的简便计算过程，并说明每一步的依据。,,运用了乘法结合律和乘法交换律。过程：125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。第一步将32拆成8×4，用了乘法结合律；第二步交换位置并重新结合，用了乘法交换律和结合律。,运用了乘法结合律和乘法交换律。过程：125×32×25 = 125×(8×4)×25 = (125×8)×(4×25) = 1000×100 = 100000。第一步将32拆成8×4，用了乘法结合律；第二步交换位置并重新结合，用了乘法交换律和结合律。,小丽把32拆成8×4，然后让125和8相乘，25和4相乘，这样凑成整千和整百，计算简便。这需要交换因数的位置和重新结合，所以用了乘法交换律和结合律。,,,,,,,
MPPQ-296,P4,upper,fill-in,Core,第88小组：两个角组成一个平角，其中一个角是105°，另一个角是多少度？,,75°,75°,平角是180°，所以另一个角是180°-105°=75°。,,,,,,,
MPPQ-297,P4,lower,short-answer,Core,把 0.75 的小数点向右移动两位，得到的数是原数的多少倍？如果再把小数点向左移动三位，得到的数是多少？请写出过程和结果。,,向右移动两位得到75，是原数的100倍。再向左移动三位得到0.075。,向右移动两位得到75，是原数的100倍。再向左移动三位得到0.075。,小数点向右移动两位，相当于乘100，0.75×100=75，是原数的100倍。再向左移动三位，相当于除以1000，75÷1000=0.075。,,,,,,,
MPPQ-298,P4,upper,fill-in,Foundation,手工桌的角度卡显示一个角为57°，它的邻补角是多少度？,,123°,123°,平角是180°，所以另一个角是180°-57°=123°。,,,,,,,
MPPQ-299,P4,lower,short-answer,Foundation,用简便方法计算 25 × 36，并写出主要步骤。,,25 × 36 = 25 × 4 × 9 = 100 × 9 = 900,25 × 36 = 25 × 4 × 9 = 100 × 9 = 900,把 36 拆成 4×9，先算 25×4=100，再乘 9 得 900，运用了乘法结合律。,,,,,,,
MPPQ-300,P4,upper,multiple-choice,Foundation,第8小组：计算：20x44=？,64 | 880 | 900 | 860,880,880,按乘法计算可得20x44=880。,,,,,,,
MPPQ-301,P4,upper,fill-in,Challenge,小明给客人沏茶，洗水壶要1分钟，烧开水要8分钟，洗茶杯要2分钟，找茶叶要1分钟，沏茶要1分钟。为了让客人尽快喝上茶，最合理的安排顺序是什么？最少需要多少分钟？,,先洗水壶，然后烧开水，在烧开水的同时洗茶杯、找茶叶，水烧开后沏茶。最少需要10分钟。,先洗水壶，然后烧开水，在烧开水的同时洗茶杯、找茶叶，水烧开后沏茶。最少需要10分钟。 | 洗水壶→烧开水（同时洗茶杯、找茶叶）→沏茶，10分钟 | 10分钟，洗水壶1分钟，烧开水8分钟（同时洗茶杯2分钟、找茶叶1分钟），沏茶1分钟,要尽快沏好茶，就要把能同时做的事情安排在一起。洗水壶是烧开水的前提，必须先做，用时1分钟；烧开水需要8分钟，在烧开水的同时可以洗茶杯（2分钟）和找茶叶（1分钟），这两件事可以在8分钟内完成；最后沏茶1分钟。总共用时：1+8+1=10（分钟）。,,,,,,,
MPPQ-302,P4,lower,fill-in,Core,第112小组：计算：1.4+2.8=？,,4.2,4.2,小数点对齐计算：1.4+2.8=4.2。,,,,,,,
MPPQ-303,P4,upper,fill-in,Core,一个数由 5 个百万、3 个万和 7 个千组成，这个数写作多少？,,5037000,5037000,5 个百万是 5000000，3 个万是 30000，7 个千是 7000，合起来是 5000000 + 30000 + 7000 = 5037000。,,,,,,,
MPPQ-304,P4,lower,short-answer,Challenge,第181小组：一个长方形长6厘米、宽8厘米，周长是多少？,,28厘米,28厘米,长方形周长=（长+宽）x2=(6+8)x2=28厘米。,,,,,,,
MPPQ-305,P4,upper,fill-in,Foundation,估算 789 × 61 时，可以把 789 看作（ ），61 看作（ ），积大约是（ ）。,,"800, 60, 48000","800, 60, 48000 | 800、60、48000",789 接近 800，61 接近 60，800 × 60 = 48000，所以积大约是 48000。,,,,,,,
MPPQ-306,P4,lower,short-answer,Core,第159小组：一个长方形长11厘米、宽6厘米，周长是多少？,,34厘米,34厘米,长方形周长=（长+宽）x2=(11+6)x2=34厘米。,,,,,,,
MPPQ-307,P4,upper,multiple-choice,Core,一个数由 5 个千万、8 个十万、3 个万和 6 个千组成，这个数写作（ ）。,50836000 | 50083600 | 50803600 | 50080360,50836000,50836000,5 个千万是 50000000，8 个十万是 800000，3 个万是 30000，6 个千是 6000，合起来是 50000000 + 800000 + 30000 + 6000 = 50836000。,,,,,,,
MPPQ-308,P4,upper,fill-in,Core,第89小组：两个角组成一个平角，其中一个角是110°，另一个角是多少度？,,70°,70°,平角是180°，所以另一个角是180°-110°=70°。,,,,,,,
MPPQ-309,P4,upper,multiple-choice,Foundation,用一个10倍的放大镜看一个15°的角，这个角的度数是（ ）。,A. 15° | B. 30° | C. 150° | D. 1.5°,A. 15°,A. 15° | A,角的大小与边的长短无关，只与两条边张开的程度有关。用放大镜看角，两条边变长了，但张开的程度不变，所以角的度数不变，还是15°。,,,,,,,
MPPQ-310,P4,upper,multiple-choice,Foundation,第9小组：计算：21x47=？,987 | 1008 | 966 | 68,987,987,按乘法计算可得21x47=987。,,,,,,,
MPPQ-311,P4,upper,short-answer,Core,学校图书馆有故事书198本，科技书的本数是故事书的12倍。图书馆大约有多少本科技书？你是怎样估算的？,,大约2400本。把198看作200，200×12=2400。,大约2400本。把198看作200，200×12=2400。 | 2400本，198≈200，200×12=2400,求科技书的本数，用故事书的本数乘12：198×12。估算时，把198看作与它接近的整百数200，200×12=2400，所以大约有2400本。这样估算比较简便，结果也接近准确值。,,,,,,,
MPPQ-312,P4,lower,fill-in,Core,第113小组：计算：1.5+2.1=？,,3.6,3.6,小数点对齐计算：1.5+2.1=3.6。,,,,,,,
MPPQ-313,P4,upper,short-answer,Foundation,小马虎在计算一道除法题时，把除数 32 看成了 23，结果得到的商是 17，余数是 11。正确的商应该是多少？,,12,12,先根据错误的除数、商和余数求出被除数：23 × 17 + 11 = 391 + 11 = 402。再用正确的除数计算：402 ÷ 32 = 12……18，所以正确的商是 12。,,,,,,,
MPPQ-314,P4,lower,short-answer,Challenge,第182小组：一个长方形长7厘米、宽3厘米，周长是多少？,,20厘米,20厘米,长方形周长=（长+宽）x2=(7+3)x2=20厘米。,,,,,,,
MPPQ-315,P4,lower,fill-in,Core,笼子里有鸡和兔共 10 只，它们共有 28 条腿。鸡有 ___ 只。,,6,6,假设全是鸡，则腿数为 10×2=20 条，比实际少 8 条。每只兔比鸡多 2 条腿，所以兔有 8÷2=4 只，鸡有 10-4=6 只。,,,,,,,
MPPQ-316,P4,lower,short-answer,Core,第160小组：一个长方形长12厘米、宽8厘米，周长是多少？,,40厘米,40厘米,长方形周长=（长+宽）x2=(12+8)x2=40厘米。,,,,,,,
MPPQ-317,P4,lower,fill-in,Foundation,"在横线上填上适当的数或运算符号，使计算简便：
47×25×4 = 47 × ( ____ × ____ )，这里运用了乘法____律。",,47×25×4 = 47 × (25 × 4)，运用了乘法结合律。,47×25×4 = 47 × (25 × 4)，运用了乘法结合律。,25和4相乘得100，计算简便。把25和4先结合，运用了乘法结合律。,,,,,,,
MPPQ-318,P4,upper,fill-in,Core,第90小组：两个角组成一个平角，其中一个角是115°，另一个角是多少度？,,65°,65°,平角是180°，所以另一个角是180°-115°=65°。,,,,,,,
MPPQ-319,P4,lower,multiple-choice,Core,"下面是四年级一班第一小组同学的身高数据（单位：厘米）：145, 138, 142, 136, 141, 143。关于这组数据的平均数，下面哪种说法是正确的？",平均数一定是这组数据中最中间的数 | 平均数比这组数据中最大的数还要大 | 平均数是这组数据的总和除以数据的个数 | 平均数一定是这组数据中出现次数最多的数,平均数是这组数据的总和除以数据的个数,平均数是这组数据的总和除以数据的个数,平均数的定义是总和除以个数。选项A描述的是中位数；选项B错误，平均数不可能大于最大值；选项D描述的是众数。所以只有C正确。,,,,,,,
